,heuristic_param,seed,n_gen,reward,accuracy,variance,n_steps_proc,n_steps_acc,n_steps
0,10,2,1,28.005756176729754,0.49375,345.7859226281133,9860,23120,32980
1,10,2,2,-10.45260334736691,0.49375,250.46806092064767,19720,23120,42840
2,10,2,3,-19.944706704421673,0.49375,220.41427451572767,29580,23120,52700
3,10,2,4,-24.298148206843234,0.49375,363.4502050283308,39440,23120,62560
4,10,2,5,24.092610161889144,0.49375,378.3465590247185,49300,23120,72420
5,10,2,6,-22.837346067564546,0.49375,437.1084463161842,59160,23120,82280
6,10,2,7,18.69373959863928,0.49375,305.6473463894695,69020,23120,92140
7,10,2,8,-31.307598135392322,0.49375,391.51095516094,78880,23120,102000
8,10,2,9,-18.032234401591122,0.15625,177.07158970001848,82000,43990,125990
9,10,2,10,26.108007331836433,0.15625,166.86811611508992,85120,43990,129110
10,10,2,11,32.18722342273098,0.15625,150.38267992208216,88240,43990,132230
11,10,2,12,9.614362548183083,0.15625,222.95987488906877,91360,43990,135350
12,10,2,13,9.614228948181701,0.15625,239.97622163261667,94480,43990,138470
13,10,2,14,-1.2457901385556216,0.15625,161.29055191685995,97600,43990,141590
14,10,2,15,20.669377459526814,0.15625,164.90178509437337,100720,43990,144710
15,10,2,16,21.513432337632743,0.15625,208.93686262669002,103840,43990,147830
16,10,2,17,-49.86165482893778,0.15625,288.42982737434886,106960,43990,150950
17,10,2,18,-22.947840999403017,0.15625,241.3073903942897,110080,43990,154070
18,10,2,19,24.398857784359013,0.15625,226.89184916478175,113200,43990,157190
19,10,2,20,26.836884753568484,0.15625,339.707838187339,116320,43990,160310
20,10,2,21,25.348877116955176,0.15625,174.16781250575855,119440,43990,163430
21,10,2,22,21.161052958423085,0.15625,61.1072181619636,122560,43990,166550
22,10,2,23,22.898502928640255,0.15625,121.0846181524345,125680,43990,169670
23,10,2,24,30.322953670470717,0.15625,94.62468023059128,128800,43990,172790
24,10,2,25,21.174595292845815,0.15625,137.08864569192082,131920,43990,175910
25,10,2,26,0.22282963531819105,0.15625,155.96856003692375,135040,43990,179030
26,10,2,27,27.7032954766645,0.15625,194.62474404644377,138160,43990,182150
27,10,2,28,24.05701546728505,0.15625,183.64397888787377,141280,43990,185270
28,10,2,29,27.7032954766645,0.15625,11.89384353721961,144400,43990,188390
29,10,2,30,39.891156938259286,0.15625,233.16715203929962,147520,64860,212380
30,10,2,31,27.7032954766645,0.15625,293.01914876826584,150640,64860,215500
31,10,2,32,27.7032954766645,0.15625,176.22863969321617,153760,64860,218620
32,10,2,33,24.5895969545984,0.15625,181.92065408443295,156880,64860,221740
