,heuristic_param,seed,n_gen,reward,accuracy,variance,n_steps_proc,n_steps_acc,n_steps
0,0.8,7,1,8.016148658314137,0.15625,179.13444942947268,3120,20870,23990
1,0.8,7,2,-30.634117187876974,0.15625,240.9189459815595,6240,20870,27110
2,0.8,7,3,-2.573727150846336,0.15625,183.69841428556464,9360,20870,30230
3,0.8,7,4,-9.783135941290977,0.15625,185.87825997025044,12480,20870,33350
4,0.8,7,5,-19.943803053920863,0.15625,188.72899396859157,15600,20870,36470
5,0.8,7,6,-6.200665786511448,0.15625,216.17929673946037,18720,20870,39590
6,0.8,7,7,-18.490963315422178,0.15625,297.5141076433898,21840,20870,42710
7,0.8,7,8,8.300857617704253,0.15625,232.6185895290273,24960,20870,45830
8,0.8,7,9,13.111371999485897,0.15625,113.52327412288719,28080,20870,48950
9,0.8,7,10,9.614228948181701,0.15625,207.01926252679885,31200,20870,52070
10,0.8,7,11,2.188346794950408,0.15625,266.6976060601074,34320,20870,55190
11,0.8,7,12,19.90810656393615,0.15625,168.36378416849826,37440,20870,58310
12,0.8,7,13,9.614228948181701,0.15625,90.17189286823839,40560,20870,61430
13,0.8,7,14,-5.329954015463112,0.15625,204.7362024445136,43680,20870,64550
14,0.8,7,15,-4.046062171605718,0.15625,111.40883456407724,46800,20870,67670
15,0.8,7,16,8.828080924364064,0.15625,186.17304978973766,49920,20870,70790
16,0.8,7,17,13.702302840426224,0.15625,79.27590598919437,53040,20870,73910
17,0.8,7,18,13.93566294392416,0.15625,105.79219638837762,56160,20870,77030
18,0.8,7,19,9.80449141040334,0.15625,98.62943715336456,59280,20870,80150
19,0.8,7,20,8.079444161147958,0.15625,95.59299353994325,62400,20870,83270
20,0.8,7,21,-18.500578513924715,0.15625,248.67752412098858,65520,20870,86390
21,0.8,7,22,9.804769666743322,0.15625,97.70858350386638,68640,41740,110380
22,0.8,7,23,9.614228948181701,0.15625,81.61875279140997,71760,41740,113500
23,0.8,7,24,28.124620631078393,0.15625,36.376318470001,74880,41740,116620
24,0.8,7,25,27.7032954766645,0.15625,125.85365971383854,78000,41740,119740
25,0.8,7,26,27.7032954766645,0.15625,165.4499167182796,81120,41740,122860
26,0.8,7,27,-2.2362998517511286,0.15625,172.5689619527428,84240,41740,125980
27,0.8,7,28,11.892097547311671,0.15625,81.0872760275487,87360,41740,129100
28,0.8,7,29,27.7032954766645,0.15625,124.69349172418092,90480,41740,132220
29,0.8,7,30,27.7032954766645,0.15625,160.76797448001744,93600,41740,135340
30,0.8,7,31,27.7032954766645,0.15625,106.0959790109365,96720,41740,138460
31,0.8,7,32,-30.643697179544215,0.15625,231.4331096820907,99840,41740,141580
32,0.8,7,33,29.537915567872908,0.15625,146.64330049456447,102960,41740,144700
33,0.8,7,34,27.7032954766645,0.15625,342.47261786242956,106080,41740,147820
34,0.8,7,35,28.9439803474262,0.15625,218.22964606367492,109200,41740,150940
35,0.8,7,36,27.7032954766645,0.15625,14.082125944049327,112320,41740,154060
36,0.8,7,37,27.7032954766645,0.15625,180.14115488893316,115440,41740,157180
37,0.8,7,38,28.124620631078393,0.15625,78.37399844975502,118560,41740,160300
38,0.8,7,39,24.840845707273203,0.15625,291.3473168071553,121680,41740,163420
39,0.8,7,40,29.909221248638623,0.15625,279.84636441135297,124800,41740,166540
40,0.8,7,41,28.330460413152743,0.15625,270.313816695841,127920,41740,169660
41,0.8,7,42,28.8122922202838,0.15625,145.00504051927203,131040,41740,172780
42,0.8,7,43,21.815931366080047,0.94375,282.2543509355472,149900,73860,223760
43,0.8,7,44,-32.259351599736235,0.94375,678.8632047050135,168760,73860,242620
44,0.8,7,45,17.41788119842018,0.94375,286.003439180544,187620,73860,261480
45,0.8,7,46,20.978104371659295,0.94375,631.4802128447902,206480,73860,280340
46,0.8,7,47,27.027433185821486,0.94375,74.3444746347229,225340,73860,299200
47,0.8,7,48,28.684711570470746,0.94375,467.92141174480383,244200,105980,350180
48,0.8,7,49,22.88892621203667,0.94375,495.79765802856565,263060,105980,369040
49,0.8,7,50,28.630564615683284,0.94375,310.0589093293653,281920,105980,387900
50,0.8,7,51,31.587210038443516,0.94375,405.15276724134753,300780,105980,406760
51,0.8,7,52,32.76202179765946,0.94375,526.9989297161858,319640,105980,425620
52,0.8,7,53,28.124620631078393,0.15625,162.1674733520253,322760,126850,449610
53,0.8,7,54,2.079024791754649,0.15625,227.92903094889,325880,126850,452730
54,0.8,7,55,29.0181406712588,0.15625,228.3939488574817,329000,126850,455850
55,0.8,7,56,17.330163811424743,0.15625,409.0114865661585,332120,126850,458970
56,0.8,7,57,25.61932572240442,0.15625,248.91020581062807,335240,126850,462090
57,0.8,7,58,24.447739082341958,0.15625,279.40248669615477,338360,126850,465210
58,0.8,7,59,28.368211400776204,0.15625,199.34793254497873,341480,126850,468330
59,0.8,7,60,25.935231819312957,0.15625,193.5448455238634,344600,126850,471450
60,0.8,7,61,27.51236435621284,0.15625,185.64520311999942,347720,126850,474570
61,0.8,7,62,28.073485018501522,0.15625,63.220453638546736,350840,126850,477690
62,0.8,7,63,28.78786997346533,0.15625,96.39425595351445,353960,126850,480810
63,0.8,7,64,28.392905940541954,0.15625,107.05903272963027,357080,126850,483930
64,0.8,7,65,35.44262742601456,0.15625,186.4991672137749,360200,126850,487050
65,0.8,7,66,28.01576996519683,0.15625,148.5927311681707,363320,126850,490170
66,0.8,7,67,17.752044139304424,0.15625,214.04823411051456,366440,126850,493290
67,0.8,7,68,27.871414675355833,0.15625,387.65066590999646,369560,126850,496410
68,0.8,7,69,34.15086320080368,0.15625,41.766780295553346,372680,126850,499530
69,0.8,7,70,25.620450760757677,0.15625,225.2161375666413,375800,126850,502650
70,0.8,7,71,2.4570146455439046,0.15625,176.98278358823944,378920,126850,505770
71,0.8,7,72,38.383868108770784,0.15625,40.76963054847939,382040,126850,508890
72,0.8,7,73,39.86477270563394,0.15625,43.35328063362182,385160,126850,512010
73,0.8,7,74,27.663437304595128,0.15625,271.3497238600611,388280,147720,536000
74,0.8,7,75,28.124620631078393,0.15625,57.60387902306881,391400,147720,539120
75,0.8,7,76,29.43107019708949,0.15625,112.59892633544523,394520,147720,542240
76,0.8,7,77,28.124620631078393,0.15625,11.478602994766993,397640,147720,545360
77,0.8,7,78,30.036447283112913,0.15625,106.65874959857327,400760,147720,548480
78,0.8,7,79,28.032290905301636,0.15625,28.58550494315792,403880,147720,551600
79,0.8,7,80,36.52128102859622,0.15625,32.303085842329914,407000,147720,554720
80,0.8,7,81,38.88030370524062,0.15625,47.89976808698899,410120,147720,557840
81,0.8,7,82,32.21069862276819,0.15625,119.62820219251714,413240,147720,560960
82,0.8,7,83,34.4157369819453,0.15625,3.9702012260350137,416360,147720,564080
83,0.8,7,84,29.981705015716564,0.15625,22.712287569269623,419480,147720,567200
84,0.8,7,85,28.17183935026757,0.15625,137.46071452533073,422600,147720,570320
85,0.8,7,86,37.567419301951,0.15625,114.38921177282654,425720,147720,573440
86,0.8,7,87,24.828285637797173,0.15625,27.217728394757245,428840,147720,576560
87,0.8,7,88,26.51865003896224,0.15625,32.454187846422386,431960,147720,579680
88,0.8,7,89,38.34729977672557,0.15625,26.50118217283353,435080,147720,582800
89,0.8,7,90,12.958519599317338,0.15625,180.9999165028597,438200,147720,585920
90,0.8,7,91,11.23215026093486,0.15625,31.457371828527926,441320,147720,589040
91,0.8,7,92,28.02943875588059,0.15625,10.549139110506367,444440,147720,592160
92,0.8,7,93,6.826627266980727,0.15625,59.7253802282565,447560,147720,595280
93,0.8,7,94,40.25740076234252,0.15625,21.61309321839171,450680,147720,598400
94,0.8,7,95,30.248442673926252,0.15625,62.63169845943529,453800,168590,622390
95,0.8,7,96,-0.9243371660812901,0.15625,61.831201796467894,456920,168590,625510
96,0.8,7,97,28.363210424975023,0.15625,69.21757903631892,460040,168590,628630
97,0.8,7,98,35.37058000262908,0.15625,40.42580715058902,463160,168590,631750
98,0.8,7,99,29.25557973811407,0.15625,115.2969160050113,466280,168590,634870
99,0.8,7,100,36.76466892238411,0.15625,171.78963689675012,469400,168590,637990
100,0.8,7,101,29.07489272852814,0.15625,90.94077302548322,472520,168590,641110
101,0.8,7,102,39.678937774433486,0.15625,73.79118034355638,475640,168590,644230
102,0.8,7,103,22.22523639444319,0.15625,31.114249692452802,478760,168590,647350
103,0.8,7,104,21.61959331045545,0.15625,27.577719362540343,481880,168590,650470
