,heuristic_param,seed,n_gen,reward,accuracy,variance,n_steps_proc,n_steps_acc,n_steps
0,0.8,2,1,13.95971376435161,0.15625,284.1032368676778,3120,20870,23990
1,0.8,2,2,19.028697477282964,0.15625,221.58179989515605,6240,20870,27110
2,0.8,2,3,-21.37842109706535,0.15625,330.55652021374954,9360,20870,30230
3,0.8,2,4,25.11176809255233,0.15625,291.3258944709304,12480,20870,33350
4,0.8,2,5,14.931315052679532,0.15625,229.03941418449935,15600,20870,36470
5,0.8,2,6,-16.529073748864757,0.15625,205.90122939157087,18720,20870,39590
6,0.8,2,7,9.029065283029988,0.15625,212.09571296966777,21840,20870,42710
7,0.8,2,8,32.748866944298356,0.15625,229.8924599577768,24960,20870,45830
8,0.8,2,9,-19.19667945671261,0.15625,240.47451963610047,28080,20870,48950
9,0.8,2,10,-42.83369658357264,0.15625,269.0785141931401,31200,20870,52070
10,0.8,2,11,13.309740612274249,0.15625,292.404886134043,34320,20870,55190
11,0.8,2,12,-18.992031623012565,0.15625,116.81363057568942,37440,20870,58310
12,0.8,2,13,34.267265680947446,0.15625,171.4748927207977,40560,20870,61430
13,0.8,2,14,-9.52767758455804,0.15625,140.61965367610546,43680,20870,64550
14,0.8,2,15,14.931315052679532,0.15625,186.01182765191416,46800,20870,67670
15,0.8,2,16,-8.471637904542774,0.15625,235.89286915102122,49920,20870,70790
16,0.8,2,17,19.872742384857602,0.15625,255.43794077664884,53040,20870,73910
17,0.8,2,18,15.433232669648447,0.15625,302.71417184592724,56160,20870,77030
18,0.8,2,19,-1.29060079212974,0.15625,235.84527076044623,59280,20870,80150
19,0.8,2,20,-34.22787925615422,0.15625,195.92196268096342,62400,20870,83270
20,0.8,2,21,19.835142700547767,0.15625,289.6408940237276,65520,20870,86390
21,0.8,2,22,12.696942390400357,0.71875,367.506333533497,79880,50740,130620
22,0.8,2,23,17.975460961775624,0.71875,634.6116095927449,94240,50740,144980
23,0.8,2,24,16.125275066301025,0.71875,304.67380066611054,108600,50740,159340
24,0.8,2,25,26.350878950917387,0.71875,269.7255846648575,122960,50740,173700
25,0.8,2,26,34.04370470784065,0.71875,196.01528603728065,137320,50740,188060
26,0.8,2,27,22.98766726299107,0.71875,374.5692599457549,151680,50740,202420
27,0.8,2,28,1.5304480364960824,0.15625,381.92813138097347,154800,71610,226410
28,0.8,2,29,10.896626930230179,0.15625,149.87844125363742,157920,71610,229530
29,0.8,2,30,34.07155892173945,0.15625,256.89915029522575,161040,71610,232650
30,0.8,2,31,33.699440199076186,0.15625,350.4810151393509,164160,71610,235770
31,0.8,2,32,33.04111011373003,0.15625,7.95480753814699,167280,71610,238890
32,0.8,2,33,36.20701936689712,0.15625,127.47001567508138,170400,71610,242010
33,0.8,2,34,26.517220450242053,0.15625,5.559553830957333,173520,71610,245130
34,0.8,2,35,-14.641928860447445,0.15625,266.32347842516975,176640,71610,248250
35,0.8,2,36,-0.30938714830998737,0.15625,94.90503259599294,179760,71610,251370
36,0.8,2,37,23.06408142191517,0.15625,210.5791721231591,182880,71610,254490
37,0.8,2,38,36.64090804324901,0.15625,261.65094442686166,186000,71610,257610
38,0.8,2,39,-22.25172908912337,0.15625,271.8467104694716,189120,71610,260730
39,0.8,2,40,27.26459309823009,0.15625,71.91345221858754,192240,71610,263850
40,0.8,2,41,33.83696974551647,0.15625,129.36110431742185,195360,71610,266970
41,0.8,2,42,22.733413240904884,0.15625,190.9558307125786,198480,71610,270090
42,0.8,2,43,8.781857587170197,0.15625,47.80350644431975,201600,71610,273210
43,0.8,2,44,26.508776312376767,0.15625,28.691199198711434,204720,71610,276330
44,0.8,2,45,29.854318452272036,0.15625,87.30339166734441,207840,71610,279450
45,0.8,2,46,32.6902461843368,0.15625,90.32891767008906,210960,71610,282570
46,0.8,2,47,27.470911163231182,0.15625,286.93476475016485,214080,71610,285690
47,0.8,2,48,14.931315052679532,0.15625,187.731483870995,217200,71610,288810
48,0.8,2,49,21.167090567675018,0.15625,184.38800277474922,220320,92480,312800
49,0.8,2,50,24.050208995072136,0.15625,50.54942915774988,223440,92480,315920
50,0.8,2,51,32.13740246048174,0.15625,96.11530729317334,226560,92480,319040
51,0.8,2,52,22.50746561158075,0.15625,57.995739961345485,229680,92480,322160
52,0.8,2,53,28.84118209574919,0.15625,118.52106689122843,232800,92480,325280
53,0.8,2,54,35.63935505026194,0.15625,96.51205003321743,235920,92480,328400
54,0.8,2,55,16.198832761170003,0.15625,97.35654905229396,239040,92480,331520
55,0.8,2,56,34.94645925184457,0.15625,41.23788145498919,242160,92480,334640
56,0.8,2,57,3.553684332942828,0.15625,62.7505962345322,245280,92480,337760
57,0.8,2,58,29.783094792782816,0.15625,145.1215559885879,248400,92480,340880
58,0.8,2,59,31.49288757635984,0.15625,100.19380003804662,251520,92480,344000
59,0.8,2,60,38.32264847468954,0.15625,117.22645056403772,254640,92480,347120
60,0.8,2,61,38.02930370214885,0.15625,26.964884430449537,257760,92480,350240
61,0.8,2,62,25.43581457981998,0.15625,29.258027649242063,260880,92480,353360
62,0.8,2,63,37.72987944165128,0.15625,54.0597144799652,264000,92480,356480
63,0.8,2,64,18.663378403254846,0.15625,30.612801932437122,267120,92480,359600
64,0.8,2,65,33.1163844104084,0.15625,63.0015555869928,270240,92480,362720
65,0.8,2,66,41.04724754703636,0.15625,100.40240573204001,273360,92480,365840
66,0.8,2,67,32.8311850863458,0.15625,74.6017456520834,276480,92480,368960
67,0.8,2,68,31.853493857015593,0.15625,64.56746205424754,279600,92480,372080
68,0.8,2,69,6.737752367808854,0.15625,96.71873853696798,282720,92480,375200
69,0.8,2,70,26.26123942461221,0.15625,25.33724749420545,285840,113350,399190
70,0.8,2,71,22.578529266650754,0.15625,23.02933557255336,288960,113350,402310
71,0.8,2,72,-23.91904940377559,0.15625,122.88566583432127,292080,113350,405430
72,0.8,2,73,42.59143036089882,0.15625,85.09271982429227,295200,113350,408550
73,0.8,2,74,31.58498349892231,0.15625,24.0814130678423,298320,113350,411670
74,0.8,2,75,-18.166125825914683,0.15625,398.17108706735996,301440,113350,414790
75,0.8,2,76,27.30762309939228,0.15625,259.24246944282646,304560,113350,417910
76,0.8,2,77,31.67740576590275,0.15625,107.78612930873291,307680,113350,421030
77,0.8,2,78,31.263468385483282,0.15625,268.60946010251786,310800,113350,424150
78,0.8,2,79,32.844600294057535,0.15625,230.85321830052027,313920,113350,427270
79,0.8,2,80,34.18908574823628,0.15625,109.82899040765997,317040,113350,430390
