,heuristic_param,seed,n_gen,reward,accuracy,variance,n_steps_proc,n_steps_acc,n_steps
0,5,7,1,-10.034937744606124,0.26875,267.6811218550671,5360,20870,26230
1,5,7,2,9.61423968301953,0.26875,321.63627280619403,10720,20870,31590
2,5,7,3,18.558064039110693,0.26875,269.0162328344642,16080,20870,36950
3,5,7,4,-16.75245487281294,0.26875,283.62673751715505,21440,20870,42310
4,5,7,5,-22.048370493139764,0.26875,417.0229784444558,26800,20870,47670
5,5,7,6,-13.06355197183903,0.26875,238.37776044815033,32160,20870,53030
6,5,7,7,15.951402448949818,0.26875,259.38959055861267,37520,20870,58390
7,5,7,8,-14.54754591614709,0.26875,466.45094210095766,42880,20870,63750
8,5,7,9,9.614228948181701,0.26875,274.71690440844435,48240,20870,69110
9,5,7,10,18.850706647514237,0.26875,198.99822814278477,53600,20870,74470
10,5,7,11,9.61439425254809,0.26875,226.15733357000892,58960,20870,79830
11,5,7,12,28.469242001643106,0.26875,315.52218384520563,64320,20870,85190
12,5,7,13,29.12406195753382,0.26875,174.09260606642886,69680,20870,90550
13,5,7,14,9.614228948181701,0.15625,258.9307669378687,72800,41740,114540
14,5,7,15,5.81485018525642,0.15625,266.7136641870422,75920,41740,117660
15,5,7,16,19.87687980561705,0.15625,170.20421352986622,79040,41740,120780
16,5,7,17,-20.614497000892847,0.15625,224.0854600634131,82160,41740,123900
17,5,7,18,9.614417636265678,0.15625,234.87833288133598,85280,41740,127020
18,5,7,19,27.7032954766645,0.15625,168.59620593440803,88400,41740,130140
19,5,7,20,9.614228948181701,0.15625,266.95540201990104,91520,41740,133260
20,5,7,21,30.742384297071755,0.15625,209.18623551805672,94640,41740,136380
21,5,7,22,27.7032954766645,0.15625,229.0407300569202,97760,41740,139500
22,5,7,23,9.614228948181701,0.15625,204.77215693012957,100880,41740,142620
23,5,7,24,22.228548089425132,0.15625,134.11089214928344,104000,41740,145740
24,5,7,25,27.7032954766645,0.15625,193.48012134302343,107120,41740,148860
25,5,7,26,17.030304469341925,0.15625,65.35934926114183,110240,41740,151980
26,5,7,27,2.224821326982281,0.15625,186.0063632937768,113360,41740,155100
27,5,7,28,27.7032954766645,0.15625,44.4284920083409,116480,41740,158220
28,5,7,29,27.7032954766645,0.15625,193.17857447277515,119600,41740,161340
29,5,7,30,35.297033523411855,0.15625,121.57026932272431,122720,41740,164460
30,5,7,31,27.7032954766645,0.15625,332.0771428522428,125840,41740,167580
31,5,7,32,27.7032954766645,0.15625,240.0256873138228,128960,41740,170700
32,5,7,33,27.7032954766645,0.15625,199.66058292032957,132080,41740,173820
33,5,7,34,16.27335059837926,0.15625,171.66329626707713,135200,41740,176940
34,5,7,35,28.528474669104146,0.15625,74.86106730506185,138320,41740,180060
35,5,7,36,20.61671930718781,0.15625,262.27213409077706,141440,62610,204050
36,5,7,37,11.494360195212625,0.15625,209.62150855383044,144560,62610,207170
37,5,7,38,36.54345933850315,0.15625,236.95948451062745,147680,62610,210290
38,5,7,39,27.7032954766645,0.15625,96.84988300035418,150800,62610,213410
39,5,7,40,35.46581622755424,0.15625,172.66199653116604,153920,62610,216530
40,5,7,41,-37.075587842498734,0.15625,283.0946739297778,157040,62610,219650
41,5,7,42,14.931315052679532,0.15625,234.53651189098505,160160,62610,222770
42,5,7,43,19.325893304706845,0.15625,263.313088460592,163280,62610,225890
43,5,7,44,13.316474562598453,0.15625,208.16517771928156,166400,62610,229010
44,5,7,45,159.37330017996712,0.15625,209.69669025848398,169520,62610,232130
45,5,7,46,140.67498794369274,0.15625,199.82828213765606,172640,62610,235250
46,5,7,47,129.9319082190734,0.15625,167.94605973563327,175760,62610,238370
47,5,7,48,27.7032954766645,0.15625,245.56211517085316,178880,62610,241490
48,5,7,49,-4.718970044671403,0.15625,85.81599644123203,182000,62610,244610
49,5,7,50,31.9975410977053,0.15625,161.5340745997622,185120,62610,247730
50,5,7,51,143.56384099863968,0.15625,116.94358486360511,188240,62610,250850
51,5,7,52,27.7032954766645,0.15625,234.63298779701358,191360,62610,253970
52,5,7,53,180.07014537327706,0.15625,150.90228697159606,194480,62610,257090
53,5,7,54,164.23340788143378,0.15625,158.67946009917756,197600,62610,260210
54,5,7,55,84.63941846223258,0.15625,87.73187993551184,200720,62610,263330
55,5,7,56,-1.4210701685400182,0.15625,188.76805161509898,203840,62610,266450
56,5,7,57,0.2722661623721933,0.15625,448.0238976620764,206960,62610,269570
