,N,seed,n_gen,n_eval,score,time
0,50,2,1,1,0.0,4.264608383178711
1,40,2,1,1,0.0,3.192539930343628
2,30,2,1,1,0.0,2.4534690380096436
3,20,2,1,1,0.0,1.8781588077545166
4,10,2,1,1,0.0,1.400538682937622
5,50,2,1,2,0.0,3.731226921081543
6,40,2,1,2,0.0,3.072336196899414
7,30,2,1,2,0.0,2.5463504791259766
8,20,2,1,2,0.0,2.0172059535980225
9,10,2,1,2,0.0,1.5549440383911133
10,50,2,1,3,0.4196265314990744,8.479844331741333
11,40,2,1,3,0.41871866981028893,7.829623222351074
12,30,2,1,3,0.418148981772994,7.322094202041626
13,20,2,1,3,0.42564461716209506,6.986532688140869
14,10,2,1,3,0.435021648769466,6.591257095336914
15,50,2,1,4,0.14586978525019395,3.719668388366699
16,40,2,1,4,0.14692788090858183,3.126242160797119
17,30,2,1,4,0.1478095109676967,2.518768548965454
18,20,2,1,4,0.1451622344989894,1.8571226596832275
19,10,2,1,4,0.143034573341623,1.2348754405975342
20,50,2,1,5,0.0,3.6179282665252686
21,40,2,1,5,0.0,3.0140769481658936
22,30,2,1,5,0.0,2.4442636966705322
23,20,2,1,5,0.0,1.8773503303527832
24,10,2,1,5,0.0,1.281813621520996
25,50,2,1,6,0.0,3.6045432090759277
26,40,2,1,6,0.0,3.099487543106079
27,30,2,1,6,0.0,2.611215591430664
28,20,2,1,6,0.0,2.122464656829834
29,10,2,1,6,0.0,1.6454284191131592
30,50,2,1,7,0.0,8.069725275039673
31,40,2,1,7,0.0,6.8854310512542725
32,30,2,1,7,0.0,5.698560476303101
33,20,2,1,7,0.0,5.143315553665161
34,10,2,1,7,0.0,3.934943437576294
35,50,2,1,8,0.0,6.320204019546509
36,40,2,1,8,0.0,5.618662595748901
37,30,2,1,8,0.0,5.0014636516571045
38,20,2,1,8,0.0,4.3816094398498535
39,10,2,1,8,0.0,3.6908864974975586
40,50,2,1,9,0.0,4.021569728851318
41,40,2,1,9,0.0,3.4909064769744873
42,30,2,1,9,0.0,2.943840980529785
43,20,2,1,9,0.0,2.4596033096313477
44,10,2,1,9,0.0,1.9348421096801758
45,50,2,1,10,0.0,3.797316789627075
46,40,2,1,10,0.0,3.191122531890869
47,30,2,1,10,0.0,2.612306833267212
48,20,2,1,10,0.0,2.0439319610595703
49,10,2,1,10,0.0,1.4473447799682617
50,50,2,2,1,0.0,3.642578601837158
51,40,2,2,1,0.0,2.988161563873291
52,30,2,2,1,0.0,2.372821092605591
53,20,2,2,1,0.0,1.8104937076568604
54,10,2,2,1,0.0,1.2210664749145508
55,50,2,2,2,0.28690912574524385,5.16734766960144
56,40,2,2,2,0.2845346833795065,4.565347671508789
57,30,2,2,2,0.28645048397653045,3.9440932273864746
58,20,2,2,2,0.2847731666194415,3.406189441680908
59,10,2,2,2,0.2756739090376055,3.0844876766204834
60,50,2,2,3,0.3025529796388863,10.265023946762085
61,40,2,2,3,0.3038408353419029,9.697720766067505
62,30,2,2,3,0.30521196254740324,9.080860376358032
63,20,2,2,3,0.3107339383377098,8.396316051483154
64,10,2,2,3,0.31917566099551964,8.651036500930786
65,50,2,2,4,0.0,3.5546891689300537
66,40,2,2,4,0.0,2.9725053310394287
67,30,2,2,4,0.0,2.396402597427368
68,20,2,2,4,0.0,1.795346736907959
69,10,2,2,4,0.0,1.22495698928833
70,50,2,2,5,0.35011699148112657,8.905799388885498
71,40,2,2,5,0.350748489787437,8.379068613052368
72,30,2,2,5,0.35146579497089603,7.823300838470459
73,20,2,2,5,0.3549802369629649,7.235804080963135
74,10,2,2,5,0.36192164811427835,6.744025230407715
75,50,2,2,6,0.23418925367451593,3.8049511909484863
76,40,2,2,6,0.22965516341267472,3.1497154235839844
77,30,2,2,6,0.2306969439352632,2.533919095993042
78,20,2,2,6,0.22524703750466873,1.8905222415924072
79,10,2,2,6,0.22608034900108825,1.3594086170196533
80,50,2,2,7,0.0,4.801429748535156
81,40,2,2,7,0.0,4.220148324966431
82,30,2,2,7,0.0,3.6303179264068604
83,20,2,2,7,0.0,2.9908745288848877
84,10,2,2,7,0.0,2.4831528663635254
85,50,2,2,8,0.0,6.392146587371826
86,40,2,2,8,0.0,5.824285984039307
87,30,2,2,8,0.0,5.231997013092041
88,20,2,2,8,0.0,5.474732875823975
89,10,2,2,8,0.0,4.995170593261719
90,50,2,2,9,0.16868773919590324,6.185489177703857
91,40,2,2,9,0.17666789618558054,5.488868236541748
92,30,2,2,9,0.17057654543733589,4.8368306159973145
93,20,2,2,9,0.16896964705850076,4.135855197906494
94,10,2,2,9,0.17226412220210277,3.524179458618164
95,50,2,2,10,0.12405611025516884,5.8533265590667725
96,40,2,2,10,0.12276402764869078,4.999363899230957
97,30,2,2,10,0.12954532951865533,4.175501346588135
98,20,2,2,10,0.13043229168851683,3.5338592529296875
99,10,2,2,10,0.13097046770284337,2.9457764625549316
100,50,2,3,1,0.24353853686659677,3.9370241165161133
101,40,2,3,1,0.2402737003913314,3.181354284286499
102,30,2,3,1,0.2408890423761529,2.566824436187744
103,20,2,3,1,0.23626143770961222,1.9073987007141113
104,10,2,3,1,0.2395591276693152,1.2934505939483643
105,50,2,3,2,0.3844797633860247,10.201064348220825
106,40,2,3,2,0.3842148937765683,9.337106943130493
107,30,2,3,2,0.3855358076835789,8.909065961837769
108,20,2,3,2,0.3893099925358407,8.353564739227295
109,10,2,3,2,0.3962403936390806,6.506611108779907
110,50,2,3,3,0.2968392656597185,6.480857610702515
111,40,2,3,3,0.2969573692524233,5.833414793014526
112,30,2,3,3,0.29544031471426085,5.173579216003418
113,20,2,3,3,0.2906004143774307,4.640240669250488
114,10,2,3,3,0.2861919366796664,4.26845121383667
115,50,2,3,4,0.0,4.108946084976196
116,40,2,3,4,0.0,3.6419012546539307
117,30,2,3,4,0.0,3.124713182449341
118,20,2,3,4,0.0,2.631638526916504
119,10,2,3,4,0.0,2.2166366577148438
120,50,2,3,5,0.0,6.148255825042725
121,40,2,3,5,0.0,5.4884045124053955
122,30,2,3,5,0.0,4.9187445640563965
123,20,2,3,5,0.0,4.39516282081604
124,10,2,3,5,0.0,3.916796922683716
125,50,2,3,6,0.216990867338295,3.8324174880981445
126,40,2,3,6,0.21100225027542674,3.151872158050537
127,30,2,3,6,0.2180696705633423,2.5549960136413574
128,20,2,3,6,0.21645405143291352,1.8866138458251953
129,10,2,3,6,0.2176829169080446,1.3193442821502686
130,50,2,3,7,0.47561838511444665,7.261963129043579
131,40,2,3,7,0.4736034835457252,6.740295648574829
132,30,2,3,7,0.47200972830776344,6.036843776702881
133,20,2,3,7,0.47483628873948125,5.759752035140991
134,10,2,3,7,0.48103985058100257,5.809927940368652
135,50,2,3,8,0.35160113953156324,6.362525939941406
136,40,2,3,8,0.3534299893033081,5.803312063217163
137,30,2,3,8,0.35495843119345044,5.147881031036377
138,20,2,3,8,0.35945999063151335,4.740766286849976
139,10,2,3,8,0.36806439013138204,4.716144323348999
140,50,2,3,9,0.4702874792643762,9.08493685722351
141,40,2,3,9,0.46938794358514063,7.83419132232666
142,30,2,3,9,0.4708410256228243,7.783700942993164
143,20,2,3,9,0.4692759020621611,6.913503885269165
144,10,2,3,9,0.47921567727317355,6.593622207641602
145,50,2,3,10,0.4454244106513567,3.67020583152771
146,40,2,3,10,0.44587687554479394,3.091632843017578
147,30,2,3,10,0.4457694036059068,2.488511085510254
148,20,2,3,10,0.44358785038744,1.8954813480377197
149,10,2,3,10,0.4397649383008187,1.3308165073394775
150,50,2,4,1,0.0,3.7357470989227295
151,40,2,4,1,0.0,3.0240046977996826
152,30,2,4,1,0.0,2.4720826148986816
153,20,2,4,1,0.0,1.895390272140503
154,10,2,4,1,0.0,1.4033219814300537
155,50,2,4,2,0.23341645069371023,3.899071455001831
156,40,2,4,2,0.23187833365657484,3.210603713989258
157,30,2,4,2,0.23983075791217282,2.570315361022949
158,20,2,4,2,0.23775802616341435,1.9147379398345947
159,10,2,4,2,0.23610197564253965,1.303797960281372
160,50,2,4,3,0.0,7.153581380844116
161,40,2,4,3,0.0,6.556724548339844
162,30,2,4,3,0.0,5.49976921081543
163,20,2,4,3,0.0,5.0247838497161865
164,10,2,4,3,0.0,4.490557670593262
165,50,2,4,4,0.32701908216007064,3.792978525161743
166,40,2,4,4,0.3300885638923891,3.152592182159424
167,30,2,4,4,0.3316918940695644,2.5338761806488037
168,20,2,4,4,0.3289712541682801,1.8784079551696777
169,10,2,4,4,0.32663854975858747,1.248812198638916
170,50,2,4,5,0.37425037900143804,3.879293918609619
171,40,2,4,5,0.3741970824772759,3.230947256088257
