,0,1,2,3,4,5
0,3,0.5102794725285409,0.6284632192526101,0.7427365475334342,2.509125884711805,14
1,3,0.6232635819160166,0.5712047836278634,0.4066135903457254,2.894645999082888,10
2,3,0.421485745302837,0.6409367144762821,0.4309061320869991,2.9973717690745127,0
3,3,0.40251339942066156,0.6829682313299827,0.6868777261815472,1.2625919354498258,18
4,3,0.40399499040664677,0.5763903812474555,0.40168248024032066,2.340409181722913,21
5,3,0.537127657143702,0.6670750304849914,0.430388458647616,2.7587613658073726,12
6,3,0.5451102299536569,0.5986934752447438,0.4716361781283124,2.6586446428231594,12
7,3,0.4912704995248477,0.6798183528185726,0.6265297982247438,2.6726951498083396,25
8,3,0.43631850223142543,0.613923808586202,0.48398719787729677,2.9701061218901024,15
9,3,0.5945023262823301,0.6838550964707768,0.5294607125205263,2.425721694385486,12
10,3,0.49731239923654863,0.5937452280548273,0.6916201658675201,2.959330332864994,14
11,3,0.417028688867491,0.6463499049324501,0.43765960749534594,0.6447791589169822,21
12,3,0.6244946484871681,0.6975875115179981,0.5004693632347325,2.879602465925716,11
13,3,0.6892249396068988,0.598749773157074,0.40016614426140945,2.4296263492881653,15
14,3,0.6861868578578583,0.6838001355074574,0.5454336651611933,0.4757581511125082,23
15,3,0.6874424949508293,0.6966902016116425,0.5891100399373371,2.407785373872593,16
16,3,0.4187147995207787,0.642960790875679,0.4510507879876746,1.829314440772305,8
17,3,0.4805241473317903,0.620877521837599,0.6363838004227413,2.9267715669304657,24
18,3,0.47944775108198934,0.6140521070257989,0.6164699792705441,2.845354338222455,23
19,3,0.4205702134017824,0.6989539168342611,0.5828555200248915,2.688344846611799,13
20,3,0.6457957152737486,0.6547962890516401,0.5820244612153715,1.8667734924099333,26
21,3,0.4802172747281836,0.533852613618918,0.745687714145032,1.3625303113033052,13
22,3,0.444391358135698,0.6615842893997648,0.4189164535302876,2.910447610204557,3
23,3,0.48337702460343507,0.603720566440346,0.6611675889895867,2.143097460431228,17
24,3,0.5237968733985496,0.6196370149878948,0.4084190139203037,2.1473662195718157,20
25,3,0.5232454123180039,0.5457189427971136,0.40318598175649345,2.886682642425098,21
26,3,0.5181218341515341,0.49587237458464845,0.577549793050645,2.9718972178284213,26
27,3,0.5536843166651575,0.6977653420933234,0.6512352930313141,2.8942123931032784,25
28,3,0.47145335071268485,0.5612839398716843,0.6003486426835009,2.0527429386450144,15
29,3,0.521266065937724,0.6958492947188528,0.4564497305951326,2.6466253059295646,16
