,N,seed,n_gen,n_eval,score,time
127,15,0,2,3,0.392431031,9.746888399
128,10,0,2,3,0.402426708,6.817502975
129,5,0,2,3,0.400968322,8.091182947
130,50,0,2,4,0.207341601,5.552038431
131,45,0,2,4,0.206460444,6.656606913
132,40,0,2,4,0.206727723,5.095819235
133,35,0,2,4,0.207566043,6.187289715
134,30,0,2,4,0.207358758,4.561806917
135,25,0,2,4,0.207872707,5.700677395
136,20,0,2,4,0.205791972,3.920262098
137,15,0,2,4,0.205824982,5.958087921
138,10,0,2,4,0.205229251,2.970402718
139,5,0,2,4,0.013906949,5.003265619
140,50,0,2,5,0.455553554,8.709413767
141,45,0,2,5,0.455902894,11.21801686
142,40,0,2,5,0.4542387,8.150467396
143,35,0,2,5,0.457032575,10.649791
144,30,0,2,5,0.454062282,7.529983521
145,25,0,2,5,0.456514723,10.31634355
146,20,0,2,5,0.455172273,6.960942745
147,15,0,2,5,0.456155969,10.02039599
148,10,0,2,5,0.459256557,6.983357191
149,5,0,2,5,0.462934201,10.55056453
150,50,0,2,6,0.188107469,4.986682892
151,45,0,2,6,0.181656525,5.270705462
152,40,0,2,6,0.190619284,4.353471994
153,35,0,2,6,0.193138138,4.703065395
154,30,0,2,6,0.186516542,3.735286474
155,25,0,2,6,0.188903015,4.115772963
156,20,0,2,6,0.191318943,3.146302938
157,15,0,2,6,0.198236862,3.695318937
158,10,0,2,6,0.181919821,2.858920574
159,5,0,2,6,0.187699549,4.82685113
160,50,0,2,7,0.208627967,4.674984932
161,45,0,2,7,0.211281487,4.687257051
162,40,0,2,7,0.207919925,3.971906662
163,35,0,2,7,0.207213535,3.991330862
164,30,0,2,7,0.210933848,3.238302231
165,25,0,2,7,0.205713043,3.279134035
166,20,0,2,7,0.21126271,2.541444778
167,15,0,2,7,0.21197765,2.522441626
168,10,0,2,7,0.212440299,1.769014835
169,5,0,2,7,0.212042513,1.513037205
170,50,0,2,8,0.437452108,8.045259476
171,45,0,2,8,0.438261911,10.0711298
172,40,0,2,8,0.437940255,7.404778242
173,35,0,2,8,0.43909536,9.392910242
174,30,0,2,8,0.438279089,6.750083447
175,25,0,2,8,0.439099104,8.859198809
176,20,0,2,8,0.440327564,6.130407095
177,15,0,2,8,0.438603729,8.277441978
178,10,0,2,8,0.447164091,5.695234537
179,5,0,2,8,0.448177979,8.198940277
180,50,0,2,9,0.365570848,5.010653973
181,45,0,2,9,0.364442341,5.372334242
182,40,0,2,9,0.365406388,4.372698307
183,35,0,2,9,0.364008037,4.801132441
184,30,0,2,9,0.366400138,3.804321766
185,25,0,2,9,0.362849572,4.291957378
186,20,0,2,9,0.366885835,3.194135427
187,15,0,2,9,0.361935421,3.888426781
188,10,0,2,9,0.365947808,2.912047863
189,5,0,2,9,0.36338499,4.735940933
190,50,0,2,10,0.37881751,9.987638474
191,45,0,2,10,0.379904699,12.86536741
192,40,0,2,10,0.379068827,9.248345137
193,35,0,2,10,0.384033705,12.26052213
194,30,0,2,10,0.379099791,8.62277174
195,25,0,2,10,0.380335683,11.88602591
196,20,0,2,10,0.385185484,8.140663862
197,15,0,2,10,0.380663111,9.114786863
198,10,0,2,10,0.396041175,6.612104416
199,5,0,2,10,0.383509166,8.418952465
200,50,0,3,1,0.46355642,7.219477654
201,45,0,3,1,0.461633239,8.875024796
202,40,0,3,1,0.463245441,6.737735271
203,35,0,3,1,0.463019338,8.58243227
204,30,0,3,1,0.462307831,6.209278822
205,25,0,3,1,0.465468726,8.16141367
206,20,0,3,1,0.461807461,5.714207411
207,15,0,3,1,0.459060445,7.979098082
208,10,0,3,1,0.466741278,4.453759193
209,5,0,3,1,0.466530631,6.047414303
210,50,0,3,2,0.18229138,3.635513544
211,45,0,3,2,0.182488354,3.393472433
212,40,0,3,2,0.181922823,3.040282488
213,35,0,3,2,0.181849727,2.805909157
214,30,0,3,2,0.182403278,2.419501305
215,25,0,3,2,0.181356101,2.226044893
216,20,0,3,2,0.183340899,1.829722881
217,15,0,3,2,0.182429757,1.587984324
218,10,0,3,2,0.183210519,1.234891891
219,5,0,3,2,0.185446488,1.088907957
220,50,0,3,3,0.173659002,4.404071331
221,45,0,3,3,0.173456832,4.368244648
222,40,0,3,3,0.173918172,3.730714083
223,35,0,3,3,0.173243331,3.702437639
224,30,0,3,3,0.173998209,3.077641964
225,25,0,3,3,0.172942195,3.147495985
226,20,0,3,3,0.173982785,2.44468689
227,15,0,3,3,0.172524745,2.521791697
228,10,0,3,3,0.171493488,1.87689805
229,5,0,3,3,0.173021842,1.972319126
230,50,0,3,4,0.414596751,7.542955399
231,45,0,3,4,0.413463668,9.240350008
232,40,0,3,4,0.41473077,6.967949867
233,35,0,3,4,0.413251025,8.552143812
234,30,0,3,4,0.41555848,6.177830696
235,25,0,3,4,0.41429598,7.926702738
236,20,0,3,4,0.41620941,5.463184118
237,15,0,3,4,0.415358859,7.278529644
238,10,0,3,4,0.419894206,4.89972949
239,5,0,3,4,0.420440749,7.005723953
240,50,0,3,5,0.311094554,8.172626734
241,45,0,3,5,0.30908496,10.12064052
242,40,0,3,5,0.310632341,7.497670889
243,35,0,3,5,0.308519867,9.6716609
244,30,0,3,5,0.311280982,6.870293379
245,25,0,3,5,0.308247878,9.159017801
246,20,0,3,5,0.311413447,6.335986853
247,15,0,3,5,0.307564662,8.750427485
248,10,0,3,5,0.312198883,6.258006811
249,5,0,3,5,0.305954512,10.7179122
250,50,0,3,6,0.133819468,4.567848206
251,45,0,3,6,0.133494312,4.522133589
252,40,0,3,6,0.139878423,3.859276056
253,35,0,3,6,0.134330151,3.836647034
254,30,0,3,6,0.133514187,3.21396327
255,25,0,3,6,0.133065695,3.229729176
256,20,0,3,6,0.134743537,2.598953009
257,15,0,3,6,0.133304005,2.802925825
258,10,0,3,6,0.133625374,2.181545973
259,5,0,3,6,0.136761656,3.443783283
260,50,0,3,7,0.486702742,7.73209548
261,45,0,3,7,0.486603941,9.917677402
262,40,0,3,7,0.487827512,7.24400878
263,35,0,3,7,0.487945303,9.364984751
264,30,0,3,7,0.487950534,6.574433804
265,25,0,3,7,0.486883111,8.945471525
266,20,0,3,7,0.486004285,6.075670481
267,15,0,3,7,0.486122039,8.604533434
268,10,0,3,7,0.489992611,5.958643198
269,5,0,3,7,0.492889227,10.29891276
270,50,0,3,8,0.41478825,6.132501364
271,45,0,3,8,0.413728486,7.084159851
272,40,0,3,8,0.414875641,5.38691926
273,35,0,3,8,0.413536315,6.34529233
274,30,0,3,8,0.414027725,4.7103374
275,25,0,3,8,0.41311996,5.622075319
276,20,0,3,8,0.415482815,4.058578968
277,15,0,3,8,0.411473215,4.791395426
278,10,0,3,8,0.41511809,3.201212406
279,5,0,3,8,0.413695578,3.618490934
280,50,0,3,9,0.416287052,8.590059996
281,45,0,3,9,0.414419939,11.56260848
282,40,0,3,9,0.413652406,8.422406673
283,35,0,3,9,0.414672742,11.03401113
284,30,0,3,9,0.410787828,6.481165171
285,25,0,3,9,0.41589994,9.217391968
286,20,0,3,9,0.414876135,6.412900686
287,15,0,3,9,0.412289711,8.890214443
288,10,0,3,9,0.420284362,6.423966885
289,5,0,3,9,0.416505668,9.860865355
290,50,0,3,10,0,5.967846155
291,45,0,3,10,0,7.005862713
292,40,0,3,10,0,5.370118141
293,35,0,3,10,0,6.377739429
294,30,0,3,10,0,4.74855876
295,25,0,3,10,0,5.928503275
296,20,0,3,10,0,4.27393198
297,15,0,3,10,0,5.480608702
298,10,0,3,10,0,3.928337336
299,5,0,3,10,0,5.999464035
300,50,0,4,1,0.468863796,8.48795867
301,45,0,4,1,0.468357391,10.3241415
302,40,0,4,1,0.468607819,7.777841568
303,35,0,4,1,0.470130571,10.16907072
304,30,0,4,1,0.469738845,7.23584342
305,25,0,4,1,0.468957989,9.627602577
306,20,0,4,1,0.466823071,6.671575069
307,15,0,4,1,0.468044519,9.238362789
308,10,0,4,1,0.47208737,6.530584335
309,5,0,4,1,0.474514753,9.295669556
310,50,0,4,2,0.372897072,6.424973488
311,45,0,4,2,0.37365525,7.180036306
312,40,0,4,2,0.373313504,4.590545416
313,35,0,4,2,0.372496171,5.549986839
314,30,0,4,2,0.373242705,4.127541542
315,25,0,4,2,0.373074179,4.99745369
316,20,0,4,2,0.373306729,3.760038614
317,15,0,4,2,0.374212265,4.833361387
318,10,0,4,2,0.372915402,3.471045494
319,5,0,4,2,0.374871404,3.821518898
320,50,0,4,3,0.455871268,8.095964909
321,45,0,4,3,0.454672299,10.01830959
322,40,0,4,3,0.456341071,7.251487732
323,35,0,4,3,0.456756637,9.907175779
324,30,0,4,3,0.455765372,6.724255323
325,25,0,4,3,0.455692241,8.184585333
326,20,0,4,3,0.453878139,5.983599901
327,15,0,4,3,0.452001715,8.199690819
328,10,0,4,3,0.456268804,4.576363087
329,5,0,4,3,0.455512804,6.870068789
330,50,0,4,4,0.180501351,5.4991014
331,45,0,4,4,0.180991892,6.269599915
332,40,0,4,4,0.180132268,4.876806498
333,35,0,4,4,0.18113815,5.417474031
334,30,0,4,4,0.180674342,4.263416529
335,25,0,4,4,0.179485743,4.992979765
336,20,0,4,4,0.182045357,3.716598272
337,15,0,4,4,0.18089218,4.449678898
338,10,0,4,4,0.184480706,3.28060627
339,5,0,4,4,0.184086539,4.721876383
340,50,0,4,5,0.493686955,5.894115686
341,45,0,4,5,0.494167823,6.774249077
342,40,0,4,5,0.494899653,5.253612757
343,35,0,4,5,0.492795382,6.366688728
344,30,0,4,5,0.491211315,4.736707687
345,25,0,4,5,0.495439488,6.211009979
346,20,0,4,5,0.495325729,4.405750275
347,15,0,4,5,0.491576169,6.103851557
348,10,0,4,5,0.494356023,3.505211592
349,5,0,4,5,0.497999267,4.73293066
350,50,0,4,6,0.015371472,6.911651373
351,45,0,4,6,0.015699172,8.507193327
352,40,0,4,6,0.016053391,6.31889081
353,35,0,4,6,0.01551522,7.911002398
354,30,0,4,6,0.015862762,5.78670907
355,25,0,4,6,0.015961238,7.402005434
356,20,0,4,6,0.015995778,5.218432903
357,15,0,4,6,0,6.916873455
358,10,0,4,6,0.01588658,4.891896248
359,5,0,4,6,0,7.5763309
360,50,0,4,7,0.457244304,6.935707331
361,45,0,4,7,0.456924875,8.490885019
362,40,0,4,7,0.45895485,6.36358285
363,35,0,4,7,0.458994452,7.993704081
364,30,0,4,7,0.457454957,5.663997173
365,25,0,4,7,0.457288044,7.182651758
366,20,0,4,7,0.456585306,5.385936737
367,15,0,4,7,0.454119356,7.169201612
368,10,0,4,7,0.462698043,4.211048365
369,5,0,4,7,0.462717548,5.958818674
370,50,0,4,8,0.4188414,4.670868397
371,45,0,4,8,0.424147971,4.793558836
372,40,0,4,8,0.421826339,3.996153116
373,35,0,4,8,0.418181786,4.190380096
374,30,0,4,8,0.42626415,3.322647333
375,25,0,4,8,0.415446832,3.634594202
376,20,0,4,8,0.419589619,2.741529226
377,15,0,4,8,0.422746312,3.034747601
378,10,0,4,8,0.417335794,2.248620033
379,5,0,4,8,0.419807758,2.796499491
380,50,0,4,9,0.183431047,4.963297129
381,45,0,4,9,0.182900567,5.292908192
382,40,0,4,9,0.182517282,4.372281551
383,35,0,4,9,0.181878947,4.821779966
384,30,0,4,9,0.182093615,3.796535492
385,25,0,4,9,0.182787925,4.411109924
386,20,0,4,9,0.183127953,3.243669987
387,15,0,4,9,0.181982139,3.956341267
388,10,0,4,9,0.183976025,2.917263746
389,5,0,4,9,0.185026904,4.348336697
390,50,0,4,10,0.339093891,6.046865225
391,45,0,4,10,0.341206961,7.041486502
392,40,0,4,10,0.337700058,5.393709183
393,35,0,4,10,0.340664236,6.495088816
394,30,0,4,10,0.340116798,4.792092085
395,25,0,4,10,0.336295573,5.963661194
396,20,0,4,10,0.342255193,4.177745104
397,15,0,4,10,0.338408001,5.557508469
398,10,0,4,10,0.348739249,3.862904787
399,5,0,4,10,0.347962837,6.255399227
400,50,0,5,1,0.197307733,9.328485727
401,45,0,5,1,0.198531295,12.05700517
402,40,0,5,1,0.198258843,8.661312103
403,35,0,5,1,0.19712138,11.41820812
404,30,0,5,1,0.197546846,7.057470083
405,25,0,5,1,0.198180236,9.483792305
406,20,0,5,1,0.197898369,6.583727837
407,15,0,5,1,0.198444412,8.491973877
408,10,0,5,1,0.196464057,6.027719736
409,5,0,5,1,0.200085646,7.82161808
410,50,0,5,2,0.441702867,9.735435963
411,45,0,5,2,0.441421663,12.67222333
412,40,0,5,2,0.439109248,9.008500814
413,35,0,5,2,0.439861456,12.04351377
414,30,0,5,2,0.438187011,8.431765318
415,25,0,5,2,0.440798768,11.38924193
416,20,0,5,2,0.439731518,7.898878813
417,15,0,5,2,0.441468563,11.4064374
418,10,0,5,2,0.441481214,7.647936583
419,5,0,5,2,0.446457141,13.01575065
420,50,0,5,3,0.203373202,4.386486053
421,45,0,5,3,0.203614891,4.882753849
422,40,0,5,3,0.20318111,3.86388731
423,35,0,5,3,0.202457567,4.492036104
424,30,0,5,3,0.20399056,3.424390316
425,25,0,5,3,0.203121001,3.975424528
426,20,0,5,3,0.204461276,3.083743811
427,15,0,5,3,0.20601179,3.782545328
428,10,0,5,3,0.20530248,1.999296427
429,5,0,5,3,0.204642624,2.724478006
430,50,0,5,4,0.482205567,6.883330822
431,45,0,5,4,0.48121407,8.555817604
432,40,0,5,4,0.481380885,6.285869122
433,35,0,5,4,0.481235683,7.954936266
434,30,0,5,4,0.481695654,5.080965281
435,25,0,5,4,0.483108913,6.223086834
436,20,0,5,4,0.480802464,4.657372236
437,15,0,5,4,0.479085139,6.259362936
438,10,0,5,4,0.486027958,4.346060038
439,5,0,5,4,0.480763631,4.565452099
440,50,0,5,5,0.410064807,5.023315907
441,45,0,5,5,0.4066311,5.811698198
442,40,0,5,5,0.409874319,4.573219538
443,35,0,5,5,0.408906751,4.980002165
444,30,0,5,5,0.408736757,4.100111723
445,25,0,5,5,0.41272455,5.107115507
446,20,0,5,5,0.406938872,3.64380455
447,15,0,5,5,0.404142249,3.654257774
448,10,0,5,5,0.415202724,2.87301898
449,5,0,5,5,0.415586676,3.966424942
450,50,0,5,6,0.494476393,6.767768621
451,45,0,5,6,0.49373132,8.796666622
452,40,0,5,6,0.493953477,6.205779552
453,35,0,5,6,0.493912626,7.885339499
454,30,0,5,6,0.494222857,5.798380375
455,25,0,5,6,0.496214253,7.567857742
456,20,0,5,6,0.493330187,5.385770082
457,15,0,5,6,0.491842197,7.506465197
458,10,0,5,6,0.498022522,4.359592676
459,5,0,5,6,0.498111733,5.711014748
460,50,0,5,7,0.278315038,7.688890934
461,45,0,5,7,0.274264416,9.475188017
462,40,0,5,7,0.279101899,7.154091597
463,35,0,5,7,0.274955446,8.911317348
464,30,0,5,7,0.278398592,6.502381802
465,25,0,5,7,0.275166222,8.310751677
466,20,0,5,7,0.281024158,5.945788145
467,15,0,5,7,0.273215319,7.974200964
468,10,0,5,7,0.282863296,5.829649687
469,5,0,5,7,0.271979503,10.45812011
470,50,0,5,8,0.26949745,6.778866053
471,45,0,5,8,0.273886956,7.963153839
472,40,0,5,8,0.272071476,6.278270721
473,35,0,5,8,0.27403965,7.691699982
474,30,0,5,8,0.271327531,5.638204336
475,25,0,5,8,0.272983429,6.97211051
476,20,0,5,8,0.268021245,4.804501772
477,15,0,5,8,0.270307829,8.408382177
478,10,0,5,8,0.264347327,4.875930786
479,5,0,5,8,0.268065133,7.824284077
480,50,0,5,9,0.432181076,7.490334272
481,45,0,5,9,0.430154016,9.249034643
482,40,0,5,9,0.433636841,6.828146696
483,35,0,5,9,0.433741267,8.842783689
484,30,0,5,9,0.431872573,5.125372887
485,25,0,5,9,0.43197067,6.467943192
486,20,0,5,9,0.432126664,4.721527576
487,15,0,5,9,0.426702707,6.297466755
488,10,0,5,9,0.438151196,4.449871778
489,5,0,5,9,0.440111205,6.408592701
490,50,0,5,10,0.416756098,6.546801805
491,45,0,5,10,0.416260116,7.898752451
492,40,0,5,10,0.415888987,5.959226847
493,35,0,5,10,0.41845371,7.450199127
494,30,0,5,10,0.417603632,5.368530989
495,25,0,5,10,0.416424123,6.926789284
496,20,0,5,10,0.414726548,4.972744465
497,15,0,5,10,0.414198161,6.724344492
498,10,0,5,10,0.420941697,4.725612164
499,5,0,5,10,0.423828291,6.7093153
500,50,0,6,1,0.296165972,9.257881641
501,45,0,6,1,0.294404141,11.6542027
502,40,0,6,1,0.296111998,8.415132761
503,35,0,6,1,0.293852812,10.83478546
504,30,0,6,1,0.295733956,7.69459033
505,25,0,6,1,0.293406778,10.22328854
506,20,0,6,1,0.296729212,7.103983164
507,15,0,6,1,0.29026076,9.608376741
508,10,0,6,1,0.29984937,6.449777603
509,5,0,6,1,0.289573791,9.484482288
510,50,0,6,2,0.4881096,6.684980631
511,45,0,6,2,0.487608424,8.303679705
512,40,0,6,2,0.4886851,6.33950758
513,35,0,6,2,0.487013757,7.937758923
514,30,0,6,2,0.487862178,5.765776396
515,25,0,6,2,0.489885073,7.592018127
516,20,0,6,2,0.486578204,5.39125824
517,15,0,6,2,0.484914098,7.426081181
518,10,0,6,2,0.492475956,4.602580547
519,5,0,6,2,0.491437406,6.596016884
520,50,0,6,3,0.417794175,6.916379929
521,45,0,6,3,0.418595734,8.573397398
522,40,0,6,3,0.417648346,6.258300304
523,35,0,6,3,0.416727361,7.692853689
524,30,0,6,3,0.420969881,5.558528185
525,25,0,6,3,0.418372544,7.013706684
526,20,0,6,3,0.41959453,4.861039639
527,15,0,6,3,0.419127071,6.465679884
528,10,0,6,3,0.417258416,4.399843216
529,5,0,6,3,0.41555872,6.743021488
530,50,0,6,4,0.202599027,4.782155037
531,45,0,6,4,0.202539863,5.525327682
532,40,0,6,4,0.202821494,4.337231398
533,35,0,6,4,0.202362864,5.001520395
534,30,0,6,4,0.202464716,3.858887911
535,25,0,6,4,0.201403829,4.741794109
536,20,0,6,4,0.201832958,3.421937466
537,15,0,6,4,0.202564032,4.703921556
538,10,0,6,4,0.202766685,3.627467155
539,5,0,6,4,0.201219333,5.63361907
540,50,0,6,5,0.013888137,6.367932558
541,45,0,6,5,0.014033357,7.811341524
542,40,0,6,5,0.014085454,5.681879044
543,35,0,6,5,0.013875272,7.263968229
544,30,0,6,5,0.013835251,5.295176983
545,25,0,6,5,0.013942037,7.067519426
546,20,0,6,5,0.014220164,3.918530703
547,15,0,6,5,0.013897126,5.293969154
548,10,0,6,5,0.013596671,4.07297492
549,5,0,6,5,0.01428576,4.889024258
550,50,0,6,6,0.367061034,6.967018366
551,45,0,6,6,0.365948875,8.733550787
552,40,0,6,6,0.366683387,6.455258131
553,35,0,6,6,0.366482574,8.164300442
554,30,0,6,6,0.36672063,5.93222785
555,25,0,6,6,0.368921501,7.757316828
556,20,0,6,6,0.367197172,5.421243191
557,15,0,6,6,0.363840648,7.709369421
558,10,0,6,6,0.372757204,5.599789381
559,5,0,6,6,0.373594081,9.632117271
560,50,0,6,7,0.426303542,5.426776409
561,45,0,6,7,0.423660456,6.396934032
562,40,0,6,7,0.425693458,5.031872272
563,35,0,6,7,0.42540657,5.910570621
564,30,0,6,7,0.424863312,4.463349581
565,25,0,6,7,0.428385639,5.400751114
566,20,0,6,7,0.422852853,3.997846842
567,15,0,6,7,0.4205997,5.204117775
568,10,0,6,7,0.429863198,4.075706244
569,5,0,6,7,0.428151914,5.595651388
570,50,0,6,8,0.414360068,5.871431112
571,45,0,6,8,0.414502051,7.003180742
572,40,0,6,8,0.414398485,5.340796709
573,35,0,6,8,0.415850015,6.515234709
574,30,0,6,8,0.413029619,4.850498438
575,25,0,6,8,0.416122898,6.162380695
576,20,0,6,8,0.413633111,4.339276314
577,15,0,6,8,0.414630089,6.00342989
578,10,0,6,8,0.420707336,4.585438013
579,5,0,6,8,0.423157298,6.221320152
580,50,0,6,9,0.37688479,6.658438206
581,45,0,6,9,0.376388615,8.176400661
582,40,0,6,9,0.377767493,6.044132948
583,35,0,6,9,0.375820169,7.903425455
584,30,0,6,9,0.375627456,5.828807831
585,25,0,6,9,0.37848647,7.049534798
586,20,0,6,9,0.377332436,5.202750206
587,15,0,6,9,0.376332716,7.252710819
588,10,0,6,9,0.376794904,4.417755365
589,5,0,6,9,0.380464395,6.837727785
590,50,0,6,10,0.012856915,6.811531305
591,45,0,6,10,0.013105883,8.471877098
592,40,0,6,10,0.013229682,6.279413223
593,35,0,6,10,0.013119641,8.24873662
594,30,0,6,10,0.013248205,5.366641521
595,25,0,6,10,0.013266283,6.670982122
596,20,0,6,10,0.013562633,4.875399828
597,15,0,6,10,0.013542182,6.443580389
598,10,0,6,10,0.013699806,3.868988514
599,5,0,6,10,0.014332219,5.385647297
600,50,0,7,1,0.461606313,9.302114964
601,45,0,7,1,0.461579718,11.65679288
602,40,0,7,1,0.46031315,8.519438982
603,35,0,7,1,0.460521818,11.14440799
604,30,0,7,1,0.459514496,7.993001461
605,25,0,7,1,0.461974831,11.26825237
606,20,0,7,1,0.460943147,9.587217093
607,15,0,7,1,0.4605683,11.82289481
608,10,0,7,1,0.463636145,7.010690928
609,5,0,7,1,0.467794269,11.30373859
610,50,0,7,2,0.421447242,8.215108395
611,45,0,7,2,0.4230668,10.31350327
612,40,0,7,2,0.422241046,7.581049681
613,35,0,7,2,0.424445711,9.974206209
614,30,0,7,2,0.422453345,6.971150875
615,25,0,7,2,0.421345444,10.76266456
616,20,0,7,2,0.426575135,8.138739347
617,15,0,7,2,0.421345075,11.00308847
618,10,0,7,2,0.431924829,8.306759357
619,5,0,7,2,0.431670166,10.76123023
620,50,0,7,3,0.433227661,11.39280653
621,45,0,7,3,0.435050247,14.41546202
622,40,0,7,3,0.431940274,10.12239099
623,35,0,7,3,0.43414144,14.86905193
624,30,0,7,3,0.433397227,8.743615866
625,25,0,7,3,0.43096419,11.92219782
626,20,0,7,3,0.437710444,8.195507288
627,15,0,7,3,0.433259611,11.38977838
628,10,0,7,3,0.443891812,7.679291487
629,5,0,7,3,0.442591209,11.82875443
630,50,0,7,4,0.43036682,10.11584091
631,45,0,7,4,0.430962651,14.63696337
632,40,0,7,4,0.428160647,8.70838809
633,35,0,7,4,0.430391222,11.4924531
634,30,0,7,4,0.430126572,8.67186141
635,25,0,7,4,0.427872725,11.80712152
