,N,seed,n_gen,n_eval,score,time
0,50,3,1,1,0.47513785007632686,6.741698980331421
1,40,3,1,1,0.478562468105063,5.135167598724365
2,30,3,1,1,0.47271606250658565,18.306366682052612
3,20,3,1,1,0.47679958142123396,3.1157848834991455
4,10,3,1,1,0.47774400813862644,2.5805249214172363
5,50,3,1,2,0.0,6.565661668777466
6,40,3,1,2,0.0,6.1018664836883545
7,30,3,1,2,0.0,5.6767966747283936
8,20,3,1,2,0.0,4.536317825317383
9,10,3,1,2,0.0,3.844939708709717
10,50,3,1,3,0.4449472351096384,6.04364800453186
11,40,3,1,3,0.4470770715621984,5.466150522232056
12,30,3,1,3,0.4466334108810738,5.0030741691589355
13,20,3,1,3,0.4528342990748561,4.461146831512451
14,10,3,1,3,0.4642919376913831,4.376352787017822
15,50,3,1,4,0.0,5.948289632797241
16,40,3,1,4,0.0,5.377015113830566
17,30,3,1,4,0.0,4.731411457061768
18,20,3,1,4,0.0,4.442205190658569
19,10,3,1,4,0.0,4.049379587173462
20,50,3,1,5,0.39213985615505037,3.705733299255371
21,40,3,1,5,0.3934542509543964,3.0879054069519043
22,30,3,1,5,0.3931390686833278,2.4693961143493652
23,20,3,1,5,0.3901522164455768,1.867715835571289
24,10,3,1,5,0.38292530967801325,1.3332428932189941
25,50,3,1,6,0.20540061552264263,6.372617959976196
26,40,3,1,6,0.20666870807654905,5.816731929779053
27,30,3,1,6,0.20730373731561816,4.631852626800537
28,20,3,1,6,0.20711509542537315,3.9781928062438965
29,10,3,1,6,0.20778018587822125,2.7845382690429688
30,50,3,1,7,0.2130837045270368,5.168679714202881
31,40,3,1,7,0.21313828923448846,4.406128644943237
32,30,3,1,7,0.2136379363237614,5.434543609619141
33,20,3,1,7,0.21220386713269815,5.809681415557861
34,10,3,1,7,0.21240400201224482,3.8421149253845215
35,50,3,1,8,0.0,4.9528913497924805
36,40,3,1,8,0.0,3.4669647216796875
37,30,3,1,8,0.0,2.9464919567108154
38,20,3,1,8,0.0,2.471832752227783
39,10,3,1,8,0.0,2.3536102771759033
40,50,3,1,9,0.020396519219539777,6.406665086746216
41,40,3,1,9,0.020628757949873747,5.952523231506348
42,30,3,1,9,0.02108945032534602,4.931503057479858
43,20,3,1,9,0.019254321856218636,3.677793502807617
44,10,3,1,9,0.019647950279511363,3.0219874382019043
45,50,3,1,10,0.0,4.847746133804321
46,40,3,1,10,0.0,4.344825506210327
47,30,3,1,10,0.0,3.604339361190796
48,20,3,1,10,0.0,3.0248775482177734
49,10,3,1,10,0.0,2.5756337642669678
50,50,3,2,1,0.16519653719245328,8.248649835586548
51,40,3,2,1,0.1701102197918956,7.341877460479736
52,30,3,2,1,0.16783131432693535,7.1504881381988525
53,20,3,2,1,0.16529946144092286,6.632203817367554
54,10,3,2,1,0.15252760924583147,6.086835145950317
55,50,3,2,2,0.2057984227660843,7.245934009552002
56,40,3,2,2,0.20747535614714585,7.046079874038696
57,30,3,2,2,0.20766994888822313,7.347675561904907
58,20,3,2,2,0.207038660134633,6.170875310897827
59,10,3,2,2,0.2078910249474456,5.502636432647705
60,50,3,2,3,0.14033316880377544,4.8650548458099365
61,40,3,2,3,0.1397909262783213,4.027613639831543
62,30,3,2,3,0.14962439986838136,3.3768768310546875
63,20,3,2,3,0.1469971940421781,2.744843006134033
64,10,3,2,3,0.1520327632244868,2.315680980682373
65,50,3,2,4,0.5192012080062979,4.987233638763428
66,40,3,2,4,0.5196342798905307,4.837132453918457
67,30,3,2,4,0.5219747814708072,5.096276760101318
68,20,3,2,4,0.5191500892344977,3.9550352096557617
69,10,3,2,4,0.5209918514570432,2.6517086029052734
70,50,3,2,5,0.37183602684901007,7.0061116218566895
71,40,3,2,5,0.3689133788751527,7.566232442855835
72,30,3,2,5,0.37120321542190526,6.203091144561768
73,20,3,2,5,0.3770315429787868,5.677350759506226
74,10,3,2,5,0.3852684634029994,4.797463655471802
75,50,3,2,6,0.21696606367018018,7.415869474411011
76,40,3,2,6,0.21844052091109062,6.9238505363464355
77,30,3,2,6,0.2188609255713796,6.705973386764526
78,20,3,2,6,0.21823498046386208,4.604317903518677
79,10,3,2,6,0.21862518315224005,4.430339574813843
80,50,3,2,7,0.0,6.681297540664673
81,40,3,2,7,0.0,6.142897605895996
82,30,3,2,7,0.0,5.628090143203735
83,20,3,2,7,0.0,5.1270036697387695
84,10,3,2,7,0.0,4.8704612255096436
85,50,3,2,8,0.0,8.068512916564941
86,40,3,2,8,0.0,7.3123815059661865
87,30,3,2,8,0.0,6.761624574661255
88,20,3,2,8,0.0,6.118016242980957
89,10,3,2,8,0.0,5.871167898178101
90,50,3,2,9,0.4900928765114619,4.8166663646698
91,40,3,2,9,0.49367815440477913,4.353816747665405
92,30,3,2,9,0.4950914067927365,3.9099583625793457
93,20,3,2,9,0.49342538399288444,3.463723659515381
94,10,3,2,9,0.4956687274025242,2.895066261291504
95,50,3,2,10,0.5103236902397961,3.35547137260437
96,40,3,2,10,0.508824880597957,3.1506154537200928
97,30,3,2,10,0.5114381202563768,2.7907769680023193
98,20,3,2,10,0.509547983886241,2.662872791290283
99,10,3,2,10,0.5112115758164788,2.5430691242218018
100,50,3,3,1,0.0,6.171128034591675
101,40,3,3,1,0.0,4.997292757034302
102,30,3,3,1,0.0,4.583055019378662
103,20,3,3,1,0.0,3.15470027923584
104,10,3,3,1,0.0,3.1254184246063232
105,50,3,3,2,0.46317561566735155,4.146477699279785
106,40,3,3,2,0.4628019890591891,3.7080087661743164
107,30,3,3,2,0.4646733421089094,3.2822866439819336
108,20,3,3,2,0.46289382301230947,2.067410469055176
109,10,3,3,2,0.4637078565502446,2.057856559753418
110,50,3,3,3,0.5016721669697368,4.849693298339844
111,40,3,3,3,0.5030126974218095,4.410450220108032
112,30,3,3,3,0.5046318043619263,3.9656128883361816
113,20,3,3,3,0.500430686452535,2.6017467975616455
114,10,3,3,3,0.5027454213919201,2.4457859992980957
115,50,3,3,4,0.4747751800611484,7.459122180938721
116,40,3,3,4,0.4768731275534794,6.875197649002075
117,30,3,3,4,0.4766645388241312,6.360483646392822
118,20,3,3,4,0.47360294775238443,6.021164417266846
119,10,3,3,4,0.48125089371320756,5.982714414596558
120,50,3,3,5,0.0,5.458228349685669
121,40,3,3,5,0.0,4.89316987991333
122,30,3,3,5,0.0,4.285726308822632
123,20,3,3,5,0.0,3.680699586868286
124,10,3,3,5,0.0,3.147397041320801
125,50,3,3,6,0.0,4.56147313117981
126,40,3,3,6,0.0,4.119475841522217
127,30,3,3,6,0.0,3.6326966285705566
128,20,3,3,6,0.0,3.2347049713134766
129,10,3,3,6,0.0,3.0424935817718506
130,50,3,3,7,0.4011578250811015,8.055826425552368
131,40,3,3,7,0.4030479930696944,7.477952241897583
132,30,3,3,7,0.4042912523170653,6.813586473464966
133,20,3,3,7,0.4115746134090317,6.392301082611084
134,10,3,3,7,0.42686121433312835,6.669705390930176
135,50,3,3,8,0.0,6.825896501541138
136,40,3,3,8,0.0,6.197092771530151
137,30,3,3,8,0.0,5.684393644332886
138,20,3,3,8,0.0,5.956747055053711
139,10,3,3,8,0.0,5.952790975570679
140,50,3,3,9,0.4834052003759603,4.981431484222412
141,40,3,3,9,0.48640048184015033,4.5128114223480225
142,30,3,3,9,0.48802245143593326,4.0244622230529785
143,20,3,3,9,0.48602763683234396,2.8497798442840576
144,10,3,3,9,0.4870689059572559,3.039517641067505
145,50,3,3,10,0.3730473255610074,6.543212652206421
146,40,3,3,10,0.37397028597959997,6.051280975341797
147,30,3,3,10,0.3748329516674491,5.597365617752075
148,20,3,3,10,0.3753304110903711,4.991755962371826
149,10,3,3,10,0.37481572340823327,3.820208787918091
150,50,3,4,1,0.5113370162009317,3.7157936096191406
151,40,3,4,1,0.5119732689986749,3.129481077194214
152,30,3,4,1,0.5140895479560563,2.8620619773864746
153,20,3,4,1,0.5108004166078872,2.396803140640259
154,10,3,4,1,0.5144693050826802,1.554600477218628
155,50,3,4,2,0.2989127774734152,8.926679849624634
156,40,3,4,2,0.30229171361275187,9.812997102737427
157,30,3,4,2,0.3061075680807444,9.716975688934326
158,20,3,4,2,0.3096740922769593,6.74981427192688
159,10,3,4,2,0.321473652803443,5.373959064483643
160,50,3,4,3,0.0,4.806185960769653
161,40,3,4,3,0.0,3.914569139480591
162,30,3,4,3,0.0,2.8872907161712646
163,20,3,4,3,0.0,2.25895619392395
164,10,3,4,3,0.0,1.7556705474853516
165,50,3,4,4,0.3029628383769163,11.81319808959961
166,40,3,4,4,0.30239253338148164,12.063047647476196
167,30,3,4,4,0.3032563420107676,10.18433952331543
168,20,3,4,4,0.30309202042292915,9.82906460762024
169,10,3,4,4,0.2998870391482812,9.886637687683105
170,50,3,4,5,0.3092810590401541,6.109618902206421
171,40,3,4,5,0.30562362557825506,6.622687339782715
172,30,3,4,5,0.30954119516060985,6.415426254272461
173,20,3,4,5,0.31567978580948614,4.685546398162842
174,10,3,4,5,0.33058621444321407,3.1202778816223145
175,50,3,4,6,0.46189201730559454,4.565223932266235
176,40,3,4,6,0.4648564376971037,3.9894793033599854
177,30,3,4,6,0.4649319382620069,3.5686745643615723
178,20,3,4,6,0.46637501703592943,2.2686285972595215
179,10,3,4,6,0.4644335972629665,1.848686695098877
180,50,3,4,7,0.0,4.37322211265564
181,40,3,4,7,0.0,3.9433257579803467
182,30,3,4,7,0.0,3.5325844287872314
183,20,3,4,7,0.0,3.117971897125244
184,10,3,4,7,0.0,2.485257387161255
185,50,3,4,8,0.43654066428499766,3.8153703212738037
186,40,3,4,8,0.4366774089619736,3.3935813903808594
187,30,3,4,8,0.43847961733676677,2.8321216106414795
188,20,3,4,8,0.4358794962739636,2.652103900909424
189,10,3,4,8,0.4379685608578241,1.8080973625183105
190,50,3,4,9,0.332183575184172,6.4479286670684814
191,40,3,4,9,0.32896494554880684,5.72931432723999
192,30,3,4,9,0.3258380639842598,5.229099273681641
193,20,3,4,9,0.33172237909629954,4.845571279525757
194,10,3,4,9,0.33995118814059594,4.559888124465942
195,50,3,4,10,0.5059077540811894,5.090523719787598
196,40,3,4,10,0.5091840248644207,4.946231842041016
197,30,3,4,10,0.5092999925462075,4.183362722396851
198,20,3,4,10,0.5089251843790145,3.8396072387695312
199,10,3,4,10,0.5092260354869563,3.8360536098480225
200,50,3,5,1,0.5087424442469032,3.555565595626831
201,40,3,5,1,0.5062754888533703,2.992356777191162
202,30,3,5,1,0.5103792078231051,2.6179449558258057
203,20,3,5,1,0.5087778628139972,2.242709159851074
204,10,3,5,1,0.5098152736509939,1.515026330947876
205,50,3,5,2,0.20635697633285235,4.450042963027954
206,40,3,5,2,0.2054422218833743,3.971345901489258
207,30,3,5,2,0.20705627109135705,3.530646324157715
208,20,3,5,2,0.20675329705807483,3.145836591720581
209,10,3,5,2,0.20682025321073244,2.326417922973633
210,50,3,5,3,0.32310213861424714,5.0892252922058105
211,40,3,5,3,0.3175724462708977,4.4128334522247314
212,30,3,5,3,0.3189176540821391,3.958021640777588
213,20,3,5,3,0.32219787468530803,3.573993444442749
214,10,3,5,3,0.3283494473460463,2.867213010787964
215,50,3,5,4,0.47945078582947614,4.066274642944336
216,40,3,5,4,0.4793340715181296,3.651697874069214
217,30,3,5,4,0.4773665919638992,3.154653787612915
218,20,3,5,4,0.47826841084472976,2.8325440883636475
219,10,3,5,4,0.48066218962658447,1.8610401153564453
220,50,3,5,5,0.21513663074454822,4.8862624168396
221,40,3,5,5,0.21431033597207558,4.49528956413269
222,30,3,5,5,0.21420885349263924,4.084498882293701
223,20,3,5,5,0.2131577175848699,2.778059244155884
224,10,3,5,5,0.21308843175303305,2.7407896518707275
225,50,3,5,6,0.1431023087843741,13.734952449798584
226,40,3,5,6,0.14632252722448974,12.928676843643188
227,30,3,5,6,0.14211949240484995,11.702853679656982
228,20,3,5,6,0.14842224958635733,10.5497305393219
229,10,3,5,6,0.13993740616712602,9.147217988967896
230,50,3,5,7,0.20151729352906503,5.611917495727539
231,40,3,5,7,0.20129705490333333,5.024069547653198
232,30,3,5,7,0.1998488696792623,4.535131216049194
233,20,3,5,7,0.20109203053738492,4.0104265213012695
234,10,3,5,7,0.20414556734362427,3.8817481994628906
235,50,3,5,8,0.49751831248042017,3.751147508621216
236,40,3,5,8,0.49514312490547707,3.4255216121673584
237,30,3,5,8,0.49722338987200815,2.910367727279663
238,20,3,5,8,0.49698709730858764,1.8612148761749268
239,10,3,5,8,0.4971680719664439,1.7615950107574463
240,50,3,5,9,0.326771211194323,12.076997995376587
241,40,3,5,9,0.3268500996238442,11.171101093292236
242,30,3,5,9,0.32537361127401115,11.499622821807861
243,20,3,5,9,0.3239624588231029,10.409569501876831
244,10,3,5,9,0.32396666910090566,10.166220664978027
245,50,3,5,10,0.0,7.484145164489746
246,40,3,5,10,0.0,6.901681661605835
247,30,3,5,10,0.0,6.388211011886597
248,20,3,5,10,0.0,5.950749635696411
249,10,3,5,10,0.0,5.409652948379517
250,50,3,6,1,0.46905560327669826,6.708902597427368
251,40,3,6,1,0.4702330157681406,5.991418838500977
252,30,3,6,1,0.46887556440327605,5.274836301803589
253,20,3,6,1,0.4691159825407511,5.01882529258728
254,10,3,6,1,0.4755048358682107,4.740664958953857
255,50,3,6,2,0.2693215194927327,7.684230089187622
256,40,3,6,2,0.27072919933245404,6.695388555526733
257,30,3,6,2,0.2725196166630606,6.505206108093262
258,20,3,6,2,0.275936281068652,4.2489917278289795
259,10,3,6,2,0.2830268235757462,3.948446035385132
260,50,3,6,3,0.37757883111680374,3.6561279296875
261,40,3,6,3,0.3779077470373057,3.339747428894043
262,30,3,6,3,0.37986175300029573,3.3068172931671143
263,20,3,6,3,0.3744444451954332,5.358678579330444
264,10,3,6,3,0.3771933927442469,1.8708631992340088
265,50,3,6,4,0.0,5.7592504024505615
266,40,3,6,4,0.0,5.228598594665527
267,30,3,6,4,0.0,4.7743024826049805
268,20,3,6,4,0.0,4.468756675720215
269,10,3,6,4,0.0,5.4820098876953125
270,50,3,6,5,0.3675190457081695,5.734931468963623
271,40,3,6,5,0.3691830100921219,7.52501368522644
272,30,3,6,5,0.3693456983604773,6.282531023025513
273,20,3,6,5,0.3690634760199258,4.026315927505493
274,10,3,6,5,0.367075809744234,4.364330530166626
275,50,3,6,6,0.2046974904099453,4.260237455368042
276,40,3,6,6,0.20477974810533642,3.864410161972046
277,30,3,6,6,0.2058408690883873,3.187554359436035
278,20,3,6,6,0.2026773590963393,3.0358481407165527
279,10,3,6,6,0.20388487929844018,3.583306312561035
280,50,3,6,7,0.2157350873673396,7.386258602142334
281,40,3,6,7,0.2163657496687815,8.030731916427612
282,30,3,6,7,0.21726235923839948,7.328323841094971
283,20,3,6,7,0.21546149492673788,4.892878770828247
284,10,3,6,7,0.2154198524155745,3.9880833625793457
285,50,3,6,8,0.01828088909943349,6.686239719390869
286,40,3,6,8,0.018330882805440676,6.128085136413574
287,30,3,6,8,0.018881938588819897,5.500576734542847
288,20,3,6,8,0.01807451137591275,4.331774473190308
289,10,3,6,8,0.018092053782591246,3.493764638900757
290,50,3,6,9,0.0,4.638262510299683
291,40,3,6,9,0.0,4.6085827350616455
292,30,3,6,9,0.0,4.028096914291382
293,20,3,6,9,0.0,3.5580177307128906
294,10,3,6,9,0.0,2.9330849647521973
295,50,3,6,10,0.4912352112221838,9.128997802734375
296,40,3,6,10,0.4897595731383568,8.23297119140625
297,30,3,6,10,0.488801194739036,7.510113954544067
298,20,3,6,10,0.4890441629232761,10.70215916633606
299,10,3,6,10,0.4925009109535822,7.204467058181763
300,50,3,7,1,0.4669450022750829,8.003772020339966
301,40,3,7,1,0.46808654860479454,7.012435674667358
302,30,3,7,1,0.4665676356386046,7.292190790176392
303,20,3,7,1,0.46654894653807044,5.694223403930664
304,10,3,7,1,0.4749701056154759,5.950520753860474
305,50,3,7,2,0.4387878888276085,6.07563042640686
306,40,3,7,2,0.43825724977281744,5.837376356124878
307,30,3,7,2,0.441542355755142,5.979202508926392
308,20,3,7,2,0.43646464556225445,4.710807800292969
309,10,3,7,2,0.4483872395260555,5.380843162536621
310,50,3,7,3,0.3073823758353099,6.390993118286133
311,40,3,7,3,0.30598351889868175,4.61389946937561
312,30,3,7,3,0.30894370678645605,3.90641188621521
313,20,3,7,3,0.30699603546755583,3.7612273693084717
314,10,3,7,3,0.3187050030622319,2.4345476627349854
315,50,3,7,4,0.4133699353511431,9.111764192581177
316,40,3,7,4,0.40757607435033155,7.461913824081421
317,30,3,7,4,0.4101410066229786,7.007381200790405
318,20,3,7,4,0.4113808084555766,6.313724040985107
319,10,3,7,4,0.4238082644057804,6.0128326416015625
320,50,3,7,5,0.4773224309678778,3.9045965671539307
321,40,3,7,5,0.4756249632478313,2.8649938106536865
322,30,3,7,5,0.47901390028385543,2.4245424270629883
323,20,3,7,5,0.47718697504323593,2.0865039825439453
324,10,3,7,5,0.47824852191888645,1.3501777648925781
325,50,3,7,6,0.4957238527002461,7.815879583358765
326,40,3,7,6,0.4954281308281625,7.166238307952881
327,30,3,7,6,0.4945591467485547,6.574183940887451
328,20,3,7,6,0.494163345024276,6.305834770202637
329,10,3,7,6,0.49600135409571094,4.766676902770996
330,50,3,7,7,0.48829251821549313,5.564271450042725
331,40,3,7,7,0.49004134252979376,4.703877687454224
332,30,3,7,7,0.48993335683355915,4.29924464225769
333,20,3,7,7,0.49056320773731216,3.866084337234497
334,10,3,7,7,0.48934436396015674,3.7749264240264893
335,50,3,7,8,0.4726142622305325,7.401622295379639
336,40,3,7,8,0.47133278024081243,6.750342845916748
337,30,3,7,8,0.4699318243873824,6.240814924240112
338,20,3,7,8,0.47005996467651423,5.769563913345337
339,10,3,7,8,0.4722045468967246,3.9502172470092773
340,50,3,7,9,0.01237664623467062,7.797665596008301
341,40,3,7,9,0.012209185549882273,10.398801326751709
342,30,3,7,9,0.012349872077558784,9.062473773956299
343,20,3,7,9,0.012079601771916438,6.7434515953063965
344,10,3,7,9,0.013531996121176924,4.758049726486206
