,N,seed,n_gen,n_eval,score,time
527,30,5,11,6,0.4934387828363377,5.791634798049927
528,20,5,11,6,0.4965133965701196,5.180214881896973
529,10,5,11,6,0.5024626661266971,5.007884979248047
530,50,5,11,7,0.4651691576450909,4.812421083450317
531,40,5,11,7,0.46677518750289965,4.059046506881714
532,30,5,11,7,0.46737308463715943,3.505333185195923
533,20,5,11,7,0.46734543622184654,2.8796520233154297
534,10,5,11,7,0.4696800497140546,2.394451856613159
535,50,5,11,8,0.19767528623411226,4.368689298629761
536,40,5,11,8,0.1988643484197794,3.741288900375366
537,30,5,11,8,0.1996686042059468,3.157076835632324
538,20,5,11,8,0.20056959246468467,2.556973695755005
539,10,5,11,8,0.20445285662420015,1.9738116264343262
540,50,5,11,9,0.5074399822257105,7.749318361282349
541,40,5,11,9,0.5096597080110038,7.058237552642822
542,30,5,11,9,0.5100785055961197,6.36298680305481
543,20,5,11,9,0.5131768295551682,5.868036508560181
544,10,5,11,9,0.5177812442362613,5.459457874298096
545,50,5,11,10,0.4880180822869254,6.684922695159912
546,40,5,11,10,0.48573906315499327,6.1616456508636475
547,30,5,11,10,0.48480096584508664,5.598098039627075
548,20,5,11,10,0.4860494679665955,5.127514123916626
549,10,5,11,10,0.4930121058379082,4.797319650650024
550,50,5,12,1,0.44547010396989944,6.387814044952393
551,40,5,12,1,0.44555554875607634,5.667717933654785
552,30,5,12,1,0.4455910823621543,5.023577928543091
553,20,5,12,1,0.44485574716564447,4.45966649055481
554,10,5,12,1,0.44018657437825376,3.9885575771331787
555,50,5,12,2,0.47251524813092843,5.79381537437439
556,40,5,12,2,0.4746476981394606,5.164409160614014
557,30,5,12,2,0.4773124691029693,4.57462215423584
558,20,5,12,2,0.4769793898292674,4.00571870803833
559,10,5,12,2,0.4844293906451576,3.514709949493408
560,50,5,12,3,0.5037186085749834,8.492417335510254
561,40,5,12,3,0.5019167029518468,7.941035985946655
562,30,5,12,3,0.5006131475978034,7.172778129577637
563,20,5,12,3,0.502886744242047,6.671389102935791
564,10,5,12,3,0.5103816734805345,6.4865195751190186
565,50,5,12,4,0.4912497122417005,6.748356103897095
566,40,5,12,4,0.4869104215723075,6.19700813293457
567,30,5,12,4,0.4880007648821734,5.628310203552246
568,20,5,12,4,0.4912090981624495,4.976747035980225
569,10,5,12,4,0.500970997119138,5.078440427780151
570,50,5,12,5,0.5026989558349294,7.38301420211792
571,40,5,12,5,0.5016998750060783,6.726571321487427
572,30,5,12,5,0.5003594278831677,6.131326198577881
573,20,5,12,5,0.5029695749991375,5.607016324996948
574,10,5,12,5,0.5084750616026444,5.601292610168457
575,50,5,12,6,0.42237094583063933,9.82674527168274
576,40,5,12,6,0.4237615936621395,9.053796291351318
577,30,5,12,6,0.4251461861072703,8.565551519393921
578,20,5,12,6,0.43210862107406334,8.289058923721313
579,10,5,12,6,0.44082092420016156,7.939584493637085
580,50,5,12,7,0.2107684945904437,8.184272527694702
581,40,5,12,7,0.210658769531006,7.791151285171509
582,30,5,12,7,0.2104059958833004,6.37859582901001
583,20,5,12,7,0.2095969625164542,5.8242409229278564
584,10,5,12,7,0.21347539931304066,6.366740703582764
585,50,5,12,8,0.43478819216870757,5.478125810623169
586,40,5,12,8,0.435312228350987,4.811375856399536
587,30,5,12,8,0.4345026002080698,4.174381256103516
588,20,5,12,8,0.4368171834679089,3.59590220451355
589,10,5,12,8,0.4452265972891908,3.0763742923736572
590,50,5,12,9,0.4132313819353069,6.686626434326172
591,40,5,12,9,0.4151880500564696,5.940699815750122
592,30,5,12,9,0.4154229868294261,5.28451132774353
593,20,5,12,9,0.4073280218638234,4.581162929534912
594,10,5,12,9,0.40557880219765097,3.9223599433898926
595,50,5,12,10,0.4795280412906777,6.91752028465271
596,40,5,12,10,0.48022778567788926,6.236310958862305
597,30,5,12,10,0.481854303849119,5.684397220611572
598,20,5,12,10,0.4859636192135192,5.185192584991455
599,10,5,12,10,0.4947491201688785,4.930675506591797
600,50,5,13,1,0.4711481588987373,5.499326229095459
601,40,5,13,1,0.47244188650726937,4.791316986083984
602,30,5,13,1,0.47404408453032665,4.152745723724365
603,20,5,13,1,0.47520919946790047,3.6393463611602783
604,10,5,13,1,0.48046530269131,3.1865766048431396
605,50,5,13,2,0.48153903359309014,7.298154830932617
606,40,5,13,2,0.4843231811986573,6.659950256347656
607,30,5,13,2,0.4850658080541331,6.053444862365723
608,20,5,13,2,0.49011133059000667,5.5023205280303955
609,10,5,13,2,0.4999431382123226,5.212544202804565
610,50,5,13,3,0.46804105953786435,9.977049827575684
611,40,5,13,3,0.46608133920951916,9.050827503204346
612,30,5,13,3,0.4675618020409803,8.597885370254517
613,20,5,13,3,0.4727769789225773,8.118196249008179
614,10,5,13,3,0.48587526328998953,7.912322521209717
615,50,5,13,4,0.20689618806233767,8.059719562530518
616,40,5,13,4,0.2067703047399734,7.4944281578063965
617,30,5,13,4,0.20613554491915853,6.774170637130737
618,20,5,13,4,0.3891870527012322,6.384679794311523
619,10,5,13,4,0.21097855613461158,6.474281072616577
620,50,5,13,5,0.48402062027988085,9.555673837661743
621,40,5,13,5,0.48219226813986704,8.840916872024536
622,30,5,13,5,0.48519027146148014,8.285049676895142
623,20,5,13,5,0.48703374847877035,7.652140855789185
624,10,5,13,5,0.4942752457458215,7.179241180419922
625,50,5,13,6,0.5072495494205373,8.483073472976685
626,40,5,13,6,0.5053306966149866,7.9648356437683105
627,30,5,13,6,0.5034987029221765,7.328290224075317
628,20,5,13,6,0.506314708240081,6.812280893325806
629,10,5,13,6,0.5127627824539209,6.7506749629974365
630,50,5,13,7,0.4837213354351869,9.854801177978516
631,40,5,13,7,0.4820342521741411,9.716010808944702
632,30,5,13,7,0.48168048547285036,8.960956573486328
633,20,5,13,7,0.482659978563493,8.336317300796509
634,10,5,13,7,0.48864551247234056,8.418245553970337
635,50,5,13,8,0.5075564006709353,8.016396284103394
636,40,5,13,8,0.5058137717192195,7.309978723526001
637,30,5,13,8,0.5075737139708861,6.752495288848877
638,20,5,13,8,0.5112839349508775,6.052163600921631
639,10,5,13,8,0.5183222490245976,5.96765398979187
640,50,5,13,9,0.4870298478003895,9.326043605804443
641,40,5,13,9,0.4860233702793316,8.66978645324707
642,30,5,13,9,0.4852217078068449,8.053701162338257
643,20,5,13,9,0.4858509461011763,7.517276763916016
644,10,5,13,9,0.49346088179881736,7.363136291503906
645,50,5,13,10,0.4890384483180282,8.20878553390503
646,40,5,13,10,0.4874100285961685,7.5099334716796875
647,30,5,13,10,0.4842243679046871,7.02225399017334
648,20,5,13,10,0.4874462024743608,6.514294385910034
649,10,5,13,10,0.4956252899066452,6.290284872055054
650,50,5,14,1,0.46111526334624797,9.79373288154602
651,40,5,14,1,0.45869474775677865,9.183271884918213
652,30,5,14,1,0.4570924621189846,8.541680335998535
653,20,5,14,1,0.4585576782619762,7.993758916854858
654,10,5,14,1,0.48257839638844396,7.690651178359985
655,50,5,14,2,0.48756903406248275,11.37817668914795
656,40,5,14,2,0.48510636165048004,10.6706862449646
657,30,5,14,2,0.4837409772800284,10.028405666351318
658,20,5,14,2,0.4858482266571894,9.517736434936523
659,10,5,14,2,0.48977303848436793,7.845449209213257
660,50,5,14,3,0.47532076376437543,7.769615173339844
661,40,5,14,3,0.47583399779975744,7.129321098327637
662,30,5,14,3,0.47585328836432983,6.620834112167358
663,20,5,14,3,0.47286049180445033,6.221755266189575
664,10,5,14,3,0.4801670142892843,4.700063943862915
665,50,5,14,4,0.43701191247001814,9.169438123703003
666,40,5,14,4,0.4347857774265712,8.51796841621399
667,30,5,14,4,0.4372938860342536,7.937809228897095
668,20,5,14,4,0.4424016088636819,7.346509218215942
669,10,5,14,4,0.4553309500372886,7.58226752281189
670,50,5,14,5,0.47463767239255106,7.537456035614014
671,40,5,14,5,0.4731075219729499,6.890840768814087
672,30,5,14,5,0.47702787960065074,6.231277227401733
673,20,5,14,5,0.47818569508593933,5.747908115386963
674,10,5,14,5,0.48877763894313164,5.3652472496032715
675,50,5,14,6,0.3837045685210419,11.75435471534729
676,40,5,14,6,0.38090791990910167,10.980163812637329
677,30,5,14,6,0.379304507707343,10.441563129425049
678,20,5,14,6,0.3818156125979438,9.572155714035034
679,10,5,14,6,0.3856674034865097,9.125387907028198
680,50,5,14,7,0.37135128772405507,7.3629467487335205
681,40,5,14,7,0.37122860116930634,6.767493486404419
682,30,5,14,7,0.369424579974508,6.34571647644043
683,20,5,14,7,0.37157906568068755,5.730403661727905
684,10,5,14,7,0.3783551729479883,5.717575788497925
685,50,5,14,8,0.48204208745719457,7.327449798583984
686,40,5,14,8,0.48616720217932047,6.709400177001953
687,30,5,14,8,0.48830240337739667,6.0730226039886475
688,20,5,14,8,0.49157089869404247,5.509159326553345
689,10,5,14,8,0.5017089536596122,5.133636951446533
690,50,5,14,9,0.4954487366139382,7.195818901062012
691,40,5,14,9,0.49602772766166947,6.5696985721588135
692,30,5,14,9,0.4962509819275565,6.034830093383789
693,20,5,14,9,0.5010611573405174,5.468313217163086
694,10,5,14,9,0.5103401809959068,5.165768384933472
695,50,5,14,10,0.4583883149811662,9.696313858032227
696,40,5,14,10,0.455205594246972,9.142600536346436
697,30,5,14,10,0.4551162179873429,8.607671976089478
698,20,5,14,10,0.45562593119931016,8.198888301849365
699,10,5,14,10,0.4635014082630997,7.795264005661011
700,50,5,15,1,0.4178018814249223,5.76935601234436
701,40,5,15,1,0.4166563573778788,5.012725114822388
702,30,5,15,1,0.4177815434013091,4.379323244094849
703,20,5,15,1,0.4168774309941856,3.7768099308013916
704,10,5,15,1,0.4181242790313458,3.343540668487549
705,50,5,15,2,0.5074062971965383,8.44229245185852
706,40,5,15,2,0.5080421257506238,7.86588191986084
707,30,5,15,2,0.5088029247096104,7.219352722167969
708,20,5,15,2,0.5131519438491212,6.694225311279297
709,10,5,15,2,0.5179516389402841,6.206072568893433
710,50,5,15,3,0.49242744299222546,8.804080486297607
711,40,5,15,3,0.4908121077508565,8.055195569992065
712,30,5,15,3,0.4926006902093239,7.307474613189697
713,20,5,15,3,0.49477334840701076,6.7727210521698
714,10,5,15,3,0.5057314651560629,6.702883005142212
715,50,5,15,4,0.5099091973992522,7.392274618148804
716,40,5,15,4,0.5102328099135763,6.715723276138306
717,30,5,15,4,0.5104787346214675,6.1704370975494385
718,20,5,15,4,0.5132483950800842,5.601612329483032
719,10,5,15,4,0.5174859610284802,5.186410188674927
720,50,5,15,5,0.5166809003212935,10.19669508934021
721,40,5,15,5,0.5151809384541309,9.502109289169312
722,30,5,15,5,0.5148249089054701,8.819261074066162
723,20,5,15,5,0.5165415126757816,8.275701999664307
724,10,5,15,5,0.5202416946916618,7.9546074867248535
725,50,5,15,6,0.507153268088361,7.804859161376953
726,40,5,15,6,0.5069296893850614,7.248987436294556
727,30,5,15,6,0.5048728183379148,6.445184946060181
728,20,5,15,6,0.5076944318438249,6.092926502227783
729,10,5,15,6,0.5123990890624486,5.92389178276062
730,50,5,15,7,0.4923581522726318,6.513821125030518
731,40,5,15,7,0.494949721868733,5.7296462059021
732,30,5,15,7,0.49733961513116026,5.074942588806152
733,20,5,15,7,0.4993622711399464,4.500460147857666
734,10,5,15,7,0.5087147961465704,4.330157279968262
735,50,5,15,8,0.45638910934416344,8.465628385543823
736,40,5,15,8,0.453521396488541,7.873045444488525
737,30,5,15,8,0.45077200240168247,7.367367506027222
738,20,5,15,8,0.4540169581430409,6.2527759075164795
739,10,5,15,8,0.4654571027878272,6.389172315597534
740,50,5,15,9,0.4946840078372072,7.615395784378052
741,40,5,15,9,0.49553617596412164,6.952521324157715
742,30,5,15,9,0.4967254706231598,6.285216569900513
743,20,5,15,9,0.5000012851421416,5.661194086074829
744,10,5,15,9,0.5059659730092502,5.3630805015563965
745,50,5,15,10,0.48307832010921453,7.2521843910217285
746,40,5,15,10,0.48619550783601573,6.4836742877960205
747,30,5,15,10,0.486988142514647,5.89682936668396
748,20,5,15,10,0.4916686145246824,5.401737213134766
749,10,5,15,10,0.5024879091202892,5.126989126205444
750,50,5,16,1,0.3692436016627082,7.365078926086426
751,40,5,16,1,0.36884118490193507,6.677497148513794
752,30,5,16,1,0.36908990978022077,5.949811697006226
753,20,5,16,1,0.3708175644423407,5.335305690765381
754,10,5,16,1,0.3730197227279273,4.697411298751831
755,50,5,16,2,0.4986833472005946,8.320752143859863
756,40,5,16,2,0.4964118597109692,7.831496953964233
757,30,5,16,2,0.4944376879257653,7.10750150680542
758,20,5,16,2,0.4965332754198228,6.639704704284668
759,10,5,16,2,0.5060296504456817,6.68187403678894
760,50,5,16,3,0.4845213675596434,9.407524347305298
761,40,5,16,3,0.4865718221063923,8.63873839378357
762,30,5,16,3,0.49071977988109833,7.967336177825928
763,20,5,16,3,0.49060722786969746,7.247166872024536
764,10,5,16,3,0.49575508356377157,6.455237627029419
765,50,5,16,4,0.47277977157118967,9.712685585021973
766,40,5,16,4,0.4721039267897632,8.987412214279175
767,30,5,16,4,0.4747295228979254,8.284795045852661
768,20,5,16,4,0.477000704909467,7.714210748672485
769,10,5,16,4,0.4837646355298744,7.103785037994385
770,50,5,16,5,0.5207479558579015,10.471012353897095
771,40,5,16,5,0.5208370913516985,10.012534379959106
772,30,5,16,5,0.5183331642497546,9.305022716522217
773,20,5,16,5,0.521138161362138,8.71734619140625
774,10,5,16,5,0.5253549532562468,7.92743444442749
775,50,5,16,6,0.37970302418572394,8.793100118637085
776,40,5,16,6,0.3778319243310819,8.155665397644043
777,30,5,16,6,0.3772628091358765,7.588524341583252
778,20,5,16,6,0.37973931489731966,6.978021621704102
779,10,5,16,6,0.38560288822733846,6.693511724472046
780,50,5,16,7,0.5156170917929974,11.03762412071228
781,40,5,16,7,0.5118855930324254,10.354100704193115
782,30,5,16,7,0.5128669309613938,9.81637978553772
783,20,5,16,7,0.5155912015861152,8.88234829902649
784,10,5,16,7,0.521398712305489,8.803324699401855
785,50,5,16,8,0.49906676337974054,7.8860132694244385
786,40,5,16,8,0.5006295239763875,7.219630718231201
787,30,5,16,8,0.5009775612177073,6.644071817398071
788,20,5,16,8,0.5060987628060151,6.112885475158691
789,10,5,16,8,0.5119071008660533,5.907931566238403
790,50,5,16,9,0.522959835560833,6.863934278488159
791,40,5,16,9,0.5226577234814529,6.327418088912964
792,30,5,16,9,0.5206752733296965,5.813773155212402
793,20,5,16,9,0.5217693616587857,5.422876834869385
794,10,5,16,9,0.5250402699134004,5.921997547149658
795,50,5,16,10,0.473816312985548,7.118706464767456
796,40,5,16,10,0.4766754552144323,6.507850885391235
797,30,5,16,10,0.47655434624818627,5.939728498458862
798,20,5,16,10,0.47126330606405276,5.472084999084473
799,10,5,16,10,0.4811923175967412,5.326978921890259
800,50,5,17,1,0.5240794647776486,7.192364692687988
801,40,5,17,1,0.5228778052871259,6.38190221786499
802,30,5,17,1,0.5238730337594273,5.792999505996704
803,20,5,17,1,0.5227026801073318,5.6213226318359375
804,10,5,17,1,0.3915032194637949,5.79093337059021
805,50,5,17,2,0.5179020060492545,6.9690446853637695
806,40,5,17,2,0.517837548256604,6.549392223358154
807,30,5,17,2,0.5163459703687225,6.059274435043335
808,20,5,17,2,0.5162549463833508,5.5499467849731445
809,10,5,17,2,0.5219542912746747,4.8006181716918945
810,50,5,17,3,0.2149729274837294,4.8127055168151855
811,40,5,17,3,0.2154307508962244,4.716327667236328
812,30,5,17,3,0.21537623242677,4.224646091461182
813,20,5,17,3,0.21581416460996247,3.7848763465881348
814,10,5,17,3,0.21682842021200482,3.3324227333068848
815,50,5,17,4,0.4320114609744682,9.400482654571533
816,40,5,17,4,0.42860032543471144,8.684338331222534
817,30,5,17,4,0.4269447906141656,8.14090371131897
818,20,5,17,4,0.4309604052454119,7.627516746520996
819,10,5,17,4,0.435628962912975,7.548995494842529
820,50,5,17,5,0.5157614590271016,8.346040964126587
821,40,5,17,5,0.5174804447026847,7.707284927368164
822,30,5,17,5,0.5173425393996847,6.9598023891448975
823,20,5,17,5,0.5199137412457356,6.311285972595215
824,10,5,17,5,0.376147988371611,5.39302134513855
825,50,5,17,6,0.21307175303998285,7.976043462753296
826,40,5,17,6,0.2127328617873776,7.261328458786011
827,30,5,17,6,0.21202045960144272,19.647117376327515
828,20,5,17,6,0.21148951153856962,5.707365036010742
829,10,5,17,6,0.21402482162865707,5.736705303192139
830,50,5,17,7,0.4517855361369326,5.299359083175659
831,40,5,17,7,0.4506402491263437,4.800082206726074
832,30,5,17,7,0.45295778646002477,4.2936577796936035
833,20,5,17,7,0.4479059504217596,3.849844455718994
834,10,5,17,7,0.4616270530918869,2.6075754165649414
835,50,5,17,8,0.5118817942286961,7.826043605804443
836,40,5,17,8,0.5125560232048857,7.059972763061523
837,30,5,17,8,0.5121255949303606,6.3233397006988525
838,20,5,17,8,0.5133751114823553,5.511970281600952
839,10,5,17,8,0.5199161437640855,4.89144229888916
840,50,5,17,9,0.48815282708541735,6.8509745597839355
841,40,5,17,9,0.4871877141416247,6.5186684131622314
842,30,5,17,9,0.48509824233420584,6.061422348022461
843,20,5,17,9,0.48389093840729974,5.340155124664307
844,10,5,17,9,0.4942514986918525,4.143817663192749
845,50,5,17,10,0.20621470620283028,7.884581089019775
846,40,5,17,10,0.20488606304645637,7.253980875015259
847,30,5,17,10,0.20468799437085167,6.609719753265381
848,20,5,17,10,0.20560410184077993,6.0606842041015625
849,10,5,17,10,0.2100675191327976,5.7124528884887695
850,50,5,18,1,0.3727708249348053,9.193206787109375
851,40,5,18,1,0.37240828494351946,8.381361484527588
852,30,5,18,1,0.37262116040249393,7.668196678161621
853,20,5,18,1,0.36897753233934905,7.1959228515625
854,10,5,18,1,0.3824349743237178,8.276396989822388
855,50,5,18,2,0.38907770300838274,11.31450605392456
856,40,5,18,2,0.38886365967488656,10.493720293045044
857,30,5,18,2,0.3896652595089994,9.702292203903198
858,20,5,18,2,0.3887302677615528,9.206781148910522
859,10,5,18,2,0.39558777281221325,8.786253213882446
860,50,5,18,3,0.5215233230959074,6.542546987533569
861,40,5,18,3,0.5223029072084582,6.0233283042907715
862,30,5,18,3,0.5203433033783568,5.362246751785278
863,20,5,18,3,0.5217912419867298,4.926292419433594
864,10,5,18,3,0.5232910082640287,5.075720548629761
865,50,5,18,4,0.4601936440741906,5.454968690872192
866,40,5,18,4,0.46272495313014406,4.618828296661377
867,30,5,18,4,0.4578706346907844,4.115927219390869
868,20,5,18,4,0.4628046294231096,4.1249165534973145
869,10,5,18,4,0.4610345488678399,3.0564558506011963
870,50,5,18,5,0.49238545664245675,6.0036375522613525
871,40,5,18,5,0.4917473549552326,5.446178913116455
872,30,5,18,5,0.4916908426653861,4.903335094451904
873,20,5,18,5,0.49012917691103136,4.438443422317505
874,10,5,18,5,0.5011115310283689,5.2907350063323975
875,50,5,18,6,0.48242498203993495,11.038339614868164
876,40,5,18,6,0.4807987924677811,10.116514921188354
877,30,5,18,6,0.48441846728831056,9.386605024337769
878,20,5,18,6,0.48555332252392264,8.74911379814148
879,10,5,18,6,0.4920428733937247,8.323827981948853
880,50,5,18,7,0.49578375811223613,5.453284978866577
881,40,5,18,7,0.49984691636337025,4.878728628158569
882,30,5,18,7,0.500139598524996,4.4004552364349365
883,20,5,18,7,0.4990278649004431,4.185197830200195
884,10,5,18,7,0.4992428220708422,3.309433698654175
885,50,5,18,8,0.5066905435094758,6.1656224727630615
886,40,5,18,8,0.504678201479365,5.644017696380615
887,30,5,18,8,0.5064856384345201,5.15468168258667
888,20,5,18,8,0.5046808154170227,4.755361795425415
889,10,5,18,8,0.5097077433302286,4.720861434936523
890,50,5,18,9,0.2089899037778858,7.50550103187561
891,40,5,18,9,0.20996274278407706,7.134686470031738
892,30,5,18,9,0.20871493191157164,6.549688100814819
893,20,5,18,9,0.20855684119196943,6.444637060165405
894,10,5,18,9,0.21239373490337693,6.387362480163574
895,50,5,18,10,0.3870854740252614,8.428812265396118
896,40,5,18,10,0.3885677444399304,8.219330787658691
897,30,5,18,10,0.3873032496982849,7.57158350944519
898,20,5,18,10,0.38771334737615665,6.994571685791016
899,10,5,18,10,0.39344184067375887,6.887752532958984
900,50,5,19,1,0.4889905193726519,4.101146936416626
901,40,5,19,1,0.49169332886249656,3.4891257286071777
902,30,5,19,1,0.49334701034359607,3.0096912384033203
903,20,5,19,1,0.4917182547239449,2.608579635620117
904,10,5,19,1,0.4921293216538718,2.3475184440612793
905,50,5,19,2,0.38504898665203674,7.850160121917725
906,40,5,19,2,0.38526045860340263,7.300163984298706
907,30,5,19,2,0.3846683955843794,6.56269383430481
908,20,5,19,2,0.3834685961952509,6.307034969329834
909,10,5,19,2,0.3893176905297242,4.9448277950286865
910,50,5,19,3,0.46969257681665055,4.973754405975342
911,40,5,19,3,0.4730962892675694,4.3177173137664795
912,30,5,19,3,0.46804640968781697,3.9092307090759277
913,20,5,19,3,0.4723922237739661,3.543245792388916
914,10,5,19,3,0.47023166121021664,2.6592655181884766
915,50,5,19,4,0.3954838482244032,7.6171088218688965
916,40,5,19,4,0.39423333770449576,7.412809133529663
917,30,5,19,4,0.3960432426125647,6.548511505126953
918,20,5,19,4,0.3943311133355799,6.260304927825928
919,10,5,19,4,0.39905604394188116,18.89395785331726
920,50,5,19,5,0.49148157222885447,3.4455111026763916
921,40,5,19,5,0.4918842603875578,3.1476314067840576
922,30,5,19,5,0.49604959449331554,2.6438937187194824
923,20,5,19,5,0.4910499958191554,2.278918981552124
924,10,5,19,5,0.4931037426628292,2.6380906105041504
925,50,5,19,6,0.5013581854824153,4.517001628875732
926,40,5,19,6,0.5044729044239209,3.937075138092041
927,30,5,19,6,0.5049686061083745,3.837402105331421
928,20,5,19,6,0.5062638738187715,3.4384233951568604
929,10,5,19,6,0.5057428851595489,2.626589775085449
930,50,5,19,7,0.5113342511051976,6.01957893371582
931,40,5,19,7,0.5123570808079169,5.570953845977783
932,30,5,19,7,0.514523705949938,5.0250208377838135
933,20,5,19,7,0.5132195830670506,4.605348110198975
934,10,5,19,7,0.5127786159492833,3.258913516998291
935,50,5,19,8,0.4304599766953178,6.046582221984863
936,40,5,19,8,0.433310744861176,5.4549500942230225
937,30,5,19,8,0.43213650365525,5.1790525913238525
938,20,5,19,8,0.43039178110770293,4.782127857208252
939,10,5,19,8,0.44082975584373124,4.282917499542236
940,50,5,19,9,0.4977281349725267,4.01698637008667
941,40,5,19,9,0.4972697684472359,3.6508431434631348
942,30,5,19,9,0.5001309537466799,3.223942756652832
943,20,5,19,9,0.49543171588979457,2.984196424484253
944,10,5,19,9,0.49483988771785,2.0449941158294678
945,50,5,19,10,0.4891868547340593,6.96880578994751
946,40,5,19,10,0.4875264501834327,6.14695405960083
947,30,5,19,10,0.48852932244851116,5.915190935134888
948,20,5,19,10,0.4873427879148347,5.732750654220581
949,10,5,19,10,0.49585005430900836,4.354649543762207
950,50,5,20,1,0.5010248745846546,4.1287841796875
951,40,5,20,1,0.5013783213335892,3.697739839553833
952,30,5,20,1,0.5025792424191216,5.558283567428589
953,20,5,20,1,0.49914149137146113,3.3473129272460938
954,10,5,20,1,0.500886543812698,3.1029064655303955
955,50,5,20,2,0.5072676191833922,3.5261194705963135
956,40,5,20,2,0.5060576292756214,3.242814540863037
957,30,5,20,2,0.5085110162699241,2.727402687072754
958,20,5,20,2,0.5076738540420432,2.354161262512207
959,10,5,20,2,0.509111010882823,1.5342819690704346
960,50,5,20,3,0.4998083643989279,4.502718210220337
961,40,5,20,3,0.5030598531318575,4.270431041717529
962,30,5,20,3,0.5041409910140183,3.61215877532959
963,20,5,20,3,0.5035582350557066,3.3831627368927
964,10,5,20,3,0.5032333922817918,2.5624771118164062
965,50,5,20,4,0.36318937937777396,3.666860342025757
966,40,5,20,4,0.3614747226635545,3.231329917907715
967,30,5,20,4,0.36406888206443694,2.8003976345062256
968,20,5,20,4,0.36356517768791824,1.843080997467041
969,10,5,20,4,0.36427832644221775,1.6884474754333496
970,50,5,20,5,0.4943036091233137,4.2767534255981445
971,40,5,20,5,0.494303444880621,3.8455381393432617
972,30,5,20,5,0.4948334005018863,3.4990603923797607
973,20,5,20,5,0.4958555279956252,3.3371481895446777
974,10,5,20,5,0.49722817035920686,3.3525538444519043
975,50,5,20,6,0.49532050585072646,4.020887136459351
976,40,5,20,6,0.4945960898469143,3.6377077102661133
977,30,5,20,6,0.4977899037966007,3.2715706825256348
978,20,5,20,6,0.49400804325401937,2.8777472972869873
979,10,5,20,6,0.4927080747426428,2.0710105895996094
980,50,5,20,7,0.3758748008376785,11.803621292114258
981,40,5,20,7,0.3751020715115278,10.783690452575684
982,30,5,20,7,0.3758161017674334,9.960758209228516
983,20,5,20,7,0.3737826629240234,9.3346426486969
984,10,5,20,7,0.37821394702354516,8.37144136428833
985,50,5,20,8,0.39997870130257857,4.767892837524414
986,40,5,20,8,0.3990979190961481,4.275948762893677
987,30,5,20,8,0.4007713346287209,3.8493237495422363
988,20,5,20,8,0.3998906018084777,3.7563281059265137
989,10,5,20,8,0.39981934976970446,2.6882073879241943
990,50,5,20,9,0.49746678109531106,3.385464906692505
991,40,5,20,9,0.4979732395468783,3.0386972427368164
992,30,5,20,9,0.49902860567089946,2.560819387435913
993,20,5,20,9,0.49491914767319367,2.1449315547943115
994,10,5,20,9,0.49517355064588436,2.057037591934204
995,50,5,20,10,0.5013459548048962,4.125123977661133
996,40,5,20,10,0.5018981394043636,3.690117120742798
997,30,5,20,10,0.5026793855962384,3.2788145542144775
998,20,5,20,10,0.5006454445285429,2.90327525138855
999,10,5,20,10,0.5007079077329029,2.0870163440704346
1000,50,5,21,1,0.5007700064599929,5.088489294052124
1001,40,5,21,1,0.5018330708329407,4.549819469451904
1002,30,5,21,1,0.5032506671849619,4.120253324508667
1003,20,5,21,1,0.5014748367454646,3.7679574489593506
1004,10,5,21,1,0.5023075602761942,2.828171968460083
1005,50,5,21,2,0.38681159627237444,3.2115962505340576
1006,40,5,21,2,0.3868560884403303,2.804495334625244
1007,30,5,21,2,0.3884165202338606,2.4020650386810303
1008,20,5,21,2,0.38510908887044004,1.9994745254516602
1009,10,5,21,2,0.3862173849524736,1.3515021800994873
1010,50,5,21,3,0.5123815688284153,5.258561849594116
1011,40,5,21,3,0.5129770612027735,4.922150135040283
1012,30,5,21,3,0.5133606922863319,4.2639548778533936
1013,20,5,21,3,0.5129428612479454,3.033003807067871
1014,10,5,21,3,0.5129026312324648,2.697205066680908
1015,50,5,21,4,0.2179070225039361,4.648253679275513
1016,40,5,21,4,0.21674905788377025,4.424262762069702
1017,30,5,21,4,0.21747526006131948,3.800715684890747
1018,20,5,21,4,0.2175018329213037,3.6677188873291016
1019,10,5,21,4,0.21810766297830936,2.65163254737854
1020,50,5,21,5,0.38092307024988403,4.8787312507629395
1021,40,5,21,5,0.37947743002986684,4.458903551101685
1022,30,5,21,5,0.3811672206697185,3.0750598907470703
1023,20,5,21,5,0.3817541085148568,2.726438283920288
1024,10,5,21,5,0.38346049492745704,2.6583776473999023
1025,50,5,21,6,0.02126759448893017,4.189053058624268
1026,40,5,21,6,0.021821541186653786,3.687161445617676
1027,30,5,21,6,0.022411081540671687,3.2922186851501465
1028,20,5,21,6,0.020795102136215902,3.094602108001709
1029,10,5,21,6,0.02176231388118066,1.9483935832977295
1030,50,5,21,7,0.5007616472723853,4.785248756408691
1031,40,5,21,7,0.5008681593421577,4.332376480102539
1032,30,5,21,7,0.5038823035912846,3.873851776123047
1033,20,5,21,7,0.4980854138965086,3.516233444213867
1034,10,5,21,7,0.5031353229354192,2.4092166423797607
1035,50,5,21,8,0.5209556458182147,6.712235450744629
1036,40,5,21,8,0.5214378240430849,6.131022691726685
1037,30,5,21,8,0.519991821472657,5.72676157951355
1038,20,5,21,8,0.5221261860627529,5.047532320022583
1039,10,5,21,8,0.5223709509631058,4.968924283981323
