,N,seed,n_gen,n_eval,score,time
227,30,4,5,6,0.0,3.1489686965942383
228,20,4,5,6,0.0,2.447599411010742
229,10,4,5,6,0.0,1.8791680335998535
230,50,4,5,7,0.18778209253754197,5.263269901275635
231,40,4,5,7,0.1866665808255424,4.51599907875061
232,30,4,5,7,0.19288535800145323,3.9056594371795654
233,20,4,5,7,0.19208042096998318,3.2741897106170654
234,10,4,5,7,0.19296634331650558,2.267707109451294
235,50,4,5,8,0.27647127537485383,3.843445062637329
236,40,4,5,8,0.2760447788885262,3.1477770805358887
237,30,4,5,8,0.2802886532342925,2.671147584915161
238,20,4,5,8,0.2823360845030554,1.9678394794464111
239,10,4,5,8,0.2811808391383493,1.3230364322662354
240,50,4,5,9,0.3648296470643605,3.981107473373413
241,40,4,5,9,0.367665790753148,3.3436758518218994
242,30,4,5,9,0.3658951460191957,2.6796443462371826
243,20,4,5,9,0.36605424975967177,2.079657554626465
244,10,4,5,9,0.3627216970351531,1.5423564910888672
245,50,4,5,10,0.1802601499879784,4.43545937538147
246,40,4,5,10,0.18120956098853092,3.670748710632324
247,30,4,5,10,0.18120413489152062,3.6239912509918213
248,20,4,5,10,0.17882934132569026,2.451005697250366
249,10,4,5,10,0.1808191837991121,1.5074291229248047
250,50,4,6,1,0.17357294573817814,4.069916009902954
251,40,4,6,1,0.17336078335183563,3.2699620723724365
252,30,4,6,1,0.17237452523836333,2.633838415145874
253,20,4,6,1,0.1716988675254557,1.9850225448608398
254,10,4,6,1,0.16417795607672425,1.3239471912384033
255,50,4,6,2,0.4785205354309351,4.188969612121582
256,40,4,6,2,0.4767540682444531,3.6107685565948486
257,30,4,6,2,0.47804758998574454,2.9390876293182373
258,20,4,6,2,0.47352382369949064,2.1236166954040527
259,10,4,6,2,0.32906609344752374,1.3734345436096191
260,50,4,6,3,0.3717189628665924,4.381776809692383
261,40,4,6,3,0.3735713806602427,3.375887870788574
262,30,4,6,3,0.37895553485263334,2.756478786468506
263,20,4,6,3,0.37564340187642686,1.9897146224975586
264,10,4,6,3,0.3784389381858175,1.3784265518188477
265,50,4,6,4,0.4096114361724315,4.124699831008911
266,40,4,6,4,0.4107034538965152,3.4105265140533447
267,30,4,6,4,0.4099712965484375,2.71435809135437
268,20,4,6,4,0.41113744974594535,2.0174386501312256
269,10,4,6,4,0.4031872487242993,1.4262642860412598
270,50,4,6,5,0.42280243614198415,4.089761257171631
271,40,4,6,5,0.4262869161190309,4.146700859069824
272,30,4,6,5,0.4302176262901915,2.9022319316864014
273,20,4,6,5,0.4230318199197582,2.33410382270813
274,10,4,6,5,0.41895052590993337,1.4357938766479492
275,50,4,6,6,0.16616924632586116,5.531668186187744
276,40,4,6,6,0.16484705591599785,4.793483018875122
277,30,4,6,6,0.17192998398281237,4.075626373291016
278,20,4,6,6,0.17103750423180694,3.386622190475464
279,10,4,6,6,0.17373131724749968,2.4912898540496826
280,50,4,6,7,0.36923186137828734,6.907500982284546
281,40,4,6,7,0.37415755449562893,5.907317161560059
282,30,4,6,7,0.3755787989365715,5.037825107574463
283,20,4,6,7,0.36998356780273745,4.161287069320679
284,10,4,6,7,0.3700952259264368,2.8222522735595703
285,50,4,6,8,0.2673722584153234,3.911541223526001
286,40,4,6,8,0.27676314306793803,3.314345598220825
287,30,4,6,8,0.2702402272362319,3.038113832473755
288,20,4,6,8,0.26999066331022176,2.0092742443084717
289,10,4,6,8,0.2727239899264752,1.3453960418701172
290,50,4,6,9,0.0,3.607147216796875
291,40,4,6,9,0.0,3.0201022624969482
292,30,4,6,9,0.0,2.4795472621917725
293,20,4,6,9,0.0,1.846813440322876
294,10,4,6,9,0.0,1.2329168319702148
295,50,4,6,10,0.3288556247605238,4.51736855506897
296,40,4,6,10,0.32894910740062994,3.3989217281341553
297,30,4,6,10,0.328683658575085,2.737748146057129
298,20,4,6,10,0.3264373358163336,2.032589912414551
299,10,4,6,10,0.3285097033144777,1.377157211303711
300,50,4,7,1,0.0,4.888770818710327
301,40,4,7,1,0.0,4.156400442123413
302,30,4,7,1,0.0,3.6077303886413574
303,20,4,7,1,0.0,2.9087705612182617
304,10,4,7,1,0.0,2.3304073810577393
305,50,4,7,2,0.43038575189467015,4.319018125534058
306,40,4,7,2,0.4294965296315145,3.9926602840423584
307,30,4,7,2,0.42783030054651433,3.5435750484466553
308,20,4,7,2,0.42785742800755155,2.3372292518615723
309,10,4,7,2,0.4326291558488486,1.5055367946624756
310,50,4,7,3,0.1684268519916018,3.8728818893432617
311,40,4,7,3,0.17019432931071482,3.3789186477661133
312,30,4,7,3,0.17101297559277487,2.8866281509399414
313,20,4,7,3,0.16839386383669064,2.044019937515259
314,10,4,7,3,0.1687066989082213,1.360215425491333
315,50,4,7,4,0.0,6.426115274429321
316,40,4,7,4,0.0,5.788990259170532
317,30,4,7,4,0.0,5.2249596118927
318,20,4,7,4,0.0,4.892076015472412
319,10,4,7,4,0.0,4.0815606117248535
320,50,4,7,5,0.36694361443162304,6.625843048095703
321,40,4,7,5,0.36875886730544777,4.833956956863403
322,30,4,7,5,0.3684132737933311,3.8964526653289795
323,20,4,7,5,0.3680254894537859,3.236872434616089
324,10,4,7,5,0.3949620026682664,2.5289061069488525
325,50,4,7,6,0.4345040348337501,3.904325008392334
326,40,4,7,6,0.43838708036700424,3.274564504623413
327,30,4,7,6,0.43892765856136867,2.621054172515869
328,20,4,7,6,0.43417843092270303,1.9722845554351807
329,10,4,7,6,0.434201288162548,1.3286328315734863
330,50,4,7,7,0.3470165328209259,6.498572111129761
331,40,4,7,7,0.3492130969675018,6.018443822860718
332,30,4,7,7,0.35054757587994506,5.66916298866272
333,20,4,7,7,0.3433655085145527,4.968743562698364
334,10,4,7,7,0.34984821737780475,3.903156280517578
335,50,4,7,8,0.0,5.4164345264434814
336,40,4,7,8,0.0,4.847166299819946
337,30,4,7,8,0.0,4.186805963516235
338,20,4,7,8,0.0,3.520700216293335
339,10,4,7,8,0.0,3.1413378715515137
340,50,4,7,9,0.27867930036993865,4.4404895305633545
341,40,4,7,9,0.2768358277196177,3.7791855335235596
342,30,4,7,9,0.2789495631485241,3.1117725372314453
343,20,4,7,9,0.2815933899526051,2.349144697189331
344,10,4,7,9,0.2869353848595808,1.5316615104675293
345,50,4,7,10,0.3702735522494819,3.9272077083587646
346,40,4,7,10,0.3700647344195298,3.264569044113159
347,30,4,7,10,0.37685295248864664,2.62961745262146
348,20,4,7,10,0.3746007397256607,2.0039517879486084
349,10,4,7,10,0.38678367435466693,1.328016757965088
350,50,4,8,1,0.3212366836383472,4.021854639053345
351,40,4,8,1,0.31978015412539984,3.297550678253174
352,30,4,8,1,0.3278821945375494,2.61891508102417
353,20,4,8,1,0.3266824767178368,1.960010051727295
354,10,4,8,1,0.33774788150841956,1.323699951171875
355,50,4,8,2,0.2639865980296158,4.167462110519409
356,40,4,8,2,0.25992942885158277,3.4777069091796875
357,30,4,8,2,0.2652836250130127,2.8269712924957275
358,20,4,8,2,0.26484190298258503,2.2620763778686523
359,10,4,8,2,0.2699167214860733,1.399475336074829
360,50,4,8,3,0.30313702374733414,4.206489324569702
361,40,4,8,3,0.30687258974673975,3.528566598892212
362,30,4,8,3,0.30674904434344846,2.9291586875915527
363,20,4,8,3,0.3045837493645315,2.263467311859131
364,10,4,8,3,0.3032395050110551,1.4378318786621094
365,50,4,8,4,0.30871155027927055,5.432880401611328
366,40,4,8,4,0.312170306136456,4.678455591201782
367,30,4,8,4,0.30890801383521,3.9287986755371094
368,20,4,8,4,0.3115261549307515,3.2634832859039307
369,10,4,8,4,0.3081991909822067,2.5177910327911377
370,50,4,8,5,0.3211362508891808,4.721482515335083
371,40,4,8,5,0.3200883325200058,3.9057986736297607
372,30,4,8,5,0.32350132440821894,3.2419745922088623
373,20,4,8,5,0.32364523146382057,2.548598289489746
374,10,4,8,5,0.3730342388923145,1.6303865909576416
375,50,4,8,6,0.3624983668468843,5.013157367706299
376,40,4,8,6,0.35883208555374335,4.469820499420166
377,30,4,8,6,0.36078635574166534,4.2774739265441895
378,20,4,8,6,0.36136190628412423,2.9264464378356934
379,10,4,8,6,0.3528582729570436,2.032742738723755
380,50,4,8,7,0.242142847117661,4.283815622329712
381,40,4,8,7,0.24089926225368855,3.690951108932495
382,30,4,8,7,0.24579033356986055,3.017653465270996
383,20,4,8,7,0.24591468449348539,2.3194191455841064
384,10,4,8,7,0.24750720437546453,1.496624231338501
385,50,4,8,8,0.0,3.902299165725708
386,40,4,8,8,0.0,3.3371918201446533
387,30,4,8,8,0.0,2.6411800384521484
388,20,4,8,8,0.0,2.042473554611206
389,10,4,8,8,0.0,1.437730312347412
390,50,4,8,9,0.31204498399947966,5.389184474945068
391,40,4,8,9,0.3129421626437058,4.313579559326172
392,30,4,8,9,0.31662861896918465,3.5933122634887695
393,20,4,8,9,0.3181026966350048,2.862518072128296
394,10,4,8,9,0.32731422314968434,1.8781709671020508
395,50,4,8,10,0.4164429209112701,4.788879632949829
396,40,4,8,10,0.4169381605861501,4.088704586029053
397,30,4,8,10,0.41821034068641627,3.605059862136841
398,20,4,8,10,0.40990623287849776,2.7357921600341797
399,10,4,8,10,0.42585093836694016,1.8479950428009033
400,50,4,9,1,0.318470485656632,4.382858037948608
401,40,4,9,1,0.31783155560120785,3.72214412689209
402,30,4,9,1,0.3234654239850702,2.934671401977539
403,20,4,9,1,0.3221343556038381,2.2271106243133545
404,10,4,9,1,0.3252925970929205,1.4968218803405762
405,50,4,9,2,0.194372955492693,7.325238943099976
406,40,4,9,2,0.19400644920842652,6.861611843109131
407,30,4,9,2,0.19548355216231345,6.041648864746094
408,20,4,9,2,0.19476818096849252,5.336712837219238
409,10,4,9,2,0.1952736931573237,3.899702310562134
410,50,4,9,3,0.009987774817598058,3.7379472255706787
411,40,4,9,3,0.00986763779767894,3.1581170558929443
412,30,4,9,3,0.01013617423187695,2.4992284774780273
413,20,4,9,3,0.009928473520401684,1.8767426013946533
414,10,4,9,3,0.008940303221952136,1.2854950428009033
415,50,4,9,4,0.36578884430019953,3.9213147163391113
416,40,4,9,4,0.36408551656995686,3.3692855834960938
417,30,4,9,4,0.36905932164559313,2.7399706840515137
418,20,4,9,4,0.3684779562150791,2.07429838180542
419,10,4,9,4,0.36346186366707905,1.3674826622009277
420,50,4,9,5,0.3406403703755423,4.304058790206909
421,40,4,9,5,0.33830174514029904,3.435033082962036
422,30,4,9,5,0.34432461045534485,2.8273515701293945
423,20,4,9,5,0.3432844001878929,2.120375394821167
424,10,4,9,5,0.3384454172771241,1.3492403030395508
425,50,4,9,6,0.4281301781779294,6.371299505233765
426,40,4,9,6,0.42780014746442446,5.5937206745147705
427,30,4,9,6,0.42794031992573556,4.824706315994263
428,20,4,9,6,0.42499883478197803,4.010966062545776
429,10,4,9,6,0.4340204210843918,2.808253526687622
430,50,4,9,7,0.2544651607731669,4.523598670959473
431,40,4,9,7,0.2535056330683297,4.4197306632995605
432,30,4,9,7,0.2597840843375211,3.5883586406707764
433,20,4,9,7,0.25733755265332625,2.4040098190307617
434,10,4,9,7,0.2604421996362788,1.5217010974884033
435,50,4,9,8,0.4672556089095047,4.933960199356079
436,40,4,9,8,0.4709784630251349,4.060840845108032
437,30,4,9,8,0.46970576830694166,3.349576473236084
438,20,4,9,8,0.4719287029746219,2.669186592102051
439,10,4,9,8,0.47871852506692136,1.782975673675537
440,50,4,9,9,0.4169316059891788,6.456180095672607
441,40,4,9,9,0.42925349657263445,5.741128206253052
442,30,4,9,9,0.41736388411475667,5.034344673156738
443,20,4,9,9,0.4177480375443423,4.1676812171936035
444,10,4,9,9,0.4459725026607188,2.9011964797973633
445,50,4,9,10,0.44074581098807114,4.01345157623291
446,40,4,9,10,0.44436200404481596,3.2480969429016113
447,30,4,9,10,0.4395454071154223,2.635085344314575
448,20,4,9,10,0.43816575030270727,1.9674015045166016
449,10,4,9,10,0.43540401431714915,1.3309741020202637
450,50,4,10,1,0.35936299872542643,4.679157733917236
451,40,4,10,1,0.3648152791811285,3.872404098510742
452,30,4,10,1,0.35845601302134344,3.3909571170806885
453,20,4,10,1,0.35678608553740165,2.70237398147583
454,10,4,10,1,0.3623962880498321,1.7936723232269287
455,50,4,10,2,0.2861174033282366,4.858771562576294
456,40,4,10,2,0.2831686521664925,3.9700355529785156
457,30,4,10,2,0.28865044204245033,3.2070271968841553
458,20,4,10,2,0.2865369880297816,2.503779411315918
459,10,4,10,2,0.2901462589264878,1.7224104404449463
460,50,4,10,3,0.3365191334381528,3.9561359882354736
461,40,4,10,3,0.33503508654395037,3.3333349227905273
462,30,4,10,3,0.343618842411255,2.7053487300872803
463,20,4,10,3,0.34225396954926246,1.9802825450897217
464,10,4,10,3,0.3431000419395626,1.3739333152770996
465,50,4,10,4,0.3037446719531111,4.879130601882935
466,40,4,10,4,0.31063704234556144,4.110868215560913
467,30,4,10,4,0.30511831724418764,3.3702564239501953
468,20,4,10,4,0.3049482246691477,2.687774419784546
469,10,4,10,4,0.3081559346344511,1.7722713947296143
470,50,4,10,5,0.43856438992266844,3.9573469161987305
471,40,4,10,5,0.4348933031806275,3.296833038330078
472,30,4,10,5,0.4390279417504711,2.884782552719116
473,20,4,10,5,0.4300776307667618,2.2458503246307373
474,10,4,10,5,0.4310659706038535,1.3838884830474854
475,50,4,10,6,0.37390645472711403,3.9731247425079346
476,40,4,10,6,0.37714695695498224,3.260399580001831
477,30,4,10,6,0.3800094788945062,2.6213269233703613
478,20,4,10,6,0.38059578225013124,2.1847500801086426
479,10,4,10,6,0.3886170235663169,1.372584342956543
480,50,4,10,7,0.4290469095699488,4.290934085845947
481,40,4,10,7,0.43232663389907655,3.6043221950531006
482,30,4,10,7,0.4328565417282901,2.7322933673858643
483,20,4,10,7,0.42967525372487086,2.1038756370544434
484,10,4,10,7,0.4299523404120801,1.4614801406860352
485,50,4,10,8,0.3041478355297546,6.2508063316345215
486,40,4,10,8,0.3031980846002894,5.401483058929443
487,30,4,10,8,0.30696392551035206,4.8465704917907715
488,20,4,10,8,0.3100060023760562,3.6985599994659424
489,10,4,10,8,0.3106481796600342,2.6739614009857178
490,50,4,10,9,0.36348616836137876,6.612110614776611
491,40,4,10,9,0.36538855396597897,6.378589868545532
492,30,4,10,9,0.36404799446056946,5.7264299392700195
493,20,4,10,9,0.36427562208196224,4.714513778686523
494,10,4,10,9,0.36071147149031435,3.473998546600342
495,50,4,10,10,0.20689307382675118,5.803636312484741
496,40,4,10,10,0.20713544149060098,4.825451850891113
497,30,4,10,10,0.2120696986103449,4.042222499847412
498,20,4,10,10,0.21138249257751268,3.1999025344848633
499,10,4,10,10,0.25072515448388255,2.263023853302002
500,50,4,11,1,0.18194227132517274,5.431155681610107
501,40,4,11,1,0.1830734108487485,4.679326057434082
502,30,4,11,1,0.18305957246002694,4.06950044631958
503,20,4,11,1,0.17991264844569543,3.3254036903381348
504,10,4,11,1,0.18324544353049052,2.369521141052246
505,50,4,11,2,0.4764617548043059,4.290310859680176
506,40,4,11,2,0.47685563198204967,3.608776330947876
507,30,4,11,2,0.4770092084282836,2.957906484603882
508,20,4,11,2,0.4740249715976214,2.242509603500366
509,10,4,11,2,0.3326351060090583,1.4623053073883057
510,50,4,11,3,0.17742100715997222,4.089200019836426
511,40,4,11,3,0.176083512338469,3.7430479526519775
512,30,4,11,3,0.17691083017054485,2.6449272632598877
513,20,4,11,3,0.17508166507058848,1.9262526035308838
514,10,4,11,3,0.1791566646333974,1.3038060665130615
515,50,4,11,4,0.38561533058157915,4.2492969036102295
516,40,4,11,4,0.38782857735912657,3.7141988277435303
517,30,4,11,4,0.38612793168307336,2.8646063804626465
