,N,seed,n_gen,n_eval,score,time
0,50,1,1,1,0.0,12.343214988708496
1,40,1,1,1,0.0,7.424948453903198
2,30,1,1,1,0.0,6.235070466995239
3,20,1,1,1,0.0,5.7630860805511475
4,10,1,1,1,0.0,4.395477533340454
5,50,1,1,2,0.37197888269296364,6.96286153793335
6,40,1,1,2,0.3717194820930818,5.606606960296631
7,30,1,1,2,0.37281792522611384,4.943019866943359
8,20,1,1,2,0.37155438063975244,4.687912464141846
9,10,1,1,2,0.3715222219134776,3.6276164054870605
10,50,1,1,3,0.0,6.650278806686401
11,40,1,1,3,0.0,5.72799015045166
12,30,1,1,3,0.0,4.288913726806641
13,20,1,1,3,0.0,4.485523223876953
14,10,1,1,3,0.0,3.704218626022339
15,50,1,1,4,0.0,6.443521738052368
16,40,1,1,4,0.0,6.0075788497924805
17,30,1,1,4,0.0,4.559557199478149
18,20,1,1,4,0.0,3.92445969581604
19,10,1,1,4,0.0,3.784813642501831
20,50,1,1,5,0.34571678716630094,5.634162902832031
21,40,1,1,5,0.34765806296723445,4.446182727813721
22,30,1,1,5,0.3490609785646529,3.8003249168395996
23,20,1,1,5,0.3482833440190505,3.460435628890991
24,10,1,1,5,0.34758011174557535,2.577794075012207
25,50,1,1,6,0.0,5.907238721847534
26,40,1,1,6,0.0,5.342118978500366
27,30,1,1,6,0.0,4.8608622550964355
28,20,1,1,6,0.0,4.325568675994873
29,10,1,1,6,0.0,4.301486492156982
30,50,1,1,7,0.0,5.702763319015503
31,40,1,1,7,0.0,5.1383843421936035
32,30,1,1,7,0.0,4.604075908660889
33,20,1,1,7,0.0,4.0964515209198
34,10,1,1,7,0.0,3.864708423614502
35,50,1,1,8,0.0,4.707111835479736
36,40,1,1,8,0.0,4.256302118301392
37,30,1,1,8,0.0,4.390813827514648
38,20,1,1,8,0.0,3.5093629360198975
39,10,1,1,8,0.0,2.7611050605773926
40,50,1,1,9,0.0,5.068193197250366
41,40,1,1,9,0.0,4.356192350387573
42,30,1,1,9,0.0,4.701059818267822
43,20,1,1,9,0.0,3.7709035873413086
44,10,1,1,9,0.0,2.9358439445495605
45,50,1,1,10,0.4176407406034295,5.272176504135132
46,40,1,1,10,0.41879593184809255,4.662691116333008
47,30,1,1,10,0.41988249188782145,4.089854955673218
48,20,1,1,10,0.42338688637357746,3.588423013687134
49,10,1,1,10,0.4286162712185249,3.3022208213806152
50,50,1,2,1,0.48495908090039097,5.5956220626831055
51,40,1,2,1,0.4869936176838516,4.755631446838379
52,30,1,2,1,0.48681421366984573,4.328838586807251
53,20,1,2,1,0.4870844941872462,3.209306478500366
54,10,1,2,1,0.48891842730559215,2.8513987064361572
55,50,1,2,2,0.4749963983177099,6.632544040679932
56,40,1,2,2,0.4770821680623363,6.096781253814697
57,30,1,2,2,0.4772879416282004,4.935484170913696
58,20,1,2,2,0.4770841280731251,4.80618691444397
59,10,1,2,2,0.47816294547793997,3.942272186279297
60,50,1,2,3,0.0,4.511656999588013
61,40,1,2,3,0.0,4.020913362503052
62,30,1,2,3,0.0,3.596442461013794
63,20,1,2,3,0.0,3.286951780319214
64,10,1,2,3,0.0,2.377074956893921
65,50,1,2,4,0.0,4.561676025390625
66,40,1,2,4,0.0,3.9421589374542236
67,30,1,2,4,0.0,3.3479537963867188
68,20,1,2,4,0.0,2.823061466217041
69,10,1,2,4,0.0,2.2036192417144775
70,50,1,2,5,0.3572937406109193,5.196784019470215
71,40,1,2,5,0.3552313859612603,4.574832916259766
72,30,1,2,5,0.3536443111323518,4.035104990005493
73,20,1,2,5,0.35670530423672814,3.567863941192627
74,10,1,2,5,0.36178785573591954,3.311375617980957
75,50,1,2,6,0.37986337888020494,7.15070366859436
76,40,1,2,6,0.37976484803379745,6.484593868255615
77,30,1,2,6,0.20241047046273222,5.967930316925049
78,20,1,2,6,0.37902385599165317,5.673709392547607
79,10,1,2,6,0.2058390672082533,5.946564435958862
80,50,1,2,7,0.47963575604178027,8.036571979522705
81,40,1,2,7,0.47959206591527287,7.487232208251953
82,30,1,2,7,0.4777263902144914,6.936826944351196
83,20,1,2,7,0.47863731456182096,6.553628921508789
84,10,1,2,7,0.48420653233755695,5.992358446121216
85,50,1,2,8,0.43045467824992134,5.613186359405518
86,40,1,2,8,0.4281319316606878,5.063039779663086
87,30,1,2,8,0.4303471096593447,4.523342847824097
88,20,1,2,8,0.4342938682436569,4.11505913734436
89,10,1,2,8,0.4407762595884581,3.937473773956299
90,50,1,2,9,0.3625548920776952,5.033655881881714
91,40,1,2,9,0.3628918430003479,4.685530662536621
92,30,1,2,9,0.36338761314797424,3.5807976722717285
93,20,1,2,9,0.36311986188639406,3.2085797786712646
94,10,1,2,9,0.36338724119574806,2.3401129245758057
95,50,1,2,10,0.3611014211414765,7.238003969192505
96,40,1,2,10,0.3619500597972254,5.893772840499878
97,30,1,2,10,0.36138988053938137,5.335522651672363
98,20,1,2,10,0.36285395692717903,4.453272819519043
99,10,1,2,10,0.3622946919849747,3.529467821121216
100,50,1,3,1,0.0,7.0657031536102295
101,40,1,3,1,0.0,6.155148983001709
102,30,1,3,1,0.0,5.450634002685547
103,20,1,3,1,0.0,5.056081295013428
104,10,1,3,1,0.0,3.7303481101989746
105,50,1,3,2,0.3738024142173361,4.972881317138672
106,40,1,3,2,0.374170952130654,4.728264331817627
107,30,1,3,2,0.37469686860016804,3.9981470108032227
108,20,1,3,2,0.373847081491721,3.81589674949646
109,10,1,3,2,0.37359065898348215,2.722224473953247
110,50,1,3,3,0.1824284292793904,3.724520206451416
111,40,1,3,3,0.18349665012880595,3.2404839992523193
112,30,1,3,3,0.18412571228839048,2.6276981830596924
113,20,1,3,3,0.18617574676650356,2.0549099445343018
114,10,1,3,3,0.19064108894495593,1.6439228057861328
115,50,1,3,4,0.2049113395365333,3.526292085647583
116,40,1,3,4,0.20530481258121372,3.046816825866699
117,30,1,3,4,0.2062917243076713,2.649070978164673
118,20,1,3,4,0.20476096143410552,1.8058838844299316
119,10,1,3,4,0.20635985327804238,1.663670539855957
120,50,1,3,5,0.47952461161561305,3.0874273777008057
121,40,1,3,5,0.47646407970113214,2.6661343574523926
122,30,1,3,5,0.4805586187324691,2.2488274574279785
123,20,1,3,5,0.47731389892970677,1.875521183013916
124,10,1,3,5,0.4791450299425399,1.6907641887664795
125,50,1,3,6,0.4264486834615385,5.110371112823486
126,40,1,3,6,0.42694286188831204,4.48739218711853
127,30,1,3,6,0.42721769739831567,3.9768106937408447
128,20,1,3,6,0.4285933161156621,3.4887521266937256
129,10,1,3,6,0.4331524452391046,3.163792848587036
130,50,1,3,7,0.3543881549134564,7.678356170654297
131,40,1,3,7,0.3541784131911983,6.998715877532959
132,30,1,3,7,0.3528414785567368,6.465753078460693
133,20,1,3,7,0.3528535209168297,6.2044572830200195
134,10,1,3,7,0.35391860469145675,5.255604982376099
135,50,1,3,8,0.20164143427436743,3.7903950214385986
136,40,1,3,8,0.20190701196108632,3.344020366668701
137,30,1,3,8,0.20201455708866106,2.1828246116638184
138,20,1,3,8,0.2011674456745461,1.8739190101623535
139,10,1,3,8,0.20175360877954795,1.2713830471038818
