,accuracy,n_policy,reward,steps
869,0.2,69,3.0,3.0
870,0.2,70,3.0,3.0
871,0.2,71,3.0,3.0
872,0.2,72,3.0,3.0
873,0.2,73,13.0,13.0
874,0.2,74,3.0,3.0
875,0.2,75,3.0,3.0
876,0.2,76,9.0,9.0
877,0.2,77,3.9,3.9
878,0.2,78,3.9,3.9
879,0.2,79,3.0,3.0
880,0.2,80,3.0,3.0
881,0.2,81,3.0,3.0
882,0.2,82,3.0,3.0
883,0.2,83,3.0,3.0
884,0.2,84,8.2,8.2
885,0.2,85,3.0,3.0
886,0.2,86,3.9,3.9
887,0.2,87,4.5,4.5
888,0.2,88,3.0,3.0
889,0.2,89,3.9,3.9
890,0.2,90,3.0,3.0
891,0.2,91,3.9,3.9
892,0.2,92,10.4,10.4
893,0.2,93,3.9,3.9
894,0.2,94,3.0,3.0
895,0.2,95,6.5,6.5
896,0.2,96,3.0,3.0
897,0.2,97,4.0,4.0
898,0.2,98,3.0,3.0
899,0.2,99,4.8,4.8
900,0.1,0,2.0,2.0
901,0.1,1,2.0,2.0
902,0.1,2,2.0,2.0
903,0.1,3,2.0,2.0
904,0.1,4,2.0,2.0
905,0.1,5,2.0,2.0
906,0.1,6,2.0,2.0
907,0.1,7,2.0,2.0
908,0.1,8,2.0,2.0
909,0.1,9,2.0,2.0
910,0.1,10,2.0,2.0
911,0.1,11,2.0,2.0
912,0.1,12,2.0,2.0
913,0.1,13,2.0,2.0
914,0.1,14,2.0,2.0
915,0.1,15,2.0,2.0
916,0.1,16,2.0,2.0
917,0.1,17,2.0,2.0
918,0.1,18,2.0,2.0
919,0.1,19,2.0,2.0
920,0.1,20,2.0,2.0
921,0.1,21,2.0,2.0
922,0.1,22,2.0,2.0
923,0.1,23,2.0,2.0
924,0.1,24,2.0,2.0
925,0.1,25,2.0,2.0
926,0.1,26,2.0,2.0
927,0.1,27,2.0,2.0
928,0.1,28,2.0,2.0
929,0.1,29,2.0,2.0
930,0.1,30,2.0,2.0
931,0.1,31,2.0,2.0
932,0.1,32,2.0,2.0
933,0.1,33,2.0,2.0
934,0.1,34,2.0,2.0
935,0.1,35,2.0,2.0
936,0.1,36,2.0,2.0
937,0.1,37,2.0,2.0
938,0.1,38,2.0,2.0
939,0.1,39,2.0,2.0
940,0.1,40,2.0,2.0
941,0.1,41,2.0,2.0
942,0.1,42,2.0,2.0
943,0.1,43,2.0,2.0
944,0.1,44,2.0,2.0
945,0.1,45,2.0,2.0
946,0.1,46,2.0,2.0
947,0.1,47,2.0,2.0
948,0.1,48,2.0,2.0
949,0.1,49,2.0,2.0
950,0.1,50,2.0,2.0
951,0.1,51,2.0,2.0
952,0.1,52,2.0,2.0
953,0.1,53,2.0,2.0
954,0.1,54,2.0,2.0
955,0.1,55,2.0,2.0
956,0.1,56,2.0,2.0
957,0.1,57,2.0,2.0
958,0.1,58,2.0,2.0
959,0.1,59,2.0,2.0
960,0.1,60,2.0,2.0
961,0.1,61,2.0,2.0
962,0.1,62,2.0,2.0
963,0.1,63,2.0,2.0
964,0.1,64,2.0,2.0
965,0.1,65,2.0,2.0
966,0.1,66,2.0,2.0
967,0.1,67,2.0,2.0
968,0.1,68,2.0,2.0
969,0.1,69,2.0,2.0
970,0.1,70,2.0,2.0
971,0.1,71,2.0,2.0
972,0.1,72,2.0,2.0
973,0.1,73,2.0,2.0
974,0.1,74,2.0,2.0
975,0.1,75,2.0,2.0
976,0.1,76,2.0,2.0
977,0.1,77,2.0,2.0
978,0.1,78,2.0,2.0
979,0.1,79,2.0,2.0
980,0.1,80,2.0,2.0
981,0.1,81,2.0,2.0
982,0.1,82,2.0,2.0
983,0.1,83,2.0,2.0
984,0.1,84,2.0,2.0
985,0.1,85,2.0,2.0
986,0.1,86,2.0,2.0
987,0.1,87,2.0,2.0
988,0.1,88,2.0,2.0
989,0.1,89,2.0,2.0
990,0.1,90,2.0,2.0
991,0.1,91,2.0,2.0
992,0.1,92,2.0,2.0
993,0.1,93,2.0,2.0
994,0.1,94,2.0,2.0
995,0.1,95,2.0,2.0
996,0.1,96,2.0,2.0
997,0.1,97,2.0,2.0
998,0.1,98,2.0,2.0
999,0.1,99,2.0,2.0
