,steps,info_steps,seed,n_eval,max_step_per_eval,time,info_time,mean_reward
0,435,435.0,1,126,13.0,0.8730595111846924,64.25087300000003,65.96
1,957,955.0,1,250,22.0,2.130842685699463,769.8584610000001,161.69
2,1479,1478.0,1,342,22.0,2.9983701705932617,2210.436221,164.47
3,1914,1906.0,1,409,25.0,3.7295539379119873,3909.049938999999,103.44
4,2436,2434.0,1,475,28.0,4.653038263320923,6015.642847,140.48
5,2958,2953.0,1,530,28.0,5.521376609802246,8255.986647,147.82
6,3480,3472.0,1,589,28.0,6.384936571121216,11181.187162999995,138.71
7,3915,3905.0,1,632,28.0,7.109351873397827,13669.954341000002,157.43
8,4437,4421.0,1,679,29.0,7.972175121307373,16828.706127999994,143.3
9,4959,4959.0,1,721,39.0,8.830123662948608,20022.581139999987,151.69
10,5481,5468.0,1,764,39.0,9.699442148208618,23695.492822000004,154.46
11,5916,5912.0,1,804,39.0,10.42213249206543,27492.463340000013,176.28
12,6438,6428.0,1,836,43.0,11.279741287231445,30873.248871000014,189.44
13,6960,6959.0,1,872,47.0,12.146529197692871,35076.088704000016,163.08
14,7482,7455.0,1,907,69.0,13.002016544342041,39525.49010100002,222.92
15,7917,7909.0,1,931,69.0,13.719167709350586,42885.69515700001,308.14
16,8439,8423.0,1,960,69.0,14.598312616348267,47462.672777000014,429.65
17,8961,8951.0,1,988,69.0,15.460030317306519,52569.056960000016,423.93
18,9483,9456.0,1,1022,69.0,16.327770709991455,59585.063000000024,464.68
19,9918,9901.0,1,1035,69.0,17.044718980789185,62611.479766000026,445.73
20,435,433.0,2,110,10.0,0.6541807651519775,35.92528800000001,58.49
21,957,956.0,2,229,18.0,1.48826265335083,545.0150300000003,167.63
22,1479,1468.0,2,320,22.0,2.317006826400757,1834.0880440000005,142.7
23,1914,1907.0,2,376,28.0,3.0030548572540283,3105.821328,185.52
24,2436,2430.0,2,440,28.0,3.8302547931671143,5246.288513000002,143.49
25,2958,2958.0,2,490,38.0,4.672208070755005,7362.819869000001,143.81
26,3480,3479.0,2,555,38.0,5.541484832763672,10692.715322999999,125.54
27,3915,3907.0,2,597,38.0,6.225083351135254,13176.020702999993,159.48
28,4437,4427.0,2,640,38.0,7.05109429359436,16119.993265999987,148.51
29,4959,4950.0,2,677,38.0,7.907623767852783,18983.18408999999,187.83
30,5481,5478.0,2,714,40.0,8.758447647094727,22270.330046,188.63
31,5916,5881.0,2,743,40.0,9.48195219039917,25166.543099000002,178.93
32,6438,6428.0,2,780,40.0,10.359971761703491,29258.701752000004,235.94
33,6960,6942.0,2,813,65.0,11.211742877960205,33361.082127000016,301.04
34,7482,7481.0,2,845,65.0,12.048883438110352,37886.19155300002,389.3
35,7917,7911.0,2,865,65.0,12.747624635696411,41178.76778000002,452.75
36,8439,8410.0,2,895,65.0,13.616561889648438,46881.32019700001,478.6
37,8961,8953.0,2,917,87.0,14.451048374176025,51661.25906500002,494.57
38,9483,9458.0,2,934,87.0,15.307284116744995,55831.01171900002,499.89
39,9918,9867.0,2,947,87.0,15.986709594726562,59381.65744400001,496.67
40,435,434.0,3,126,12.0,0.6568007469177246,42.81284699999999,53.77
41,957,954.0,3,237,16.0,1.5153110027313232,493.3387830000001,199.71
42,1479,1477.0,3,333,21.0,2.3876712322235107,2004.8238990000002,135.73
43,1914,1914.0,3,397,26.0,3.0916075706481934,3532.6596490000015,126.16
44,2436,2429.0,3,464,27.0,3.955371379852295,5642.900904000004,114.29
45,2958,2953.0,3,526,27.0,4.820056676864624,8040.477908000008,126.6
46,3480,3479.0,3,583,41.0,5.671853065490723,10683.460790000008,125.18
47,3915,3901.0,3,627,41.0,6.391622304916382,13056.456202000003,137.79
48,4437,4424.0,3,679,41.0,7.25958514213562,16299.076822000003,157.99
49,4959,4950.0,3,720,41.0,8.116507291793823,19241.538981000005,149.83
50,5481,5469.0,3,758,41.0,8.971884489059448,22310.45391500001,165.54
51,5916,5904.0,3,793,51.0,9.690716743469238,25477.993114000004,194.4
52,6438,6437.0,3,833,61.0,10.566283941268921,29569.385516999995,199.09
53,6960,6958.0,3,870,61.0,11.41004991531372,33795.835494,219.72
54,7482,7477.0,3,901,61.0,12.258087873458862,37733.23833100001,302.35
55,7917,7876.0,3,919,61.0,12.96525526046753,40327.58656000001,350.67
56,8439,8437.0,3,946,61.0,13.812506675720215,44752.419696,389.24
57,8961,8946.0,3,974,72.0,14.667850255966187,49954.06421200002,454.43
58,9483,9421.0,3,997,72.0,15.524206161499023,54834.27193100002,485.92
59,9918,9893.0,3,1012,72.0,16.227343797683716,58424.35042000002,500.0
60,435,435.0,4,123,8.0,0.6510472297668457,41.707857999999995,71.11
61,957,945.0,4,230,19.0,1.499619722366333,573.802582,159.71
62,1479,1471.0,4,315,26.0,2.369136095046997,1807.7781260000006,181.3
63,1914,1914.0,4,371,40.0,3.0722906589508057,3225.117578,135.58
64,2436,2435.0,4,428,40.0,3.919232130050659,5129.879456999999,123.77
65,2958,2952.0,4,488,40.0,4.766771078109741,7584.570391000001,168.14
66,3480,3475.0,4,543,40.0,5.621402263641357,10379.372260000007,144.48
67,3915,3908.0,4,586,40.0,6.332929611206055,12935.630063000006,130.55
68,4437,4432.0,4,637,40.0,7.179058790206909,16367.509402000002,130.78
69,4959,4953.0,4,679,40.0,8.026196718215942,19525.806989000004,145.23
70,5481,5464.0,4,718,49.0,8.87370753288269,22798.420858000005,166.13
71,5916,5909.0,4,744,49.0,9.573343515396118,25234.083560000006,184.59
72,6438,6430.0,4,776,53.0,10.415043830871582,28576.02865500001,222.08
73,6960,6960.0,4,812,53.0,11.253512144088745,32795.250820000016,253.11
74,7482,7473.0,4,849,53.0,12.08769965171814,37669.16201800002,238.98
75,7917,7896.0,4,871,55.0,12.799211025238037,40876.43986000001,283.93
76,8439,8390.0,4,899,55.0,13.658703327178955,45425.15407399999,377.55
77,8961,8951.0,4,922,87.0,14.502349853515625,49653.420667999984,428.49
78,9483,9465.0,4,950,87.0,15.349204778671265,55472.80971200001,458.75
79,9918,9889.0,4,964,87.0,16.043882369995117,58738.160110000004,404.0
80,435,435.0,5,122,17.0,0.6796493530273438,40.28805899999998,101.22
81,957,952.0,5,237,17.0,1.5572333335876465,808.392086,219.55
82,1479,1478.0,5,336,17.0,2.4344019889831543,2749.139493000001,164.85
83,1914,1914.0,5,396,25.0,3.1568567752838135,4510.226282000001,138.13
84,2436,2436.0,5,461,25.0,4.017041444778442,6958.653331000002,128.41
85,2958,2956.0,5,518,33.0,4.88959527015686,9550.390130000005,136.66
86,3480,3479.0,5,573,33.0,5.764276027679443,12511.164391000006,140.83
87,3915,3901.0,5,605,33.0,6.505006313323975,14505.084057000007,179.19
88,4437,4390.0,5,647,33.0,7.3647754192352295,17565.92492200001,149.3
89,4959,4953.0,5,686,56.0,8.21996283531189,20759.984808000012,168.07
90,5481,5478.0,5,724,56.0,9.089568614959717,24264.349308000008,183.21
91,5916,5898.0,5,750,56.0,9.821367025375366,26951.705998000012,202.25
92,6438,6438.0,5,787,56.0,10.67282772064209,31221.169766000017,195.22
93,6960,6957.0,5,825,56.0,11.537271738052368,36040.402874000014,180.28
94,7482,7464.0,5,864,56.0,12.395880937576294,41406.365234000026,214.74
95,7917,7914.0,5,889,56.0,13.09612250328064,45159.06575300003,256.3
96,8439,8414.0,5,910,56.0,13.96484637260437,48631.57312700003,322.79
97,8961,8943.0,5,937,56.0,14.824292421340942,53615.311446000036,334.11
98,9483,9472.0,5,961,78.0,15.663386106491089,58500.49115800003,384.17
99,9918,9906.0,5,978,87.0,16.371832609176636,62331.66198400003,438.46
100,435,434.0,6,114,12.0,0.659848690032959,37.207276,63.56
101,957,957.0,6,232,19.0,1.511582851409912,576.994934,188.1
