,steps,info_steps,seed,n_eval,max_step_per_eval,time,info_time,mean_reward
0,400,398.0,1,46,20.0,1.0009212493896484,24.297299,81.27
1,1000,995.0,1,100,37.0,3.2384285926818848,542.696605,61.89
2,1400,1390.0,1,124,43.0,3.999138593673706,922.20413,69.57
3,2000,1986.0,1,157,43.0,5.2486584186553955,1681.024007,188.81
4,2400,2379.0,1,172,54.0,6.058602571487427,2259.0240679999997,383.66
5,3000,2958.0,1,188,134.0,7.199065923690796,3327.7255889999997,315.61
6,3400,3305.0,1,192,134.0,7.984873294830322,3686.5372399999997,299.36
7,4000,3940.0,1,205,134.0,9.127531290054321,5159.459034,272.98
8,4400,4400.0,1,214,134.0,9.885665893554688,6359.553659000001,489.88
9,5000,4971.0,1,221,200.0,11.659753799438477,7599.679797000001,497.22
10,5400,5373.0,1,225,200.0,12.824576616287231,8528.248887000002,473.86
11,6000,5995.0,1,233,200.0,14.495431184768677,10831.835712000002,428.68
12,6400,6346.0,1,237,200.0,15.251397371292114,12108.854130000002,459.52
13,7000,6926.0,1,244,200.0,16.747725248336792,14619.593085000002,489.65
14,7400,7362.0,1,249,200.0,17.93500304222107,16614.597806,493.4
15,8000,7885.0,1,253,200.0,19.010337114334106,18418.397524,489.89
16,8400,8298.0,1,257,200.0,19.713111400604248,20360.415343000004,496.37
17,9000,8938.0,1,262,200.0,20.787128686904907,22964.372374000006,460.78
18,9400,9397.0,1,268,200.0,21.564779043197632,26284.759215000005,406.54
19,10000,9996.0,1,275,200.0,22.66374707221985,30361.202717,457.11
20,400,394.0,2,47,26.0,0.5924324989318848,13.039443999999998,103.31
21,1000,976.0,2,93,37.0,1.7731642723083496,402.760177,130.41
22,1400,1398.0,2,116,64.0,2.4891183376312256,828.5243560000001,72.75
23,2000,1960.0,2,152,64.0,3.568695545196533,1707.2783170000007,278.45
24,2400,2363.0,2,168,64.0,4.299837589263916,2418.0638880000006,287.99
25,3000,2977.0,2,183,72.0,5.44412636756897,3401.6609210000006,392.91
26,3400,3370.0,2,189,102.0,6.120777606964111,3962.4136710000007,287.35
27,4000,3982.0,2,201,102.0,7.203472137451172,5329.800567,212.5
28,4400,4319.0,2,206,102.0,7.930058240890503,5979.220317,390.74
29,5000,4922.0,2,213,117.0,9.01204800605774,7083.027157000001,424.51
30,5400,5366.0,2,216,200.0,9.75163221359253,7647.108633000001,433.26
31,6000,5976.0,2,224,200.0,10.848650455474854,9401.931340000001,462.85
32,6400,6369.0,2,228,200.0,11.628358125686646,10413.220333000001,340.32
33,7000,6933.0,2,236,200.0,12.686572313308716,12632.852315,499.99
34,7400,7326.0,2,239,200.0,13.433837890625,13570.549703,500.0
35,8000,7954.0,2,244,200.0,14.592386722564697,15314.647554,499.81
36,8400,8369.0,2,248,200.0,15.344594955444336,16851.364967999998,500.0
37,9000,8873.0,2,251,200.0,16.47207021713257,18109.207205000002,500.0
38,9400,9346.0,2,255,200.0,17.216997861862183,19925.961675000006,499.19
39,10000,9839.0,2,259,200.0,18.255860090255737,21880.767060000006,495.96
40,400,400.0,3,49,23.0,0.5496275424957275,14.210147999999998,89.6
41,1000,982.0,3,95,47.0,1.638742208480835,351.6048509999999,85.22
42,1400,1386.0,3,118,47.0,2.3588461875915527,677.327254,139.0
43,2000,1987.0,3,150,59.0,3.4432244300842285,1466.4607070000009,72.17
44,2400,2378.0,3,162,103.0,4.202849864959717,1834.0502230000006,228.6
45,3000,2998.0,3,173,120.0,5.368852615356445,2355.1473330000003,155.91
46,3400,3387.0,3,182,120.0,6.122925281524658,2886.954895,157.92
47,4000,3962.0,3,193,120.0,7.2407386302948,3666.842505,487.25
48,4400,4376.0,3,199,135.0,8.020644426345825,4300.888972000001,481.98
49,5000,4951.0,3,208,135.0,9.175520181655884,5571.0752729999995,460.74
50,5400,5360.0,3,212,135.0,9.898003339767456,6267.677224999999,500.0
51,6000,5816.0,3,219,135.0,10.977023839950562,7736.143929999999,499.71
52,6400,6385.0,3,226,200.0,11.689985513687134,9453.328171000003,498.47
53,7000,6960.0,3,232,200.0,12.79568886756897,11137.913066000005,497.34
54,7400,7300.0,3,237,200.0,13.593870639801025,12716.876765000003,499.91
55,8000,7927.0,3,241,200.0,14.684336423873901,14122.631887000003,494.27
56,8400,8359.0,3,244,200.0,15.399797677993774,15282.005835000004,500.0
57,9000,8882.0,3,248,200.0,16.478057861328125,16969.411048,500.0
58,9400,9384.0,3,254,200.0,17.19808554649353,19713.068102,488.73
59,10000,9997.0,3,260,200.0,18.27484893798828,22664.123913,487.35
60,400,397.0,4,49,20.0,0.5769751071929932,12.730946999999999,56.8
61,1000,986.0,4,97,34.0,1.6270527839660645,255.044435,71.28
62,1400,1343.0,4,120,35.0,2.3597702980041504,505.41493599999995,124.54
63,2000,1989.0,4,151,58.0,3.4562675952911377,1131.9101279999995,267.79
64,2400,2394.0,4,170,68.0,4.226060390472412,1880.2672609999993,280.84
65,3000,2973.0,4,182,104.0,5.356595754623413,2600.1779369999995,445.0
66,3400,3318.0,4,192,104.0,6.128684043884277,3523.0526669999995,429.36
67,4000,3989.0,4,201,106.0,7.257465124130249,4629.013541999998,419.15
68,4400,4348.0,4,207,106.0,7.988631010055542,5544.362771999999,337.76
69,5000,4993.0,4,218,120.0,9.058560371398926,7488.464263999998,413.33
70,5400,5312.0,4,223,120.0,9.787986755371094,8520.383191999998,421.01
71,6000,5937.0,4,228,200.0,11.00639295578003,9718.523592999996,500.0
72,6400,6262.0,4,230,200.0,11.700114011764526,10274.207303999996,484.78
73,7000,6979.0,4,236,200.0,13.038065195083618,12161.162587999996,499.78
74,7400,7351.0,4,239,200.0,13.85061526298523,13225.161497999996,500.0
75,8000,7940.0,4,246,200.0,15.066070079803467,16055.855034999995,499.97
76,8400,8327.0,4,249,200.0,15.877695083618164,17418.823829999994,500.0
77,9000,8981.0,4,254,200.0,17.045941591262817,19875.771592999994,499.81
78,9400,9317.0,4,256,200.0,17.81798553466797,20933.469206999995,495.12
79,10000,9950.0,4,263,200.0,18.961726903915405,24888.012970999996,500.0
80,400,400.0,5,45,24.0,0.9476778507232666,24.66802600000001,63.47
81,1000,989.0,5,90,40.0,2.967069149017334,451.1439670000001,105.94
82,1400,1382.0,5,114,42.0,4.136254787445068,1005.6071600000004,61.31
83,2000,1997.0,5,146,42.0,5.902360916137695,2004.5852310000002,80.79
84,2400,2388.0,5,159,61.0,7.0790674686431885,2545.399906,264.6
85,3000,2966.0,5,174,76.0,8.849341630935669,3624.1825540000004,306.78
86,3400,3353.0,5,181,200.0,10.026974201202393,4370.523489000001,405.01
87,4000,3913.0,5,189,200.0,11.344822406768799,5509.274268000003,484.65
88,4400,4357.0,5,197,200.0,12.179675817489624,7006.651511000003,498.56
89,5000,4998.0,5,207,200.0,13.964960813522339,9429.293976000006,424.01
90,5400,5349.0,5,214,200.0,14.772422075271606,11405.290481000005,492.64
91,6000,5885.0,5,219,200.0,16.533506393432617,13060.948319000006,493.78
92,6400,6352.0,5,223,200.0,17.709227323532104,14589.400761000006,496.81
93,7000,6870.0,5,229,200.0,18.925705432891846,17166.516985000002,496.99
94,7400,7298.0,5,234,200.0,20.112937450408936,19559.515489,496.95
95,8000,7988.0,5,240,200.0,21.333449363708496,22718.47607,494.1
96,8400,8260.0,5,245,200.0,22.5320827960968,25550.102458999998,500.0
97,9000,8946.0,5,249,200.0,24.323795318603516,28006.557829999998,500.0
98,9400,9300.0,5,251,200.0,25.171721935272217,29307.929352,498.24
99,10000,9986.0,5,256,200.0,26.262977361679077,32775.719515,495.31
100,400,400.0,6,47,21.0,0.557814359664917,12.282378,59.74
101,1000,994.0,6,96,59.0,1.6421098709106445,272.74590499999994,89.48
102,1400,1377.0,6,116,59.0,2.41269850730896,521.398556,147.16
103,2000,1971.0,6,147,59.0,3.5014519691467285,1255.7665149999998,180.0
104,2400,2397.0,6,164,59.0,4.800963401794434,1915.4212499999999,286.63
105,3000,2969.0,6,178,87.0,5.92811393737793,2771.9222489999993,402.65
106,3400,3332.0,6,187,87.0,6.663638353347778,3632.7074459999994,333.74
107,4000,3953.0,6,197,99.0,7.754660606384277,4831.660693999998,346.06
108,4400,4386.0,6,205,99.0,8.494769811630249,5999.032966999997,275.07
109,5000,4961.0,6,214,103.0,9.62208604812622,7496.6992889999965,433.83
110,5400,5356.0,6,220,103.0,10.504234790802002,8721.205560999997,421.87
111,6000,5991.0,6,228,200.0,11.668714761734009,10645.983753999993,450.51
112,6400,6398.0,6,233,200.0,12.430356740951538,12020.434992999993,466.86
113,7000,6890.0,6,238,200.0,13.57463812828064,13575.368143999995,465.24
114,7400,7342.0,6,243,200.0,14.323821544647217,15299.856423999992,498.72
115,8000,7947.0,6,249,200.0,15.784438371658325,17599.34121899999,500.0
116,8400,8377.0,6,253,200.0,16.50746989250183,19277.22457899999,440.47
117,9000,8932.0,6,257,200.0,17.677697896957397,21081.60475399999,499.36
118,9400,9239.0,6,260,200.0,18.408467054367065,22543.941556999987,471.97
119,10000,9972.0,6,267,200.0,19.53963851928711,26193.331413999986,456.93
120,400,400.0,7,50,25.0,0.5831456184387207,15.330710999999999,70.23
121,1000,988.0,7,102,30.0,1.704352855682373,333.242455,117.75
122,1400,1395.0,7,130,32.0,2.4861650466918945,762.8919510000001,81.38
123,2000,1986.0,7,165,47.0,3.6459014415740967,1559.78181,146.94
124,2400,2390.0,7,179,68.0,4.42412805557251,2045.4933600000004,147.76
125,3000,2966.0,7,196,70.0,5.569731950759888,2826.8979610000006,407.09
126,3400,3270.0,7,204,76.0,6.291016101837158,3433.732057000001,352.88
127,4000,3961.0,7,220,132.0,7.447302579879761,5057.520800000002,285.05
128,4400,4384.0,7,226,132.0,8.165271997451782,5790.317587000002,293.4
129,5000,4980.0,7,235,132.0,9.247372150421143,7081.716687000002,392.83
130,5400,5329.0,7,239,151.0,9.966673135757446,7768.966896000001,320.8
131,6000,5932.0,7,246,151.0,11.050405502319336,9134.479945,450.17
132,6400,6364.0,7,252,151.0,11.767013311386108,10509.088454,410.27
133,7000,6994.0,7,259,158.0,12.850054264068604,12320.933696000002,475.26
134,7400,7269.0,7,261,200.0,13.627159118652344,12906.601460000002,492.67
135,8000,7874.0,7,266,200.0,14.704275369644165,14547.955446000002,492.59
136,8400,8397.0,7,272,200.0,15.567322731018066,16730.003214,466.6
137,9000,8979.0,7,278,200.0,16.70919632911682,19122.590564,434.88
138,9400,9394.0,7,281,200.0,17.485960245132446,20412.637211999998,459.37
139,10000,9934.0,7,285,200.0,18.61733889579773,22264.681563,486.53
140,400,394.0,8,48,22.0,0.5851731300354004,14.836269999999997,100.56
141,1000,990.0,8,101,25.0,1.747629165649414,452.77759599999996,78.86
142,1400,1391.0,8,124,39.0,2.528076171875,808.1433519999997,130.51
143,2000,1999.0,8,154,57.0,3.613475799560547,1570.9351020000001,159.21
144,2400,2373.0,8,161,85.0,4.378926038742065,1832.8351400000001,357.81
145,3000,2998.0,8,175,92.0,5.49260950088501,2717.3779159999995,497.4
146,3400,3354.0,8,185,92.0,6.249540567398071,3702.414629999999,297.55
147,4000,3927.0,8,194,127.0,7.419139862060547,4784.673778999998,491.96
148,4400,4354.0,8,199,172.0,8.140698432922363,5560.343040999998,454.94
149,5000,4965.0,8,207,183.0,9.314462423324585,7062.143920999999,487.77
150,5400,5304.0,8,211,183.0,10.074731826782227,7951.357864,448.76
151,6000,5953.0,8,220,183.0,11.212920665740967,10253.312899999999,390.15
152,6400,6357.0,8,225,183.0,11.933134317398071,11679.130578999999,418.75
153,7000,6989.0,8,233,183.0,13.012280941009521,14199.152831,486.31
154,7400,7321.0,8,235,200.0,13.775305032730103,14900.365831,495.38
155,8000,7957.0,8,240,200.0,14.857566356658936,16830.843203999997,493.95
156,8400,8350.0,8,243,200.0,15.611483335494995,18094.919797999995,492.05
157,9000,8945.0,8,249,200.0,16.828752517700195,20834.62057,500.0
