,steps,info_steps,seed,n_eval,max_step_per_eval,time,info_time,mean_reward
0,500,492.0,1,48,24.0,1.1615188121795654,29.941993000000004,86.47
1,1000,998.0,1,84,38.0,2.8513026237487793,503.718298,60.32
2,1500,1409.0,1,100,39.0,6.272944450378418,1128.8111930000002,84.5
3,2000,1693.0,1,100,62.0,8.059395790100098,2001.6181629999999,175.49
4,2500,2047.0,1,100,62.0,9.705131769180298,3217.7689109999997,117.22
5,3000,2379.0,1,100,96.0,11.384157180786133,4347.207442,388.67
6,3500,2746.0,1,100,103.0,13.04659652709961,5275.854426999999,457.23
7,4000,3129.0,1,100,134.0,14.425710439682007,7114.755671,269.67
8,4500,3503.0,1,100,200.0,15.852725744247437,8105.7737130000005,460.52
9,5000,3930.0,1,100,200.0,17.2494637966156,10317.992097000002,358.1
10,5500,4313.0,1,100,229.0,19.179513454437256,11398.779890000002,475.84
11,6000,4746.0,1,100,229.0,20.559499740600586,14026.219581000003,461.97
12,6500,5051.0,1,100,229.0,21.911081790924072,17555.947197000005,387.18
13,7000,5344.0,1,100,229.0,23.25986123085022,22005.303684000002,435.68
14,7500,5797.0,1,100,229.0,24.575321674346924,24440.331589000005,475.95
15,8000,6245.0,1,100,229.0,25.88790512084961,27868.327109000005,477.09
16,8500,6653.0,1,100,234.0,27.216116189956665,30149.496919,478.04
17,9000,6986.0,1,100,234.0,29.184993267059326,32642.029819000003,500.0
18,9500,7355.0,1,100,250.0,30.519063711166382,35362.929185,500.0
19,10000,7812.0,1,100,250.0,31.83165144920349,39150.885977000005,498.7
20,500,500.0,2,47,21.0,1.1035571098327637,26.091723999999996,105.44
21,1000,964.0,2,78,46.0,2.3848907947540283,512.119117,70.76
22,1500,1478.0,2,100,75.0,3.68184494972229,1116.1217809999994,61.97
23,2000,1763.0,2,100,75.0,4.978803634643555,1862.9039269999994,71.74
24,2500,2045.0,2,100,75.0,6.275761842727661,2730.476572,212.7
25,3000,2317.0,2,100,78.0,7.58834433555603,3659.786126000001,305.55
26,3500,2706.0,2,100,95.0,8.875659942626953,4771.650566,438.84
27,4000,3149.0,2,100,179.0,10.172619581222534,5411.370203999999,422.72
28,4500,3532.0,2,100,179.0,11.459842205047607,6925.555110999999,298.29
29,5000,3858.0,2,100,179.0,12.759930610656738,7923.636796999998,438.69
30,5500,4328.0,2,100,179.0,14.025638818740845,9766.953065999998,363.13
31,6000,4724.0,2,100,179.0,15.31294560432434,11546.342134999999,396.01
32,6500,5094.0,2,100,179.0,16.62941265106201,13605.571493,386.4
33,7000,5496.0,2,100,231.0,17.944944858551025,14996.700363,473.37
34,7500,5775.0,2,100,231.0,19.27104878425598,16559.921047,473.33
35,8000,6286.0,2,100,250.0,20.60532307624817,18887.119157,487.08
36,8500,6659.0,2,100,250.0,21.892611980438232,22127.573948000005,392.84
37,9000,7106.0,2,100,250.0,23.18957281112671,24240.628535,429.8
38,9500,7545.0,2,100,250.0,24.892811059951782,28083.318652000005,500.0
39,10000,7773.0,2,100,250.0,26.21148657798767,29754.484043000004,500.0
40,500,500.0,3,46,31.0,1.0747642517089844,24.875575000000005,89.75
41,1000,972.0,3,74,32.0,2.371718168258667,407.26307499999984,115.63
42,1500,1500.0,3,99,60.0,3.66867733001709,1160.704584,138.5
43,2000,1755.0,3,100,60.0,4.965630531311035,2202.532243,179.11
44,2500,2085.0,3,100,65.0,6.246963024139404,3603.9230589999993,123.98
45,3000,2408.0,3,100,77.0,7.533143758773804,4555.878915000002,312.06
46,3500,2709.0,3,100,82.0,8.830102443695068,5641.5689520000005,331.72
47,4000,3093.0,3,100,125.0,10.14268445968628,6793.796476000001,337.99
48,4500,3534.0,3,100,146.0,11.439646005630493,8264.412328,412.81
49,5000,3884.0,3,100,146.0,12.75223445892334,9778.248924000001,464.29
50,5500,4195.0,3,100,156.0,14.03357219696045,11021.890359000003,499.33
51,6000,4694.0,3,100,157.0,15.337197303771973,13288.480052,456.86
52,6500,5060.0,3,100,157.0,16.67804741859436,15935.688144000002,298.75
53,7000,5478.0,3,100,250.0,17.96235942840576,17381.381224,349.83
54,7500,5879.0,3,100,250.0,19.299577236175537,19449.558732000005,394.38
55,8000,6251.0,3,100,250.0,20.602487087249756,22279.495676000002,340.09
56,8500,6564.0,3,100,250.0,21.909255266189575,24115.573161000004,322.43
57,9000,7086.0,3,100,250.0,23.215996026992798,27400.212312,498.84
58,9500,7536.0,3,100,250.0,24.662667751312256,30310.819626999997,500.0
59,10000,7761.0,3,100,250.0,25.943996906280518,35730.829509,491.62
60,500,493.0,4,45,30.0,1.0892164707183838,24.546204000000003,89.26
61,1000,969.0,4,78,35.0,2.354924440383911,472.191077,108.76
62,1500,1469.0,4,100,56.0,3.6518824100494385,1141.36859,120.77
63,2000,1702.0,4,100,56.0,4.953634738922119,2291.6193170000006,86.15
64,2500,2045.0,4,100,56.0,6.23496675491333,3216.2611750000005,104.76
65,3000,2342.0,4,100,79.0,7.516298770904541,4038.6585840000002,166.51
66,3500,2687.0,4,100,79.0,8.822338104248047,4959.146609000001,190.09
67,4000,3054.0,4,100,84.0,10.134921312332153,6054.593167000001,460.46
68,4500,3349.0,4,100,126.0,11.416251420974731,7021.259357,451.67
69,5000,3743.0,4,100,147.0,12.719051599502563,8549.947633000002,466.6
70,5500,4133.0,4,100,171.0,14.031635522842407,9671.046569,487.9
71,6000,4490.0,4,100,244.0,15.32859492301941,11393.182004,484.32
72,6500,4901.0,4,100,244.0,16.641179084777832,13404.937271,489.59
73,7000,5289.0,4,100,244.0,17.96939206123352,14777.484453000001,460.22
74,7500,5751.0,4,100,244.0,19.26635241508484,16334.320983,497.76
75,8000,6229.0,4,100,250.0,20.547687292099,18674.283219,499.74
76,8500,6655.0,4,100,250.0,21.829018592834473,21934.289596,497.57
77,9000,7064.0,4,100,250.0,23.110355854034424,24090.051033,364.44
78,9500,7374.0,4,100,250.0,24.40731716156006,29436.938952000004,347.4
79,10000,7750.0,4,100,250.0,25.695504665374756,33457.717561,476.26
80,500,498.0,5,50,38.0,1.0964467525482178,27.435857000000002,92.18
81,1000,984.0,5,86,38.0,2.4090304374694824,521.1156639999999,77.12
82,1500,1419.0,5,100,62.0,3.705986499786377,1099.980556,102.5
83,2000,1679.0,5,100,70.0,5.002946615219116,1891.0586649999996,104.24
84,2500,2002.0,5,100,70.0,6.3155341148376465,2970.52114,187.89
85,3000,2373.0,5,100,126.0,7.643739461898804,3587.702585999999,494.29
86,3500,2785.0,5,100,126.0,8.96090316772461,4785.378577999999,499.42
87,4000,3120.0,5,100,150.0,10.570385694503784,5809.323111999998,482.76
88,4500,3589.0,5,100,150.0,11.882969379425049,7964.340354999998,483.49
89,5000,3971.0,5,100,150.0,13.211174964904785,9966.616605,352.14
90,5500,4310.0,5,100,153.0,14.5081307888031,12190.196817999997,499.85
91,6000,4733.0,5,100,153.0,15.789464950561523,14377.527961000002,413.56
92,6500,5114.0,5,100,153.0,17.508326053619385,16850.400377,265.1
93,7000,5455.0,5,100,153.0,18.82238531112671,21599.561109000002,204.69
94,7500,5744.0,5,100,166.0,20.103719234466553,22689.107125000002,323.19
95,8000,6340.0,5,100,240.0,21.63507056236267,25043.020190000007,323.12
96,8500,6611.0,5,100,240.0,22.916406631469727,28835.60722900001,262.48
97,9000,7011.0,5,100,240.0,24.22899079322815,32841.767125000006,219.51
98,9500,7282.0,5,100,240.0,25.525944471359253,36260.24088700001,187.01
99,10000,7689.0,5,100,240.0,26.807278871536255,41225.955497,209.51
100,500,498.0,6,41,37.0,1.0903825759887695,22.59316,65.12
101,1000,995.0,6,65,48.0,2.402965784072876,271.422803,83.22
102,1500,1499.0,6,91,48.0,3.6999244689941406,858.4461519999998,88.83
103,2000,1841.0,6,100,48.0,4.996884346008301,1711.5734029999999,76.47
104,2500,2061.0,6,100,66.0,6.512608766555786,2591.9755189999996,304.56
105,3000,2440.0,6,100,100.0,7.815073251724243,3363.5426730000004,339.79
106,3500,2703.0,6,100,100.0,9.116556882858276,4482.703934,424.56
107,4000,3025.0,6,100,154.0,10.41351842880249,5930.089165000001,414.21
108,4500,3435.0,6,100,154.0,11.710476398468018,7112.525132,365.53
109,5000,3819.0,6,100,154.0,13.02306342124939,9035.367304,355.53
110,5500,4175.0,6,100,154.0,14.32002067565918,10330.077010999998,481.14
111,6000,4594.0,6,100,215.0,15.616976499557495,11879.578533999997,487.39
112,6500,5127.0,6,100,250.0,16.913934469223022,14140.366748999997,482.68
113,7000,5497.0,6,100,250.0,18.23113775253296,16722.886326999997,488.82
114,7500,5915.0,6,100,250.0,19.52175784111023,18442.240965999998,493.47
115,8000,6328.0,6,100,250.0,20.803094625473022,20981.939019999994,492.12
116,8500,6585.0,6,100,250.0,22.084426164627075,23082.125752,483.53
117,9000,7168.0,6,100,250.0,23.365757942199707,26914.549562000004,391.17
118,9500,7564.0,6,100,250.0,24.662710666656494,30194.435410000002,310.72
119,10000,8017.0,6,100,250.0,25.959665060043335,34504.158963,485.22
120,500,496.0,7,44,29.0,1.0950956344604492,24.280556999999995,59.21
121,1000,984.0,7,70,51.0,2.396967649459839,274.794101,59.39
122,1500,1483.0,7,93,51.0,3.67830228805542,707.4859350000003,64.46
123,2000,1864.0,7,100,53.0,4.975256443023682,1307.005389000001,106.42
124,2500,2150.0,7,100,53.0,6.272212982177734,2049.2770120000014,99.77
125,3000,2396.0,7,100,53.0,7.647304534912109,3000.364146000001,122.39
126,3500,2727.0,7,100,70.0,8.959890604019165,3669.745426000001,186.95
127,4000,3029.0,7,100,103.0,10.24122142791748,4407.978217000001,263.29
128,4500,3347.0,7,100,119.0,11.538179636001587,5519.992546,396.69
129,5000,3696.0,7,100,119.0,12.850759744644165,6732.493969000001,316.32
130,5500,4091.0,7,100,145.0,14.169185638427734,7594.812934000001,467.4
131,6000,4476.0,7,100,186.0,15.466148614883423,9543.518134000002,500.0
132,6500,4865.0,7,100,199.0,16.763105869293213,11225.186054,454.7
133,7000,5196.0,7,100,199.0,18.06460952758789,13607.690848,434.93
134,7500,5619.0,7,100,199.0,19.361573457717896,15880.614797999999,445.23
135,8000,5963.0,7,100,199.0,20.674164533615112,18950.108245000003,393.29
136,8500,6360.0,7,100,217.0,21.97112512588501,20612.83035,451.0
137,9000,6737.0,7,100,250.0,23.268084049224854,22455.286244000003,477.73
138,9500,7089.0,7,100,250.0,24.5494167804718,24490.057796,498.11
139,10000,7541.0,7,100,250.0,25.852250576019287,27471.937750000005,491.16
140,500,486.0,8,45,34.0,1.088104248046875,25.546689999999998,107.91
141,1000,990.0,8,77,41.0,2.4069013595581055,527.8905900000001,107.97
142,1500,1483.0,8,98,51.0,3.7351129055023193,1183.6741930000003,145.03
143,2000,1794.0,8,100,61.0,5.032071352005005,2160.1458610000004,87.57
144,2500,2120.0,8,100,92.0,6.375906944274902,3176.764134000001,220.99
145,3000,2519.0,8,100,92.0,7.688494682312012,4203.752778000001,427.18
146,3500,2878.0,8,100,92.0,8.985457420349121,5307.207931000001,406.25
147,4000,3330.0,8,100,226.0,10.298044681549072,6261.548358000001,439.54
148,4500,3652.0,8,100,226.0,11.599751710891724,7755.953367,274.44
149,5000,4098.0,8,100,226.0,13.320951223373413,10332.881608,260.95
150,5500,4437.0,8,100,226.0,14.649159908294678,11626.324981999996,439.3
151,6000,4871.0,8,100,226.0,15.946120262145996,13108.753226999996,421.62
152,6500,5247.0,8,100,226.0,17.25870704650879,14801.113941999998,488.03
153,7000,5728.0,8,100,226.0,18.5556640625,16751.372191999995,493.46
154,7500,6059.0,8,100,226.0,19.852622509002686,19516.996787999993,449.78
155,8000,6484.0,8,100,250.0,21.14957547187805,21966.885400999996,473.73
156,8500,6898.0,8,100,250.0,22.446532249450684,24610.721849999998,394.29
157,9000,7217.0,8,100,250.0,23.74349021911621,27449.883002000002,468.93
158,9500,7571.0,8,100,250.0,25.04044771194458,29768.491582,491.0
159,10000,8028.0,8,100,250.0,26.327561616897583,32284.275964999993,489.69
160,500,499.0,9,42,29.0,1.0755729675292969,22.516575,72.74
161,1000,972.0,9,74,35.0,2.388154983520508,387.6758510000001,64.87
162,1500,1477.0,9,96,56.0,3.700737476348877,861.6091650000003,96.06
163,2000,1747.0,9,100,56.0,5.0133216381073,1740.9336830000002,72.28
164,2500,2038.0,9,100,80.0,6.310279130935669,2376.7448309999995,86.96
165,3000,2416.0,9,100,80.0,7.612016439437866,3066.539345,500.0
166,3500,2748.0,9,100,80.0,8.908979177474976,4206.921015,483.96
167,4000,3162.0,9,100,148.0,10.221565961837769,5631.768114,418.45
168,4500,3528.0,9,100,148.0,11.518523931503296,7501.151878,432.12
169,5000,3823.0,9,100,148.0,12.820102453231812,8628.64655,456.29
170,5500,4100.0,9,100,148.0,14.117062091827393,9998.742683,492.81
171,6000,4632.0,9,100,250.0,15.445275783538818,12448.890304,266.53
172,6500,4983.0,9,100,250.0,16.726606369018555,15559.241845000002,420.28
173,7000,5396.0,9,100,250.0,18.0337495803833,18498.599085000005,436.9
174,7500,5716.0,9,100,250.0,19.368080139160156,22335.129325000005,306.74
175,8000,6153.0,9,100,250.0,20.665037155151367,25867.896825000003,432.1
176,8500,6454.0,9,100,250.0,21.99324893951416,28451.580408,463.54
177,9000,6768.0,9,100,250.0,23.30583381652832,32670.157436,489.58
178,9500,7143.0,9,100,250.0,24.60822582244873,34958.65805,470.24
