,accuracy,n_surf,score,n_eval
706,0.3,6,0.6811713084759653,15
707,0.3,7,4.74768831103266,15
708,0.3,8,0.6811713084759653,15
709,0.3,9,3.4378830847494704,15
710,0.3,10,0.6811713084759653,15
711,0.3,11,127.28139570155037,15
712,0.3,12,9.110681297895292,15
713,0.3,13,111.81643721589275,15
714,0.3,14,0.5120306233303703,15
715,0.3,15,3.3146435435250168,15
716,0.3,16,1.6411588816161502,15
717,0.3,17,0.37483896015873613,15
718,0.3,18,1.3876674055569842,15
719,0.3,19,109.72615727306724,15
720,0.3,20,1.6411588816161502,15
721,0.3,21,2.548587435756294,15
722,0.3,22,0.6811713084759653,15
723,0.3,23,5.175862689762611,15
724,0.3,24,0.6559033553385177,15
725,0.3,25,1.169767811220254,15
726,0.3,26,0.9813407200118246,15
727,0.3,27,0.879854418489872,15
728,0.3,28,25.98438554802083,15
729,0.3,29,2.4015252161398544,15
730,0.3,30,80.95636097362488,15
731,0.3,31,1.3817863289562242,15
732,0.3,32,0.7510838948872735,15
733,0.3,33,12.57397001673816,15
734,0.3,34,1.6411588816161502,15
735,0.3,35,2.5014679801089708,15
736,0.3,36,6.855714651693147,15
737,0.3,37,29.71677700509513,15
738,0.3,38,0.9758563831957162,15
739,0.3,39,1.9232413222642577,15
740,0.3,40,2.2202418655692995,15
741,0.3,41,1.1661469508625049,15
742,0.3,42,1.6463705713280286,15
743,0.3,43,2.0273369100349186,15
744,0.3,44,4.563602423746744,15
745,0.3,45,2.910572539128201,15
746,0.3,46,1.1166109711194612,15
747,0.3,47,19.37040196168283,15
748,0.3,48,12.792414393747006,15
749,0.3,49,1.0597439465725484,15
750,0.3,50,0.6811713084759653,15
751,0.3,51,0.8701224103124044,15
752,0.3,52,2.0742088434885413,15
753,0.3,53,1.4630358416905023,15
