,n_pts,seed,score_r2,score_mae
0,2,1,-17.86696109361373,3.96606482365243
1,2,2,-17.04140140632278,4.068089850304703
2,2,3,-2260.0594998094684,14.932369606204983
3,2,4,-0.2557295689574486,1.162633201083458
4,2,5,-70.92915369009302,7.310305614305416
5,2,6,-5.38047991700872,2.7147787949352917
6,2,7,-3.831283715996328,2.0216068301957657
7,2,8,-1.4859824065957206,1.5998896814457602
8,2,9,-1.4892206074574674,1.6162105117493526
9,2,10,-2715.241561304328,24.34360826004956
10,2,11,-1899.785201975766,20.321569084984855
11,2,12,-0.8742235796231221,1.2702852656646735
12,2,13,-16.89131797835753,3.9306930452264326
13,2,14,-3302.662325885648,26.69660345704251
14,2,15,-6.779653026513007,2.8490552161874447
15,2,16,-3.492533043459062,2.011541801357397
16,2,17,-108.5870944421435,6.725295411914927
17,2,18,-30.354868537883576,3.4918208039614913
18,2,19,-6.828877321660652,2.7497903820058425
19,2,20,-632.5087769055118,18.69177611004154
20,3,1,-21.19754309879293,4.230516129357659
21,3,2,-7.33778456221633,3.0420760674969958
22,3,3,1.0,1.0362081563168128e-16
23,3,4,-7.8130385775787925,2.848067934762771
24,3,5,-777.4445382208417,12.275278616468263
25,3,6,-14.367757202390752,3.848046257306483
26,3,7,0.9999709486995981,0.006393851287808301
27,3,8,0.9999800297217918,0.005301170834454975
28,3,9,-20830.825219129092,46.4150930897519
29,3,10,-295.1169753309868,9.825075173211822
30,3,11,1.0,1.2397490441647582e-16
31,3,12,-13.64958672212215,3.822086114759593
32,3,13,0.5721151111165899,0.5369425455685878
33,3,14,-198.08369171774095,6.362554504183583
34,3,15,-15.496677588888442,3.5803546693878476
35,3,16,0.10199854050174106,0.9368398219762578
36,3,17,1.0,1.4802973661668754e-17
37,3,18,0.9668227630469751,0.14996304079342443
38,3,19,-2714.932738889424,24.272771216300736
39,3,20,-606.058248951032,16.79631675643884
40,4,1,-134.56269716262605,6.577696801356564
41,4,2,0.9999911624314805,0.003526518279902639
42,4,3,0.999999946319368,0.0002748454505608677
43,4,4,1.0,1.0362081563168128e-16
44,4,5,-6.977209436813157,1.5779185746234778
45,4,6,0.999999946319368,0.0002748454505608677
46,4,7,1.0,5.921189464667501e-17
47,4,8,0.9999991281152983,0.0011076671374099364
48,4,9,-109.63827564322625,6.689135681579382
49,4,10,0.9998403756836107,0.013057084358279644
50,4,11,0.3459337799269214,0.40182198903633454
51,4,12,0.5582998840465573,0.640194112133259
52,4,13,1.0,1.0362081563168128e-16
53,4,14,0.9974441081123039,0.05997233829955096
54,4,15,0.9997945400163153,0.01700369737733899
55,4,16,-56.40580031883281,5.192794919433664
56,4,17,0.9999164745123769,0.010841496956992791
57,4,18,1.0,8.881784197001253e-17
58,4,19,-2718.988942543382,24.349326134518435
59,4,20,1.0,1.4802973661668754e-17
60,5,1,-19.20860071944433,4.083420058792619
61,5,2,0.9994156660643204,0.023866030213551603
62,5,3,1.0,8.881784197001253e-17
63,5,4,1.0,1.0362081563168128e-16
64,5,5,-25.514714164948423,2.709467473634555
65,5,6,0.999999946319368,0.0002748454505607715
66,5,7,1.0,0.0
67,5,8,1.0,1.0362081563168128e-16
68,5,9,-52.398103591351585,4.514877439344143
69,5,10,-2705.030207637717,24.289590407863123
70,5,11,1.0,1.1842378929335003e-16
71,5,12,0.5598826088352615,0.6387115011420641
72,5,13,0.9997915694349427,0.01712617767687315
73,5,14,0.9974441081123039,0.05997233829955096
74,5,15,-199.5768159453326,5.75040981671705
75,5,16,0.5276624836383437,0.6791776145307753
76,5,17,0.9991675554738612,0.026921588635760992
77,5,18,0.9999991281152983,0.0011076671374098772
78,5,19,0.999999946319368,0.0002748454505608677
79,5,20,0.9999662967533457,0.006886770520332456
80,6,1,0.993176178091007,0.07708491104697848
81,6,2,1.0,6.661338147750939e-17
82,6,3,1.0,8.881784197001253e-17
83,6,4,1.0,1.0362081563168128e-16
84,6,5,1.0,1.2397490441647582e-16
85,6,6,0.9999805254819206,0.005234956798878102
86,6,7,0.999999946319368,0.0002748454505608677
87,6,8,1.0,1.4802973661668754e-17
88,6,9,-0.002650218049262243,0.8696575648685073
89,6,10,0.9999999858259004,0.00014123016989293636
90,6,11,1.0,5.921189464667501e-17
91,6,12,0.5525233876155792,0.6452912694312389
92,6,13,0.9999941234000882,0.0028756948821596555
93,6,14,0.9974441081123039,0.05997233829955096
94,6,15,0.3439031657263566,0.7323027291892802
95,6,16,0.9964066831361518,0.06166889126155293
96,6,17,1.0,1.0362081563168128e-16
97,6,18,1.0,1.4802973661668754e-17
98,6,19,0.9999995827127046,0.0007662973498795263
99,6,20,1.0,5.921189464667501e-17
