,train_seed,n_gen,score,elapsed_time,time_gen
0,1,0,0.7918895977690501,0.7236974239349365,0.7232887744903564
1,1,1,0.703805203498458,1.4227430820465088,0.6986973285675049
2,1,2,0.703805203498458,2.5447423458099365,1.120596170425415
3,1,3,0.703805203498458,3.5810153484344482,1.035897970199585
4,1,4,0.6506717220635503,4.562477350234985,0.9810380935668945
5,1,5,0.578995053689799,5.299306154251099,0.7362833023071289
6,1,6,0.578995053689799,5.968693971633911,0.6689310073852539
7,1,7,0.5331167688210596,6.725637674331665,0.756591796875
8,1,8,0.5393825824127461,7.721147060394287,0.9951434135437012
9,1,9,0.5393825824127461,8.724654912948608,1.0027766227722168
10,1,10,0.5393825824127461,9.651350736618042,0.9262690544128418
11,1,11,0.5450883891269204,10.400539875030518,0.7487931251525879
12,1,12,0.5450883891269204,11.096089363098145,0.6951937675476074
13,1,13,0.5450883891269204,11.76889967918396,0.6724545955657959
14,1,14,0.5450883891269204,12.450528860092163,0.6811847686767578
15,1,15,0.5450883891269204,13.132840633392334,0.6819360256195068
16,1,16,0.5450883891269204,13.7554190158844,0.6221461296081543
17,1,17,0.5450883891269204,14.384343385696411,0.6285665035247803
18,1,18,0.5450883891269204,15.067182540893555,0.6824588775634766
19,1,19,0.5450883891269204,15.719981670379639,0.6524477005004883
20,1,20,0.5109178735846153,16.394510984420776,0.6741242408752441
21,1,21,0.5109178735846153,17.02041220664978,0.6255009174346924
22,1,22,0.5138309535459797,17.66892671585083,0.6481082439422607
23,1,23,0.5033622010185127,18.33133292198181,0.6618819236755371
24,1,24,0.5033622010185127,19.02508544921875,0.6932766437530518
25,1,25,0.4853982381766304,19.715697050094604,0.6901571750640869
26,1,26,0.47346034471868526,20.41439414024353,0.6982426643371582
27,1,27,0.47965103908168316,21.120105028152466,0.7052857875823975
28,1,28,0.47965103908168316,21.83478808403015,0.7142372131347656
29,1,29,0.4796998125664843,22.55891513824463,0.7237086296081543
30,1,30,0.4902790813697553,23.28050947189331,0.7211523056030273
31,1,31,0.48276226239966347,23.995821475982666,0.7148940563201904
32,1,32,0.48106838754733494,24.709738969802856,0.7133445739746094
33,1,33,0.4859780435744604,25.41749620437622,0.7073230743408203
34,1,34,0.4859780435744604,26.14182758331299,0.7238960266113281
35,1,35,0.4859780435744604,26.85157084465027,0.7092945575714111
36,1,36,0.48456345526381644,27.561697483062744,0.7096662521362305
37,1,37,0.48606876177286845,28.27969455718994,0.7175319194793701
