,train_seed,n_gen,score,elapsed_time,time_gen
0,1,0,0.6813062339930473,0.6514120101928711,0.6511147022247314
1,1,1,0.5940145490102132,1.2997801303863525,0.64805006980896
2,1,2,0.6086223430156711,1.9389760494232178,0.6387865543365479
3,1,3,0.6381571581419128,2.5627031326293945,0.6234047412872314
4,1,4,0.5820517073857965,3.1777753829956055,0.6147298812866211
5,1,5,0.5820517073857965,3.8273403644561768,0.6492152214050293
6,1,6,0.5273759635760602,4.465898275375366,0.6381866931915283
7,1,7,0.6826168675220693,5.076526880264282,0.6102437973022461
8,1,8,0.7219548299431803,5.689143896102905,0.6122395992279053
9,1,9,0.7219548299431803,6.336201906204224,0.6466789245605469
10,1,10,0.7219548299431803,7.007664680480957,0.6710751056671143
11,1,11,0.7308181583249952,7.6911256313323975,0.6829299926757812
12,1,12,0.7308181583249952,8.366581201553345,0.6749742031097412
13,1,13,0.7368579647257616,9.035156488418579,0.6681256294250488
14,1,14,0.7368579647257616,9.725353002548218,0.6897377967834473
15,1,15,0.7026517076660502,10.431488990783691,0.7056164741516113
16,1,16,0.7026517076660502,11.154886960983276,0.7228696346282959
17,1,17,0.7026517076660502,11.876988172531128,0.721585750579834
18,1,18,0.7026517076660502,12.646414518356323,0.7689049243927002
19,1,19,0.7325276695880197,13.371310472488403,0.724337100982666
20,1,20,0.7325276695880197,14.093147993087769,0.7213363647460938
21,1,21,0.7325276695880197,14.819074869155884,0.7254238128662109
22,1,22,0.7325276695880197,15.534395933151245,0.7148172855377197
23,1,23,0.7368579647257616,16.25306534767151,0.718214750289917
24,1,24,0.7325276695880197,16.970137357711792,0.7165443897247314
25,1,25,0.7325276695880197,17.688644647598267,0.7179749011993408
26,1,26,0.7325276695880197,18.426531314849854,0.7373213768005371
27,1,27,0.7325276695880197,19.144631147384644,0.717597484588623
28,1,28,0.7325276695880197,19.866313695907593,0.7211861610412598
29,1,29,0.7325276695880197,20.59201216697693,0.7252163887023926
30,1,30,0.717576657664443,21.315167665481567,0.7225527763366699
31,1,31,0.717576657664443,22.04117488861084,0.7254722118377686
32,1,32,0.6999890580781747,22.77387237548828,0.7321679592132568
33,1,33,0.6999890580781747,23.510491371154785,0.7360470294952393
34,1,34,0.6979506063964884,24.249244689941406,0.7381513118743896
35,1,35,0.7018706694728647,25.018669605255127,0.7687938213348389
36,1,36,0.709861516279552,25.872863054275513,0.8537287712097168
37,1,37,0.709861516279552,26.68719506263733,0.8138511180877686
38,1,38,0.709861516279552,27.499223709106445,0.8115618228912354
39,1,39,0.709861516279552,28.29062008857727,0.7909286022186279
40,1,40,0.7013318965892992,29.07537841796875,0.7841622829437256
41,1,41,0.7129421447356235,29.84143352508545,0.7654898166656494
42,1,42,0.7129421447356235,30.61299777030945,0.7710578441619873
43,1,43,0.7129421447356235,31.373489141464233,0.7599771022796631
44,1,44,0.7129421447356235,32.13017749786377,0.7561657428741455
45,1,45,0.7129421447356235,32.89061141014099,0.7599143981933594
46,1,46,0.7129421447356235,33.663190841674805,0.7720630168914795
47,1,47,0.7129421447356235,34.42370653152466,0.7600021362304688
48,1,48,0.7129421447356235,35.18499827384949,0.7607769966125488
49,1,49,0.7129421447356235,35.94525194168091,0.759697437286377
50,1,50,0.7106650494971107,36.70471549034119,0.7588975429534912
51,1,51,0.7344235418650329,37.468679666519165,0.7633635997772217
52,1,52,0.7129421447356235,38.239439964294434,0.770195722579956
53,1,53,0.7129421447356235,39.00564384460449,0.765641450881958
54,1,54,0.7129421447356235,39.856751680374146,0.8504767417907715
55,1,55,0.7109179525137462,40.82946729660034,0.9720113277435303
56,1,56,0.7264310366764307,41.60635709762573,0.7760910987854004
57,1,57,0.7129421447356235,42.48059320449829,0.8736612796783447
58,1,58,0.7129421447356235,43.26055645942688,0.7794511318206787
59,1,59,0.7129421447356235,44.07227659225464,0.8112020492553711
60,1,60,0.7039965951380619,44.861591815948486,0.78877854347229
61,1,61,0.7129421447356235,45.665902853012085,0.8037285804748535
62,1,62,0.7129421447356235,46.46377658843994,0.7973635196685791
63,1,63,0.7129421447356235,47.24039006233215,0.7760956287384033
64,1,64,0.709861516279552,48.03098917007446,0.7901248931884766
65,1,65,0.7129421447356235,48.87243461608887,0.8408768177032471
66,1,66,0.7106650494971107,49.66579866409302,0.7926473617553711
67,1,67,0.7106650494971107,50.46784567832947,0.801440954208374
68,1,68,0.7129421447356235,51.26644492149353,0.7979657649993896
69,1,69,0.7129421447356235,52.050493001937866,0.7834901809692383
70,1,70,0.7129421447356235,52.82941651344299,0.7783710956573486
71,1,71,0.7129421447356235,53.61580777168274,0.7858729362487793
72,1,72,0.7106650494971107,54.385014057159424,0.7686872482299805
73,1,73,0.7284416331773655,55.18994402885437,0.8044047355651855
74,1,74,0.7129421447356235,56.060402154922485,0.8699357509613037
75,1,75,0.7129421447356235,56.86468243598938,0.8035707473754883
76,1,76,0.7129421447356235,57.66376805305481,0.7985639572143555
77,1,77,0.7129421447356235,58.45063042640686,0.7863202095031738
78,1,78,0.709861516279552,59.25889348983765,0.8077890872955322
79,1,79,0.7106650494971107,60.06532573699951,0.8059098720550537
80,1,80,0.7129421447356235,60.85371661186218,0.7878673076629639
81,1,81,0.7137799449435279,61.66442155838013,0.8101098537445068
82,1,82,0.7106650494971107,62.46586632728577,0.8009271621704102
83,1,83,0.7106650494971107,63.272337436676025,0.8059501647949219
84,1,84,0.7129421447356235,64.06833076477051,0.7951962947845459
85,1,85,0.7129421447356235,64.86144781112671,0.7925975322723389
86,1,86,0.7125449345532151,65.66527557373047,0.8032910823822021
87,1,87,0.7129421447356235,66.49919390678406,0.8333985805511475
88,1,88,0.7384250377815839,67.38429284095764,0.8845779895782471
89,1,89,0.7129421447356235,68.18100070953369,0.7961673736572266
90,1,90,0.7106650494971107,68.98702573776245,0.8054876327514648
