,train_seed,acc,n_gen,score,elapsed_time,time_gen,n_eval
0,1,0.5,0,0.36704769875934246,0.640540361404419,0.6402747631072998,25000
1,1,0.5,1,0.3308546992824125,1.5951626300811768,0.9538674354553223,50000
2,1,0.5,2,0.3389158322134403,2.549740791320801,0.9541702270507812,75000
3,1,0.5,3,0.3389158322134403,3.2154486179351807,0.6653389930725098,100000
4,1,0.5,4,0.2585497879316555,3.861401319503784,0.6453566551208496,125000
5,1,0.5,5,0.24373574419532965,4.565500736236572,0.7037158012390137,150000
6,1,0.5,6,0.17783639122060188,5.223538875579834,0.6576507091522217,175000
7,1,0.5,7,0.1327114987774112,5.886848211288452,0.6628737449645996,200000
8,1,0.5,8,0.12676283087020404,6.566886901855469,0.6795201301574707,225000
9,1,0.5,9,0.12676283087020404,7.275122165679932,0.7078349590301514,250000
10,1,0.6,10,0.13125930012892892,8.024309635162354,0.7484180927276611,280000
11,1,0.6,11,0.13125930012892892,8.732053756713867,0.7073221206665039,310000
12,1,0.6,12,0.1262042984888838,9.4392671585083,0.7067818641662598,340000
13,1,0.6,13,0.1262042984888838,10.131141424179077,0.6914267539978027,370000
14,1,0.6,14,0.12445946313953617,10.86615252494812,0.7346184253692627,400000
15,1,0.6,15,0.12445946313953617,11.599137544631958,0.7325780391693115,430000
16,1,0.6,16,0.12445946313953617,12.302887678146362,0.703258752822876,460000
17,1,0.6,17,0.1275936895425879,12.999485731124878,0.6961843967437744,490000
18,1,0.7,18,0.1275936895425879,13.732260942459106,0.7319698333740234,525000
19,1,0.7,19,0.12964010045138374,14.452122449874878,0.7193722724914551,560000
20,1,0.7,20,0.1275936895425879,15.167732000350952,0.7151901721954346,595000
21,1,0.7,21,0.1595346647366714,15.813931465148926,0.6457958221435547,630000
22,1,0.7,22,0.12892235446670727,16.478811979293823,0.6644852161407471,665000
23,1,0.7,23,0.1213534385812225,17.13832378387451,0.6591091156005859,700000
24,1,0.7,24,0.1302464391214936,17.782888889312744,0.6441576480865479,735000
25,1,0.7999999999999999,25,0.1302464391214936,18.433347940444946,0.6495718955993652,775000
26,1,0.7999999999999999,26,0.1302464391214936,19.088095664978027,0.6543295383453369,815000
27,1,0.7999999999999999,27,0.1302464391214936,19.747946739196777,0.659430980682373,855000
28,1,0.7999999999999999,28,0.09443988465310561,20.393551111221313,0.6451857089996338,895000
29,1,0.7999999999999999,29,0.1302464391214936,21.06820297241211,0.6742229461669922,935000
30,1,0.7999999999999999,30,0.1302464391214936,21.928388833999634,0.8597762584686279,975000
31,1,0.8999999999999999,31,0.14780888259141,22.651798486709595,0.7226114273071289,1019000
32,1,0.8999999999999999,32,0.14780888259141,23.350072383880615,0.6978750228881836,1063000
33,1,0.8999999999999999,33,0.13445268719028938,24.364827632904053,1.0137073993682861,1107000
34,1,0.8999999999999999,34,0.12999706785925472,25.226855993270874,0.8612568378448486,1151000
35,1,0.8999999999999999,35,0.13445268719028938,26.04329514503479,0.8160243034362793,1195000
36,1,0.8999999999999999,36,0.12999706785925472,26.935871601104736,0.8918900489807129,1239000
37,1,0.9999999999999999,37,0.1372896967732746,27.95595955848694,1.0190918445587158,1288000
38,1,0.9999999999999999,38,0.1372229127573703,28.630682468414307,0.6742603778839111,1337000
39,1,0.9999999999999999,39,0.1372229127573703,29.40502667427063,0.7733075618743896,1386000
40,1,0.9999999999999999,40,0.1372229127573703,30.639938354492188,1.2343933582305908,1435000
41,1,0.9999999999999999,41,0.1372229127573703,31.815602779388428,1.1750330924987793,1484000
42,1,1.0,42,0.1372229127573703,32.81388831138611,0.9972469806671143,1534000
43,1,1.0,43,0.1372229127573703,33.833982944488525,1.0192816257476807,1584000
44,1,1.0,44,0.1372229127573703,34.82618236541748,0.9917395114898682,1634000
45,1,1.0,45,0.1372229127573703,35.55755400657654,0.7305688858032227,1684000
46,1,1.0,46,0.1372229127573703,36.81241464614868,1.2542369365692139,1734000
47,1,1.0,47,0.1372229127573703,38.53268885612488,1.718548059463501,1784000
48,1,1.0,48,0.1372229127573703,39.99455666542053,1.4612338542938232,1834000
49,1,1.0,49,0.1372229127573703,41.19742202758789,1.2023286819458008,1884000
50,1,1.0,50,0.1372229127573703,42.15879988670349,0.9608867168426514,1934000
51,1,1.0,51,0.1372229127573703,43.397177934646606,1.237950086593628,1984000
52,1,1.0,52,0.1372229127573703,44.71273136138916,1.314697027206421,2034000
53,1,1.0,53,0.1372229127573703,45.63374972343445,0.9205887317657471,2084000
54,1,1.0,54,0.1372229127573703,46.49521231651306,0.860532283782959,2134000
55,1,1.0,55,0.12999706785925472,47.61346507072449,1.1177136898040771,2184000
56,1,1.0,56,0.1372229127573703,48.43157601356506,0.8176782131195068,2234000
57,1,1.0,57,0.1372229127573703,49.3296594619751,0.8969485759735107,2284000
58,1,1.0,58,0.1372229127573703,50.12785744667053,0.7977616786956787,2334000
59,1,1.0,59,0.1372229127573703,50.80519723892212,0.6768028736114502,2384000
60,1,1.0,60,0.13204312716871894,51.65895676612854,0.8533546924591064,2434000
61,1,1.0,61,0.13204312716871894,52.359893560409546,0.7004349231719971,2484000
62,1,1.0,62,0.13204312716871894,53.156524658203125,0.7957563400268555,2534000
63,1,1.0,63,0.13204312716871894,54.28258419036865,1.1256110668182373,2584000
64,1,1.0,64,0.12795109282370756,55.4038462638855,1.120575189590454,2634000
65,1,1.0,65,0.12795109282370756,57.03451943397522,1.6298351287841797,2684000
66,1,1.0,66,0.12795109282370756,58.306771755218506,1.2718205451965332,2734000
67,1,1.0,67,0.12795109282370756,59.03087258338928,0.7233126163482666,2784000
