,n_pts,seed,score_r2,score_mae
247,26,8,0.9734627245961756,0.10587053650641964
248,26,9,0.6435419212170245,0.3271102548028907
249,26,10,0.6797925817757269,0.2775165230574573
250,26,11,0.7128994914796231,0.3100006006727249
251,26,12,0.9413815428560254,0.11473410802520559
252,26,13,0.5923451442772341,0.31061174331928487
253,26,14,0.6790497800810942,0.277672376521628
254,26,15,0.998296859875974,0.024703135966701713
255,26,16,0.9960152974296929,0.03642614357893519
256,26,17,0.9185378369608201,0.15852270333427299
257,26,18,0.7128994914796231,0.3100006006727249
258,26,19,1.0,7.401486830834377e-18
259,26,20,0.7175601286199227,0.2862362647619606
260,28,1,1.0,4.810966440042345e-17
261,28,2,0.5706093281579977,0.28904151812570494
262,28,3,0.9989452667148481,0.018085950800384325
263,28,4,0.974823210603564,0.10312100137023285
264,28,5,0.7203563352346606,0.3057127430887895
265,28,6,0.693302307682925,0.2790444992748854
266,28,7,0.3935701596096939,0.32625812176373425
267,28,8,0.9812075176420815,0.07363480980872558
268,28,9,0.6435419212170245,0.3271102548028907
269,28,10,1.0,5.2735593669694933e-17
270,28,11,0.6228485634824872,0.33732559556700786
271,28,12,0.9981662752493204,0.025487132924988384
272,28,13,0.5604300688733783,0.3471139376642691
273,28,14,0.6944890222564541,0.2794286226103683
274,28,15,-1.989664717523091,0.36512221259579364
275,28,16,0.5757505498745978,0.35691411039574394
276,28,17,0.9963207023357228,0.039421160988394564
277,28,18,0.7017380069074783,0.28475467011026934
278,28,19,0.6952216342177919,0.30304965758486907
279,28,20,0.7175601286199227,0.2862362647619606
280,30,1,0.7196241278183235,0.30549692396378914
281,30,2,0.9976878506592907,0.030060289331804522
282,30,3,1.0,5.2735593669694933e-17
283,30,4,1.0,3.0068540250264654e-17
284,30,5,1.0,4.810966440042345e-17
285,30,6,0.7128994914796231,0.3100006006727249
286,30,7,1.0,3.0068540250264654e-17
287,30,8,0.999998183671818,0.0008758789898930336
288,30,9,0.6435419212170245,0.3271102548028907
289,30,10,1.0,3.7470027081099036e-17
290,30,11,0.8124032592392642,0.1912151870655965
291,30,12,0.9999981223136744,0.0007742406558882471
292,30,13,0.6563825841746243,0.32495494887316934
293,30,14,0.6922998421256464,0.3006964591185886
294,30,15,0.9463987814834532,0.11173018063073709
295,30,16,0.9976878506592907,0.030060289331804522
296,30,17,0.7057066511682297,0.253212436684126
297,30,18,0.6970927832528676,0.27953248054726526
298,30,19,1.0,3.0068540250264654e-17
299,30,20,0.7206696332991489,0.30564345397435644
