,opt_acc,bisec_cost,pop_eval_save_perc
0,0.94375,12368.125,0.05625000000000002
1,0.83125,12368.125,0.16874999999999996
2,0.71875,11501.875,0.28125
3,0.60625,11501.875,0.39375000000000004
4,0.49375,8903.125,0.50625
5,0.38125000000000003,8903.125,0.61875
6,0.26875,8036.875,0.73125
7,0.15625,8036.875,0.84375
