,opt_acc,bisec_cost,pop_eval_save_perc
0,0.94375,32125.0,0.05625000000000002
1,0.83125,32125.0,0.16874999999999996
2,0.71875,29875.0,0.28125
3,0.60625,29875.0,0.39375000000000004
4,0.49375,23125.0,0.50625
5,0.38125,23125.0,0.61875
6,0.26875,20875.0,0.73125
7,0.15625,20875.0,0.84375
