,accuracy,n_solution,score,time
0,0.05,1,0.38174877168953253,2.668902635574341
1,0.05,2,0.0,2.021437168121338
2,0.05,3,0.0,0.5285241603851318
3,0.05,4,0.0,2.5515334606170654
4,0.05,5,0.09234089112978922,1.8778049945831299
5,0.05,6,0.0,2.119504451751709
6,0.05,7,0.2900488431877274,1.1894514560699463
7,0.05,8,0.0,1.1313257217407227
8,0.05,9,0.09277089495804146,4.273977041244507
9,0.05,10,0.0,0.6312792301177979
10,0.05,11,0.0,0.6122229099273682
11,0.05,12,0.0,0.5259411334991455
12,0.05,13,0.0,1.7506728172302246
13,0.05,14,0.3128089014056498,0.8448328971862793
14,0.05,15,0.14134027586369755,1.1849637031555176
15,0.05,16,0.0,1.073866367340088
16,0.05,17,0.0,0.7209646701812744
17,0.05,18,0.0,1.1324784755706787
18,0.05,19,0.19674794573421137,0.9355316162109375
19,0.05,20,0.0,1.9304149150848389
20,0.05,21,0.1025372945311956,1.7755889892578125
21,0.05,22,0.0,0.49213719367980957
22,0.05,23,0.0,0.8705480098724365
23,0.05,24,0.15926232459525236,2.3639423847198486
24,0.05,25,0.07637346899663137,2.284158229827881
25,0.05,26,0.0,3.2312889099121094
26,0.05,27,0.009882551834942925,0.5399410724639893
27,0.05,28,0.40623679973225585,1.2134830951690674
28,0.05,29,0.0,2.42897891998291
29,0.05,30,0.0,1.359395980834961
30,0.05,31,0.011553217500021353,1.0409965515136719
31,0.05,32,0.2152020252200157,1.5995850563049316
32,0.05,33,0.0,1.5846803188323975
33,0.05,34,0.0,0.7947304248809814
34,0.05,35,0.0,2.228408098220825
35,0.05,36,0.0,0.8611884117126465
36,0.05,37,0.09856882700764286,1.1729331016540527
37,0.05,38,0.0,2.6722419261932373
38,0.05,39,0.13720661544530913,0.5974769592285156
39,0.05,40,0.1941754337860716,1.3739254474639893
40,0.05,41,0.0,0.4847736358642578
41,0.05,42,0.0,0.5543365478515625
42,0.05,43,0.2345279526993305,2.0923664569854736
43,0.05,44,0.0,1.1761274337768555
44,0.05,45,0.0056674816835001335,0.9062976837158203
45,0.05,46,0.0,2.255613327026367
46,0.05,47,0.0,2.7677316665649414
47,0.05,48,0.28579730908933215,1.1229567527770996
48,0.05,49,0.013216395713847693,2.425889492034912
49,0.05,50,0.3046880335748263,0.4886164665222168
50,0.05,51,0.0,0.889479398727417
51,0.05,52,0.0,0.7496044635772705
52,0.05,53,0.0,1.020751714706421
53,0.05,54,0.0,2.342395305633545
54,0.05,55,0.0,0.9644689559936523
55,0.05,56,0.31309125346907885,2.213573455810547
56,0.05,57,0.3812697727836904,2.206063747406006
