,accuracy,n_solution,score,time
0,1.0,1,0.21833015284541976,2.8691256046295166
1,1.0,2,0.45535865543543436,1.5913021564483643
2,1.0,3,0.16340513251757427,1.7750754356384277
3,1.0,4,0.0,2.159681797027588
4,1.0,5,0.26474450857340415,2.248779535293579
5,1.0,6,0.20952194456965,2.083263397216797
6,1.0,7,0.0,2.0207278728485107
7,1.0,8,0.3959149904776748,3.103489637374878
8,1.0,9,0.34767324326449855,3.0662131309509277
9,1.0,10,0.0,1.9359078407287598
10,1.0,11,0.0,1.7883667945861816
11,1.0,12,0.0,1.9274241924285889
12,1.0,13,0.0,1.985199213027954
13,1.0,14,0.17140022724060475,2.1826181411743164
14,1.0,15,0.21091213736152625,1.7957396507263184
15,1.0,16,0.0,2.766528844833374
16,1.0,17,0.0,1.6141786575317383
17,1.0,18,0.0,1.7614953517913818
18,1.0,19,0.0,1.6208925247192383
19,1.0,20,0.2869085270111063,1.7805085182189941
20,1.0,21,0.11580518795874581,3.715602397918701
21,1.0,22,0.0,2.2610833644866943
22,1.0,23,0.34979131988097384,3.286173105239868
23,1.0,24,0.31804910118059126,2.3289973735809326
24,1.0,25,0.0,1.572216510772705
25,1.0,26,0.0,2.9139554500579834
26,1.0,27,0.008890963143184064,2.402225971221924
27,1.0,28,0.19825606883126942,3.796027898788452
28,1.0,29,0.0,1.6904714107513428
29,1.0,30,0.19723591853963696,2.152294635772705
30,1.0,31,0.0,2.5950889587402344
31,1.0,32,0.0,1.6928844451904297
32,1.0,33,0.011320403303891733,1.7184879779815674
33,1.0,34,0.20125612459053926,2.7236151695251465
34,1.0,35,0.0,1.674891471862793
35,1.0,36,0.0,2.573655605316162
36,1.0,37,0.30403774437047565,1.7214627265930176
37,1.0,38,0.21185334643142056,3.3640332221984863
38,1.0,39,0.13747514700508498,4.029378175735474
39,1.0,40,0.17710822792592215,2.0464987754821777
40,1.0,41,0.0,1.722632646560669
41,1.0,42,0.0,2.5788021087646484
42,1.0,43,0.009128905757624622,2.012924909591675
43,1.0,44,0.0,1.8558118343353271
44,1.0,45,0.0,1.7561659812927246
45,1.0,46,0.0,1.7154455184936523
46,1.0,47,0.23045352218150758,1.7797982692718506
47,1.0,48,0.4276611516164904,2.412851095199585
48,1.0,49,0.17637034881129707,1.8175723552703857
49,1.0,50,0.0,2.631779432296753
50,1.0,51,0.0,1.7591547966003418
51,1.0,52,0.2524457689427501,1.6992123126983643
52,1.0,53,0.0,2.329418897628784
53,1.0,54,0.01819553833169612,1.9782156944274902
54,1.0,55,0.0,1.6948246955871582
55,1.0,56,0.4160609321862067,1.5993757247924805
56,1.0,57,0.015045701564648701,2.130328893661499
57,1.0,58,0.0,1.6379930973052979
58,1.0,59,0.0,2.3738417625427246
59,1.0,60,0.09091999627276494,2.630718946456909
60,1.0,61,0.3205579525075199,3.832373857498169
61,1.0,62,0.16869640708163972,2.097541570663452
62,1.0,63,0.0,1.9990482330322266
63,1.0,64,0.0,1.8235936164855957
64,1.0,65,0.24044176430186845,2.7894492149353027
65,1.0,66,0.1679615745624445,2.828472375869751
66,1.0,67,0.0,1.7101991176605225
67,1.0,68,0.018232885875958352,2.7146413326263428
68,1.0,69,0.0,1.7292203903198242
69,1.0,70,0.0,2.2127060890197754
70,1.0,71,0.0,1.7513880729675293
71,1.0,72,0.0,2.997584104537964
72,1.0,73,0.0,2.6878743171691895
73,1.0,74,0.0,1.9776313304901123
74,1.0,75,0.16568130224523656,1.7404825687408447
75,1.0,76,0.3702429695157767,3.2628846168518066
76,1.0,77,0.0,1.7429184913635254
77,1.0,78,0.0,1.7275032997131348
78,1.0,79,0.4414812014230041,3.8080642223358154
79,1.0,80,0.0,2.065563201904297
80,1.0,81,0.18947432353662072,2.4488797187805176
81,1.0,82,0.13639408423863042,1.9601013660430908
82,1.0,83,0.27746938931973714,2.126580238342285
83,1.0,84,0.17605357938923602,1.9974117279052734
84,1.0,85,0.0,2.0382609367370605
85,1.0,86,0.0,2.4034242630004883
86,1.0,87,0.49197948813382425,1.750206470489502
87,1.0,88,0.008157331440710094,2.653923749923706
88,1.0,89,0.32186416095695763,3.959690809249878
89,1.0,90,0.0,1.644423246383667
90,1.0,91,0.14690130884496846,1.7798418998718262
91,1.0,92,0.3865835086513635,3.3795714378356934
92,1.0,93,0.37627531678612947,2.286790370941162
93,1.0,94,0.3384909511613424,2.1705918312072754
94,1.0,95,0.016122825870004843,2.5970654487609863
95,1.0,96,0.0,2.0084309577941895
96,1.0,97,0.21158559681325453,1.7231903076171875
97,1.0,98,0.0,1.9018945693969727
98,1.0,99,0.0,1.585700511932373
99,1.0,100,0.2727842108901973,3.6377577781677246
100,0.92,1,0.21511894638423262,2.7926063537597656
101,0.92,2,0.45502853024015943,1.5501124858856201
102,0.92,3,0.16589085338396115,1.6981158256530762
103,0.92,4,0.0,2.1180531978607178
104,0.92,5,0.264376842335689,2.210833787918091
105,0.92,6,0.21078695602847156,1.9408886432647705
106,0.92,7,0.0,1.9852802753448486
107,0.92,8,0.39475706368936675,2.914181709289551
108,0.92,9,0.3435752442298915,2.9948127269744873
109,0.92,10,0.0,1.8213920593261719
110,0.92,11,0.0,1.7101233005523682
111,0.92,12,0.0,1.8404088020324707
112,0.92,13,0.0,1.8802692890167236
113,0.92,14,0.16920832028082053,2.054409980773926
114,0.92,15,0.21156222121135926,1.7116429805755615
115,0.92,16,0.0,2.689507246017456
116,0.92,17,0.0,1.4975008964538574
117,0.92,18,0.0,1.7049229145050049
