,accuracy,n_solution,score,time
0,0.05,1,0.43166246246800527,3.6136515140533447
1,0.05,2,0.0,2.1150331497192383
2,0.05,3,0.0,0.5383524894714355
3,0.05,4,0.017262105897373228,2.8979990482330322
4,0.05,5,0.15073508263309252,3.0257763862609863
5,0.05,6,0.2010129471160814,1.8077290058135986
6,0.05,7,0.3191431372195663,1.8748514652252197
7,0.05,8,0.018430777741474887,2.078653573989868
8,0.05,9,0.14041269587857158,7.349947214126587
9,0.05,10,0.0,0.9032599925994873
10,0.05,11,0.0,0.8675971031188965
11,0.05,12,0.0,0.5245254039764404
12,0.05,13,0.0,2.9073195457458496
13,0.05,14,0.34884287953735355,1.283731460571289
14,0.05,15,0.2135403787613276,1.9809370040893555
15,0.05,16,0.0,1.7218859195709229
16,0.05,17,0.1877857022409055,1.1429729461669922
17,0.05,18,0.0,1.8055212497711182
18,0.05,19,0.2657889266075304,1.5089797973632812
19,0.05,20,0.015783181259241982,3.542994976043701
20,0.05,21,0.16635988246058686,3.1940712928771973
21,0.05,22,0.008351671784727302,0.46997833251953125
22,0.05,23,0.0,1.3406224250793457
23,0.05,24,0.22698529365939393,4.1580491065979
24,0.05,25,0.12960202972727847,3.4582173824310303
25,0.05,26,0.01512593236948488,2.8307642936706543
26,0.05,27,0.35023429934671074,0.6505870819091797
27,0.05,28,0.367627026186747,2.172247886657715
28,0.05,29,0.0,2.797863006591797
29,0.05,30,0.0,2.414126396179199
30,0.05,31,0.3678537703946408,1.5979218482971191
31,0.05,32,0.26997269465358403,2.7385172843933105
32,0.05,33,0.1996220258461809,2.6287143230438232
33,0.05,34,0.0,1.2957465648651123
34,0.05,35,0.0,1.8507561683654785
35,0.05,36,0.0,1.2691290378570557
36,0.05,37,0.16608705529595924,1.848287582397461
37,0.05,38,0.0,2.9180097579956055
38,0.05,39,0.18433848154789512,1.0222432613372803
39,0.05,40,0.2415335113160573,2.3350026607513428
40,0.05,41,0.007998813853615595,0.48400449752807617
41,0.05,42,0.0,0.5466969013214111
42,0.05,43,0.291351137511205,3.64565110206604
43,0.05,44,0.0,2.0876922607421875
44,0.05,45,0.44380331614592794,1.348783016204834
45,0.05,46,0.20525518544238944,2.505469560623169
46,0.05,47,0.0,2.590968370437622
47,0.05,48,0.32981166643778953,1.9833314418792725
48,0.05,49,0.19892065973277565,2.6093149185180664
49,0.05,50,0.36138050627183643,0.4996068477630615
50,0.05,51,0.0,1.3507437705993652
51,0.05,52,0.0,1.1034722328186035
52,0.05,53,0.0,1.4927163124084473
53,0.05,54,0.20467629301906148,3.988539218902588
54,0.05,55,0.0,1.4893946647644043
55,0.05,56,0.47829264550249584,3.871577739715576
56,0.05,57,0.4196188884163311,3.6844723224639893
57,0.05,58,0.0,0.48621511459350586
58,0.05,59,0.0,1.1832575798034668
59,0.05,60,0.2992386329234499,1.730656623840332
60,0.05,61,0.0,0.6539595127105713
61,0.05,62,0.31063585874716765,1.2060396671295166
62,0.05,63,0.44306877618609597,0.4877598285675049
63,0.05,64,0.0,2.196505308151245
64,0.05,65,0.20005823323551764,1.5877478122711182
65,0.05,66,0.0,0.5460841655731201
66,0.05,67,0.0,0.5343601703643799
67,0.05,68,0.2995785761323276,4.336241245269775
68,0.05,69,0.0,0.5104532241821289
69,0.05,70,0.20808483634773337,3.5993735790252686
70,0.05,71,0.3496085417151044,3.1808197498321533
71,0.05,72,0.4138632489703669,0.4941132068634033
72,0.05,73,0.0172483024500673,1.4486806392669678
73,0.05,74,0.36536697330787166,2.9762210845947266
74,0.05,75,0.26606846914008686,1.0066936016082764
75,0.05,76,0.4085396463621996,0.4968574047088623
76,0.05,77,0.36575476852811895,2.405940055847168
77,0.05,78,0.2618122193305001,5.713347911834717
78,0.05,79,0.4174205968861936,0.5861513614654541
79,0.05,80,0.19183023917993036,2.013275384902954
80,0.05,81,0.02130034659166085,4.3091325759887695
81,0.05,82,0.38416974835327644,0.5275375843048096
82,0.05,83,0.4762914384718748,1.764573335647583
83,0.05,84,0.37020537668986964,1.3067452907562256
84,0.05,85,0.0,1.0758171081542969
85,0.05,86,0.0,3.3210504055023193
86,0.05,87,0.0,0.9067647457122803
87,0.05,88,0.10944826509742303,3.4710707664489746
88,0.05,89,0.3457011701786579,2.7714293003082275
89,0.05,90,0.0,1.431004285812378
90,0.05,91,0.35996500795106245,0.48999714851379395
91,0.05,92,0.0,1.0118815898895264
92,0.05,93,0.5019239892598669,12.94932746887207
93,0.05,94,0.014638270676357099,3.695230484008789
94,0.05,95,0.4513583079431104,2.874891757965088
95,0.05,96,0.16676806383162637,0.5512120723724365
96,0.05,97,0.27243671524485286,1.4895265102386475
97,0.05,98,0.3668304779295531,1.3265907764434814
98,0.05,99,0.0,3.9554481506347656
99,0.05,100,0.3017120589312029,1.6457247734069824
