,accuracy,cost_per_eval
260,0.9,5.001620531082153
261,0.9,2.6072821617126465
262,0.9,2.4084103107452393
263,0.9,1.7949714660644531
264,0.9,3.1754844188690186
265,0.9,3.264397382736206
266,0.9,1.7380807399749756
267,0.9,3.2405142784118652
268,0.9,1.738893985748291
269,0.9,2.3968570232391357
270,0.9,1.762439250946045
271,0.9,3.854182720184326
272,0.9,3.1701977252960205
273,0.9,2.190181255340576
274,0.9,1.8120052814483643
275,0.9,4.156874179840088
276,0.9,1.5717260837554932
277,0.9,1.6430366039276123
278,0.9,4.79563045501709
279,0.9,2.291700601577759
280,0.9,2.678670644760132
281,0.9,1.9545397758483887
282,0.9,2.225202798843384
283,0.9,1.9455721378326416
284,0.9,2.330867290496826
285,0.9,2.880476474761963
286,0.9,1.9202690124511719
287,0.9,3.033846616744995
288,0.9,5.121957778930664
289,0.9,1.5707848072052002
290,0.9,1.7172770500183105
291,0.9,4.296705007553101
292,0.9,2.568991184234619
293,0.9,2.4580328464508057
294,0.9,3.1178390979766846
295,0.9,2.1535861492156982
296,0.9,1.7334089279174805
297,0.9,2.1847171783447266
298,0.9,1.4549920558929443
299,0.9,4.580751419067383
300,1.0,2.8622140884399414
301,1.0,1.6740350723266602
302,1.0,1.7749316692352295
303,1.0,2.3056116104125977
304,1.0,2.3283488750457764
305,1.0,2.1342334747314453
306,1.0,2.1355783939361572
307,1.0,3.1455893516540527
308,1.0,3.1983509063720703
309,1.0,2.118680715560913
310,1.0,1.9719998836517334
311,1.0,1.901360034942627
312,1.0,2.1022136211395264
313,1.0,2.1428980827331543
314,1.0,1.8719351291656494
315,1.0,2.823225736618042
316,1.0,1.692723274230957
317,1.0,1.7497596740722656
318,1.0,1.5852611064910889
319,1.0,1.7353153228759766
320,1.0,3.7049665451049805
321,1.0,2.31791353225708
322,1.0,3.2801034450531006
323,1.0,2.358517646789551
324,1.0,1.6091833114624023
325,1.0,3.014000177383423
326,1.0,2.361851930618286
327,1.0,3.8312487602233887
328,1.0,1.7019038200378418
329,1.0,2.20816969871521
330,1.0,2.678445339202881
331,1.0,1.684612512588501
332,1.0,1.727452039718628
333,1.0,2.7871201038360596
334,1.0,1.7132654190063477
335,1.0,2.5811831951141357
336,1.0,1.674842119216919
337,1.0,3.2700047492980957
338,1.0,4.028532981872559
339,1.0,2.000699043273926
340,1.0,1.778132438659668
341,1.0,2.5211405754089355
342,1.0,2.068840980529785
343,1.0,1.8982529640197754
344,1.0,1.7704102993011475
345,1.0,1.703796625137329
346,1.0,1.8067171573638916
347,1.0,2.491685628890991
348,1.0,1.9183945655822754
349,1.0,3.22068190574646
350,1.0,1.7830626964569092
351,1.0,1.7830359935760498
352,1.0,2.2950282096862793
353,1.0,2.024869441986084
354,1.0,1.6732065677642822
355,1.0,1.603092908859253
356,1.0,2.093729019165039
357,1.0,1.6659090518951416
358,1.0,2.3738036155700684
359,1.0,2.59782075881958
360,1.0,3.7871360778808594
361,1.0,2.0634799003601074
362,1.0,1.9824540615081787
363,1.0,1.761580467224121
364,1.0,2.79211163520813
365,1.0,2.731004238128662
366,1.0,1.7766304016113281
367,1.0,2.664490222930908
368,1.0,1.7561583518981934
369,1.0,2.200683116912842
370,1.0,1.8238089084625244
371,1.0,2.9840011596679688
372,1.0,2.662623405456543
373,1.0,1.9652342796325684
374,1.0,1.713181734085083
375,1.0,3.2409589290618896
376,1.0,1.7350656986236572
377,1.0,1.7917160987854004
378,1.0,4.292036771774292
379,1.0,2.211125135421753
380,1.0,2.486104965209961
381,1.0,1.9927074909210205
382,1.0,2.084582567214966
383,1.0,2.09185528755188
384,1.0,2.0403711795806885
385,1.0,2.460664749145508
386,1.0,1.7584002017974854
387,1.0,2.6738245487213135
388,1.0,3.9025206565856934
389,1.0,1.5792975425720215
390,1.0,1.804664134979248
391,1.0,3.4102284908294678
392,1.0,2.3189988136291504
393,1.0,2.147678852081299
394,1.0,2.6041343212127686
395,1.0,2.0257976055145264
396,1.0,1.7589821815490723
397,1.0,1.9514145851135254
398,1.0,1.8161842823028564
399,1.0,4.028797388076782
