,corr,train_seed,gen,n_eval,acc,score
0,0.6,0,0,2000,0.05,2.14388699954471
1,0.6,0,1,7000,0.1,0.6124418713353661
2,0.6,0,2,12000,0.1,0.6124418713353661
3,0.6,0,3,17000,0.1,0.6124418713353661
4,0.6,0,4,22000,0.1,0.44731597381684307
5,0.6,0,5,29000,0.15000000000000002,0.5711184935279223
6,0.6,0,6,36000,0.15000000000000002,0.5190047045567789
7,0.6,0,7,43000,0.15000000000000002,0.5190047045567789
8,0.6,0,8,50000,0.15000000000000002,0.5711184935279223
9,0.6,0,9,57000,0.15000000000000002,0.44731597381684307
10,0.6,0,10,64000,0.15000000000000002,0.44731597381684307
11,0.6,0,11,71000,0.15000000000000002,0.44731597381684307
12,0.6,0,12,78000,0.15000000000000002,0.44731597381684307
13,0.6,0,13,85000,0.15000000000000002,0.44731597381684307
14,0.6,0,14,92000,0.15000000000000002,0.44731597381684307
15,0.6,0,15,99000,0.15000000000000002,0.44731597381684307
16,0.6,0,16,106000,0.15000000000000002,0.44731597381684307
17,0.6,0,17,113000,0.15000000000000002,0.44731597381684307
18,0.6,0,18,120000,0.15000000000000002,0.44731597381684307
19,0.6,0,19,127000,0.15000000000000002,0.44731597381684307
20,0.6,0,20,134000,0.15000000000000002,0.44731597381684307
21,0.6,0,21,141000,0.15000000000000002,0.44731597381684307
22,0.6,0,22,148000,0.15000000000000002,0.44731597381684307
23,0.6,0,23,155000,0.15000000000000002,0.44731597381684307
24,0.6,0,24,162000,0.15000000000000002,0.44731597381684307
25,0.6,0,25,169000,0.15000000000000002,0.44731597381684307
26,0.6,0,26,176000,0.15000000000000002,0.44731597381684307
27,0.6,0,27,183000,0.15000000000000002,0.44731597381684307
28,0.6,0,28,190000,0.15000000000000002,0.44731597381684307
29,0.6,0,29,197000,0.15000000000000002,0.44731597381684307
30,0.6,0,30,204000,0.15000000000000002,0.44731597381684307
31,0.6,0,31,211000,0.15000000000000002,0.44731597381684307
32,0.6,0,32,218000,0.15000000000000002,0.44635890092765607
