,corr,train_seed,gen,n_eval,acc,score
0,1,0,0,50000,1.0000000000000002,0.4527976773299606
1,1,0,1,100000,1.0000000000000002,0.3000772911369926
2,1,0,2,150000,1.0000000000000002,0.3000772911369926
3,1,0,3,200000,1.0000000000000002,0.26445009546348386
4,1,0,4,250000,1.0000000000000002,0.2104433616954206
5,1,0,5,300000,1.0000000000000002,0.2104433616954206
6,1,0,6,350000,1.0000000000000002,0.21189772210833835
7,1,0,7,400000,1.0000000000000002,0.17670198707008578
8,1,0,8,450000,1.0000000000000002,0.17670198707008578
9,1,0,9,500000,1.0000000000000002,0.17636591256403755
10,1,0,10,550000,1.0000000000000002,0.16664317394361525
11,1,0,11,600000,1.0000000000000002,0.1393998035462655
12,1,0,12,650000,1.0000000000000002,0.1271626239898695
13,1,0,13,700000,1.0000000000000002,0.1271626239898695
14,1,0,14,750000,1.0000000000000002,0.1271626239898695
15,1,0,15,800000,1.0000000000000002,0.1271626239898695
16,1,0,16,850000,1.0000000000000002,0.12279994796486354
17,1,0,17,900000,1.0000000000000002,0.12279994796486354
18,1,0,18,950000,1.0000000000000002,0.12279994796486354
19,1,0,19,1000000,1.0000000000000002,0.12279994796486354
20,1,0,20,1050000,1.0000000000000002,0.12279994796486354
21,1,0,21,1100000,1.0000000000000002,0.12279994796486354
22,1,0,22,1150000,1.0000000000000002,0.12279994796486354
23,1,0,23,1200000,1.0000000000000002,0.12279994796486354
24,1,0,24,1250000,1.0000000000000002,0.12279994796486354
25,1,0,25,1300000,1.0000000000000002,0.12667691243348111
26,1,0,26,1350000,1.0000000000000002,0.12667691243348111
27,1,0,27,1400000,1.0000000000000002,0.12667691243348111
28,1,0,28,1450000,1.0000000000000002,0.12667691243348111
29,1,0,29,1500000,1.0000000000000002,0.12667691243348111
30,1,0,30,1550000,1.0000000000000002,0.12667691243348111
31,1,0,31,1600000,1.0000000000000002,0.12667691243348111
32,1,0,32,1650000,1.0000000000000002,0.12667691243348111
33,1,0,33,1700000,1.0000000000000002,0.12667691243348111
34,1,0,34,1750000,1.0000000000000002,0.12667691243348111
35,1,0,35,1800000,1.0000000000000002,0.12667691243348111
36,1,0,36,1850000,1.0000000000000002,0.12667691243348111
37,1,0,37,1900000,1.0000000000000002,0.12667691243348111
38,1,0,38,1950000,1.0000000000000002,0.12667691243348111
39,1,0,39,2000000,1.0000000000000002,0.12667691243348111
40,1,0,40,2050000,1.0000000000000002,0.12667691243348111
41,1,0,41,2100000,1.0000000000000002,0.12667691243348111
42,1,0,42,2150000,1.0000000000000002,0.12667691243348111
43,1,0,43,2200000,1.0000000000000002,0.12667691243348111
44,1,0,44,2250000,1.0000000000000002,0.12667691243348111
45,1,0,45,2300000,1.0000000000000002,0.12667691243348111
46,1,0,46,2350000,1.0000000000000002,0.12667691243348111
47,1,0,47,2400000,1.0000000000000002,0.12667691243348111
48,1,0,48,2450000,1.0000000000000002,0.12667691243348111
49,1,0,49,2500000,1.0000000000000002,0.12667691243348111
50,1,1,0,50000,1.0000000000000002,0.36704769875934246
51,1,1,1,100000,1.0000000000000002,0.366693432360056
