,corr,train_seed,gen,n_eval,acc,score
0,0,0,0,2000,0.05,2.14388699954471
1,0,0,1,4000,0.05,0.4124543842973891
2,0,0,2,6000,0.05,0.4124543842973891
3,0,0,3,8000,0.05,0.6493977349085565
4,0,0,4,10000,0.05,0.6493977349085565
5,0,0,5,12000,0.05,0.49003439001772153
6,0,0,6,14000,0.05,0.48889865841626035
7,0,0,7,16000,0.05,0.48889865841626035
8,0,0,8,18000,0.05,0.48889865841626035
9,0,0,9,20000,0.05,0.48889865841626035
10,0,0,10,22000,0.05,0.48889865841626035
11,0,0,11,24000,0.05,0.48889865841626035
12,0,0,12,26000,0.05,0.48889865841626035
13,0,0,13,28000,0.05,0.48889865841626035
14,0,0,14,30000,0.05,0.48889865841626035
15,0,0,15,32000,0.05,0.48889865841626035
16,0,0,16,34000,0.05,0.48889865841626035
17,0,0,17,36000,0.05,0.48889865841626035
18,0,0,18,38000,0.05,0.48889865841626035
19,0,0,19,40000,0.05,0.48889865841626035
20,0,0,20,42000,0.05,0.48889865841626035
21,0,0,21,44000,0.05,0.48889865841626035
22,0,0,22,46000,0.05,0.48889865841626035
23,0,0,23,48000,0.05,0.48889865841626035
24,0,0,24,50000,0.05,0.48889865841626035
25,0,0,25,52000,0.05,0.48889865841626035
26,0,0,26,54000,0.05,0.48889865841626035
27,0,0,27,56000,0.05,0.48889865841626035
28,0,0,28,58000,0.05,0.48889865841626035
29,0,0,29,60000,0.05,0.48889865841626035
30,0,0,30,62000,0.05,0.48889865841626035
31,0,0,31,64000,0.05,0.48889865841626035
32,0,0,32,66000,0.05,0.48889865841626035
33,0,0,33,68000,0.05,0.48889865841626035
34,0,0,34,70000,0.05,0.48889865841626035
35,0,0,35,72000,0.05,0.48889865841626035
36,0,0,36,74000,0.05,0.48889865841626035
37,0,0,37,76000,0.05,0.48889865841626035
38,0,0,38,78000,0.05,0.48889865841626035
39,0,0,39,80000,0.05,0.48889865841626035
40,0,0,40,82000,0.05,0.48889865841626035
41,0,0,41,84000,0.05,0.48889865841626035
42,0,0,42,86000,0.05,0.48889865841626035
43,0,0,43,88000,0.05,0.48889865841626035
44,0,0,44,90000,0.05,0.48889865841626035
45,0,0,45,92000,0.05,0.48889865841626035
46,0,0,46,94000,0.05,0.48889865841626035
47,0,0,47,96000,0.05,0.48889865841626035
48,0,0,48,98000,0.05,0.48889865841626035
49,0,0,49,100000,0.05,0.48889865841626035
50,0,1,0,2000,0.05,0.5381346321734954
