,accuracy,n_policy,reward,steps
151,0.9,16,-0.2018045249296248,900.0
152,0.8,16,-3.9988300551603815,800.0
153,0.7,16,-2.774502168755971,700.0
154,0.6,16,2.0106994470230424,600.0
155,0.5,16,-4.8234133905958245,500.0
156,0.4,16,-1.5664642116966956,400.0
157,0.3,16,4.69448068645424,300.0
158,0.2,16,-1.7485506148637835,200.0
159,0.1,16,-2.091765992113966,100.0
160,1.0,17,-23.520592537527115,1000.0
161,0.9,17,-21.759955132094518,900.0
162,0.8,17,-18.790712462059844,800.0
163,0.7,17,-17.557142692289407,700.0
164,0.6,17,-14.636128233809057,600.0
165,0.5,17,-12.591901198944313,500.0
166,0.4,17,-9.371716501761977,400.0
167,0.3,17,-5.698511798007034,300.0
168,0.2,17,-4.295184109984679,200.0
169,0.1,17,-0.4061533213257181,100.0
170,1.0,18,21.645966890991936,1000.0
171,0.9,18,-6.771562582754489,900.0
172,0.8,18,-5.287538853941202,800.0
173,0.7,18,-2.3470413860494115,700.0
174,0.6,18,-7.776603902398338,600.0
175,0.5,18,-14.178690390043887,500.0
176,0.4,18,-10.04074719094637,400.0
177,0.3,18,-3.6158328550325427,300.0
178,0.2,18,-5.979760874944402,200.0
179,0.1,18,5.076466161620929,100.0
180,1.0,19,-19.37196985585722,1000.0
181,0.9,19,-17.474146403108087,900.0
182,0.8,19,-15.457822918115294,800.0
183,0.7,19,-13.569074533273433,700.0
184,0.6,19,-11.572346456708901,600.0
185,0.5,19,-9.693396924347137,500.0
186,0.4,19,-7.650705696142097,400.0
187,0.3,19,-5.845224965106025,300.0
188,0.2,19,-3.759234288698984,200.0
189,0.1,19,-1.7357926619436252,100.0
190,1.0,20,14.664741463374133,1000.0
191,0.9,20,13.130636892708818,900.0
192,0.8,20,11.752056800874998,800.0
193,0.7,20,10.302068641196081,700.0
194,0.6,20,8.855101480353351,600.0
195,0.5,20,7.360908215778316,500.0
196,0.4,20,5.933327962390399,400.0
197,0.3,20,4.438936224812173,300.0
198,0.2,20,2.9653296447151685,200.0
199,0.1,20,1.6850972685256564,100.0
200,1.0,21,-1.8360206607762664,1000.0
201,0.9,21,4.170163276173741,900.0
202,0.8,21,1.4174579595001178,800.0
203,0.7,21,1.6767981424417748,700.0
204,0.6,21,2.363437530235721,600.0
205,0.5,21,-3.394451315456557,500.0
206,0.4,21,-1.194907796279078,400.0
207,0.3,21,-2.0148627086259436,300.0
208,0.2,21,2.878400844555256,200.0
209,0.1,21,3.138193630342069,100.0
210,1.0,22,-10.02625432611366,1000.0
211,0.9,22,-17.537259567366984,900.0
212,0.8,22,-3.765820248937504,800.0
213,0.7,22,-7.452656395010459,700.0
214,0.6,22,-2.933724541428514,600.0
215,0.5,22,-1.1297472724837485,500.0
216,0.4,22,-1.7467784606510715,400.0
217,0.3,22,-2.1888884967726225,300.0
218,0.2,22,-0.6154453748323124,200.0
219,0.1,22,-1.5330291351662502,100.0
220,1.0,23,15.84646852374576,1000.0
221,0.9,23,14.36470083573904,900.0
222,0.8,23,12.836884124724602,800.0
223,0.7,23,11.315880819120842,700.0
224,0.6,23,9.840975073992933,600.0
225,0.5,23,8.324025257216856,500.0
226,0.4,23,6.357179383182501,400.0
227,0.3,23,5.074472076245459,300.0
228,0.2,23,3.495365653373541,200.0
229,0.1,23,1.6421033484643843,100.0
230,1.0,24,-12.123759704794079,1000.0
231,0.9,24,-10.141744018231803,900.0
232,0.8,24,-8.168896109430609,800.0
233,0.7,24,-6.312755788049184,700.0
234,0.6,24,-4.998948667613607,600.0
235,0.5,24,-3.825448894523775,500.0
236,0.4,24,-3.334223927886625,400.0
237,0.3,24,-2.588848596462459,300.0
238,0.2,24,-2.423699894460226,200.0
239,0.1,24,0.3612672811132519,100.0
240,1.0,25,-26.694858021664903,1000.0
241,0.9,25,-23.700674673524244,900.0
242,0.8,25,-21.1566028478967,800.0
243,0.7,25,-19.32859104120633,700.0
244,0.6,25,-15.960932715193797,600.0
245,0.5,25,-14.693308803647986,500.0
246,0.4,25,-11.340468270491238,400.0
247,0.3,25,-7.635789933654264,300.0
248,0.2,25,-1.5472862591514605,200.0
249,0.1,25,-1.037026938521044,100.0
250,1.0,26,-18.419091497726107,1000.0
251,0.9,26,-16.66618841030546,900.0
252,0.8,26,-17.757235318687215,800.0
253,0.7,26,-15.264593529510757,700.0
254,0.6,26,-12.412310581356973,600.0
255,0.5,26,-12.638692829239044,500.0
256,0.4,26,-8.773596383153166,400.0
257,0.3,26,-7.968863275988712,300.0
258,0.2,26,-6.081662882473312,200.0
259,0.1,26,-3.3542642687307898,100.0
260,1.0,27,18.203756357109988,1000.0
261,0.9,27,15.224620508704044,900.0
262,0.8,27,8.521233830727256,800.0
263,0.7,27,3.570640396075473,700.0
264,0.6,27,5.917334101632466,600.0
265,0.5,27,6.215541654693628,500.0
266,0.4,27,1.2357948177385893,400.0
267,0.3,27,3.8485862610963237,300.0
268,0.2,27,-1.1232133889168492,200.0
269,0.1,27,2.5457916264425084,100.0
270,1.0,28,14.664741463374133,1000.0
271,0.9,28,13.130636892708818,900.0
272,0.8,28,11.752056800874998,800.0
273,0.7,28,10.302068641196081,700.0
274,0.6,28,8.855101480353351,600.0
275,0.5,28,7.360908215778316,500.0
276,0.4,28,5.933327962390399,400.0
277,0.3,28,4.438936224812173,300.0
278,0.2,28,2.9653296447151685,200.0
279,0.1,28,1.6850972685256564,100.0
280,1.0,29,0.7433628761280066,1000.0
281,0.9,29,0.14893958424997122,900.0
282,0.8,29,-9.945124092858737,800.0
283,0.7,29,-8.974424173994834,700.0
284,0.6,29,-7.6137591465050125,600.0
285,0.5,29,-6.1777304288946535,500.0
286,0.4,29,-4.288766703530509,400.0
287,0.3,29,-3.224389944337176,300.0
288,0.2,29,-2.6910446533668537,200.0
289,0.1,29,-0.7273636238688865,100.0
290,1.0,30,-33.01905722008858,1000.0
291,0.9,30,-29.300895960719494,900.0
292,0.8,30,-26.53233359032588,800.0
293,0.7,30,-22.782942208302856,700.0
294,0.6,30,-19.305577143937608,600.0
295,0.5,30,-16.199300873694483,500.0
296,0.4,30,-12.335407797389706,400.0
297,0.3,30,-8.41730659729029,300.0
298,0.2,30,-5.536216590706287,200.0
299,0.1,30,-1.5682338501913229,100.0
300,1.0,31,-12.1201025076983,1000.0
301,0.9,31,-10.975154514057783,900.0
302,0.8,31,-9.283145922091974,800.0
303,0.7,31,-9.181531564683734,700.0
304,0.6,31,-5.624685044751414,600.0
305,0.5,31,0.2503616223747756,500.0
306,0.4,31,-3.996029337175854,400.0
307,0.3,31,-2.674997925769867,300.0
308,0.2,31,-1.4559829659941679,200.0
309,0.1,31,-0.41134050652297705,100.0
310,1.0,32,22.563111101639826,1000.0
311,0.9,32,19.503745023991375,900.0
312,0.8,32,24.819920717655226,800.0
313,0.7,32,19.084256324586523,700.0
314,0.6,32,17.155370850518175,600.0
315,0.5,32,10.609158682383242,500.0
316,0.4,32,9.007407019731218,400.0
317,0.3,32,6.8318511214632425,300.0
318,0.2,32,3.374837810868017,200.0
319,0.1,32,1.4254224754524203,100.0
320,1.0,33,-28.48464881620955,1000.0
321,0.9,33,-25.900527200696683,900.0
322,0.8,33,-22.060270792650606,800.0
323,0.7,33,-19.388700853703337,700.0
324,0.6,33,-16.20375518883866,600.0
325,0.5,33,-14.006815832920429,500.0
326,0.4,33,-10.60765994962605,400.0
327,0.3,33,-8.622955969577607,300.0
328,0.2,33,-3.4647479859002637,200.0
329,0.1,33,-1.2154180673174257,100.0
330,1.0,34,-16.77203396400845,1000.0
331,0.9,34,-14.540965817383102,900.0
332,0.8,34,-12.335777331763996,800.0
333,0.7,34,-10.459198247969166,700.0
334,0.6,34,-9.16670423037904,600.0
335,0.5,34,-7.406576636123257,500.0
336,0.4,34,-5.417509781318534,400.0
337,0.3,34,-4.045062418912308,300.0
338,0.2,34,-2.904463001205784,200.0
339,0.1,34,0.4192918585174252,100.0
340,1.0,35,13.769584373724806,1000.0
341,0.9,35,12.567139835313556,900.0
342,0.8,35,11.23741422970643,800.0
343,0.7,35,9.852313141321135,700.0
344,0.6,35,8.629209806608548,600.0
345,0.5,35,7.079444569083965,500.0
346,0.4,35,0.37758065496603715,400.0
347,0.3,35,-0.9333459040912103,300.0
348,0.2,35,-1.1454773579192343,200.0
349,0.1,35,-0.10236853901110765,100.0
350,1.0,36,1.8501804929660772,1000.0
351,0.9,36,1.8538779267403445,900.0
352,0.8,36,4.778993953731862,800.0
353,0.7,36,2.8684084245711565,700.0
354,0.6,36,2.113886477084592,600.0
355,0.5,36,1.4872962538040169,500.0
356,0.4,36,1.8897897986084697,400.0
357,0.3,36,0.7996348080730431,300.0
358,0.2,36,-0.7545587229125487,200.0
359,0.1,36,-0.21760763676139386,100.0
360,1.0,37,10.87705118169115,1000.0
361,0.9,37,9.775710865496144,900.0
362,0.8,37,8.785602806811138,800.0
363,0.7,37,9.787719951285766,700.0
364,0.6,37,8.431571356761356,600.0
365,0.5,37,7.009480335488625,500.0
366,0.4,37,4.598384423569923,400.0
367,0.3,37,3.475472707303954,300.0
368,0.2,37,2.8909196393470515,200.0
369,0.1,37,1.4007947590013892,100.0
370,1.0,38,19.52149208430345,1000.0
371,0.9,38,17.38696474446623,900.0
372,0.8,38,15.270607656852178,800.0
373,0.7,38,14.004020089477137,700.0
374,0.6,38,11.100216586121906,600.0
375,0.5,38,9.826234241603746,500.0
376,0.4,38,-5.6911517447263735,400.0
377,0.3,38,-5.076549773331019,300.0
378,0.2,38,-3.6623502939108428,200.0
379,0.1,38,0.6900683914432261,100.0
380,1.0,39,-19.372347518074154,1000.0
381,0.9,39,-17.44799175418401,900.0
382,0.8,39,-15.4537027498275,800.0
383,0.7,39,-13.569074533273433,700.0
384,0.6,39,-11.572346456708901,600.0
385,0.5,39,-9.693396924347137,500.0
386,0.4,39,-7.650705696142097,400.0
387,0.3,39,-5.845224965106025,300.0
388,0.2,39,-3.7592343160623427,200.0
389,0.1,39,-1.8225768026314981,100.0
390,1.0,40,-15.940752677358862,1000.0
391,0.9,40,-13.709798735590415,900.0
392,0.8,40,-11.428316671566066,800.0
393,0.7,40,-9.205240421303003,700.0
394,0.6,40,-7.829014712146136,600.0
395,0.5,40,-4.287658025625927,500.0
396,0.4,40,-5.271758491118288,400.0
397,0.3,40,-4.589008735083123,300.0
398,0.2,40,-2.958405347623212,200.0
399,0.1,40,-2.1836189093976315,100.0
400,1.0,41,-0.5526685900763221,1000.0
401,0.9,41,-0.1910748685130134,900.0
402,0.8,41,-7.217869861409207,800.0
403,0.7,41,2.8363155666227984,700.0
404,0.6,41,4.850902274274661,600.0
405,0.5,41,2.47222781878967,500.0
406,0.4,41,-6.656235146700757,400.0
407,0.3,41,2.276748351840907,300.0
408,0.2,41,-1.5261402820037446,200.0
409,0.1,41,1.0751027752548097,100.0
410,1.0,42,7.883347068195401,1000.0
411,0.9,42,7.036895981380442,900.0
412,0.8,42,6.301975265243351,800.0
413,0.7,42,5.899170244629433,700.0
414,0.6,42,7.266571553157528,600.0
415,0.5,42,6.0391681430845265,500.0
416,0.4,42,4.858080676311792,400.0
417,0.3,42,3.5362475413958734,300.0
418,0.2,42,2.291549194073925,200.0
419,0.1,42,0.6169453838577896,100.0
420,1.0,43,-28.5580329890525,1000.0
421,0.9,43,-25.759703937965394,900.0
422,0.8,43,-22.98474984621159,800.0
423,0.7,43,-20.184553835411574,700.0
424,0.6,43,-17.394061712612146,600.0
425,0.5,43,-14.558234057803185,500.0
426,0.4,43,-11.719032020057714,400.0
427,0.3,43,-8.844253456187342,300.0
428,0.2,43,-5.817460209371877,200.0
429,0.1,43,-2.4239903949133152,100.0
430,1.0,44,-18.81693458513632,1000.0
431,0.9,44,-16.873327559854427,900.0
432,0.8,44,-15.00362836911465,800.0
433,0.7,44,-13.061739206713483,700.0
434,0.6,44,-11.229826542643975,600.0
435,0.5,44,-9.353470265959222,500.0
436,0.4,44,-7.432123828756856,400.0
437,0.3,44,-5.677655280568895,300.0
438,0.2,44,-3.68437400941013,200.0
439,0.1,44,-1.8165325093746734,100.0
440,1.0,45,10.74051346205682,1000.0
441,0.9,45,17.119085046746072,900.0
442,0.8,45,10.89711292063393,800.0
443,0.7,45,4.157303526857012,700.0
444,0.6,45,-5.778757514533799,600.0
445,0.5,45,-10.735258217219043,500.0
446,0.4,45,-7.832226842816885,400.0
447,0.3,45,-5.980032160390947,300.0
448,0.2,45,-3.490729034809916,200.0
449,0.1,45,-1.189507008418007,100.0
450,1.0,46,-6.501554108938538,1000.0
451,0.9,46,-4.628084936657223,900.0
452,0.8,46,-5.539357029155444,800.0
453,0.7,46,-3.8191520086199233,700.0
454,0.6,46,-1.3956676291358705,600.0
455,0.5,46,-0.6992909988763547,500.0
456,0.4,46,-2.2030012410260382,400.0
457,0.3,46,-2.1558605898570304,300.0
458,0.2,46,-1.7412352978392225,200.0
459,0.1,46,0.07367471086415914,100.0
460,1.0,47,15.862927476055395,1000.0
461,0.9,47,14.172649649266486,900.0
462,0.8,47,12.674058663879958,800.0
463,0.7,47,10.876692678311942,700.0
464,0.6,47,9.610749567237649,600.0
465,0.5,47,7.531051603063801,500.0
466,0.4,47,5.748531270322109,400.0
467,0.3,47,3.8908904783024902,300.0
468,0.2,47,2.579511938670416,200.0
469,0.1,47,1.4518398983449496,100.0
470,1.0,48,-19.372347518074154,1000.0
471,0.9,48,-17.44799175418401,900.0
472,0.8,48,-15.4537027498275,800.0
473,0.7,48,-13.569074533273433,700.0
474,0.6,48,-11.572346456708901,600.0
475,0.5,48,-9.693396924347137,500.0
476,0.4,48,-7.6507056824151105,400.0
477,0.3,48,-5.748044866488658,300.0
478,0.2,48,-3.7592343160623427,200.0
479,0.1,48,-1.8225768026314981,100.0
480,1.0,49,-7.293502756380974,1000.0
481,0.9,49,-6.085818062678423,900.0
482,0.8,49,-5.796323527830829,800.0
483,0.7,49,-6.6679185858250944,700.0
484,0.6,49,-4.908617844916504,600.0
485,0.5,49,-5.035314141988033,500.0
486,0.4,49,-4.347224192789475,400.0
487,0.3,49,-2.547111972311422,300.0
488,0.2,49,-3.066592989543105,200.0
489,0.1,49,-2.608519375175696,100.0
490,1.0,50,2.3949739504807877,1000.0
491,0.9,50,14.367348755590143,900.0
492,0.8,50,15.04718313472092,800.0
493,0.7,50,11.493264102128169,700.0
494,0.6,50,13.777400050772894,600.0
495,0.5,50,13.76280763524969,500.0
496,0.4,50,9.69487215310306,400.0
497,0.3,50,7.592615693719814,300.0
498,0.2,50,4.666974787454459,200.0
499,0.1,50,1.5205061763385643,100.0
500,1.0,51,-14.28585593487096,1000.0
501,0.9,51,-12.625895588352213,900.0
502,0.8,51,-11.437191922338725,800.0
503,0.7,51,-10.241382915511007,700.0
504,0.6,51,-9.076736876319021,600.0
505,0.5,51,-8.298672119643339,500.0
506,0.4,51,-7.0039653712294365,400.0
507,0.3,51,-4.9772235960411955,300.0
508,0.2,51,-3.65267072595823,200.0
509,0.1,51,-0.35423426181434453,100.0
510,1.0,52,14.664741463374133,1000.0
511,0.9,52,13.130558922138338,900.0
512,0.8,52,11.752095106704747,800.0
513,0.7,52,10.302068641196081,700.0
514,0.6,52,8.855101480353351,600.0
515,0.5,52,7.360908215778316,500.0
516,0.4,52,5.933327962390399,400.0
517,0.3,52,4.438936224812173,300.0
518,0.2,52,2.9653296447151685,200.0
519,0.1,52,1.6850972685256564,100.0
520,1.0,53,15.666747374273559,1000.0
521,0.9,53,14.114584384483361,900.0
522,0.8,53,8.51520972725784,800.0
523,0.7,53,9.566914331900698,700.0
524,0.6,53,7.258276807361677,600.0
525,0.5,53,5.952635068116258,500.0
526,0.4,53,-2.877955248882229,400.0
527,0.3,53,-0.06231952435600742,300.0
528,0.2,53,1.2390908302626888,200.0
529,0.1,53,2.881318859167237,100.0
530,1.0,54,-29.748787771617593,1000.0
531,0.9,54,-27.378499593087714,900.0
532,0.8,54,-24.703176046066552,800.0
533,0.7,54,-21.68978028182796,700.0
534,0.6,54,-18.472003953085046,600.0
535,0.5,54,-14.965990401854503,500.0
536,0.4,54,-11.589676250565537,400.0
537,0.3,54,-8.13419926022772,300.0
538,0.2,54,-2.4738052054494917,200.0
539,0.1,54,-1.6949399286864817,100.0
540,1.0,55,-24.779515882322464,1000.0
541,0.9,55,-21.545380753631292,900.0
542,0.8,55,-22.028615826041975,800.0
543,0.7,55,-17.245131136859634,700.0
544,0.6,55,-14.423896805832385,600.0
545,0.5,55,-12.202588534927758,500.0
546,0.4,55,-11.227789006465251,400.0
547,0.3,55,-7.127170856519504,300.0
548,0.2,55,-3.4812327977585418,200.0
549,0.1,55,-1.1734590155816222,100.0
550,1.0,56,3.371866585615053,1000.0
551,0.9,56,7.891908172860624,900.0
552,0.8,56,8.76912033771751,800.0
553,0.7,56,8.641447470148204,700.0
554,0.6,56,9.428711986968732,600.0
555,0.5,56,7.933634586140274,500.0
556,0.4,56,6.62074409385755,400.0
557,0.3,56,4.9269975821440735,300.0
558,0.2,56,2.505398659035693,200.0
559,0.1,56,-0.23492400211108255,100.0
560,1.0,57,-23.269279248321883,1000.0
561,0.9,57,-21.31986723936229,900.0
562,0.8,57,-17.667101233878125,800.0
563,0.7,57,-17.6253867784734,700.0
564,0.6,57,-14.759902833739545,600.0
565,0.5,57,-7.728216284699516,500.0
566,0.4,57,-9.771056076991362,400.0
567,0.3,57,-6.906691887252653,300.0
568,0.2,57,-2.461871051153021,200.0
569,0.1,57,0.5783482733715652,100.0
570,1.0,58,6.297357726183274,1000.0
571,0.9,58,12.294599587918647,900.0
572,0.8,58,10.402273601458978,800.0
573,0.7,58,11.683596463124227,700.0
574,0.6,58,9.474466617798889,600.0
575,0.5,58,7.592955808760541,500.0
576,0.4,58,6.90122246373736,400.0
577,0.3,58,5.011990650348414,300.0
578,0.2,58,3.480866139627582,200.0
579,0.1,58,1.7735623708352855,100.0
580,1.0,59,26.06036267138514,1000.0
581,0.9,59,20.677715759058476,900.0
582,0.8,59,19.259155603931333,800.0
583,0.7,59,15.86745328038354,700.0
584,0.6,59,13.868321814141442,600.0
585,0.5,59,12.029520092757528,500.0
586,0.4,59,5.399483793001277,400.0
587,0.3,59,4.160544148994541,300.0
588,0.2,59,3.6906460098278346,200.0
589,0.1,59,-0.8996322491014425,100.0
590,1.0,60,-13.927951600230648,1000.0
591,0.9,60,-9.267850112824556,900.0
592,0.8,60,-11.782367795392256,800.0
593,0.7,60,-10.531740199430706,700.0
594,0.6,60,-6.669954745062677,600.0
595,0.5,60,-8.094028676973668,500.0
596,0.4,60,-6.301480780172966,400.0
597,0.3,60,-4.533438453564949,300.0
598,0.2,60,-3.1508291746805064,200.0
599,0.1,60,1.5573047183728326,100.0
600,1.0,61,20.29346273605529,1000.0
601,0.9,61,24.301888957053077,900.0
602,0.8,61,18.164305073545684,800.0
603,0.7,61,13.984623333973866,700.0
604,0.6,61,10.732880135187111,600.0
605,0.5,61,5.127537045280133,500.0
606,0.4,61,7.252659842560445,400.0
607,0.3,61,-3.865127310886945,300.0
608,0.2,61,5.674000273189309,200.0
609,0.1,61,1.8607913098484332,100.0
610,1.0,62,26.758913587105194,1000.0
611,0.9,62,-0.6241523971781164,900.0
612,0.8,62,0.18005765797583032,800.0
613,0.7,62,-6.725134836085557,700.0
614,0.6,62,-2.566691206342621,600.0
615,0.5,62,-1.807973160536007,500.0
616,0.4,62,-2.597854365397814,400.0
617,0.3,62,-2.110177240319006,300.0
618,0.2,62,-3.8675262526424654,200.0
619,0.1,62,-1.929450379946383,100.0
620,1.0,63,14.72815927911795,1000.0
621,0.9,63,13.194547544332977,900.0
622,0.8,63,11.814438085407705,800.0
623,0.7,63,10.3641860225794,700.0
624,0.6,63,8.925229196691852,600.0
625,0.5,63,7.425702950303626,500.0
626,0.4,63,6.023023243465799,400.0
627,0.3,63,4.5801912711607695,300.0
628,0.2,63,3.0077837268560588,200.0
629,0.1,63,1.7171055530444854,100.0
630,1.0,64,-11.951770709236238,1000.0
631,0.9,64,-0.9435760805876126,900.0
632,0.8,64,8.114034019319138,800.0
633,0.7,64,20.20281853464271,700.0
634,0.6,64,22.00035918394554,600.0
635,0.5,64,22.160942151624297,500.0
636,0.4,64,21.505491309886416,400.0
637,0.3,64,9.350120100308274,300.0
638,0.2,64,7.3928262629388755,200.0
639,0.1,64,0.30580965635236296,100.0
640,1.0,65,12.063090813677515,1000.0
641,0.9,65,10.88134954541346,900.0
642,0.8,65,9.695286752953686,800.0
643,0.7,65,8.464063854983433,700.0
644,0.6,65,7.292932306593043,600.0
645,0.5,65,6.033094413586893,500.0
646,0.4,65,4.891080564248667,400.0
647,0.3,65,3.4886837982049927,300.0
648,0.2,65,2.1437230537700347,200.0
649,0.1,65,0.9533975838823503,100.0
650,1.0,66,-16.071901235126205,1000.0
651,0.9,66,-14.297370220508252,900.0
652,0.8,66,-11.652320034883639,800.0
653,0.7,66,-10.700872875245821,700.0
654,0.6,66,-9.165884189474198,600.0
655,0.5,66,-6.630677789669581,500.0
656,0.4,66,-5.82341377413667,400.0
657,0.3,66,-4.25319236090707,300.0
658,0.2,66,-2.7899534415875347,200.0
659,0.1,66,1.0663909995109828,100.0
660,1.0,67,9.6938058389577,1000.0
661,0.9,67,4.659097302415305,900.0
662,0.8,67,6.265611732522179,800.0
663,0.7,67,12.30186350210337,700.0
664,0.6,67,9.26586632688671,600.0
665,0.5,67,7.182420437192077,500.0
