,accuracy,train_seed,n_gen,n_ep,n_steps,reward
0,0.9,2,0,20,18000,13.786522818470395
1,0.9,2,1,40,36000,18.4635938579284
2,0.9,2,2,60,54000,-9.89549718081954
3,0.9,2,3,80,72000,-3.7766228680881233
4,0.9,2,4,100,90000,8.929350975956984
5,0.9,2,5,120,108000,-10.704733289710669
6,0.9,2,6,140,126000,29.668200053675587
7,0.9,2,7,160,144000,12.989832077937525
8,0.9,2,8,180,162000,9.61422894753251
9,0.9,2,9,200,180000,9.6142289481817
10,0.9,2,10,220,198000,-0.6878471519044626
11,0.9,2,11,240,216000,-29.401545213207797
12,0.9,2,12,260,234000,-15.49933433672428
13,0.9,2,13,280,252000,-13.443848389227036
14,0.9,2,14,300,270000,-27.592951053171383
15,0.9,2,15,320,288000,55.20878560129851
16,0.9,2,16,340,306000,47.51730823811945
17,0.9,2,17,360,324000,25.409551647602377
18,0.9,2,18,380,342000,-7.466514217540497
19,0.9,2,19,400,360000,24.42372223556802
20,0.9,2,20,420,378000,33.07023287541492
21,0.9,2,21,440,396000,-11.990984632502924
22,0.9,2,22,460,414000,27.38500460574753
23,0.9,2,23,480,432000,-14.227889822846484
24,0.9,2,24,500,450000,13.458452451866046
25,0.9,2,25,520,468000,11.74521436322426
26,0.9,2,26,540,486000,42.18473579882901
27,0.9,2,27,560,504000,45.22194601656041
28,0.9,2,28,580,522000,-11.395269847467974
29,0.9,2,29,600,540000,45.02043497859689
30,0.9,2,30,620,558000,47.04946121097024
31,0.9,2,31,640,576000,53.52751826228075
32,0.9,2,32,660,594000,11.312142574680571
33,0.9,2,33,680,612000,40.02770153294824
34,0.9,2,34,700,630000,40.80418159351719
35,0.9,2,35,720,648000,35.212474544175265
36,0.9,2,36,740,666000,-3.986974018655713
37,0.9,2,37,760,684000,-4.838077238353529
38,0.9,2,38,780,702000,55.897762149375765
39,0.9,2,39,800,720000,52.9515821953986
40,0.9,2,40,820,738000,14.213737762418702
41,0.9,2,41,840,756000,40.16486747414457
42,0.9,2,42,860,774000,32.74484643495084
43,0.9,2,43,880,792000,30.122139790591227
44,0.9,2,44,900,810000,56.6207840992069
45,0.9,2,45,920,828000,15.117089161941152
46,0.9,2,46,940,846000,50.72254307713818
47,0.9,2,47,960,864000,35.57293378311106
48,0.9,2,48,980,882000,32.89039733128648
49,0.9,2,49,1000,900000,33.21412691470478
50,0.9,2,50,1020,918000,5.928744060822373
51,0.9,2,51,1040,936000,52.37558640804097
52,0.9,2,52,1060,954000,2.64459354564205
53,0.9,2,53,1080,972000,10.043052162359434
54,0.9,2,54,1100,990000,28.391755928764496
55,0.9,3,0,20,18000,-7.562026707583477
56,0.9,3,1,40,36000,-19.305793945141826
57,0.9,3,2,60,54000,11.690546289042368
58,0.9,3,3,80,72000,-10.58081565445669
59,0.9,3,4,100,90000,-26.85073345134078
60,0.9,3,5,120,108000,-19.38020703921592
61,0.9,3,6,140,126000,-16.252305292155846
62,0.9,3,7,160,144000,26.728217095440225
63,0.9,3,8,180,162000,27.26803705813843
64,0.9,3,9,200,180000,-4.922942939859761
65,0.9,3,10,220,198000,14.931315052679532
66,0.9,3,11,240,216000,17.10215783278759
67,0.9,3,12,260,234000,12.160319384757411
68,0.9,3,13,280,252000,-22.138174024106924
69,0.9,3,14,300,270000,-64.17588902489103
70,0.9,3,15,320,288000,13.408713320552543
71,0.9,3,16,340,306000,-21.49962802108751
72,0.9,3,17,360,324000,9.6142289481817
73,0.9,3,18,380,342000,25.84856052888812
74,0.9,3,19,400,360000,9.6142289481817
75,0.9,3,20,420,378000,-11.874106637854558
76,0.9,3,21,440,396000,-8.356027475169846
77,0.9,3,22,460,414000,-20.3967086809244
78,0.9,3,23,480,432000,16.10875257725271
79,0.9,3,24,500,450000,-41.900593301829616
80,0.9,3,25,520,468000,46.53586270809174
