,accuracy,train_seed,n_gen,n_ep,n_steps,reward
167,1.0,5,17,360,360000,-54.20427703982261
168,1.0,5,18,380,380000,7.398330525850072
169,1.0,5,19,400,400000,4.945213845077203
170,1.0,5,20,420,420000,-7.93025396872432
171,1.0,5,21,440,440000,20.943217299981008
172,1.0,5,22,460,460000,59.52750035638253
173,1.0,5,23,480,480000,23.505336298935145
174,1.0,5,24,500,500000,11.793275363848204
175,1.0,5,25,520,520000,27.332787425311903
176,1.0,5,26,540,540000,-10.732878066649082
177,1.0,5,27,560,560000,-7.471065242988719
178,1.0,5,28,580,580000,13.098065673784888
179,1.0,5,29,600,600000,14.955242612256033
180,1.0,5,30,620,620000,31.461354724865355
181,1.0,5,31,640,640000,10.828050029145285
182,1.0,5,32,660,660000,103.07952972040631
183,1.0,5,33,680,680000,0.2197455209308705
184,1.0,5,34,700,700000,35.74160158791483
185,1.0,5,35,720,720000,27.66411054754771
186,1.0,5,36,740,740000,-10.461636295631912
187,1.0,5,37,760,760000,17.303374282010356
188,1.0,5,38,780,780000,304.4853309759101
189,1.0,5,39,800,800000,-15.157172498192285
190,1.0,5,40,820,820000,-104.55302317458322
191,1.0,5,41,840,840000,64.46320169752741
192,1.0,5,42,860,860000,26.79697857299829
193,1.0,5,43,880,880000,-19.39893999780489
194,1.0,5,44,900,900000,184.65239040564865
195,1.0,5,45,920,920000,76.28044070861037
196,1.0,5,46,940,940000,124.1296913797764
197,1.0,5,47,960,960000,77.11136078539637
198,1.0,5,48,980,980000,-33.30368944755352
199,1.0,5,49,1000,1000000,-35.005159673465
200,1.0,6,0,20,20000,15.207562720594046
201,1.0,6,1,40,40000,25.21220302813424
202,1.0,6,2,60,60000,-8.998636079047818
203,1.0,6,3,80,80000,-22.048063465587752
204,1.0,6,4,100,100000,37.805427277548645
205,1.0,6,5,120,120000,-15.42822664754276
206,1.0,6,6,140,140000,-13.717249685386914
207,1.0,6,7,160,160000,-18.53131991708527
208,1.0,6,8,180,180000,10.46595833984154
209,1.0,6,9,200,200000,-10.736379266194977
210,1.0,6,10,220,220000,-18.552699721730647
211,1.0,6,11,240,240000,4.778533980480221
212,1.0,6,12,260,260000,26.33592573733127
213,1.0,6,13,280,280000,-24.219738642997733
214,1.0,6,14,300,300000,-16.741013607925463
215,1.0,6,15,320,320000,9.506978339042355
216,1.0,6,16,340,340000,5.278343608045581
217,1.0,6,17,360,360000,117.1165514141434
218,1.0,6,18,380,380000,18.80793722692116
219,1.0,6,19,400,400000,9.515097850162872
220,1.0,6,20,420,420000,105.0525951502254
221,1.0,6,21,440,440000,191.1219499997258
222,1.0,6,22,460,460000,14.203882770277588
223,1.0,6,23,480,480000,-21.33046821578944
224,1.0,6,24,500,500000,62.83085925619493
225,1.0,6,25,520,520000,71.01857555629975
226,1.0,6,26,540,540000,73.77471008866462
227,1.0,6,27,560,560000,-22.02295600464664
228,1.0,6,28,580,580000,238.01778135905684
229,1.0,6,29,600,600000,109.47002445089969
230,1.0,6,30,620,620000,38.34443334992624
231,1.0,6,31,640,640000,268.75542913517927
232,1.0,6,32,660,660000,161.54166355921166
233,1.0,6,33,680,680000,176.35419414454867
234,1.0,6,34,700,700000,-9.109380666019264
235,1.0,6,35,720,720000,37.78225588064176
236,1.0,6,36,740,740000,-21.762484788942203
237,1.0,6,37,760,760000,192.32647682955448
238,1.0,6,38,780,780000,-23.759132894783946
239,1.0,6,39,800,800000,260.7165508310037
240,1.0,6,40,820,820000,194.3697674600053
241,1.0,6,41,840,840000,103.14657947512347
242,1.0,6,42,860,860000,249.9517077139392
243,1.0,6,43,880,880000,139.3979650391462
244,1.0,6,44,900,900000,199.40126770230253
245,1.0,6,45,920,920000,80.92745695770662
246,1.0,6,46,940,940000,316.8229823791264
247,1.0,6,47,960,960000,47.987624297735614
248,1.0,6,48,980,980000,-19.883857395562497
249,1.0,6,49,1000,1000000,99.34802112109617
250,1.0,7,0,20,20000,-20.20735883961772
251,1.0,7,1,40,40000,14.931315052679532
252,1.0,7,2,60,60000,11.782439985409964
253,1.0,7,3,80,80000,6.708180394212244
254,1.0,7,4,100,100000,-24.233064756838026
255,1.0,7,5,120,120000,24.49578012192059
256,1.0,7,6,140,140000,30.474209477454487
257,1.0,7,7,160,160000,6.245334334370583
258,1.0,7,8,180,180000,-9.185561568611154
259,1.0,7,9,200,200000,-16.940853760053063
260,1.0,7,10,220,220000,32.49176029715592
261,1.0,7,11,240,240000,-36.27089566929311
262,1.0,7,12,260,260000,21.91840683292936
263,1.0,7,13,280,280000,10.713254693056978
264,1.0,7,14,300,300000,-17.584543174985853
265,1.0,7,15,320,320000,15.969432398269802
266,1.0,7,16,340,340000,22.268140657986443
267,1.0,7,17,360,360000,12.413668494105242
268,1.0,7,18,380,380000,37.93555665210171
269,1.0,7,19,400,400000,27.7032954766645
270,1.0,7,20,420,420000,29.467467061094844
271,1.0,7,21,440,440000,28.64777244521021
272,1.0,7,22,460,460000,47.79377154732693
273,1.0,7,23,480,480000,2.673676593032587
274,1.0,7,24,500,500000,-24.29780132740785
275,1.0,7,25,520,520000,92.947785219957
276,1.0,7,26,540,540000,29.57165075562564
277,1.0,7,27,560,560000,21.43426640528302
278,1.0,7,28,580,580000,27.7032954766645
279,1.0,7,29,600,600000,29.36842466612844
280,1.0,7,30,620,620000,14.855467087663934
281,1.0,7,31,640,640000,117.95462965363188
282,1.0,7,32,660,660000,-27.11641982846403
283,1.0,7,33,680,680000,-0.5906475581491037
284,1.0,7,34,700,700000,127.81169629160622
285,1.0,7,35,720,720000,65.54963801134791
286,1.0,7,36,740,740000,246.07199694250204
287,1.0,7,37,760,760000,141.68537195032496
288,1.0,7,38,780,780000,111.24153633579638
289,1.0,7,39,800,800000,156.98086032628532
290,1.0,7,40,820,820000,52.62635941040232
291,1.0,7,41,840,840000,70.28552975704449
292,1.0,7,42,860,860000,154.23980015666953
293,1.0,7,43,880,880000,-43.37706264226152
294,1.0,7,44,900,900000,186.30834869600625
295,1.0,7,45,920,920000,91.59469182130904
296,1.0,7,46,940,940000,168.07120845892842
297,1.0,7,47,960,960000,98.13164111526196
298,1.0,7,48,980,980000,210.35402280507475
299,1.0,7,49,1000,1000000,-24.88659654121702
300,1.0,8,0,20,20000,-18.347537825331635
301,1.0,8,1,40,40000,-2.703312429048226
302,1.0,8,2,60,60000,13.118316446250358
303,1.0,8,3,80,80000,-25.16565671289652
304,1.0,8,4,100,100000,-17.409833483987192
305,1.0,8,5,120,120000,21.50232057160085
306,1.0,8,6,140,140000,-17.129867648278726
307,1.0,8,7,160,160000,9.6142289481817
308,1.0,8,8,180,180000,-35.01478094477593
309,1.0,8,9,200,200000,-11.229560196221607
310,1.0,8,10,220,220000,-22.048370493139764
311,1.0,8,11,240,240000,-8.170041803185491
312,1.0,8,12,260,260000,-33.235461561209895
313,1.0,8,13,280,280000,0.2925919568410721
314,1.0,8,14,300,300000,28.23633047202376
315,1.0,8,15,320,320000,25.59558129075668
316,1.0,8,16,340,340000,26.46587396078894
317,1.0,8,17,360,360000,-17.36977197881271
318,1.0,8,18,380,380000,-3.439305875227679
319,1.0,8,19,400,400000,-9.513692131954542
320,1.0,8,20,420,420000,15.628630489335942
321,1.0,8,21,440,440000,-21.52785853718831
322,1.0,8,22,460,460000,-18.61532204138384
323,1.0,8,23,480,480000,-32.702006567759376
324,1.0,8,24,500,500000,-5.806446517289404
325,1.0,8,25,520,520000,14.931315052679532
326,1.0,8,26,540,540000,-18.908499425760503
327,1.0,8,27,560,560000,13.847422033040456
328,1.0,8,28,580,580000,-21.394022229223776
329,1.0,8,29,600,600000,12.923017468967178
330,1.0,8,30,620,620000,-1.2577742952595523
331,1.0,8,31,640,640000,-76.3310048975725
332,1.0,8,32,660,660000,-0.0341494890859121
333,1.0,8,33,680,680000,14.931315052679532
334,1.0,8,34,700,700000,48.78452454033082
335,1.0,8,35,720,720000,47.17549929176248
336,1.0,8,36,740,740000,47.06947115524095
337,1.0,8,37,760,760000,48.69564089097865
338,1.0,8,38,780,780000,23.5785913191328
339,1.0,8,39,800,800000,14.608334490781813
340,1.0,8,40,820,820000,-12.655307641059656
341,1.0,8,41,840,840000,54.71651986984671
342,1.0,8,42,860,860000,52.95630327877932
343,1.0,8,43,880,880000,49.50808807156416
344,1.0,8,44,900,900000,45.510780607622905
345,1.0,8,45,920,920000,52.36406770340212
346,1.0,8,46,940,940000,53.81879903956157
347,1.0,8,47,960,960000,15.179143723328886
348,1.0,8,48,980,980000,36.60805495382742
349,1.0,8,49,1000,1000000,42.65571513107621
350,1.0,9,0,20,20000,10.600473546407816
351,1.0,9,1,40,40000,13.589664444079837
352,1.0,9,2,60,60000,-6.978606081753815
353,1.0,9,3,80,80000,8.30670370784283
354,1.0,9,4,100,100000,31.459884324771185
355,1.0,9,5,120,120000,-9.42305476439073
356,1.0,9,6,140,140000,-17.865510470313513
357,1.0,9,7,160,160000,-21.284784282630067
358,1.0,9,8,180,180000,27.67491067138589
359,1.0,9,9,200,200000,-1.6465402854091171
360,1.0,9,10,220,220000,12.857285565188125
361,1.0,9,11,240,240000,175.52216767851857
362,1.0,9,12,260,260000,1.044599623977842
363,1.0,9,13,280,280000,-20.577413093385463
364,1.0,9,14,300,300000,-19.94470670442168
365,1.0,9,15,320,320000,51.536132676641806
366,1.0,9,16,340,340000,162.4351873940571
367,1.0,9,17,360,360000,95.10878304804008
368,1.0,9,18,380,380000,-4.064435534391146
369,1.0,9,19,400,400000,-12.444786833695517
370,1.0,9,20,420,420000,12.77350968498028
371,1.0,9,21,440,440000,21.85482413881856
372,1.0,9,22,460,460000,23.05821750795205
373,1.0,9,23,480,480000,164.4548691727917
374,1.0,9,24,500,500000,-14.087089741159996
375,1.0,9,25,520,520000,2.399478142268106
376,1.0,9,26,540,540000,-19.19714513145745
377,1.0,9,27,560,560000,15.530525721223004
378,1.0,9,28,580,580000,128.85770975731
379,1.0,9,29,600,600000,69.42192544445786
380,1.0,9,30,620,620000,24.572397866870283
381,1.0,9,31,640,640000,96.39712331128688
382,1.0,9,32,660,660000,-42.76755911379187
383,1.0,9,33,680,680000,16.95637920397191
384,1.0,9,34,700,700000,-39.458973439825286
385,1.0,9,35,720,720000,-67.31009805367538
386,1.0,9,36,740,740000,67.338929994101
387,1.0,9,37,760,760000,70.12895908469685
388,1.0,9,38,780,780000,82.46841157809116
389,1.0,9,39,800,800000,187.8984191658849
390,1.0,9,40,820,820000,46.24440683118053
391,1.0,9,41,840,840000,156.22336270625692
392,1.0,9,42,860,860000,-11.750921414091968
393,1.0,9,43,880,880000,26.13416323517492
394,1.0,9,44,900,900000,185.59087361480843
395,1.0,9,45,920,920000,172.99978810426938
396,1.0,9,46,940,940000,78.52661348897327
397,1.0,9,47,960,960000,15.661442116360908
398,1.0,9,48,980,980000,168.60915732587307
399,1.0,9,49,1000,1000000,233.0212214530025
400,1.0,10,0,20,20000,9.61570893388046
401,1.0,10,1,40,40000,-22.92689021681773
402,1.0,10,2,60,60000,-9.195414186269534
403,1.0,10,3,80,80000,-15.760104468687302
404,1.0,10,4,100,100000,16.75256708936163
405,1.0,10,5,120,120000,21.766610025195305
406,1.0,10,6,140,140000,-21.10898747470919
407,1.0,10,7,160,160000,-27.992042142262846
408,1.0,10,8,180,180000,9.6142289481817
409,1.0,10,9,200,200000,25.081624874050352
410,1.0,10,10,220,220000,2.785464078201756
411,1.0,10,11,240,240000,-2.805849459710857
412,1.0,10,12,260,260000,29.03246649029672
413,1.0,10,13,280,280000,30.92856335053052
414,1.0,10,14,300,300000,44.23950016998937
415,1.0,10,15,320,320000,4.686715819952684
416,1.0,10,16,340,340000,14.50433353568516
417,1.0,10,17,360,360000,-14.053923375468807
418,1.0,10,18,380,380000,6.820230626477434
419,1.0,10,19,400,400000,9.6142289481817
420,1.0,10,20,420,420000,-21.1238174685878
421,1.0,10,21,440,440000,11.326042107812992
422,1.0,10,22,460,460000,35.18615217688687
423,1.0,10,23,480,480000,-17.715992429474916
424,1.0,10,24,500,500000,9.80446582909734
425,1.0,10,25,520,520000,9.524173436497737
426,1.0,10,26,540,540000,28.981912039242708
427,1.0,10,27,560,560000,-35.8761319967694
428,1.0,10,28,580,580000,9.61475416975665
429,1.0,10,29,600,600000,29.74562649302704
430,1.0,10,30,620,620000,5.423235575465568
431,1.0,10,31,640,640000,30.91124311353436
432,1.0,10,32,660,660000,28.487924370864626
433,1.0,10,33,680,680000,26.91091557987305
434,1.0,10,34,700,700000,14.706662259857383
435,1.0,10,35,720,720000,28.047888353660067
436,1.0,10,36,740,740000,35.5952999974901
437,1.0,10,37,760,760000,31.350499164634183
438,1.0,10,38,780,780000,23.10734079935136
439,1.0,10,39,800,800000,25.187710891764688
440,1.0,10,40,820,820000,20.833446589430714
441,1.0,10,41,840,840000,34.903738882975034
442,1.0,10,42,860,860000,26.927446813422165
443,1.0,10,43,880,880000,5.609022471930672
444,1.0,10,44,900,900000,16.93894724477438
445,1.0,10,45,920,920000,24.090062062446847
446,1.0,10,46,940,940000,1.1020300193526715
447,1.0,10,47,960,960000,-2.824825804437134
448,1.0,10,48,980,980000,34.54347352141628
449,1.0,10,49,1000,1000000,-2.95294191636332
450,1.0,11,0,20,20000,5.822025577539335
451,1.0,11,1,40,40000,-6.269674694220518
452,1.0,11,2,60,60000,-22.060876292270287
453,1.0,11,3,80,80000,27.03214347716776
454,1.0,11,4,100,100000,26.510680264843
455,1.0,11,5,120,120000,-7.178881263621117
456,1.0,11,6,140,140000,-26.110961355771497
457,1.0,11,7,160,160000,-19.859745276094856
458,1.0,11,8,180,180000,4.696258751606766
459,1.0,11,9,200,200000,-19.94470670442168
460,1.0,11,10,220,220000,146.08667365384218
461,1.0,11,11,240,240000,9.260723473239263
462,1.0,11,12,260,260000,-23.65158583865494
463,1.0,11,13,280,280000,37.51646856167692
464,1.0,11,14,300,300000,26.08468581092881
465,1.0,11,15,320,320000,23.414753298258827
466,1.0,11,16,340,340000,171.27735954046946
467,1.0,11,17,360,360000,-8.85530236101874
468,1.0,11,18,380,380000,11.16383015568892
469,1.0,11,19,400,400000,38.16399251359539
470,1.0,11,20,420,420000,-17.66056648122969
471,1.0,11,21,440,440000,235.0415417580429
472,1.0,11,22,460,460000,40.54306920132927
473,1.0,11,23,480,480000,68.00982943901862
474,1.0,11,24,500,500000,182.5464248230336
475,1.0,11,25,520,520000,13.359998584317664
476,1.0,11,26,540,540000,196.81528144714235
477,1.0,11,27,560,560000,-25.311364272572725
478,1.0,11,28,580,580000,-34.08100935866117
479,1.0,11,29,600,600000,115.71017845807962
480,1.0,11,30,620,620000,108.22796220833791
481,1.0,11,31,640,640000,172.04557375691903
482,1.0,11,32,660,660000,179.9144534857625
483,1.0,11,33,680,680000,51.22546929417594
484,1.0,11,34,700,700000,-12.840156800508328
485,1.0,11,35,720,720000,11.534329982059196
486,1.0,11,36,740,740000,191.87749787290377
487,1.0,11,37,760,760000,187.43247536950616
488,1.0,11,38,780,780000,172.68880282792662
489,1.0,11,39,800,800000,133.79205528862155
490,1.0,11,40,820,820000,139.17727292373127
491,1.0,11,41,840,840000,189.70231929647983
492,1.0,11,42,860,860000,183.22899974166023
493,1.0,11,43,880,880000,228.33040915957045
494,1.0,11,44,900,900000,66.26691422612194
495,1.0,11,45,920,920000,155.75746175461677
496,1.0,11,46,940,940000,167.6117784806898
497,1.0,11,47,960,960000,231.31788396658143
498,1.0,11,48,980,980000,241.01278026956044
499,1.0,11,49,1000,1000000,201.812555832775
500,1.0,12,0,20,20000,-23.311760617060305
501,1.0,12,1,40,40000,5.230427292497221
502,1.0,12,2,60,60000,-14.373684155701689
503,1.0,12,3,80,80000,-24.883943491926573
504,1.0,12,4,100,100000,9.6142289481817
505,1.0,12,5,120,120000,-51.25307091809149
506,1.0,12,6,140,140000,2.8704825160558203
507,1.0,12,7,160,160000,-13.774462065313545
508,1.0,12,8,180,180000,13.543744297322585
509,1.0,12,9,200,200000,-2.1719021730211066
510,1.0,12,10,220,220000,0.4967061759428734
511,1.0,12,11,240,240000,-2.2822691679712843
512,1.0,12,12,260,260000,-18.382885514425634
513,1.0,12,13,280,280000,13.118310686900784
514,1.0,12,14,300,300000,20.890490791938287
515,1.0,12,15,320,320000,-19.94470670442168
516,1.0,12,16,340,340000,-22.915298274557653
517,1.0,12,17,360,360000,24.394809305284035
518,1.0,12,18,380,380000,17.259861359174533
519,1.0,12,19,400,400000,27.010590057243235
520,1.0,12,20,420,420000,-22.03218528506195
521,1.0,12,21,440,440000,4.083403406147001
522,1.0,12,22,460,460000,37.2026534023678
523,1.0,12,23,480,480000,-16.810108603527034
524,1.0,12,24,500,500000,33.26004206322886
525,1.0,12,25,520,520000,18.238306659753302
526,1.0,12,26,540,540000,21.32210463666085
527,1.0,12,27,560,560000,31.502035611148266
528,1.0,12,28,580,580000,28.994906390608897
529,1.0,12,29,600,600000,16.22503009241815
530,1.0,12,30,620,620000,31.08109201576297
531,1.0,12,31,640,640000,22.08661187187395
532,1.0,12,32,660,660000,8.9042270144219
533,1.0,12,33,680,680000,37.58801081834393
534,1.0,12,34,700,700000,27.228538667840287
535,1.0,12,35,720,720000,24.25026239840775
536,1.0,12,36,740,740000,33.31072624348316
537,1.0,12,37,760,760000,-1.1027086803757384
538,1.0,12,38,780,780000,18.523837235835387
539,1.0,12,39,800,800000,29.469950701438904
540,1.0,12,40,820,820000,17.271257721214955
541,1.0,12,41,840,840000,31.638628051338124
542,1.0,12,42,860,860000,24.12267836297737
543,1.0,12,43,880,880000,-10.301536787898131
544,1.0,12,44,900,900000,25.82593780962001
545,1.0,12,45,920,920000,27.191673393880865
546,1.0,12,46,940,940000,29.288122975929127
547,1.0,12,47,960,960000,33.243555984896695
548,1.0,12,48,980,980000,31.18042439505676
549,1.0,12,49,1000,1000000,15.540527433693274
550,1.0,13,0,20,20000,-23.04337207423649
551,1.0,13,1,40,40000,21.194790574716205
552,1.0,13,2,60,60000,17.67805087132701
553,1.0,13,3,80,80000,23.327269075912174
554,1.0,13,4,100,100000,2.0098622908801285
555,1.0,13,5,120,120000,-17.242234346572424
556,1.0,13,6,140,140000,-19.94470670442168
557,1.0,13,7,160,160000,-22.048370493139764
558,1.0,13,8,180,180000,14.931315052679532
559,1.0,13,9,200,200000,-62.82879954287546
560,1.0,13,10,220,220000,-16.05748220924181
561,1.0,13,11,240,240000,-35.93571971350643
562,1.0,13,12,260,260000,-26.41299430868414
563,1.0,13,13,280,280000,-11.870767747576268
564,1.0,13,14,300,300000,13.840884717205943
565,1.0,13,15,320,320000,181.140570159543
566,1.0,13,16,340,340000,-12.109540180643195
567,1.0,13,17,360,360000,74.9082907387306
568,1.0,13,18,380,380000,-3.749664537865992
569,1.0,13,19,400,400000,137.46308686058595
570,1.0,13,20,420,420000,40.236258225375465
571,1.0,13,21,440,440000,-67.83646634493128
572,1.0,13,22,460,460000,-4.5926150639472825
573,1.0,13,23,480,480000,-21.175701535984665
574,1.0,13,24,500,500000,-28.48578742228915
575,1.0,13,25,520,520000,179.172247729693
576,1.0,13,26,540,540000,27.81474951104048
577,1.0,13,27,560,560000,257.46949260766087
578,1.0,13,28,580,580000,93.36241761325172
579,1.0,13,29,600,600000,12.678819976457095
580,1.0,13,30,620,620000,-10.547101399595048
581,1.0,13,31,640,640000,174.26943957034504
582,1.0,13,32,660,660000,250.8536724971692
583,1.0,13,33,680,680000,83.39871818687733
584,1.0,13,34,700,700000,213.3337381947062
585,1.0,13,35,720,720000,309.3450811846561
586,1.0,13,36,740,740000,265.1939279137078
587,1.0,13,37,760,760000,5.107059435346058
588,1.0,13,38,780,780000,241.84208028412635
589,1.0,13,39,800,800000,109.06945771653406
590,1.0,13,40,820,820000,225.55972266648035
591,1.0,13,41,840,840000,216.0761201300314
592,1.0,13,42,860,860000,225.8385261363439
593,1.0,13,43,880,880000,243.67497800226784
594,1.0,13,44,900,900000,148.47719149248837
595,1.0,13,45,920,920000,238.055059019538
