,accuracy,train_seed,n_gen,n_ep,n_steps,reward
0,0.6,2,0,20,12000,18.89699762771893
1,0.6,2,1,40,24000,-22.54093091379968
2,0.6,2,2,60,36000,34.667369124422244
3,0.6,2,3,80,48000,8.079706552242808
4,0.6,2,4,100,60000,-27.71534501496981
5,0.6,2,5,120,72000,48.0392541707874
6,0.6,2,6,140,84000,7.225038257893681
7,0.6,2,7,160,96000,32.95947577213312
8,0.6,2,8,180,108000,-23.36296316039397
9,0.6,2,9,200,120000,35.10147507346986
10,0.6,2,10,220,132000,14.413603760957978
11,0.6,2,11,240,144000,9.6142289481817
12,0.6,2,12,260,156000,-17.72531069147762
13,0.6,2,13,280,168000,28.36834173836529
14,0.6,2,14,300,180000,9.6142289481817
15,0.6,2,15,320,192000,9.6142289481817
16,0.6,2,16,340,204000,8.907600653610368
17,0.6,2,17,360,216000,11.592222800463144
18,0.6,2,18,380,228000,-11.746829408637216
19,0.6,2,19,400,240000,9.6142289481817
20,0.6,2,20,420,252000,20.641942629116983
21,0.6,2,21,440,264000,74.215009718671
22,0.6,2,22,460,276000,36.58499026542611
23,0.6,2,23,480,288000,-13.2536344740769
24,0.6,2,24,500,300000,-23.228687054260043
25,0.6,2,25,520,312000,27.64147771788708
26,0.6,2,26,540,324000,27.457140366561823
27,0.6,2,27,560,336000,30.408563970180023
28,0.6,2,28,580,348000,43.66261783057966
29,0.6,2,29,600,360000,29.88152349628698
30,0.6,2,30,620,372000,51.75941934511677
31,0.6,2,31,640,384000,28.71437271821002
32,0.6,2,32,660,396000,51.2242789519863
33,0.6,2,33,680,408000,48.3567110388381
34,0.6,2,34,700,420000,48.07860109204375
35,0.6,2,35,720,432000,16.458865624722584
36,0.6,2,36,740,444000,30.770438601737727
37,0.6,2,37,760,456000,48.83854935336623
38,0.6,2,38,780,468000,52.68647103422067
39,0.6,2,39,800,480000,37.36623066895437
40,0.6,2,40,820,492000,30.19565748244035
41,0.6,2,41,840,504000,43.36865938905209
42,0.6,2,42,860,516000,53.39939241591293
43,0.6,2,43,880,528000,16.250773014027793
44,0.6,2,44,900,540000,14.148865298258643
45,0.6,2,45,920,552000,4.143078281368314
46,0.6,2,46,940,564000,53.62955783820613
47,0.6,2,47,960,576000,39.68546505106427
48,0.6,2,48,980,588000,57.790566880252605
