,N,seed,n_turb,turb_score,eval_score,elapsed_time
0,40,0,1,0.4158426825558269,0.41383490600730843,14.929927110671997
1,40,0,2,0.0,0.41383490600730843,22.037840604782104
2,40,0,3,0.44833585334906606,0.449059360456762,26.856304168701172
3,40,0,4,0.45695196682989175,0.45773132651551307,33.84511733055115
4,40,0,5,0.12701873656852286,0.45773132651551307,41.08871555328369
5,40,0,6,0.444085718223566,0.45773132651551307,45.922768354415894
6,40,0,7,0.3636309538129925,0.45773132651551307,53.27084517478943
7,40,0,8,0.0,0.45773132651551307,58.92893624305725
8,40,0,9,0.23067896086828044,0.45773132651551307,62.455551624298096
9,40,0,10,0.3787299513996036,0.45773132651551307,67.43130707740784
10,40,0,11,0.0,0.45773132651551307,71.7604329586029
11,40,0,12,0.0,0.45773132651551307,74.96545243263245
12,40,0,13,0.0,0.45773132651551307,79.54051661491394
13,40,0,14,0.0,0.45773132651551307,85.32949137687683
14,40,0,15,0.0,0.45773132651551307,87.54044485092163
15,40,0,16,0.14640429200766827,0.45773132651551307,91.99687790870667
16,40,0,17,0.3082478436023399,0.45773132651551307,103.83429074287415
17,40,0,18,0.3583694064571719,0.45773132651551307,112.9226565361023
18,40,0,19,0.011849019857154438,0.45773132651551307,120.0068678855896
19,40,0,20,0.0,0.45773132651551307,123.37956047058105
20,40,0,21,0.43574433398764517,0.45773132651551307,126.9776406288147
21,40,0,22,0.0,0.45773132651551307,132.20430040359497
22,40,0,23,0.4665083265850486,0.46743510001984384,133.4160430431366
23,40,0,24,0.24663276568716314,0.46743510001984384,138.42071294784546
24,40,0,25,0.25519223228961063,0.46743510001984384,146.29807138442993
25,40,0,26,0.27420808662467716,0.46743510001984384,151.71144604682922
26,40,0,27,0.37629424201024625,0.46743510001984384,162.38395643234253
27,40,0,28,0.19303408923113252,0.46743510001984384,167.5195038318634
28,40,0,29,0.0,0.46743510001984384,173.00828289985657
29,40,0,30,0.0,0.46743510001984384,175.89376401901245
30,40,0,31,0.3516868971090742,0.46743510001984384,183.44461059570312
31,40,0,32,0.47810991328257235,0.47641761011189243,188.06565308570862
32,40,0,33,0.35912062189874855,0.47641761011189243,191.87287282943726
33,40,0,34,0.0,0.47641761011189243,195.31726360321045
34,40,0,35,0.3663706883703981,0.47641761011189243,202.27490615844727
35,40,0,36,0.0,0.47641761011189243,206.7003264427185
36,40,0,37,0.0,0.47641761011189243,211.6435263156891
37,40,0,38,0.0,0.47641761011189243,216.14908170700073
38,40,0,39,0.0,0.47641761011189243,221.53690242767334
39,40,0,40,0.48110878596332396,0.4829271898746377,235.0203936100006
40,40,0,41,0.3996025983464264,0.4829271898746377,240.68794536590576
41,40,0,42,0.014577220870029646,0.4829271898746377,246.435387134552
42,40,0,43,0.41309227818882754,0.4829271898746377,252.14024448394775
43,40,0,44,0.0,0.4829271898746377,254.97080516815186
44,40,0,45,0.30656698691254075,0.4829271898746377,259.79735922813416
45,40,0,46,0.2706336014670507,0.4829271898746377,263.3409032821655
46,40,0,47,0.36723326582079524,0.4829271898746377,266.6024389266968
47,40,0,48,0.5048565373398007,0.5036105714992558,268.31086683273315
48,40,0,49,0.391244885922068,0.5036105714992558,274.2919716835022
49,40,0,50,0.392309568237469,0.5036105714992558,277.65574526786804
50,40,0,51,0.0,0.5036105714992558,280.67488527297974
51,40,0,52,0.4630935013988334,0.5036105714992558,284.184770822525
52,40,0,53,0.21841584333028907,0.5036105714992558,288.66870522499084
53,40,0,54,0.18593385963239237,0.5036105714992558,293.1662406921387
54,40,0,55,0.0,0.5036105714992558,296.83395409584045
55,40,0,56,0.0,0.5036105714992558,300.7895474433899
56,40,0,57,0.0,0.5036105714992558,303.6044065952301
57,40,0,58,0.3949603187349138,0.5036105714992558,307.215313911438
58,40,0,59,0.0,0.5036105714992558,311.570529460907
59,40,0,60,0.17558435078148477,0.5036105714992558,316.5899713039398
60,40,0,61,0.36847583376369425,0.5036105714992558,322.7249400615692
61,40,0,62,0.39529121846204085,0.5036105714992558,328.74790596961975
62,40,0,63,0.1238931346660974,0.5036105714992558,335.7795991897583
63,40,0,64,0.0,0.5036105714992558,340.91444182395935
64,40,0,65,0.3568438830429316,0.5036105714992558,344.025497674942
65,40,0,66,0.15080632229107652,0.5036105714992558,359.34749484062195
66,40,0,67,0.23621538863154187,0.5036105714992558,362.47965574264526
67,40,0,68,0.01198149552181004,0.5036105714992558,365.9799556732178
68,40,0,69,0.3359489008912889,0.5036105714992558,369.52913522720337
69,40,0,70,0.27461622517057516,0.5036105714992558,376.3481800556183
70,40,0,71,0.18414957834519746,0.5036105714992558,381.8242495059967
71,40,0,72,0.017414146436812925,0.5036105714992558,387.3649191856384
72,40,0,73,0.0,0.5036105714992558,390.65704894065857
73,40,0,74,0.0,0.5036105714992558,396.30570101737976
74,40,0,75,0.3397007195285788,0.5036105714992558,402.03547644615173
75,40,0,76,0.0,0.5036105714992558,406.5235159397125
76,40,0,77,0.0,0.5036105714992558,409.7627763748169
77,40,0,78,0.4751390322690293,0.5036105714992558,414.50621008872986
78,40,0,79,0.0,0.5036105714992558,417.2888174057007
79,40,0,80,0.40110408224481137,0.5036105714992558,420.7175965309143
80,40,0,81,0.0,0.5036105714992558,426.2009811401367
81,40,0,82,0.4142384354216622,0.5036105714992558,431.17204546928406
82,40,0,83,0.0,0.5036105714992558,434.4057397842407
83,40,0,84,0.0,0.5036105714992558,437.8574638366699
84,40,0,85,0.4014039658533197,0.5036105714992558,441.68585228919983
85,40,0,86,0.3574669410781047,0.5036105714992558,449.4254903793335
86,40,0,87,0.0,0.5036105714992558,457.3962323665619
87,40,0,88,0.3768447745252699,0.5036105714992558,465.55349040031433
88,40,0,89,0.0,0.5036105714992558,468.359680891037
89,40,0,90,0.0,0.5036105714992558,471.01190996170044
90,40,0,91,0.42265803854074435,0.5036105714992558,474.0435469150543
91,40,0,92,0.23545905476401158,0.5036105714992558,477.1211853027344
92,40,0,93,0.2742330171206143,0.5036105714992558,481.1712546348572
93,40,0,94,0.014515342207926055,0.5036105714992558,486.30598425865173
94,40,0,95,0.26319490761270403,0.5036105714992558,489.80471563339233
95,40,0,96,0.01170812091337776,0.5036105714992558,493.23196244239807
96,40,0,97,0.0,0.5036105714992558,502.1688458919525
97,40,0,98,0.14844519204490997,0.5036105714992558,505.64574432373047
98,40,0,99,0.0,0.5036105714992558,510.8264682292938
99,40,0,100,0.4624787082178302,0.5036105714992558,517.8051583766937
100,40,0,101,0.0,0.5036105714992558,522.266566991806
101,40,0,102,0.0,0.5036105714992558,526.9764189720154
102,40,0,103,0.4172317443576358,0.5036105714992558,533.4058105945587
103,40,0,104,0.14389960957070957,0.5036105714992558,539.2294809818268
104,40,0,105,0.0,0.5036105714992558,542.2319700717926
105,40,1,1,0.0,0.0,10.91115427017212
106,40,1,2,0.0,0.0,14.138721227645874
107,40,1,3,0.455471504878169,0.45471869753858685,17.896628379821777
108,40,1,4,0.32600421131462703,0.45471869753858685,21.097280502319336
109,40,1,5,0.0,0.45471869753858685,24.185673236846924
110,40,1,6,0.2449601638297848,0.45471869753858685,29.82736825942993
111,40,1,7,0.0,0.45471869753858685,34.56744599342346
112,40,1,8,0.0,0.45471869753858685,37.824538707733154
113,40,1,9,0.30983020964115515,0.45471869753858685,42.296603202819824
114,40,1,10,0.0,0.45471869753858685,46.159306049346924
115,40,1,11,0.0,0.45471869753858685,53.08796429634094
116,40,1,12,0.21830867940271323,0.45471869753858685,56.276941537857056
117,40,1,13,0.0,0.45471869753858685,60.4685161113739
118,40,1,14,0.2660398918517009,0.45471869753858685,63.43187499046326
119,40,1,15,0.17759791982769207,0.45471869753858685,66.50813460350037
120,40,1,16,0.45074768447816327,0.45471869753858685,71.25672602653503
121,40,1,17,0.0,0.45471869753858685,77.06082701683044
122,40,1,18,0.0,0.45471869753858685,82.73828792572021
123,40,1,19,0.0,0.45471869753858685,88.75142979621887
124,40,1,20,0.0,0.45471869753858685,92.52084350585938
125,40,1,21,0.01674885695636581,0.45471869753858685,97.54926919937134
126,40,1,22,0.4443572492429922,0.45471869753858685,102.45873475074768
127,40,1,23,0.49930446902799125,0.49995093596612383,110.51921081542969
128,40,1,24,0.40241224067517184,0.49995093596612383,113.63677310943604
129,40,1,25,0.28662030874329236,0.49995093596612383,116.700927734375
130,40,1,26,0.0,0.49995093596612383,120.91283798217773
131,40,1,27,0.0,0.49995093596612383,123.61523652076721
132,40,1,28,0.0,0.49995093596612383,126.6451427936554
133,40,1,29,0.0,0.49995093596612383,129.54231905937195
134,40,1,30,0.37054847436506894,0.49995093596612383,135.3047275543213
135,40,1,31,0.33651103654327796,0.49995093596612383,140.7932493686676
136,40,1,32,0.4356798532403015,0.49995093596612383,143.9653308391571
137,40,1,33,0.1995869046068687,0.49995093596612383,148.10625290870667
138,40,1,34,0.0,0.49995093596612383,151.64410829544067
139,40,1,35,0.01297626238319301,0.49995093596612383,156.59908080101013
140,40,1,36,0.0,0.49995093596612383,161.83114790916443
141,40,1,37,0.0,0.49995093596612383,164.5676736831665
142,40,1,38,0.3469420578625476,0.49995093596612383,171.68129634857178
143,40,1,39,0.4132289910267489,0.49995093596612383,175.16404151916504
144,40,1,40,0.01784348304770134,0.49995093596612383,180.7796471118927
145,40,1,41,0.0,0.49995093596612383,184.94832730293274
146,40,1,42,0.23963416368381407,0.49995093596612383,193.80823469161987
147,40,1,43,0.3793986576139066,0.49995093596612383,196.79174208641052
148,40,1,44,0.4070579725719616,0.49995093596612383,201.76836967468262
149,40,1,45,0.19902362646338798,0.49995093596612383,209.9965488910675
150,40,1,46,0.0,0.49995093596612383,212.92806482315063
151,40,1,47,0.16728592142011142,0.49995093596612383,218.87093663215637
152,40,1,48,0.0,0.49995093596612383,224.10311484336853
153,40,1,49,0.0,0.49995093596612383,228.614244222641
154,40,1,50,0.0,0.49995093596612383,235.4878580570221
155,40,1,51,0.13854255988746678,0.49995093596612383,245.85789704322815
156,40,1,52,0.0,0.49995093596612383,250.83426976203918
157,40,1,53,0.0,0.49995093596612383,254.13985133171082
158,40,1,54,0.44562096373724064,0.49995093596612383,259.26061058044434
159,40,1,55,0.0,0.49995093596612383,262.9810643196106
160,40,1,56,0.228957656764628,0.49995093596612383,269.43514227867126
161,40,1,57,0.0,0.49995093596612383,272.3011419773102
162,40,1,58,0.24660019470119746,0.49995093596612383,277.7060754299164
163,40,1,59,0.4455019916322279,0.49995093596612383,284.7170948982239
164,40,1,60,0.0,0.49995093596612383,287.6553044319153
165,40,1,61,0.3062618172246891,0.49995093596612383,295.47678399086
166,40,1,62,0.0,0.49995093596612383,298.43099188804626
167,40,1,63,0.29674403227864504,0.49995093596612383,301.4746959209442
168,40,1,64,0.0,0.49995093596612383,304.234717130661
169,40,1,65,0.48984220518849064,0.49995093596612383,307.60854268074036
170,40,1,66,0.3493147744268537,0.49995093596612383,314.70084977149963
171,40,1,67,0.0,0.49995093596612383,319.1927583217621
172,40,1,68,0.21636484218660515,0.49995093596612383,324.0896301269531
173,40,1,69,0.0,0.49995093596612383,327.05283093452454
174,40,1,70,0.01313029040273218,0.49995093596612383,329.864399433136
175,40,1,71,0.0,0.49995093596612383,334.42818117141724
176,40,1,72,0.0,0.49995093596612383,337.2691819667816
177,40,1,73,0.012630966310348121,0.49995093596612383,342.61789536476135
178,40,1,74,0.0,0.49995093596612383,346.4131462574005
179,40,1,75,0.15931023597613142,0.49995093596612383,357.37866282463074
180,40,1,76,0.4086298062097778,0.49995093596612383,360.41999435424805
181,40,1,77,0.39425471718510935,0.49995093596612383,363.4019510746002
182,40,1,78,0.37031924740295386,0.49995093596612383,366.5348494052887
183,40,1,79,0.44355468864637915,0.49995093596612383,371.0296185016632
184,40,1,80,0.23530322204824003,0.49995093596612383,374.2969186306
185,40,1,81,0.0,0.49995093596612383,380.20334029197693
186,40,1,82,0.22836464122394887,0.49995093596612383,384.107460975647
187,40,1,83,0.31829586819868966,0.49995093596612383,393.4698598384857
188,40,1,84,0.0,0.49995093596612383,397.5582106113434
189,40,1,85,0.3537347085840674,0.49995093596612383,402.7865447998047
190,40,1,86,0.018236636051474093,0.49995093596612383,410.11637926101685
191,40,1,87,0.46985964430744676,0.49995093596612383,416.0125892162323
192,40,1,88,0.4265239660743452,0.49995093596612383,422.3828008174896
193,40,1,89,0.0,0.49995093596612383,425.7377784252167
194,40,1,90,0.0,0.49995093596612383,429.08064436912537
195,40,1,91,0.45132975862405106,0.49995093596612383,432.509480714798
196,40,1,92,0.42664717404305796,0.49995093596612383,438.7118721008301
197,40,1,93,0.4756077046308587,0.49995093596612383,445.0491783618927
198,40,1,94,0.19338274339244724,0.49995093596612383,449.3732964992523
199,40,1,95,0.3830399198413337,0.49995093596612383,459.5204277038574
200,40,1,96,0.2010591153268982,0.49995093596612383,462.7274360656738
201,40,1,97,0.39044659699547557,0.49995093596612383,471.689501285553
202,40,1,98,0.17088631854373132,0.49995093596612383,480.4134590625763
203,40,1,99,0.38001763907338665,0.49995093596612383,483.56449794769287
204,40,1,100,0.2601187812629188,0.49995093596612383,493.53240847587585
205,40,1,101,0.4833360187537155,0.49995093596612383,500.62992787361145
206,40,1,102,0.16293455778475469,0.49995093596612383,503.67774748802185
207,40,1,103,0.3948871192063152,0.49995093596612383,508.9627208709717
208,40,1,104,0.010541772267331313,0.49995093596612383,512.9351303577423
209,40,1,105,0.3355759861768341,0.49995093596612383,516.6311609745026
210,40,1,106,0.4120629667131917,0.49995093596612383,522.1774597167969
211,40,1,107,0.0,0.49995093596612383,526.6501319408417
212,40,1,108,0.37132731519522916,0.49995093596612383,532.3483412265778
213,40,1,109,0.19131758365075444,0.49995093596612383,536.0957713127136
214,40,1,110,0.0,0.49995093596612383,540.5278971195221
215,40,2,1,0.0,0.0,6.921105623245239
216,40,2,2,0.0,0.0,9.957693576812744
217,40,2,3,0.3123163302754751,0.3111091798676935,23.088324069976807
218,40,2,4,0.26952880599084206,0.3111091798676935,26.332504749298096
219,40,2,5,0.0,0.3111091798676935,30.2173969745636
220,40,2,6,0.0,0.3111091798676935,34.24347138404846
221,40,2,7,0.0,0.3111091798676935,38.06930732727051
222,40,2,8,0.0,0.3111091798676935,43.03869605064392
223,40,2,9,0.15685215436675634,0.3111091798676935,46.01837778091431
224,40,2,10,0.35542939421195213,0.3541476344101325,52.54501795768738
225,40,2,11,0.0,0.3541476344101325,56.784496545791626
226,40,2,12,0.17832629709949904,0.3541476344101325,59.9332275390625
227,40,2,13,0.2612469211271837,0.3541476344101325,64.81100821495056
228,40,2,14,0.30694163038640726,0.3541476344101325,71.7921953201294
229,40,2,15,0.31521098502759015,0.3541476344101325,75.04985427856445
230,40,2,16,0.0,0.3541476344101325,79.64677286148071
231,40,2,17,0.200756543754999,0.3541476344101325,82.45058155059814
232,40,2,18,0.17352940409379977,0.3541476344101325,88.10959076881409
233,40,2,19,0.0,0.3541476344101325,92.49129676818848
234,40,2,20,0.0,0.3541476344101325,97.54183673858643
235,40,2,21,0.20807614228818902,0.3541476344101325,102.58481478691101
236,40,2,22,0.44699136949302265,0.451935073823663,111.93229937553406
237,40,2,23,0.3656798200936986,0.451935073823663,115.50563287734985
238,40,2,24,0.17192539831811932,0.451935073823663,118.56118679046631
239,40,2,25,0.4644377336738922,0.4647838585400526,124.27463436126709
240,40,2,26,0.017561258489397664,0.4647838585400526,129.4343101978302
241,40,2,27,0.0,0.4647838585400526,132.98769402503967
242,40,2,28,0.0,0.4647838585400526,136.0572760105133
243,40,2,29,0.3699837180117414,0.4647838585400526,139.04889035224915
244,40,2,30,0.010186208520433735,0.4647838585400526,142.5178017616272
245,40,2,31,0.0,0.4647838585400526,145.57493209838867
246,40,2,32,0.0,0.4647838585400526,149.53244352340698
247,40,2,33,0.0,0.4647838585400526,152.53083395957947
248,40,2,34,0.24960906503380922,0.4647838585400526,158.79193210601807
249,40,2,35,0.0,0.4647838585400526,161.81459736824036
250,40,2,36,0.0,0.4647838585400526,164.65160179138184
251,40,2,37,0.0,0.4647838585400526,170.56657481193542
252,40,2,38,0.3885835275744902,0.4647838585400526,176.2353413105011
253,40,2,39,0.33300401177744476,0.4647838585400526,180.79594254493713
254,40,2,40,0.4693781653200342,0.4682334783222802,185.13153290748596
255,40,2,41,0.3682282513238185,0.4682334783222802,191.54713582992554
256,40,2,42,0.16530950476426967,0.4682334783222802,194.3888702392578
257,40,2,43,0.0,0.4682334783222802,198.83502173423767
258,40,2,44,0.2958269674617232,0.4682334783222802,207.46359777450562
259,40,2,45,0.41024550365218077,0.4682334783222802,212.52912998199463
260,40,2,46,0.22097264976644174,0.4682334783222802,221.48477268218994
261,40,2,47,0.0,0.4682334783222802,226.33375763893127
262,40,2,48,0.36369140554657303,0.4682334783222802,231.85294842720032
263,40,2,49,0.35129189571219294,0.4682334783222802,237.98054575920105
264,40,2,50,0.0,0.4682334783222802,241.43445014953613
265,40,2,51,0.3662641890655255,0.4682334783222802,247.67942070960999
266,40,2,52,0.0,0.4682334783222802,250.71444869041443
267,40,2,53,0.0,0.4682334783222802,257.43137407302856
268,40,2,54,0.19474762520723557,0.4682334783222802,260.6342372894287
269,40,2,55,0.0,0.4682334783222802,267.1351718902588
270,40,2,56,0.0,0.4682334783222802,270.66604256629944
271,40,2,57,0.0,0.4682334783222802,273.73561358451843
272,40,2,58,0.0,0.4682334783222802,278.12461829185486
273,40,2,59,0.0,0.4682334783222802,281.0671327114105
274,40,2,60,0.0,0.4682334783222802,284.84243750572205
275,40,2,61,0.19534353148649197,0.4682334783222802,289.76398611068726
276,40,2,62,0.23283890815446667,0.4682334783222802,296.04454922676086
277,40,2,63,0.0,0.4682334783222802,299.7145953178406
278,40,2,64,0.2617096584314545,0.4682334783222802,303.04966831207275
279,40,2,65,0.0,0.4682334783222802,305.92820620536804
280,40,2,66,0.36675126307680467,0.4682334783222802,310.9807028770447
281,40,2,67,0.4694807904154412,0.46870735795184126,315.64905548095703
282,40,2,68,0.20132951889293105,0.46870735795184126,320.8130853176117
283,40,2,69,0.4091325208643846,0.46870735795184126,326.53799867630005
284,40,2,70,0.47229258486150816,0.4710601799720221,328.39392352104187
285,40,2,71,0.0,0.4710601799720221,331.9128532409668
286,40,2,72,0.0,0.4710601799720221,334.79838490486145
287,40,2,73,0.24250537364035382,0.4710601799720221,343.74112248420715
288,40,2,74,0.0,0.4710601799720221,347.20736384391785
289,40,2,75,0.2617016952567473,0.4710601799720221,350.91514110565186
290,40,2,76,0.3257274057151404,0.4710601799720221,354.41581988334656
291,40,2,77,0.17179567082525746,0.4710601799720221,358.2296555042267
292,40,2,78,0.5006312329098432,0.4992442175672328,360.88950419425964
