,steps,info_steps,seed,n_eval,max_step_per_eval,time,info_time,mean_reward
0,450,449.0,1,199,11.0,0.966160774230957,101.12201399999996,76.53
1,975,975.0,1,424,13.0,2.11136794090271,1746.8231679999997,156.08
2,1500,1499.0,1,640,15.0,3.2189157009124756,5853.696838999997,118.56
3,1950,1950.0,1,814,22.0,4.175391674041748,10744.490190999986,110.65
4,2475,2475.0,1,1003,22.0,5.281763315200806,17693.266507999993,107.12
5,3000,3000.0,1,1197,22.0,6.452927827835083,26452.377739000003,93.99
6,3450,3445.0,1,1340,22.0,7.410313129425049,33966.70558799999,106.4
7,3975,3975.0,1,1497,22.0,8.565617799758911,43519.194512999995,122.72
8,4500,4496.0,1,1654,22.0,9.730087757110596,54563.895675999986,151.77
9,4950,4949.0,1,1782,22.0,10.686477899551392,65025.26790199997,129.46
10,5475,5474.0,1,1930,22.0,11.836249113082886,78577.11100400006,146.04
11,6000,6000.0,1,2079,24.0,12.957611799240112,93885.04175700012,152.53
12,6450,6438.0,1,2216,24.0,13.925354957580566,109511.63282500018,154.44
13,6975,6962.0,1,2359,29.0,15.058988332748413,127488.10254300029,160.09
14,7500,7499.0,1,2498,40.0,16.169814348220825,146636.43118900034,170.1
15,7950,7950.0,1,2633,40.0,17.125005960464478,166934.6088860004,199.83
16,8475,8474.0,1,2787,40.0,18.290069341659546,192355.28663500055,200.69
17,9000,8993.0,1,2933,40.0,19.46115803718567,218611.9526740007,245.74
18,9450,9444.0,1,3038,40.0,20.25719666481018,239431.65186800054,244.06
19,9975,9971.0,1,3164,40.0,21.19874405860901,266209.9272800004,245.21
20,450,449.0,2,201,7.0,0.7255053520202637,73.01721900000001,106.66
21,975,970.0,2,423,10.0,1.6453042030334473,1627.254883000001,112.94
22,1500,1499.0,2,634,10.0,2.5669755935668945,4592.702551000004,146.94
23,1950,1949.0,2,808,14.0,3.354586362838745,8558.484846000003,122.82
24,2475,2475.0,2,988,16.0,4.276388168334961,14013.691797000005,125.39
25,3000,2998.0,2,1165,22.0,5.191745042800903,20739.78499900002,117.55
26,3450,3446.0,2,1294,22.0,5.976263046264648,26576.873187000012,108.33
27,3975,3967.0,2,1467,22.0,6.891796112060547,35560.44277600001,143.0
28,4500,4495.0,2,1608,22.0,7.826276540756226,44113.026045000006,134.5
29,4950,4950.0,2,1738,22.0,8.759152173995972,53130.380909000036,130.64
30,5475,5475.0,2,1898,22.0,9.760469913482666,65671.71362200001,161.05
31,6000,6000.0,2,2038,22.0,10.717190980911255,78039.03290299997,160.15
32,6450,6449.0,2,2170,22.0,11.567399024963379,90999.49502899997,166.78
33,6975,6975.0,2,2326,26.0,12.531537532806396,107904.79331199994,176.67
34,7500,7492.0,2,2462,26.0,13.491379499435425,124119.74387000002,224.55
35,7950,7948.0,2,2575,26.0,14.310731410980225,139112.93557499992,226.77
36,8475,8473.0,2,2706,32.0,15.295738697052002,158319.56571700002,212.63
37,9000,8999.0,2,2843,32.0,16.32940101623535,180490.65110300007,218.71
38,9450,9436.0,2,2966,32.0,17.31238555908203,202529.45826800013,231.61
39,9975,9965.0,2,3081,33.0,18.47075057029724,225135.6918340002,241.88
40,450,448.0,3,209,7.0,0.8855462074279785,93.35918800000002,54.5
41,975,975.0,3,425,16.0,2.047974109649658,1230.3151319999993,71.22
42,1500,1499.0,3,653,16.0,3.1856472492218018,3807.8315690000004,152.21
43,1950,1949.0,3,832,16.0,4.137080907821655,7879.615459999995,85.73
44,2475,2475.0,3,1026,16.0,5.250099420547485,13638.813509999987,93.81
45,3000,2999.0,3,1220,16.0,6.356017112731934,20875.722569,110.23
46,3450,3446.0,3,1378,16.0,7.318190097808838,28126.840990000008,113.01
47,3975,3969.0,3,1531,34.0,8.41055703163147,36494.11052699999,122.9
48,4500,4499.0,3,1688,34.0,9.526660680770874,46588.68215699998,107.99
49,4950,4950.0,3,1835,34.0,10.478584051132202,57283.18730599998,121.95
50,5475,5470.0,3,1986,34.0,11.626634359359741,69690.13485599998,123.42
51,6000,6000.0,3,2144,34.0,12.73011326789856,84204.84241000007,133.89
52,6450,6449.0,3,2265,34.0,13.662926197052002,96503.08528800009,132.73
53,6975,6975.0,3,2432,34.0,14.756733417510986,115156.07693400006,134.52
54,7500,7499.0,3,2585,34.0,15.888168573379517,133858.13500899993,146.39
55,7950,7950.0,3,2713,34.0,16.858624696731567,150917.19199499983,150.04
56,8475,8475.0,3,2851,34.0,17.96768069267273,170860.43183199974,170.9
57,9000,8983.0,3,2990,34.0,19.073347091674805,192741.1072809997,175.67
58,9450,9436.0,3,3103,34.0,20.021287441253662,212004.16682499961,202.54
59,9975,9974.0,3,3256,34.0,21.157296180725098,240373.10397499969,209.62
60,450,450.0,4,204,7.0,0.8883395195007324,92.74133900000001,30.73
61,975,975.0,4,433,8.0,1.996638298034668,924.2890839999999,95.28
62,1500,1499.0,4,657,10.0,3.111299514770508,3442.607364000001,105.45
63,1950,1950.0,4,838,17.0,4.096839427947998,6981.250555999997,128.42
64,2475,2475.0,4,1041,17.0,5.274635076522827,12948.132879999977,113.03
65,3000,3000.0,4,1201,20.0,6.402722597122192,19078.801811999972,112.93
66,3450,3450.0,4,1344,20.0,7.375437498092651,25810.457426999983,115.08
67,3975,3974.0,4,1497,22.0,8.619374752044678,34523.314338999975,111.49
68,4500,4500.0,4,1658,22.0,9.768448114395142,45198.69081800005,111.0
69,4950,4949.0,4,1814,22.0,10.72351360321045,56882.50466700006,131.99
70,5475,5470.0,4,1981,23.0,11.892293691635132,71071.49694200009,121.23
71,6000,5998.0,4,2143,27.0,13.064179182052612,86365.58504000006,130.43
72,6450,6442.0,4,2250,27.0,14.069121837615967,97539.96815800006,117.86
73,6975,6966.0,4,2395,27.0,15.182815551757812,113992.93834800011,153.83
74,7500,7499.0,4,2551,27.0,16.357394218444824,133507.11862800023,167.5
75,7950,7950.0,4,2656,27.0,17.323485612869263,147960.39850000024,166.58
76,8475,8474.0,4,2789,27.0,18.490500450134277,167914.01485200043,156.43
77,9000,8994.0,4,2928,27.0,19.596846342086792,190410.58702700035,178.34
78,9450,9429.0,4,3065,27.0,20.555041790008545,214388.9351890003,182.59
79,9975,9969.0,4,3187,28.0,21.706145763397217,237387.27476600037,177.77
80,450,450.0,5,197,10.0,0.8840494155883789,88.594443,51.81
81,975,974.0,5,428,10.0,2.0286622047424316,1265.4475519999992,246.1
82,1500,1499.0,5,644,14.0,3.186879873275757,6242.222074,64.65
83,1950,1949.0,5,837,14.0,4.20103645324707,11752.328011000005,140.52
84,2475,2475.0,5,1030,14.0,5.3733367919921875,19324.514131000018,123.14
85,3000,2999.0,5,1201,18.0,6.499218940734863,27651.01499200002,125.18
86,3450,3447.0,5,1366,20.0,7.489001035690308,37325.53599600002,127.9
87,3975,3975.0,5,1547,20.0,8.649590015411377,49809.57641800005,126.32
88,4500,4500.0,5,1707,28.0,9.794126272201538,62432.767636,136.65
89,4950,4948.0,5,1832,28.0,10.792616367340088,73597.75562400007,148.27
90,5475,5466.0,5,1974,28.0,11.907772302627563,87868.60635100004,160.55
91,6000,5999.0,5,2123,28.0,13.041669845581055,104649.70436000005,151.3
92,6450,6442.0,5,2228,28.0,14.033122777938843,117673.38991900007,157.92
93,6975,6974.0,5,2381,28.0,15.16139531135559,138466.44817799993,155.62
94,7500,7496.0,5,2539,30.0,16.27979564666748,161786.33270199996,157.37
95,7950,7947.0,5,2660,30.0,17.26576542854309,181084.16957600007,148.74
96,8475,8470.0,5,2782,32.0,18.40281581878662,201905.5949020002,156.05
97,9000,8984.0,5,2938,32.0,19.541308403015137,230365.2910820001,169.07
98,9450,9450.0,5,3052,34.0,20.559842348098755,252603.97275500014,161.54
99,9975,9974.0,5,3189,34.0,21.713038682937622,280991.6959020001,175.9
100,450,450.0,6,202,6.0,0.9444377422332764,97.03518300000005,9.33
101,975,975.0,6,433,8.0,2.0921924114227295,615.1148339999999,152.8
102,1500,1497.0,6,649,10.0,3.2678961753845215,3615.6878179999985,146.55
103,1950,1949.0,6,837,10.0,4.282692909240723,8322.224584999998,109.42
104,2475,2475.0,6,1031,18.0,5.402919292449951,14856.591564999995,93.21
105,3000,2999.0,6,1203,18.0,6.572755575180054,21948.513965000006,108.37
106,3450,3450.0,6,1353,18.0,7.593078136444092,29404.468180000018,111.85
107,3975,3975.0,6,1511,23.0,8.778313398361206,38652.64375500002,117.49
108,4500,4489.0,6,1703,24.0,9.946873426437378,51679.69460600003,115.58
109,4950,4949.0,6,1827,26.0,10.945974588394165,61206.56876899999,142.48
110,5475,5465.0,6,1969,26.0,12.097602367401123,73654.13259199995,120.07
111,6000,5993.0,6,2138,26.0,13.294040441513062,90082.28411799992,149.91
112,6450,6449.0,6,2272,26.0,14.315832138061523,104626.3026399999,153.19
113,6975,6974.0,6,2409,26.0,15.499396085739136,121081.51614999986,160.23
114,7500,7499.0,6,2544,26.0,16.686618089675903,138963.9698439999,171.87
115,7950,7945.0,6,2672,26.0,17.698829650878906,157554.83773600004,166.05
116,8475,8469.0,6,2810,26.0,18.848551034927368,179315.60176600024,168.43
117,9000,8985.0,6,2950,26.0,19.99912405014038,203167.48342900016,184.03
118,9450,9450.0,6,3070,28.0,21.02109122276306,225260.3572200002,184.0
119,9975,9975.0,6,3222,28.0,22.216211080551147,255328.37359700035,180.03
120,450,449.0,7,209,5.0,0.9126095771789551,97.881124,91.54
121,975,974.0,7,435,10.0,2.092074155807495,1897.185173999999,122.67
122,1500,1498.0,7,653,10.0,3.2762181758880615,5721.595412000001,70.71
123,1950,1949.0,7,818,14.0,4.268486738204956,9581.660383000006,101.46
124,2475,2474.0,7,1019,18.0,5.395091772079468,15872.364258999996,103.1
125,3000,3000.0,7,1213,18.0,6.5344557762146,23555.093275,102.66
126,3450,3449.0,7,1363,28.0,7.503462076187134,30701.699815000007,87.68
127,3975,3968.0,7,1524,28.0,8.69520616531372,39522.89666300003,118.92
128,4500,4500.0,7,1684,28.0,9.827432870864868,49775.07908400004,128.68
129,4950,4949.0,7,1820,28.0,10.799031734466553,59827.791338000025,135.24
130,5475,5465.0,7,1972,28.0,11.96189260482788,72629.66727200005,131.87
131,6000,6000.0,7,2137,28.0,13.090595960617065,88216.65560000009,129.45
132,6450,6450.0,7,2272,28.0,14.111768960952759,102315.10548400009,142.99
133,6975,6974.0,7,2411,28.0,15.247079133987427,118355.85261300007,154.55
134,7500,7499.0,7,2538,28.0,16.456535816192627,134544.0525680001,160.54
135,7950,7938.0,7,2663,34.0,17.63658356666565,152207.228767,161.79
136,8475,8475.0,7,2798,34.0,19.20545530319214,173197.04273900017,190.75
137,9000,8999.0,7,2939,34.0,20.396613836288452,197519.88912000015,203.97
138,9450,9449.0,7,3064,36.0,21.416186094284058,221001.03257400007,204.12
139,9975,9957.0,7,3203,36.0,22.583495616912842,249208.81288399998,225.82
140,450,449.0,8,203,7.0,0.9316484928131104,96.19887999999999,59.22
141,975,970.0,8,433,8.0,2.0844690799713135,1376.2496119999998,60.05
142,1500,1496.0,8,654,8.0,3.248638391494751,3797.965775999997,62.39
143,1950,1949.0,8,834,17.0,4.2195799350738525,6728.218713,141.18
144,2475,2475.0,8,1035,17.0,5.390453100204468,12171.815214000006,100.71
145,3000,2999.0,8,1203,17.0,6.485335826873779,18095.106006000013,87.13
146,3450,3449.0,8,1356,17.0,7.473657131195068,24554.18488900001,86.81
147,3975,3973.0,8,1521,22.0,8.641261339187622,32685.58893500002,122.67
148,4500,4500.0,8,1711,22.0,9.758848190307617,43876.28376700006,122.74
149,4950,4950.0,8,1837,26.0,10.774964809417725,52487.0321920001,123.21
150,5475,5470.0,8,2003,26.0,11.920012950897217,65439.02520100012,136.87
151,6000,5995.0,8,2139,26.0,13.067726612091064,77482.3720060001,140.37
152,6450,6447.0,8,2266,26.0,14.077739953994751,90094.49199300009,133.15
153,6975,6975.0,8,2400,26.0,15.256786823272705,104778.34610400004,151.91
154,7500,7499.0,8,2558,26.0,16.392813205718994,123913.61443300001,152.8
155,7950,7950.0,8,2665,32.0,17.34033203125,138102.86590500013,170.51
156,8475,8475.0,8,2804,32.0,18.472580671310425,158291.05802200013,180.13
157,9000,9000.0,8,2942,32.0,19.64888644218445,180191.21211400005,210.55
158,9450,9449.0,8,3059,32.0,20.627962589263916,200614.33349500006,218.11
159,9975,9975.0,8,3215,32.0,21.71565008163452,230343.41278500005,205.13
160,450,450.0,9,204,8.0,0.9244003295898438,94.90690399999998,17.58
161,975,974.0,9,448,8.0,2.0776939392089844,771.3077610000001,58.92
162,1500,1499.0,9,694,8.0,3.2617104053497314,2735.795889000001,37.61
163,1950,1949.0,9,903,8.0,4.219000577926636,5166.829456,9.3
164,2475,2475.0,9,1139,8.0,5.34169602394104,8311.265398000005,69.91
165,3000,3000.0,9,1367,10.0,6.482015609741211,12697.363158,37.78
166,3450,3449.0,9,1549,12.0,7.5864317417144775,16946.366475,70.04
167,3975,3975.0,9,1753,12.0,8.783396244049072,23041.70705200002,81.7
168,4500,4500.0,9,1929,17.0,9.989103555679321,29548.939489000022,157.37
169,4950,4947.0,9,2071,22.0,10.977251052856445,36473.548566999976,143.38
170,5475,5475.0,9,2244,22.0,12.109779357910156,46789.050504999956,147.57
171,6000,5999.0,9,2392,22.0,13.255470037460327,57263.685376999936,135.61
172,6450,6450.0,9,2533,22.0,14.25166940689087,68814.80349999998,141.28
173,6975,6974.0,9,2691,22.0,15.369736671447754,83468.98083299989,179.19
174,7500,7494.0,9,2845,24.0,16.489282369613647,99822.12772399986,189.3
175,7950,7944.0,9,2948,36.0,17.481611251831055,112222.97462299991,180.03
176,8475,8471.0,9,3091,36.0,18.595000982284546,131354.73769399995,167.76
177,9000,8999.0,9,3242,36.0,19.71818208694458,153469.6897159999,198.27
178,9450,9450.0,9,3381,36.0,20.683382511138916,175864.2510119998,187.22
179,9975,9975.0,9,3555,36.0,21.812947750091553,206328.83009499975,221.01
180,450,450.0,10,211,5.0,0.9126968383789062,98.26688800000001,41.55
181,975,975.0,10,449,6.0,2.032280445098877,1138.7802720000002,44.08
182,1500,1500.0,10,671,12.0,3.171868324279785,3020.6889820000006,64.09
183,1950,1950.0,10,849,16.0,4.143295526504517,5499.393194999999,87.36
184,2475,2475.0,10,1057,17.0,5.264961242675781,9862.623913999993,123.58
185,3000,3000.0,10,1249,17.0,6.379262208938599,15743.330058999994,125.58
186,3450,3450.0,10,1410,17.0,7.340541839599609,22213.68690299996,101.77
187,3975,3971.0,10,1572,17.0,8.518551111221313,30029.230917999965,102.22
188,4500,4499.0,10,1740,22.0,9.700303554534912,39497.39520399998,121.48
189,4950,4949.0,10,1882,22.0,10.701724767684937,48838.37090899998,119.03
190,5475,5475.0,10,2017,24.0,11.885544538497925,58952.92834799997,127.39
191,6000,6000.0,10,2183,24.0,13.030282974243164,73020.06140899996,128.66
192,6450,6440.0,10,2305,25.0,13.990078687667847,84565.97078399993,123.35
193,6975,6975.0,10,2448,25.0,15.108751773834229,99452.97793699995,125.53
194,7500,7499.0,10,2610,25.0,16.29053020477295,117910.23840999998,159.95
195,7950,7943.0,10,2728,31.0,17.26102089881897,132751.5277679999,159.98
196,8475,8471.0,10,2867,31.0,18.382246494293213,151900.7748000001,160.91
197,9000,8998.0,10,3031,31.0,19.510157823562622,176501.16889299994,170.0
198,9450,9448.0,10,3151,31.0,20.485557079315186,196012.27209599988,180.54
