,steps,info_steps,seed,n_eval,max_step_per_eval,time,info_time,mean_reward
0,500,494.0,1,111,13.0,1.077552080154419,60.62546599999999,62.77
1,1000,993.0,1,198,19.0,1.976362943649292,619.6506839999998,168.49
2,1500,1486.0,1,273,21.0,2.876859188079834,2048.605762,68.82
3,2000,1997.0,1,331,23.0,3.7514936923980713,3489.1876259999995,212.2
4,2500,2493.0,1,383,25.0,4.665407419204712,5587.985571,272.79
5,3000,2981.0,1,423,32.0,5.616619110107422,8038.928419999999,317.23
6,3500,3495.0,1,458,49.0,6.529189348220825,10988.618084,339.18
7,4000,3970.0,1,487,49.0,7.427538156509399,14146.480324999999,411.11
8,4500,4497.0,1,518,57.0,8.330466985702515,18438.696580999997,399.71
9,5000,4976.0,1,540,63.0,9.200726985931396,22126.892352000006,435.23
10,5500,5477.0,1,571,63.0,10.129917621612549,28287.78726800001,412.19
11,6000,5989.0,1,593,63.0,10.998460054397583,33309.85670300002,388.18
12,6500,6445.0,1,612,63.0,11.96848750114441,38184.74845600003,457.54
13,7000,6993.0,1,626,81.0,12.908081769943237,42247.19169300002,441.12
14,7500,7476.0,1,641,81.0,13.779533624649048,47094.454768000025,459.46
15,8000,7989.0,1,653,100.0,14.67749834060669,51366.727574000026,469.92
16,8500,8478.0,1,663,100.0,15.62516975402832,55260.833575000026,487.43
17,9000,8978.0,1,677,100.0,16.63312292098999,61201.583742000024,494.38
18,9500,9493.0,1,694,100.0,17.504467725753784,69012.00832100002,469.19
19,10000,9969.0,1,707,100.0,18.383420705795288,75432.66047600002,468.35
20,500,498.0,2,120,9.0,0.8183188438415527,47.11081899999999,126.96
21,1000,997.0,2,210,15.0,1.6991777420043945,953.5786630000001,207.71
22,1500,1498.0,2,283,19.0,2.612382411956787,2802.2049980000006,211.61
23,2000,1997.0,2,336,31.0,3.5296754837036133,4970.704142000002,193.39
24,2500,2485.0,2,377,31.0,4.477511644363403,7231.572094000004,199.92
25,3000,2994.0,2,419,35.0,5.473079204559326,10166.707950000004,264.57
26,3500,3496.0,2,454,36.0,6.394460201263428,13288.292921999995,336.97
27,4000,3967.0,2,486,36.0,7.358113765716553,16915.589668999997,381.13
28,4500,4497.0,2,513,41.0,8.26091980934143,20707.731864999998,414.18
29,5000,4987.0,2,544,41.0,9.23302936553955,26010.228651999998,361.32
30,5500,5480.0,2,565,50.0,10.159969806671143,30145.157977999996,420.85
31,6000,5997.0,2,587,54.0,11.133341312408447,35140.991535999994,433.2
32,6500,6487.0,2,606,54.0,12.01909589767456,40042.59227700001,448.83
33,7000,6964.0,2,623,54.0,12.97671127319336,44968.64653800002,442.21
34,7500,7499.0,2,632,100.0,13.970165967941284,47859.81969400002,494.97
35,8000,7979.0,2,645,100.0,14.932071685791016,52490.49394900001,497.86
36,8500,8494.0,2,662,100.0,15.817031145095825,59158.31408700001,499.93
37,9000,8980.0,2,674,100.0,16.74075937271118,64291.340571000015,500.0
38,9500,9469.0,2,685,100.0,17.7155544757843,69389.426448,500.0
39,10000,9988.0,2,697,100.0,18.59404230117798,75373.44335899998,500.0
40,500,498.0,3,99,18.0,1.255528450012207,64.633649,107.26
41,1000,998.0,3,182,18.0,2.1399378776550293,913.6132870000001,83.66
42,1500,1498.0,3,258,19.0,3.0449414253234863,2203.6839210000003,70.84
43,2000,1984.0,3,312,27.0,4.053533554077148,3436.7150170000004,114.43
44,2500,2496.0,3,360,33.0,5.063007354736328,4966.937513000002,155.9
45,3000,2995.0,3,395,38.0,6.020777940750122,6485.693364000003,144.75
46,3500,3492.0,3,432,61.0,6.948145866394043,8493.382504000001,164.18
47,4000,3970.0,3,470,61.0,7.873406648635864,11033.628381000002,151.02
48,4500,4483.0,3,501,61.0,8.7696852684021,13465.646647999998,140.56
49,5000,4993.0,3,531,61.0,9.644304752349854,16142.235253999996,168.06
50,5500,5495.0,3,558,61.0,10.517569065093994,18889.27675,161.51
51,6000,5989.0,3,589,61.0,11.430149793624878,22420.824007000003,175.72
52,6500,6499.0,3,618,61.0,12.330775737762451,26102.282740000006,235.46
53,7000,6989.0,3,641,61.0,13.23574423789978,29419.59824200001,345.18
54,7500,7485.0,3,664,61.0,14.11559247970581,33307.776115,302.04
55,8000,7961.0,3,679,61.0,15.036176681518555,36170.246865,412.92
56,8500,8480.0,3,694,88.0,15.948382139205933,39475.649169000004,440.15
57,9000,8979.0,3,709,88.0,16.877299308776855,43249.553766,468.88
58,9500,9429.0,3,717,100.0,17.77481746673584,45535.01403,500.0
59,10000,9995.0,3,727,100.0,18.708353281021118,48768.464349,500.0
60,500,490.0,4,105,13.0,0.8177955150604248,41.640656000000014,104.11
61,1000,997.0,4,182,17.0,1.718982458114624,703.1111410000002,196.17
62,1500,1485.0,4,251,23.0,2.624142646789551,2295.1348970000013,149.49
63,2000,1989.0,4,302,29.0,3.5279200077056885,4047.956763000001,173.59
