,accuracy,seed,n_gen,score,elapsed_time
0,0.3,2,0,0.4415398480608566,28.832942724227905
1,0.3,2,1,0.458635550679251,56.36786341667175
2,0.3,2,2,0.458635550679251,88.33795022964478
3,0.3,2,3,0.4628173651377177,126.86972522735596
4,0.3,2,4,0.4845842642598774,160.25108790397644
5,0.3,2,5,0.4968758813960458,194.35043454170227
6,0.3,2,6,0.5050411146027703,236.6942765712738
7,0.3,2,7,0.5067326127280295,272.77507281303406
8,0.3,2,8,0.5086095290833801,308.97331714630127
9,0.3,2,9,0.5086095290833801,346.5987994670868
10,0.3,2,10,0.5086095290833801,381.6321301460266
11,0.3,2,11,0.5086095290833801,423.8040156364441
12,0.3,2,12,0.5086095290833801,465.5289199352264
13,0.3,2,13,0.5086095290833801,500.5687143802643
14,0.3,2,14,0.5086095290833801,533.5168051719666
15,0.3,2,15,0.5079552290919741,567.6924214363098
16,0.3,2,16,0.5079552290919741,597.790910243988
17,0.3,2,17,0.5133684713552575,632.0146000385284
18,0.3,2,18,0.5133684713552575,664.565952539444
19,0.3,2,19,0.5133684713552575,692.5252530574799
20,0.3,2,20,0.5133684713552575,722.5206589698792
21,0.3,2,21,0.5205040910491244,752.5113520622253
22,0.3,2,22,0.5205040910491244,783.3133578300476
23,0.3,2,23,0.5205040910491244,812.4914932250977
24,0.3,2,24,0.5205040910491244,843.3268003463745
25,0.3,2,25,0.5205040910491244,876.1680047512054
26,0.3,2,26,0.5205040910491244,910.5433304309844
27,0.3,2,27,0.5205040910491244,944.0140652656556
28,0.3,2,28,0.5205040910491244,979.1000604629515
29,0.3,2,29,0.5205040910491244,1014.7382569313048
30,0.3,2,30,0.5205040910491244,1047.5180485248566
31,0.3,2,31,0.5205040910491244,1085.1641612052915
32,0.3,2,32,0.5205040910491244,1117.1085925102234
33,0.3,2,33,0.5205040910491244,1147.6134808063507
34,0.3,2,34,0.5205040910491244,1183.0631392002106
35,0.3,2,35,0.5231902237901187,1221.2535247802734
36,0.3,2,36,0.5231902237901187,1260.063204050064
37,0.3,2,37,0.5211768131243476,1305.9240143299105
38,0.3,2,38,0.5252276414758725,1350.091231584549
39,0.3,2,39,0.5252276414758725,1392.4791841506958
40,0.3,2,40,0.5227835301643327,1438.7043011188507
41,0.3,2,41,0.5227835301643327,1483.9759545326233
42,0.3,2,42,0.5274028143667974,1533.8960509300232
43,0.3,2,43,0.5274028143667974,1589.033481836319
44,0.3,2,44,0.5274028143667974,1652.6796865463257
45,0.3,2,45,0.5264634665803356,1722.7292091846466
46,0.3,2,46,0.5264634665803356,1786.329549074173
47,0.3,2,47,0.5264634665803356,1850.6758663654327
48,0.3,2,48,0.5264634665803356,1913.2033016681671
49,0.3,2,49,0.5264634665803356,1973.512373209
50,0.3,2,50,0.5264634665803356,2030.1119544506075
51,0.3,2,51,0.5264634665803356,2087.7136492729187
52,0.3,2,52,0.5264634665803356,2147.4861965179443
53,0.3,2,53,0.5264634665803356,2210.102023601532
54,0.3,2,54,0.5264634665803356,2272.283596277237
55,0.3,2,55,0.5264634665803356,2342.1341292858124
56,0.3,2,56,0.5264634665803356,2414.08193564415
57,0.3,2,57,0.5264634665803356,2484.144706487656
58,0.3,2,58,0.5264634665803356,2554.853090524673
59,0.3,2,59,0.5264634665803356,2619.6187167167664
60,0.3,2,60,0.5264634665803356,2690.206258773804
61,0.3,2,61,0.5264634665803356,2758.010097026825
62,0.3,2,62,0.5264634665803356,2824.676241874695
63,0.3,2,63,0.5264634665803356,2893.529493570328
64,0.3,2,64,0.5264634665803356,2959.515406847
65,0.3,2,65,0.5264634665803356,3024.863264322281
66,0.3,2,66,0.5264634665803356,3092.0774586200714
67,0.3,2,67,0.5264634665803356,3164.745390892029
68,0.3,2,68,0.5264634665803356,3229.6591329574585
69,0.3,2,69,0.5264634665803356,3296.345810651779
70,0.3,2,70,0.5264634665803356,3364.4972383975983
71,0.3,2,71,0.5264634665803356,3433.6589851379395
72,0.3,2,72,0.5264634665803356,3504.021926879883
73,0.3,2,73,0.5264634665803356,3573.7578032016754
74,0.3,2,74,0.5264634665803356,3642.819321632385
75,0.3,3,0,0.4333940330984588,37.40745401382446
76,0.3,3,1,0.4333940330984588,83.14759159088135
77,0.3,3,2,0.457550732866172,129.94607949256897
78,0.3,3,3,0.4941426764532641,167.01715874671936
79,0.3,3,4,0.4941426764532641,206.61879014968872
80,0.3,3,5,0.4941426764532641,242.66933393478396
81,0.3,3,6,0.5046194100771151,271.7419605255127
82,0.3,3,7,0.5046194100771151,303.46583247184753
83,0.3,3,8,0.5102629214525755,336.2205755710602
84,0.3,3,9,0.5102629214525755,366.45616245269775
85,0.3,3,10,0.5102629214525755,397.48992896080017
86,0.3,3,11,0.5124359048732255,423.64837169647217
87,0.3,3,12,0.5124359048732255,448.4156279563904
88,0.3,3,13,0.5124359048732255,469.74585723876953
89,0.3,3,14,0.5124359048732255,493.48534989357
90,0.3,3,15,0.5124359048732255,514.1949532032013
91,0.3,3,16,0.5124359048732255,533.3369424343109
92,0.3,3,17,0.5117136582000937,552.3101167678833
93,0.3,3,18,0.5203670936449385,571.5905215740204
94,0.3,3,19,0.5203670936449385,593.6072800159454
95,0.3,3,20,0.5203670936449385,614.6268951892853
96,0.3,3,21,0.5203670936449385,635.782844543457
97,0.3,3,22,0.5203670936449385,657.8134217262268
98,0.3,3,23,0.5203670936449385,678.6674981117249
99,0.3,3,24,0.521949337078619,699.6372661590576
100,0.3,3,25,0.521949337078619,724.6821367740631
101,0.3,3,26,0.521949337078619,749.2203125953674
102,0.3,3,27,0.521949337078619,775.7416777610779
103,0.3,3,28,0.5239284665423872,807.993458032608
104,0.3,3,29,0.5257284292910529,839.898414850235
105,0.3,3,30,0.5257284292910529,872.122843503952
106,0.3,3,31,0.5257284292910529,908.9218020439148
107,0.3,3,32,0.5257284292910529,943.6744916439056
108,0.3,3,33,0.5257284292910529,977.621745109558
109,0.3,3,34,0.5257284292910529,1009.1825797557832
110,0.3,3,35,0.5257284292910529,1041.03533244133
111,0.3,3,36,0.5257284292910529,1075.6945836544037
112,0.3,3,37,0.5257284292910529,1110.4093134403229
113,0.3,3,38,0.5257284292910529,1142.679228067398
114,0.3,3,39,0.5257284292910529,1174.8586122989657
115,0.3,3,40,0.5257284292910529,1207.8821513652802
116,0.3,3,41,0.5257284292910529,1242.8968076705933
117,0.3,3,42,0.5257458762960735,1276.9318590164185
118,0.3,3,43,0.5257458762960735,1311.0633800029757
119,0.3,3,44,0.5257458762960735,1344.876314163208
120,0.3,3,45,0.5257458762960735,1381.105615377426
121,0.3,3,46,0.5257458762960735,1415.731300115585
122,0.3,3,47,0.5257458762960735,1451.7071957588196
123,0.3,3,48,0.5257458762960735,1491.013516664505
124,0.3,3,49,0.5257458762960735,1525.013914346695
125,0.3,3,50,0.5257458762960735,1562.5079317092896
126,0.3,3,51,0.525621321589836,1599.7631413936615
127,0.3,3,52,0.525621321589836,1635.3651278018951
128,0.3,3,53,0.525621321589836,1670.6853666305542
129,0.3,3,54,0.525621321589836,1705.8564357757568
130,0.3,3,55,0.525621321589836,1742.0596594810486
131,0.3,3,56,0.525621321589836,1777.0680346488953
132,0.3,3,57,0.5256385718116237,1812.0443880558012
133,0.3,3,58,0.5255928979336288,1847.8361043930051
134,0.3,3,59,0.5255928979336288,1882.053361415863
135,0.3,3,60,0.5255928979336288,1916.6700587272644
136,0.3,3,61,0.5255928979336288,1949.907369852066
137,0.3,3,62,0.5255928979336288,1984.207614183426
138,0.3,3,63,0.5255928979336288,2019.3727068901064
139,0.3,3,64,0.5255928979336288,2054.2709760665894
140,0.3,3,65,0.5255928979336288,2089.198457956314
141,0.3,3,66,0.5255928979336288,2123.004801273346
142,0.3,3,67,0.5255928979336288,2157.3634707927704
143,0.3,3,68,0.5255928979336288,2193.336225509644
144,0.3,3,69,0.5255928979336288,2227.9170598983765
145,0.3,3,70,0.5255928979336288,2261.995454311371
146,0.3,3,71,0.5256472707448632,2296.470479488373
147,0.3,3,72,0.5256472707448632,2331.738203763962
148,0.3,3,73,0.5256472707448632,2367.1268882751465
149,0.3,3,74,0.5256472707448632,2400.4907054901123
150,0.3,3,75,0.5256472707448632,2435.9563381671906
151,0.3,3,76,0.5256472707448632,2471.5545060634613
152,0.3,3,77,0.5256472707448632,2505.8703463077545
153,0.3,3,78,0.5256472707448632,2539.511378288269
154,0.3,3,79,0.5256472707448632,2574.099267721176
155,0.3,3,80,0.5256472707448632,2607.7852532863617
156,0.3,3,81,0.525396243456909,2642.6912376880646
157,0.3,3,82,0.525396243456909,2679.628084897995
158,0.3,3,83,0.5256789771370532,2713.085432529449
159,0.3,3,84,0.5256789771370532,2748.918496370316
160,0.3,3,85,0.5256789771370532,2783.691675901413
161,0.3,3,86,0.5256789771370532,2817.9190566539764
162,0.3,3,87,0.5254306625871165,2853.543787240982
163,0.3,3,88,0.5254306625871165,2886.9375455379486
164,0.3,3,89,0.5254306625871165,2920.6424038410187
