,accuracy,seed,n_gen,score,elapsed_time
0,0.7,2,0,0.4415398480608566,50.11087775230408
1,0.7,2,1,0.4415398480608566,102.58929204940796
2,0.7,2,2,0.4415398480608566,159.47770500183103
3,0.7,2,3,0.4484436409936992,212.1585202217102
4,0.7,2,4,0.4792867771389185,275.35098218917847
5,0.7,2,5,0.4925009299203799,337.555757522583
6,0.7,2,6,0.4925009299203799,396.1815207004547
7,0.7,2,7,0.4925009299203799,455.9419505596161
8,0.7,2,8,0.4925009299203799,515.8677144050598
9,0.7,2,9,0.4925009299203799,582.9662070274353
10,0.7,2,10,0.4925009299203799,645.9351460933685
11,0.7,2,11,0.5034025277512788,698.9389202594757
12,0.7,2,12,0.5034025277512788,742.775486946106
13,0.7,2,13,0.506107116365334,788.3458683490753
14,0.7,2,14,0.506107116365334,832.4718413352966
15,0.7,2,15,0.506107116365334,868.8663578033447
16,0.7,2,16,0.5094159943127551,909.9875700473784
17,0.7,2,17,0.5113896727098124,951.9815726280212
18,0.7,2,18,0.5113896727098124,997.016790151596
19,0.7,2,19,0.5113896727098124,1035.0641160011292
20,0.7,2,20,0.5113896727098124,1072.7513935565948
21,0.7,2,21,0.5113896727098124,1111.173796415329
22,0.7,2,22,0.5113896727098124,1150.779872894287
23,0.7,2,23,0.5113896727098124,1188.3654100894928
24,0.7,2,24,0.5113896727098124,1226.4105079174042
25,0.7,2,25,0.5113896727098124,1266.8172316551208
26,0.7,2,26,0.5113896727098124,1308.502602338791
27,0.7,2,27,0.5116169603691056,1350.772722005844
28,0.7,2,28,0.5139454432514693,1391.4923803806305
29,0.7,2,29,0.5139454432514693,1433.8123853206637
30,0.7,2,30,0.5160423837776393,1473.772980451584
31,0.7,2,31,0.5160423837776393,1513.5860283374786
32,0.7,2,32,0.5160423837776393,1555.3324694633484
33,0.7,2,33,0.5160423837776393,1595.2578217983246
34,0.7,2,34,0.5166832977166288,1633.488753080368
35,0.7,2,35,0.5163989798436088,1669.9135043621063
36,0.7,2,36,0.5163989798436088,1713.438457250595
37,0.7,2,37,0.5163989798436088,1752.8653256893158
38,0.7,2,38,0.5161279301015113,1789.514600276947
