,accuracy,seed,n_gen,score,elapsed_time
0,0.6,2,0,0.4415398480608566,38.28979110717773
1,0.6,2,1,0.4415398480608566,75.58467245101929
2,0.6,2,2,0.4515594466703299,115.27723360061646
3,0.6,2,3,0.4725980920385442,157.57567071914673
4,0.6,2,4,0.4864919531704507,201.9094831943512
5,0.6,2,5,0.4864919531704507,251.98862171173096
6,0.6,2,6,0.4900792874984278,295.2677140235901
7,0.6,2,7,0.5033559533536522,338.04358100891113
8,0.6,2,8,0.5033559533536522,382.4538013935089
9,0.6,2,9,0.511388784739392,421.060498714447
10,0.6,2,10,0.511388784739392,460.80900382995605
11,0.6,2,11,0.511388784739392,504.5093657970429
12,0.6,2,12,0.511388784739392,553.0123093128204
13,0.6,2,13,0.511388784739392,591.6638686656952
14,0.6,2,14,0.5222413156354567,625.0630424022675
15,0.6,2,15,0.5222413156354567,660.9967420101166
16,0.6,2,16,0.5222413156354567,695.1948041915894
17,0.6,2,17,0.5222413156354567,736.0295188426971
18,0.6,2,18,0.5222413156354567,770.6371314525604
19,0.6,2,19,0.5222413156354567,803.4471843242645
20,0.6,2,20,0.5222413156354567,835.5816371440887
21,0.6,2,21,0.5222413156354567,869.3702738285065
22,0.6,2,22,0.5222413156354567,907.7682111263276
23,0.6,2,23,0.5222413156354567,952.1550188064576
24,0.6,2,24,0.5222413156354567,997.2608208656312
25,0.6,2,25,0.5222413156354567,1050.5282425880432
26,0.6,2,26,0.5222413156354567,1094.3909664154053
27,0.6,2,27,0.5222413156354567,1130.172504901886
28,0.6,2,28,0.5233453188781686,1168.785576581955
29,0.6,2,29,0.5241301641796186,1211.3609383106232
30,0.6,2,30,0.5241301641796186,1251.2837448120115
31,0.6,2,31,0.5241301641796186,1296.0132253170011
32,0.6,2,32,0.5241301641796186,1340.747705221176
33,0.6,2,33,0.5241301641796186,1392.4081332683563
34,0.6,2,34,0.5241301641796186,1443.8252782821655
35,0.6,2,35,0.5241301641796186,1497.3663024902344
36,0.6,2,36,0.5255535652163514,1553.0626738071442
37,0.6,2,37,0.5255535652163514,1610.130349636078
38,0.6,2,38,0.5255535652163514,1663.220053434372
39,0.6,2,39,0.5264813719924394,1713.9789118766785
40,0.6,2,40,0.5264813719924394,1767.1808643341064
41,0.6,2,41,0.5264813719924394,1824.6549627780917
42,0.6,2,42,0.5264813719924394,1875.7416832447047
43,0.6,2,43,0.5264813719924394,1930.377766609192
44,0.6,2,44,0.5258944372614331,1983.9699585437772
45,0.6,2,45,0.5269462743477314,2038.9057097435
46,0.6,2,46,0.5269462743477314,2093.9363527297974
