,accuracy,seed,n_gen,score,elapsed_time
0,1.0,2,0,0.4415398480608566,56.247491121292114
1,1.0,2,1,0.4415398480608566,112.7548394203186
2,1.0,2,2,0.4515594466703299,169.75711059570312
3,1.0,2,3,0.4725980920385442,225.13612246513367
4,1.0,2,4,0.4864919531704507,289.1512906551361
5,1.0,2,5,0.4864919531704507,351.1138963699341
6,1.0,2,6,0.4989522646592326,410.8877365589142
7,1.0,2,7,0.508315165646721,469.1248331069946
8,1.0,2,8,0.5085510580125605,530.4783086776733
9,1.0,2,9,0.5085510580125605,588.1166081428528
10,1.0,2,10,0.5085510580125605,648.4390280246735
11,1.0,2,11,0.5141527839264949,702.5919218063354
12,1.0,2,12,0.5141527839264949,746.6016373634338
13,1.0,2,13,0.5152373302356831,792.369957447052
14,1.0,2,14,0.5152373302356831,840.715202331543
15,1.0,2,15,0.5152373302356831,885.9916994571686
16,1.0,2,16,0.5152373302356831,932.705145597458
17,1.0,2,17,0.5152373302356831,977.6050701141356
18,1.0,2,18,0.5152373302356831,1020.0123369693756
19,1.0,2,19,0.5152373302356831,1063.6277494430542
20,1.0,2,20,0.5155622378588631,1104.8726363182068
21,1.0,2,21,0.5172601955221159,1145.848691225052
22,1.0,2,22,0.5172601955221159,1188.141775846481
23,1.0,2,23,0.5172601955221159,1228.6386625766754
24,1.0,2,24,0.5172601955221159,1269.7000892162323
25,1.0,2,25,0.5172601955221159,1310.7296817302704
26,1.0,2,26,0.5172601955221159,1350.4991846084597
27,1.0,2,27,0.5172601955221159,1392.020828962326
28,1.0,2,28,0.5203061753341544,1434.457984209061
29,1.0,2,29,0.5203061753341544,1478.555202960968
30,1.0,2,30,0.5203061753341544,1520.8970284461975
31,1.0,2,31,0.5203061753341544,1561.5801117420197
32,1.0,2,32,0.5203061753341544,1605.5574684143066
33,1.0,2,33,0.5203061753341544,1649.2158761024475
34,1.0,2,34,0.5203061753341544,1691.2918434143066
35,1.0,2,35,0.5210444012962653,1734.8616909980774
36,1.0,2,36,0.521716081957643,1779.4871640205383
