,N,seed,n_eval,score,time
0,50,0,1,0.0,5.540683746337891
1,50,0,2,0.18355445922127142,9.458441734313965
2,50,0,3,0.0,16.112420558929443
3,50,0,4,0.0,21.553325653076172
4,50,0,5,0.17344580934909615,34.63274598121643
5,50,0,6,0.20717707871310748,44.12757611274719
6,50,0,7,0.48261360458330876,48.492279052734375
7,50,0,8,0.0,53.035932779312134
8,50,0,9,0.49689162034878626,63.594626665115356
9,50,0,10,0.3703759330556623,66.9750006198883
10,50,0,11,0.20661559168607777,74.52265977859497
11,50,0,12,0.10915996286258414,80.14475560188293
12,50,0,13,0.0,85.25435304641724
13,50,0,14,0.31869356942341204,98.11211800575256
14,50,0,15,0.2052259371856953,105.4568395614624
15,50,0,16,0.3685644638321686,115.10806775093079
16,50,0,17,0.47503642176235916,122.32632637023926
17,50,0,18,0.4056968429119106,129.5289831161499
18,50,0,19,0.3896202644444083,133.2441303730011
19,50,0,20,0.40814859296458583,138.74377727508545
20,50,0,21,0.36240145814924263,144.36688113212585
21,50,0,22,0.43203362180098515,153.52729630470276
22,50,0,23,0.5120964639258673,157.64061045646667
23,50,0,24,0.19781929195821707,164.24416041374207
24,50,0,25,0.4729559075776884,170.99544024467468
25,50,0,26,0.0,175.91951632499695
26,50,0,27,0.47475083867326734,185.0506649017334
27,50,0,28,0.43904176533164707,193.34070348739624
28,50,0,29,0.020060135617678155,200.93133330345154
29,50,0,30,0.0,206.6211335659027
30,50,0,31,0.38402776169639535,214.99459099769592
31,50,0,32,0.40786006274091313,220.13399815559387
32,50,0,33,0.0,227.62510800361633
33,50,0,34,0.3946723220101507,232.97749710083008
34,50,0,35,0.28294486331742985,240.00961065292358
35,50,0,36,0.4096402698502189,245.62189030647278
36,50,0,37,0.43247991552345244,256.1397807598114
37,50,0,38,0.17285704745789063,272.7766122817993
38,50,0,39,0.4189787851435782,278.7602274417877
39,50,0,40,0.27581124055155115,287.59995341300964
40,50,0,41,0.4541349922364599,293.54961824417114
41,50,0,42,0.21227461001359063,302.6163487434387
42,50,0,43,0.26015308074084753,314.7004203796387
43,50,0,44,0.3595375738648469,324.862167596817
44,50,0,45,0.31982211094553714,333.66426062583923
45,50,0,46,0.4096980099473624,343.1460828781128
46,50,0,47,0.3316523936518482,350.0651352405548
47,50,0,48,0.41321317303670974,356.1846272945404
48,50,0,49,0.2678196230754734,364.8308780193329
49,50,0,50,0.34974354417109194,371.2636730670929
50,50,0,51,0.5089220897800232,377.4461953639984
51,50,0,52,0.2485664289428669,384.27698135375977
52,50,0,53,0.5041842652471815,391.1449999809265
53,50,0,54,0.2780400058011868,398.44790983200073
54,50,0,55,0.43512669236108475,408.0344617366791
55,50,0,56,0.28627044539609303,413.657320022583
56,50,0,57,0.31083654167559155,424.0720465183258
57,50,0,58,0.4693502977919484,432.4790349006653
58,50,0,59,0.3777395356745093,438.4567914009094
59,50,0,60,0.4918843731053395,444.15904784202576
60,50,0,61,0.21331575711910797,450.1172890663147
61,50,0,62,0.2188919437464325,458.58893609046936
62,50,0,63,0.3451587416344077,462.7596821784973
63,50,0,64,0.3794063022650953,468.3036210536957
64,50,0,65,0.510239054238345,472.5189561843872
65,50,0,66,0.3720465819926816,483.85889625549316
66,50,0,67,0.0,491.47128415107727
67,50,0,68,0.35122210818451144,499.6847584247589
68,50,0,69,0.4354643177465233,503.9182810783386
69,50,0,70,0.43967519081460665,508.300185918808
70,50,0,71,0.46362741240477146,512.8554320335388
71,50,0,72,0.5119175966938292,519.0363113880157
72,50,0,73,0.327517003576147,527.4438500404358
73,50,0,74,0.0,535.0425398349762
74,50,0,75,0.0,540.2383146286011
75,50,0,76,0.4049999190721966,544.3099856376648
76,50,0,77,0.5197690526602782,550.1586587429047
77,50,0,78,0.3923844535349365,554.3914704322815
78,50,0,79,0.0,560.285352230072
79,50,0,80,0.3882449133053071,566.1723856925964
80,50,1,1,0.0,6.806126356124878
81,50,1,2,0.37197888269296364,11.974530696868896
82,50,1,3,0.0,17.200271606445312
83,50,1,4,0.0,22.371294260025024
84,50,1,5,0.34571678716630094,27.793519496917725
85,50,1,6,0.0,33.445565700531006
86,50,1,7,0.0,38.88820433616638
87,50,1,8,0.0,43.4352593421936
88,50,1,9,0.36895216429876143,51.22823667526245
89,50,1,10,0.36666075814649124,54.61092257499695
90,50,1,11,0.19878098276312559,57.91601228713989
91,50,1,12,0.3664886218569046,61.04696297645569
92,50,1,13,0.3807667735240737,66.03014135360718
93,50,1,14,0.0,70.07492208480835
94,50,1,15,0.1994599886215957,76.97329998016357
95,50,1,16,0.20144614675794345,80.4635603427887
96,50,1,17,0.363343081974522,85.47329306602478
97,50,1,18,0.0,91.5099630355835
98,50,1,19,0.3699903798125869,95.31658959388733
99,50,1,20,0.4880264373418442,98.50043034553528
100,50,1,21,0.0,104.52620244026184
101,50,1,22,0.35680357477452795,111.76008462905884
102,50,1,23,0.3801832835662901,114.96111345291138
103,50,1,24,0.19227134580017574,119.50375556945801
104,50,1,25,0.19969518509186843,124.32559013366699
105,50,1,26,0.38376444532732934,128.89053440093994
106,50,1,27,0.39671865561422054,134.14746284484863
107,50,1,28,0.4671017864511102,139.35024189949036
108,50,1,29,0.0,144.93368101119995
109,50,1,30,0.38377461881278135,148.58957529067993
110,50,1,31,0.0,152.38049602508545
111,50,1,32,0.20182004004986281,155.65431809425354
112,50,1,33,0.43522283445331267,161.38925647735596
113,50,1,34,0.4624354808941188,171.25634694099426
114,50,1,35,0.0,177.5916450023651
115,50,1,36,0.20398481846975497,185.41859936714172
116,50,1,37,0.19001815779866577,190.1544713973999
117,50,1,38,0.20188407254770152,196.24888110160828
118,50,1,39,0.4514408059674285,202.37536430358887
119,50,1,40,0.0,208.83490467071533
120,50,1,41,0.4992679248747793,211.84380102157593
121,50,1,42,0.0,218.6238420009613
122,50,1,43,0.38515286593470416,226.10680198669434
123,50,1,44,0.37660596048019335,231.26250076293945
124,50,1,45,0.44462611762659715,236.38902139663696
125,50,1,46,0.3602758582296138,241.4284372329712
126,50,1,47,0.20108024821375103,244.88260197639465
127,50,1,48,0.0,249.59937953948975
128,50,1,49,0.23414602196375783,258.8230323791504
129,50,1,50,0.3735098124481805,264.9844596385956
130,50,1,51,0.3529041417243061,269.6277027130127
131,50,1,52,0.478252580231571,273.4409556388855
132,50,1,53,0.2769602339266692,282.4260003566742
133,50,1,54,0.0,288.6096622943878
134,50,1,55,0.01593998062398907,294.54507207870483
135,50,1,56,0.4100765187412859,300.1369743347168
136,50,1,57,0.2040860918066848,304.70310401916504
137,50,1,58,0.46827059789074504,309.0637617111206
138,50,1,59,0.47491403075728456,312.417044878006
139,50,1,60,0.3716852955162908,315.806289434433
140,50,1,61,0.3541875186576423,322.5438075065613
141,50,1,62,0.019779370357036582,328.2678773403168
142,50,1,63,0.48222994336921615,331.5387296676636
143,50,1,64,0.5044828152211744,335.20821237564087
144,50,1,65,0.19803064635499534,338.86756801605225
145,50,1,66,0.016703220258307106,342.483193397522
146,50,1,67,0.49615323320707594,346.87203097343445
147,50,1,68,0.4946498135149133,350.45275378227234
148,50,1,69,0.38018031606717967,353.7478482723236
149,50,1,70,0.4433240036335761,358.57186675071716
150,50,1,71,0.01671904368032712,363.623300075531
151,50,1,72,0.4926134994416799,366.82818722724915
152,50,1,73,0.4746239365828214,372.25590229034424
153,50,1,74,0.3589354184125174,378.82018780708313
154,50,1,75,0.4223310690169027,383.9078667163849
155,50,1,76,0.2091675478968789,388.4007213115692
156,50,1,77,0.02099321648274125,392.7181673049927
157,50,1,78,0.4825139838947041,397.8151969909668
158,50,1,79,0.481804401692133,402.42277002334595
159,50,1,80,0.41965751037751464,411.42633032798767
160,50,1,81,0.47808773360188944,415.22318744659424
161,50,1,82,0.19722934004805473,418.64956283569336
162,50,1,83,0.38844136084858144,422.2804296016693
163,50,1,84,0.3923191542427878,425.7968330383301
164,50,1,85,0.19948937664657515,429.5414741039276
165,50,1,86,0.4913540591288781,432.9655749797821
166,50,1,87,0.016738441902221214,436.23520159721375
167,50,1,88,0.37866766388041606,439.38070344924927
168,50,1,89,0.3901025726863092,443.59188747406006
169,50,1,90,0.47434290317205274,448.0949409008026
170,50,1,91,0.4755743422867202,451.96964168548584
171,50,1,92,0.5089293589524481,455.89661693573
172,50,1,93,0.5041237797313907,458.96573662757874
173,50,1,94,0.4921619211683693,462.3191568851471
174,50,1,95,0.3767757045362237,467.98849964141846
175,50,1,96,0.47628760534815384,472.2670328617096
176,50,1,97,0.48927830047668686,475.6970925331116
177,50,1,98,0.49328334021496173,479.3138036727905
178,50,1,99,0.21543278253764364,483.2197813987732
179,50,1,100,0.5046303742766592,487.31399178504944
180,50,1,101,0.22288151240569928,491.8889145851135
181,50,1,102,0.4636436669905655,495.24145674705505
182,50,1,103,0.43733425139672955,499.0301866531372
183,50,1,104,0.2031065826377882,504.0743601322174
184,50,1,105,0.47499236921931437,508.02931475639343
185,50,1,106,0.4984950488640635,511.4779050350189
186,50,1,107,0.4987497597764625,514.6368565559387
187,50,1,108,0.5045921571487727,519.0561263561249
188,50,1,109,0.019806714978552332,523.9515495300293
189,50,1,110,0.5097362712702087,529.284193277359
