,N,seed,n_eval,score,time
0,20,0,1,0.0,4.227815866470337
1,20,0,2,0.18840229355129684,6.191869497299194
2,20,0,3,0.018103572176137932,11.275750875473022
3,20,0,4,0.0,15.405484437942505
4,20,0,5,0.17179228330910853,25.679880619049072
5,20,0,6,0.20712939352769552,32.877074241638184
6,20,0,7,0.4859268684986028,35.78586530685425
7,20,0,8,0.0,38.3552942276001
8,20,0,9,0.49563035916810844,46.490368604660034
9,20,0,10,0.3702479479752172,48.75978422164917
10,20,0,11,0.20595941216046326,54.53757953643799
11,20,0,12,0.11421204483627896,58.2188823223114
12,20,0,13,0.0,61.78066825866699
13,20,0,14,0.319284023232679,71.84943890571594
14,20,0,15,0.2071169850783533,76.99690794944763
15,20,0,16,0.37706433680424345,84.78166389465332
16,20,0,17,0.4748673992622585,90.10780644416809
17,20,0,18,0.4133575186585196,95.81665396690369
18,20,0,19,0.388777779859957,98.33764791488647
19,20,0,20,0.4063496371208175,102.75249934196472
20,20,0,21,0.3688993591146302,106.521892786026
21,20,0,22,0.4366091962285087,113.8973343372345
22,20,0,23,0.512036336003493,117.25782179832458
23,20,0,24,0.19735250302378268,122.12525081634521
24,20,0,25,0.46984002423907495,127.44048428535461
25,20,0,26,0.0,131.22807240486145
26,20,0,27,0.4714754995265643,139.07631158828735
27,20,0,28,0.4375337824493099,145.74814534187317
28,20,0,29,0.02063527453986635,151.746235370636
29,20,0,30,0.0,156.15525031089783
30,20,0,31,0.38232876492854706,161.98825573921204
31,20,0,32,0.40691826953871724,165.6723177433014
32,20,0,33,0.0,171.34432744979858
33,20,0,34,0.39294401750902247,175.26141023635864
34,20,0,35,0.2948978823938281,180.72198510169983
35,20,0,36,0.4082288268748947,184.81259298324585
36,20,0,37,0.4348828845800886,193.61631441116333
37,20,0,38,0.17700787273317026,207.8026430606842
38,20,0,39,0.41775561905298436,211.9346923828125
39,20,0,40,0.2743762352558591,219.02982687950134
40,20,0,41,0.44981334849897747,222.3051152229309
41,20,0,42,0.21125281356366932,229.593088388443
42,20,0,43,0.26161864402488916,239.34984135627747
43,20,0,44,0.36717498205352883,247.65303492546082
44,20,0,45,0.32992490729206164,254.84072160720825
45,20,0,46,0.41865522784591125,264.13475370407104
46,20,0,47,0.3383574963155309,271.98186922073364
47,20,0,48,0.4123539132272002,277.92921352386475
48,20,0,49,0.2693082427640728,285.22025299072266
49,20,0,50,0.34722739158558824,290.45477628707886
50,20,0,51,0.5067771511201505,295.532324552536
51,20,0,52,0.25818278035832626,301.24433636665344
52,20,0,53,0.5022412145553171,308.67905259132385
53,20,0,54,0.28910420103891904,313.19730973243713
54,20,0,55,0.4426955718372012,321.0748116970062
55,20,0,56,0.2950859499013415,325.2383043766022
56,20,0,57,0.3193213841422317,333.55490732192993
57,20,0,58,0.4685825860016348,341.3459587097168
58,20,0,59,0.3799601975338252,346.4196982383728
59,20,0,60,0.4927394269847717,350.1376941204071
60,20,0,61,0.21447811190965674,354.5298993587494
61,20,0,62,0.22067354159249492,361.9576623439789
62,20,0,63,0.34289295750807197,364.93286299705505
63,20,0,64,0.3759638943168244,370.1713185310364
64,20,0,65,0.5099336081644308,374.70369601249695
65,20,0,66,0.3687417219962433,385.53004121780396
66,20,0,67,0.0,392.70347571372986
67,20,0,68,0.3570476870109382,400.042578458786
68,20,0,69,0.43800244365793606,403.63510966300964
69,20,0,70,0.4435534017128262,407.1631407737732
70,20,0,71,0.46937911969887536,410.6684465408325
71,20,0,72,0.5126734375090026,416.6587438583374
72,20,0,73,0.3363241991835693,422.8496606349945
73,20,0,74,0.0,430.5614004135132
74,20,0,75,0.0,435.5854468345642
75,20,0,76,0.4091391702666304,437.99819803237915
76,20,0,77,0.5208405512031797,443.6796991825104
77,20,0,78,0.3922077268929669,446.52272629737854
78,20,0,79,0.0,450.8773281574249
79,20,0,80,0.38849865745409495,456.18956995010376
80,20,0,81,0.4496819132320323,461.8784592151642
81,20,0,82,0.0,466.10172939300537
82,20,0,83,0.19934902590300924,471.8334991931915
83,20,0,84,0.015647518863487725,479.04368233680725
84,20,0,85,0.37326350583298523,483.3997890949249
85,20,0,86,0.0,487.2229571342468
86,20,0,87,0.5206900150289752,494.95580768585205
87,20,0,88,0.4992796794302491,498.031863451004
88,20,0,89,0.0,503.99545216560364
89,20,0,90,0.21543180150413938,507.77851700782776
90,20,0,91,0.39489787509381086,511.7212634086609
91,20,0,92,0.0,515.2567086219788
92,20,0,93,0.42005289370486504,519.6240441799164
93,20,0,94,0.45697262456690374,526.050154209137
94,20,0,95,0.4813753862384098,534.9490444660187
95,20,0,96,0.47390131998941937,556.7814266681671
96,20,1,1,0.0,6.92738151550293
97,20,1,2,0.37155438063975244,11.339412212371826
98,20,1,3,0.0,15.267158269882202
99,20,1,4,0.0,18.961589336395264
100,20,1,5,0.3482833440190504,22.36875319480896
101,20,1,6,0.0,26.670443058013916
102,20,1,7,0.0,30.96736979484558
103,20,1,8,0.0,34.326127767562866
104,20,1,9,0.36848480262344363,40.71683311462402
105,20,1,10,0.366404255052814,43.1022424697876
106,20,1,11,0.19864384328637666,45.591389417648315
107,20,1,12,0.36591730815313406,47.71375298500061
108,20,1,13,0.3795272969918271,50.66375517845154
109,20,1,14,0.0,53.09719657897949
110,20,1,15,0.19914206797411724,57.872719049453735
111,20,1,16,0.20171908361931315,60.16381049156189
112,20,1,17,0.36396549139332246,63.16402006149292
113,20,1,18,0.0,68.20773196220398
114,20,1,19,0.3705885359363603,70.47234773635864
115,20,1,20,0.36064722379405406,73.73252296447754
116,20,1,21,0.0,80.76204371452332
117,20,1,22,0.35618090006371966,87.74584221839905
118,20,1,23,0.3780583321263586,89.988614320755
119,20,1,24,0.19477779034136997,92.68434047698975
120,20,1,25,0.19857710948348234,96.32294178009033
121,20,1,26,0.3812582618167535,99.65001392364502
122,20,1,27,0.3947921313600425,103.31941175460815
123,20,1,28,0.4697783355303497,107.13142895698547
124,20,1,29,0.0,110.60965609550476
125,20,1,30,0.381473048358622,112.53310751914978
126,20,1,31,0.0,114.5976402759552
127,20,1,32,0.20127335779721292,116.62906503677368
128,20,1,33,0.43195914926001294,120.77853178977966
129,20,1,34,0.4577765104652043,128.31858158111572
130,20,1,35,0.0,133.07830953598022
131,20,1,36,0.20387036619010385,140.95566582679749
132,20,1,37,0.189903836401446,145.68171215057373
133,20,1,38,0.20382425452553243,151.28255820274353
134,20,1,39,0.4488753352731779,155.98980593681335
135,20,1,40,0.0,160.52777934074402
136,20,1,41,0.4987122041189645,162.3018102645874
137,20,1,42,0.0,167.09075164794922
138,20,1,43,0.3837666753223032,172.994313955307
139,20,1,44,0.37596273425357496,175.88385820388794
140,20,1,45,0.44822416228211276,179.4059443473816
141,20,1,46,0.3625450113528147,182.84275484085083
142,20,1,47,0.2011153147904737,185.07408046722412
143,20,1,48,0.0,187.93841123580933
144,20,1,49,0.23355941380320266,193.9489231109619
145,20,1,50,0.37607310001569055,198.230801820755
146,20,1,51,0.3534523377527455,200.88674926757812
147,20,1,52,0.47826057195867133,203.51410150527954
148,20,1,53,0.2768939101935924,210.75609183311462
149,20,1,54,0.018301160930967703,214.58872056007385
150,20,1,55,0.015797353048844893,218.73683667182922
151,20,1,56,0.4145554431946348,221.96816658973694
152,20,1,57,0.20369758028498414,225.01152634620667
