,0,1,2,3,4,5
0,3.0,0.6710487582016041,0.6556151033007451,0.4793385208363787,0.2200398625534946,11.0
1,3.0,0.5593975831316425,0.5925956830142203,0.6111505674829514,2.379470044356702,14.0
2,3.0,0.5448695332515764,0.573931279617519,0.5744712487003572,0.9351522376292551,3.0
3,3.0,0.5836589089594075,0.6779468664669734,0.6775614269683761,1.5275607066812655,4.0
4,3.0,0.6646311907211642,0.636257897905379,0.6840920178815183,2.012390576004324,5.0
5,3.0,0.6141582667909811,0.6968770020546358,0.7292407923062957,1.7526381543847864,0.0
6,3.0,0.6551612901257979,0.6742572207335942,0.7078291895269087,1.7726827702064147,6.0
7,3.0,0.608413543298839,0.6985204544316999,0.5697051184621005,1.096651900769027,3.0
8,3.0,0.6437071897489804,0.6129076923728364,0.6934955569332608,0.8696881778265095,0.0
9,3.0,0.5321428429447406,0.4649937402283087,0.63899601837007,0.3483228623225997,11.0
10,3.0,0.6983593991575618,0.400739256921538,0.7499689731489868,0.620221741360739,20.0
11,3.0,0.6942715965023518,0.5731983578541887,0.4467321009246723,2.041808702745849,15.0
12,3.0,0.6192630653771924,0.683415447057226,0.536743507152379,0.0621510783460522,10.0
13,3.0,0.5619560409771447,0.6533562739384051,0.4150190063424988,2.582055333689125,8.0
14,3.0,0.6752615564418343,0.5912263713946948,0.5172863680822529,0.2599751783217432,3.0
15,3.0,0.6421278568199099,0.4465303856878063,0.5901033625779187,0.0105745135624352,1.0
16,3.0,0.6047930603236809,0.5771226601927357,0.5573761086003529,0.5163136551199992,5.0
17,3.0,0.649135229067807,0.5817135028847543,0.5770843130658676,1.0804453022661915,16.0
18,3.0,0.5106963689338727,0.4462537516113315,0.5523085513349775,0.135121761672204,9.0
19,3.0,0.6270164478589302,0.6996311605479665,0.7483497725635299,0.8497427754149202,5.0
20,3.0,0.5923263287643915,0.603440893066035,0.5688156822922439,0.0024235494675817,5.0
21,3.0,0.6144403860686772,0.5062420865895925,0.4619054812707399,0.0163839374390439,18.0
22,3.0,0.6459762922265513,0.6598795335167325,0.5909149636925675,0.1195470824099558,0.0
23,3.0,0.5137554461949201,0.6601632579545917,0.6484557892838804,1.5704831849619505,12.0
24,3.0,0.4976413559135682,0.4071734862324107,0.605797276763061,1.0660415121863265,15.0
25,3.0,0.5683803223704467,0.6735488763257269,0.4991131629449001,0.3079127024057521,1.0
26,3.0,0.6776573380689593,0.6990391961230824,0.6950735890194666,1.1986572748978594,8.0
27,3.0,0.6651340212470245,0.691514309834214,0.4914166679756157,0.9999701308773352,3.0
28,3.0,0.6999938103368593,0.4717910621452541,0.6002005943185857,1.1455401097561992,17.0
29,3.0,0.6336510536979447,0.6986784377066908,0.7447322872853714,2.087244966144037,20.0
30,3.0,0.5509707919375467,0.694456524293996,0.5365072614939147,0.975478884201665,15.0
31,3.0,0.5367706457344591,0.6995589746411179,0.619084328762699,0.4107927751963784,6.0
32,3.0,0.4530388365515049,0.628142244653995,0.536087872434973,2.9990276573858266,15.0
