,steps,info_steps,seed,n_eval,max_step_per_eval,time,info_time,mean_reward
0,50,50.0,1,25,2.0,0.4276444911956787,10.340508999999999,9.15
1,100,100.0,1,50,2.0,0.8496010303497314,40.663733,49.7
2,150,150.0,1,75,2.0,1.612813949584961,143.988345,49.48
3,200,200.0,1,100,2.0,2.140933036804199,310.18755799999997,35.6
4,250,250.0,1,125,2.0,2.920750856399536,538.1800010000001,20.97
5,300,300.0,1,150,2.0,3.0339760780334473,795.0856660000003,10.84
6,350,350.0,1,175,2.0,3.280184030532837,1069.9417590000007,10.95
7,400,400.0,1,200,2.0,3.7096331119537354,1367.0293240000008,22.63
8,450,450.0,1,225,2.0,4.475759029388428,1706.5139320000005,22.51
9,500,500.0,1,250,2.0,4.79889702796936,2076.7533300000005,23.7
10,550,550.0,1,275,2.0,5.160073280334473,2479.8275330000006,9.31
11,600,600.0,1,300,2.0,6.679798364639282,2930.3245720000004,9.31
12,650,650.0,1,325,2.0,6.9841368198394775,3398.489108999999,9.31
13,700,700.0,1,350,2.0,7.184315919876099,3881.176653999999,9.31
14,750,750.0,1,375,2.0,7.348207712173462,4377.5143469999975,9.31
15,800,800.0,1,400,2.0,7.803178071975708,4894.770727999996,9.31
16,850,850.0,1,425,2.0,8.002472400665283,5426.499030999997,9.31
17,900,900.0,1,450,2.0,8.184542417526245,5972.361412999995,9.32
18,950,950.0,1,475,2.0,8.534225463867188,6541.180220999995,9.27
19,1000,1000.0,1,500,2.0,9.05886721611023,7132.687183999996,9.31
20,1050,1050.0,1,525,2.0,9.782869815826416,7750.434126999994,9.31
21,1100,1100.0,1,550,2.0,9.89771842956543,8380.653183999995,9.31
22,1150,1150.0,1,575,2.0,10.426603078842163,9036.352163,9.31
23,1200,1200.0,1,600,2.0,11.424504041671753,9727.26594,9.31
24,1250,1250.0,1,625,2.0,12.185455799102783,10448.512175,9.31
25,1300,1300.0,1,650,2.0,12.470660209655762,11186.397641999998,9.31
26,1350,1350.0,1,675,2.0,12.83908224105835,11943.131575999998,9.31
27,1400,1400.0,1,700,2.0,13.040424346923828,12714.438419999993,9.31
28,1450,1450.0,1,725,2.0,13.537288904190063,13506.361332999995,9.31
29,1500,1500.0,1,750,2.0,14.551488876342773,14333.291815999999,9.31
30,1550,1550.0,1,775,2.0,14.695780277252197,15175.600842,9.31
31,1600,1600.0,1,800,2.0,14.935018062591553,16033.282580999998,9.31
32,1650,1650.0,1,825,2.0,15.667673587799072,16922.571979,9.31
33,1700,1700.0,1,850,2.0,16.746294736862183,17846.553183999997,9.31
34,1750,1750.0,1,875,2.0,17.252482175827026,18794.614295999992,9.31
35,1800,1800.0,1,900,2.0,17.342315435409546,19754.84276599999,9.31
36,1850,1850.0,1,925,2.0,17.87831425666809,20738.117899999997,9.31
37,1900,1900.0,1,950,2.0,18.225448608398438,21739.71384,9.31
38,1950,1950.0,1,975,2.0,18.53563117980957,22758.597070999997,9.31
39,2000,2000.0,1,1000,2.0,19.09848952293396,23801.174761999995,9.31
40,2050,2050.0,1,1025,2.0,19.386229991912842,24860.52408199999,9.31
41,2100,2100.0,1,1050,2.0,19.540046453475952,25933.260965999987,9.31
42,2150,2150.0,1,1075,2.0,19.82807207107544,27025.719869999994,9.31
43,2200,2200.0,1,1100,2.0,20.272624015808105,28137.98901099999,9.31
44,2250,2250.0,1,1125,2.0,20.633067846298218,29269.057152999994,9.31
45,2300,2300.0,1,1150,2.0,21.04935383796692,30420.15483899999,9.31
46,2350,2350.0,1,1175,2.0,21.324447631835938,31587.732646999997,9.31
47,2400,2400.0,1,1200,2.0,21.916588068008423,32779.576782,9.24
48,2450,2450.0,1,1225,2.0,22.082019090652466,33985.112091999996,9.24
49,2500,2500.0,1,1250,2.0,22.242342472076416,35204.165064999994,9.28
50,2550,2550.0,1,1275,2.0,22.3728928565979,36440.142377,9.24
51,2600,2600.0,1,1300,2.0,22.93396544456482,37706.135244000005,9.23
52,2650,2650.0,1,1325,2.0,23.130717754364014,38984.488169000004,9.27
