,steps,info_steps,seed,n_eval,max_step_per_eval,time,info_time,mean_reward
0,150,150.0,1,27,14.0,0.6829032897949219,17.526138,9.15
1,300,298.0,1,50,16.0,5.569700002670288,151.907604,70.32
2,450,446.0,1,71,16.0,7.09025502204895,442.663657,64.62
3,600,592.0,1,89,18.0,10.499845266342163,807.009822,70.75
4,750,742.0,1,106,22.0,13.16948652267456,1278.418472,87.18
5,900,895.0,1,118,34.0,16.443803787231445,1698.3628840000001,72.63
6,1050,1043.0,1,130,34.0,17.51515245437622,2194.1048849999997,84.82
7,1200,1199.0,1,145,34.0,22.02449917793274,2945.1415969999985,126.82
8,1350,1350.0,1,155,40.0,22.577117204666138,3509.016424999999,139.96
9,1500,1489.0,1,166,40.0,23.08694052696228,4211.834112999998,142.31
10,1650,1644.0,1,172,41.0,24.847374439239502,4647.368628999997,219.16
11,1800,1780.0,1,180,41.0,25.629828691482544,5327.673895999997,225.27
12,1950,1931.0,1,191,41.0,26.125614166259766,6397.947847999996,118.65
13,2100,2088.0,1,200,41.0,26.846827030181885,7321.862617999996,228.47
14,2250,2249.0,1,209,41.0,27.386884450912476,8339.397856999996,394.11
15,2400,2351.0,1,211,51.0,28.77266263961792,8601.231308999997,366.15
16,2550,2546.0,1,217,72.0,29.691352128982544,9493.696909999995,324.55
17,2700,2687.0,1,220,123.0,31.33079481124878,9990.441666999996,363.66
18,2850,2831.0,1,227,123.0,31.931652307510376,11268.291177999996,405.47
19,3000,2917.0,1,229,123.0,33.447524309158325,11672.537759999996,492.21
20,3150,3098.0,1,234,123.0,34.199527740478516,12800.043820999996,462.75
21,3300,3289.0,1,239,123.0,35.78759503364563,14036.790457999994,484.86
22,3450,3445.0,1,244,123.0,37.36254644393921,15391.541646999993,462.33
23,3600,3572.0,1,247,123.0,37.91067934036255,16268.054216999994,448.08
24,3750,3746.0,1,250,123.0,38.406248569488525,17205.431787999994,455.22
25,3900,3874.0,1,252,123.0,39.90249752998352,17875.896705999992,470.24
26,4050,4040.0,1,258,123.0,40.76636362075806,20014.22338799999,481.43
27,4200,4177.0,1,262,123.0,43.000070333480835,21538.423671999994,451.07
28,4350,4342.0,1,267,123.0,45.57559108734131,23573.93467599999,371.19
29,4500,4487.0,1,269,123.0,46.92176103591919,24428.137944999988,273.2
30,4650,4646.0,1,274,123.0,47.45994019508362,26625.07414899999,261.22
31,4800,4783.0,1,276,123.0,50.02649402618408,27531.108800999988,410.63
32,4950,4927.0,1,280,123.0,50.4522271156311,29424.82716299999,413.08
33,5100,5040.0,1,283,123.0,52.66253614425659,30904.27445599999,444.54
34,5250,5228.0,1,285,123.0,53.95763421058655,31934.873567999988,462.99
