,steps,info_steps,seed,n_eval,max_step_per_eval,time,info_time,mean_reward
0,250,241.0,1,24,24.0,0.8368730545043945,18.493747000000003,9.15
1,500,492.0,1,48,24.0,9.724069118499756,257.853825,87.87
2,750,749.0,1,68,35.0,11.177751779556274,584.190284,60.55
3,1000,998.0,1,84,38.0,19.61466407775879,1046.940233,60.08
4,1250,1240.0,1,95,39.0,24.65429973602295,1455.053474,71.41
5,1500,1479.0,1,107,39.0,29.47155523300171,2013.3267270000001,84.37
6,1750,1747.0,1,120,61.0,31.718690872192383,2724.685634000001,126.33
7,2000,1970.0,1,127,62.0,34.20405697822571,3166.150118000001,157.92
8,2250,2246.0,1,137,62.0,39.5870406627655,3932.416984000001,193.45
9,2500,2500.0,1,144,62.0,42.82096457481384,4556.36363,123.0
10,2750,2731.0,1,152,62.0,46.290085315704346,5341.9080539999995,230.33
11,3000,2989.0,1,158,96.0,47.627487659454346,5999.912332999999,398.44
12,3250,3248.0,1,162,103.0,48.791990518569946,6518.148278,475.57
13,3500,3466.0,1,165,103.0,50.15055465698242,6972.762994,455.43
14,3750,3677.0,1,171,103.0,51.0284526348114,8013.409729999999,475.68
15,4000,3949.0,1,174,134.0,54.07196927070618,8601.820262999998,273.93
16,4250,4202.0,1,177,135.0,55.29797911643982,9228.372091999996,400.04
17,4500,4402.0,1,178,200.0,57.593605756759644,9457.926123999996,461.24
18,4750,4717.0,1,181,200.0,58.388930797576904,10211.453294999996,419.77
19,5000,4950.0,1,185,200.0,60.215147256851196,11303.639985999995,362.66
20,5250,5167.0,1,187,200.0,61.66851997375488,11884.511462999993,466.06
21,5500,5396.0,1,188,229.0,63.615068197250366,12197.344565999994,475.61
22,5750,5680.0,1,191,229.0,65.16061973571777,13205.011337999995,479.44
23,6000,5947.0,1,194,229.0,66.28244090080261,14278.492276999994,456.97
24,6250,6209.0,1,198,229.0,68.54768252372742,15795.926205999993,449.03
25,6500,6427.0,1,201,229.0,70.6896903514862,17006.013592999992,386.32
26,6750,6695.0,1,205,229.0,72.33779072761536,18702.970281999995,301.3
