,steps,info_steps,seed,n_eval,max_step_per_eval,time,info_time,mean_reward
0,500,497.0,1,22,46.0,0.7410178184509277,8.611044,9.15
1,1000,996.0,1,37,137.0,12.533145666122437,201.126965,69.21
2,1500,1443.0,1,50,137.0,23.25450110435486,554.3456950000001,71.19
3,2000,1951.0,1,63,137.0,31.983649253845215,1073.4300150000001,93.66
4,2500,2468.0,1,70,174.0,39.919944763183594,1446.3568780000003,105.19
5,3000,2992.0,1,81,174.0,44.06580471992493,2135.4563420000004,173.03
6,3500,3434.0,1,85,174.0,50.91412806510925,2446.842336,188.39
7,4000,3979.0,1,91,174.0,54.375362396240234,2988.249181,381.74
8,4500,4422.0,1,94,223.0,55.636765241622925,3316.1707380000003,364.45
9,5000,4971.0,1,101,223.0,60.10661578178406,4243.32857,235.95
10,5500,5367.0,1,105,223.0,60.88629174232483,4819.119368999999,414.1
11,6000,5983.0,1,110,242.0,63.92142200469971,5646.366548999998,257.65
12,6500,6396.0,1,112,266.0,65.70987677574158,6003.351758999997,359.72
13,7000,6975.0,1,115,266.0,71.69430708885193,6603.247648999997,443.39
14,7500,7468.0,1,117,315.0,77.69916725158691,7056.899978999998,485.5
15,8000,7908.0,1,119,315.0,81.82420516014099,7559.343791999998,498.68
16,8500,8359.0,1,121,315.0,84.7555148601532,8113.373477999999,451.3
17,9000,8808.0,1,122,449.0,86.41277265548706,8411.022646,482.35
18,9500,9308.0,1,123,500.0,94.39147138595581,8738.099242,493.97
19,10000,9952.0,1,125,500.0,96.98135614395142,9440.161413,470.29
20,500,486.0,2,22,70.0,0.25190138816833496,2.728915,9.0
21,1000,996.0,2,41,73.0,3.177837610244751,68.18874899999999,92.02
22,1500,1478.0,2,55,73.0,5.794826030731201,212.387217,100.63
23,2000,1953.0,2,68,73.0,10.323784351348877,464.38849500000003,65.73
24,2500,2451.0,2,74,203.0,15.047393560409546,626.0176459999999,66.34
25,3000,2984.0,2,87,203.0,16.814202785491943,1036.461095,80.38
26,3500,3351.0,2,91,203.0,21.545919179916382,1196.769501,130.4
27,4000,3958.0,2,96,236.0,23.25006341934204,1433.6798700000002,214.18
28,4500,4469.0,2,99,286.0,26.61787223815918,1614.3402720000001,424.95
29,5000,4913.0,2,103,286.0,29.12096929550171,1936.6109800000004,290.58
30,5500,5468.0,2,107,286.0,34.65924310684204,2335.491981,330.04
31,6000,5707.0,2,108,286.0,36.99954581260681,2451.569779,347.03
32,6500,6491.0,2,111,478.0,42.73236274719238,2866.747235,337.7
33,7000,6991.0,2,112,500.0,48.447187662124634,3026.7641869999998,498.2
