,heuristic_param,train_seed,threshold,variance,acc,n_gen,score,elapsed_time,time_gen,n_eval_proc,n_eval_acc,n_eval
0,5,1,0.95,10535288.068732882,0.4937499998341211,0,0.3690536743790147,0.767974853515625,0.767676591873169,24000,13110,37110
1,5,1,,317.4693632656867,0.4937499998341211,1,0.3511081131787085,1.1518430709838867,0.3835492134094238,48000,13110,61110
2,5,1,,21.723390890412183,0.4937499998341211,2,0.3511081131787085,1.4937753677368164,0.3417685031890869,72000,13110,85110
3,5,1,,1.0547584025308103,0.4937499998341211,3,0.3545485371265431,1.811012983322144,0.3170015811920166,96000,13110,109110
4,5,1,,2.466002078865233,0.1562499999892071,4,0.5191892091956227,2.108262538909912,0.2970905303955078,103000,24955,127955
5,5,1,,1.2399444411872502,0.1562499999892071,5,0.5191892091956227,2.359669685363769,0.2512350082397461,110000,24955,134955
6,5,1,,0.2121202749333472,0.1562499999892071,6,0.5191892091956227,2.620849370956421,0.260998010635376,117000,24955,141955
7,5,1,,42.36880036954281,0.1562499999892071,7,0.5103193032001676,2.880586862564087,0.2595319747924804,124000,24955,148955
8,5,1,,0.645336354793887,0.1562499999892071,8,0.5103193032001677,3.139443874359131,0.2586593627929687,131000,24955,155955
9,5,1,,2.2009359484598336,0.1562499999892071,9,0.5473883747340651,3.39641547203064,0.2567648887634277,138000,24955,162955
10,5,1,,0.0644665324996494,0.1562499999892071,10,0.5473883747340651,3.651859760284424,0.2552669048309326,145000,24955,169955
11,5,1,,0.1375688737942565,0.1562499999892071,11,0.5473883747340651,3.916006326675415,0.2639634609222412,152000,24955,176955
12,5,1,,0.691240737028434,0.1562499999892071,12,0.553622479224901,4.190514087677002,0.27431321144104,159000,24955,183955
13,5,1,,0.0647575371654276,0.1562499999892071,13,0.553622479224901,4.459198236465454,0.2684760093688965,166000,24955,190955
14,5,1,,0.0515846555186943,0.6062499997714423,14,0.5597461864876727,4.772151231765747,0.3127603530883789,196000,41975,237975
15,5,1,,0.5760217285497751,0.6062499997714423,15,0.4310356800776359,5.048683404922485,0.2763450145721435,226000,41975,267975
16,5,1,,0.0794766474713202,0.6062499997714423,16,0.3921768821378555,5.325141668319702,0.2762691974639892,256000,41975,297975
17,5,1,,0.0626120580986341,0.6062499997714423,17,0.3613842801465726,5.640827894210815,0.3155090808868408,286000,41975,327975
18,5,1,,0.2289669811594679,0.6062499997714423,18,0.3442651011609743,5.9602210521698,0.3191812038421631,316000,58995,374995
19,5,1,,0.4635732632116582,0.6062499997714423,19,0.3488717408119797,6.258323192596436,0.2978708744049072,346000,58995,404995
20,5,1,,0.1775168602002574,0.6062499997714423,20,0.3488717408119797,6.529050827026367,0.2705097198486328,376000,58995,434995
21,5,1,,16.706450097112583,0.6062499997714423,21,0.3613842801465726,6.794682025909424,0.2654516696929931,406000,58995,464995
22,5,1,,0.1163068944867595,0.6062499997714423,22,0.3613842801465726,7.12550950050354,0.3306539058685303,436000,76015,512015
23,5,1,,1.7191757434785473,0.6062499997714423,23,0.3613842801465726,7.388494253158569,0.2627718448638916,466000,76015,542015
24,5,1,,0.1278763447471784,0.6062499997714423,24,0.3613842801465726,7.676062345504761,0.2873835563659668,496000,76015,572015
25,5,1,,10.781559030559528,0.6062499997714423,25,0.3613842801465726,7.975780248641968,0.2995386123657226,526000,93035,619035
26,5,1,,0.1193896438638447,0.6062499997714423,26,0.3613842801465726,8.242553472518921,0.2665889263153076,556000,93035,649035
27,5,1,,0.1187245306341751,0.6062499997714423,27,0.3613842801465726,8.51039719581604,0.2676527500152588,586000,93035,679035
28,5,1,,0.1389753038351272,0.6062499997714423,28,0.3613842801465726,8.8120756149292,0.3014941215515136,616000,110055,726055
29,5,1,,8.972619890462976,0.6062499997714423,29,0.3613842801465726,9.082892894744871,0.2706189155578613,646000,110055,756055
30,5,1,,0.1213473673752721,0.6062499997714423,30,0.3613842801465726,9.352041244506836,0.2689540386199951,676000,110055,786055
31,5,1,,0.1296420097495186,0.6062499997714423,31,0.3613842801465726,9.654240369796751,0.3020064830780029,706000,127075,833075
32,5,1,,0.1204489203414452,0.6062499997714423,32,0.3613842801465726,9.959479570388794,0.3050510883331299,736000,127075,863075
33,5,1,,0.1281505622036916,0.6062499997714423,33,0.3613842801465726,10.23419427871704,0.2745246887207031,766000,127075,893075
34,5,1,,0.1208507991895969,0.6062499997714423,34,0.3613842801465726,10.536173582077026,0.3017756938934326,796000,127075,923075
35,5,1,,0.060008029208394,0.4937499998341211,35,0.3213317206025529,10.85595154762268,0.319594144821167,820000,140185,960185
36,5,1,,0.4877397461657715,0.4937499998341211,36,0.3213317206025529,11.197407960891724,0.3412525653839111,844000,140185,984185
37,5,1,,0.0620674971106673,0.4937499998341211,37,0.3178536754123936,11.469904899597168,0.2722878456115722,868000,140185,1008185
38,5,2,0.95,4657424.775714566,0.4937499998341211,0,0.3702125886589013,0.5606896877288818,0.5604944229125977,24000,13110,37110
39,5,2,,51420.15806336948,0.4937499998341211,1,0.3815236542097658,0.8685245513916016,0.3076603412628174,48000,13110,61110
40,5,2,,241.8214409782594,0.4937499998341211,2,0.2619462206036886,1.1321353912353516,0.2634389400482178,72000,13110,85110
41,5,2,,6.055350004234263,0.4937499998341211,3,0.2310407096785387,1.391770362854004,0.2594435214996338,96000,13110,109110
42,5,2,,21.09867410953852,0.6062499997714423,4,0.2264807433249752,1.683013677597046,0.2910676002502441,126000,30130,156130
43,5,2,,0.4287566557593821,0.6062499997714423,5,0.2153877903050358,1.9462440013885496,0.2630372047424316,156000,30130,186130
