,heuristic_param,train_seed,threshold,variance,acc,n_gen,score,elapsed_time,time_gen,n_eval_proc,n_eval_acc,n_eval
0,,1,,,1,0,0.3788961614745246,0.47460007667541504,0.4744117259979248,50000,0,50000
1,,1,,,1,1,0.3927337553695668,0.7811939716339111,0.30637073516845703,100000,0,100000
2,,1,,,1,2,0.3387129901855734,1.038623571395874,0.25722289085388184,150000,0,150000
3,,1,,,1,3,0.37857466491755853,1.3190972805023193,0.280242919921875,200000,0,200000
4,,1,,,1,4,0.3311756856068183,1.6089231967926025,0.2895796298980713,250000,0,250000
5,,1,,,1,5,0.337276228128895,1.8907136917114258,0.2816300392150879,300000,0,300000
6,,1,,,1,6,0.3260425792594904,2.1495859622955322,0.2586970329284668,350000,0,350000
7,,1,,,1,7,0.3260425792594904,2.3975670337677,0.24779176712036133,400000,0,400000
8,,1,,,1,8,0.3260425792594904,2.647814989089966,0.25005316734313965,450000,0,450000
9,,1,,,1,9,0.3260425792594904,2.8872122764587402,0.23923778533935547,500000,0,500000
10,,1,,,1,10,0.3260425792594904,3.1182637214660645,0.23089027404785156,550000,0,550000
11,,1,,,1,11,0.3260425792594904,3.3483996391296387,0.22994518280029297,600000,0,600000
12,,1,,,1,12,0.3260425792594904,3.5928590297698975,0.24427294731140137,650000,0,650000
13,,1,,,1,13,0.3260425792594904,3.8462131023406982,0.25301361083984375,700000,0,700000
14,,1,,,1,14,0.3260425792594904,4.097034215927124,0.25064706802368164,750000,0,750000
15,,1,,,1,15,0.3260425792594904,4.332587242126465,0.23538732528686523,800000,0,800000
16,,1,,,1,16,0.3260425792594904,4.59624719619751,0.26334333419799805,850000,0,850000
17,,1,,,1,17,0.3260425792594904,4.858867168426514,0.26243066787719727,900000,0,900000
18,,1,,,1,18,0.3260425792594904,5.146615743637085,0.28757238388061523,950000,0,950000
19,,1,,,1,19,0.3260425792594904,5.386585474014282,0.23979616165161133,1000000,0,1000000
20,,2,,,1,0,0.41502074408841105,0.36265134811401367,0.36247730255126953,50000,0,50000
21,,2,,,1,1,0.34739636459559037,0.5976126194000244,0.23477888107299805,100000,0,100000
22,,2,,,1,2,0.34739636459559037,0.8401408195495605,0.2423403263092041,150000,0,150000
23,,2,,,1,3,0.30584600917418775,1.069023847579956,0.2286665439605713,200000,0,200000
24,,2,,,1,4,0.30584600917418775,1.2982497215270996,0.22902822494506836,250000,0,250000
25,,2,,,1,5,0.17349998294156146,1.5396010875701904,0.2411355972290039,300000,0,300000
26,,2,,,1,6,0.17349998294156146,1.8184633255004883,0.27865123748779297,350000,0,350000
27,,2,,,1,7,0.17349998294156146,2.0809309482574463,0.26227760314941406,400000,0,400000
28,,2,,,1,8,0.17349998294156146,2.322763442993164,0.24163222312927246,450000,0,450000
29,,2,,,1,9,0.17349998294156146,2.5699191093444824,0.24695205688476562,500000,0,500000
30,,2,,,1,10,0.17365689897036268,2.8518238067626953,0.28167009353637695,550000,0,550000
31,,2,,,1,11,0.17365689897036268,3.1749813556671143,0.32288575172424316,600000,0,600000
32,,2,,,1,12,0.15182211180699265,3.472560405731201,0.2973506450653076,650000,0,650000
33,,2,,,1,13,0.15182211180699265,3.7661032676696777,0.2933316230773926,700000,0,700000
34,,2,,,1,14,0.15182211180699265,4.030007839202881,0.2636840343475342,750000,0,750000
35,,2,,,1,15,0.15555565972135835,4.297894239425659,0.26768040657043457,800000,0,800000
36,,2,,,1,16,0.12625512368380326,4.568480968475342,0.27036476135253906,850000,0,850000
37,,2,,,1,17,0.12625512368380326,4.866348505020142,0.2976255416870117,900000,0,900000
38,,2,,,1,18,0.1292303662329483,5.204139471054077,0.3375728130340576,950000,0,950000
39,,2,,,1,19,0.1292303662329483,5.513410329818726,0.3090345859527588,1000000,0,1000000
40,,3,,,1,0,0.4327747127613899,0.4077785015106201,0.4076113700866699,50000,0,50000
41,,3,,,1,1,0.4327747127613899,0.683953046798706,0.2759819030761719,100000,0,100000
42,,3,,,1,2,0.3016176577266531,0.9383883476257324,0.2542459964752197,150000,0,150000
43,,3,,,1,3,0.1384933460396253,1.1620104312896729,0.2234349250793457,200000,0,200000
44,,3,,,1,4,0.1384933460396253,1.3906099796295166,0.22843503952026367,250000,0,250000
45,,3,,,1,5,0.1384933460396253,1.6283016204833984,0.23752665519714355,300000,0,300000
46,,3,,,1,6,0.07745704899192343,1.8627376556396484,0.23426342010498047,350000,0,350000
47,,3,,,1,7,0.08771689651999043,2.09743332862854,0.23450589179992676,400000,0,400000
48,,3,,,1,8,0.02412017419453364,2.337217092514038,0.2396078109741211,450000,0,450000
49,,3,,,1,9,0.02412017419453364,2.5877137184143066,0.25028181076049805,500000,0,500000
50,,3,,,1,10,0.03221406469030956,2.831719160079956,0.2438352108001709,550000,0,550000
51,,3,,,1,11,0.03221406469030956,3.0780344009399414,0.2461392879486084,600000,0,600000
52,,3,,,1,12,0.011373581045150082,3.331432342529297,0.25318479537963867,650000,0,650000
53,,3,,,1,13,0.007512103237948299,3.582253932952881,0.2506380081176758,700000,0,700000
54,,3,,,1,14,0.0024982563573912515,3.8307220935821533,0.24828243255615234,750000,0,750000
55,,3,,,1,15,0.0024982563573912515,4.076999187469482,0.2460925579071045,800000,0,800000
56,,3,,,1,16,0.0024572176286277395,4.348193883895874,0.2709839344024658,850000,0,850000
57,,3,,,1,17,0.0024572176286277395,4.648970365524292,0.30055737495422363,900000,0,900000
58,,3,,,1,18,0.0024572176286277395,4.908222198486328,0.2590644359588623,950000,0,950000
