,heuristic_param,train_seed,threshold,variance,update,acc,n_gen,score,elapsed_time,time_gen,n_eval_proc,n_eval_acc,n_eval
1115,0.8,12,,,False,0.15625,23,0.4817300478887989,8.18883991241455,0.3352241516113281,236000,32571,268571
1116,0.8,12,,,False,0.15625,24,0.4817300478887989,8.518076181411743,0.3289685249328613,243000,32571,275571
1117,0.8,12,,,False,0.15625,25,0.4821518880661636,8.893327713012695,0.3749947547912597,250000,32571,282571
1118,0.8,12,,,False,0.15625,26,0.4817300478887989,9.245749711990356,0.3521783351898193,257000,32571,289571
1119,0.8,12,,,False,0.15625,27,0.4817300478887989,9.578388452529907,0.3323867321014404,264000,32571,296571
1120,0.8,12,,,False,0.15625,28,0.4817300478887989,9.917254447937012,0.3386261463165283,271000,32571,303571
1121,0.8,12,,,False,0.15625,29,0.4817300478887989,10.254265785217283,0.3367640972137451,278000,32571,310571
1122,0.8,12,,,False,0.15625,30,0.5064512021327087,10.585119724273682,0.3306014537811279,285000,32571,317571
1123,0.8,12,,,True,0.15625,31,0.4817300478887988,10.945788621902466,0.3604037761688232,292000,40502,332502
1124,0.8,12,,,False,0.15625,32,0.4833551692134514,11.278179168701172,0.3321151733398437,299000,40502,339502
1125,0.8,12,,,False,0.15625,33,0.4817300478887989,11.615786790847778,0.3373522758483886,306000,40502,346502
1126,0.8,12,,,False,0.15625,34,0.480422909090604,11.94621729850769,0.3301548957824707,313000,40502,353502
1127,0.8,12,,,False,0.15625,35,0.480422909090604,12.282488584518433,0.3360157012939453,320000,40502,360502
1128,0.8,12,,,False,0.15625,36,0.480422909090604,12.618152141571043,0.3354010581970215,327000,40502,367502
1129,0.8,12,,,False,0.15625,37,0.480422909090604,12.949318885803224,0.3309011459350586,334000,40502,374502
1130,0.8,12,,,False,0.15625,38,0.480422909090604,13.289281129837036,0.3397057056427002,341000,40502,381502
1131,0.8,12,,,False,0.15625,39,0.480422909090604,13.62247896194458,0.3329310417175293,348000,40502,388502
1132,0.8,12,,,True,0.15625,40,0.480422909090604,13.983479261398315,0.3607337474822998,355000,48433,403433
1133,0.8,12,,,False,0.15625,41,0.480422909090604,14.325641632080078,0.3419110774993896,362000,48433,410433
