,accuracy,seed,n_gen,score,elapsed_time
0,0.1,1,0,35323760.339758955,1.6368045806884766
1,0.1,1,1,35323760.339758955,3.156147003173828
2,0.1,1,2,35323760.339758955,4.700293302536011
3,0.1,1,3,35323760.339758955,6.171220064163208
4,0.1,1,4,35784749.53944766,7.663817644119263
5,0.1,1,5,35784749.53944766,9.212976932525635
6,0.1,1,6,35784749.53944766,10.76062822341919
7,0.1,1,7,35784749.53944766,12.388504266738892
8,0.1,1,8,35784749.53944766,13.935795783996582
9,0.1,1,9,35947790.98403098,15.474446058273315
10,0.1,1,10,35947790.98403098,17.03148651123047
11,0.1,1,11,36324903.60822857,18.597514629364014
12,0.1,1,12,36324903.60822857,20.184638023376465
13,0.1,1,13,36324903.60822857,21.81576657295227
14,0.1,1,14,36324903.60822857,23.362221240997314
15,0.1,1,15,36324903.60822857,24.94579577445984
16,0.1,1,16,36324903.60822857,26.45673894882202
17,0.1,1,17,36324903.60822857,28.14183807373047
18,0.1,1,18,36324903.60822857,29.661518573760986
19,0.1,1,19,36324903.60822857,31.160247325897217
20,0.1,1,20,36324903.60822857,32.84682035446167
21,0.1,1,21,36324903.60822857,34.35960364341736
22,0.1,1,22,36324903.60822857,35.85898232460022
23,0.1,1,23,36324903.60822857,37.47827339172363
24,0.1,2,0,35309448.70464581,1.4950811862945557
25,0.1,2,1,35309448.70464581,3.218416213989258
26,0.1,2,2,35309448.70464581,4.740264892578125
27,0.1,2,3,35309448.70464581,6.263866901397705
28,0.1,2,4,35309448.70464581,7.958649635314941
29,0.1,2,5,35404005.431255855,9.40074872970581
30,0.1,2,6,35367196.38575882,11.107730627059937
31,0.1,2,7,35367196.38575882,12.556747913360596
32,0.1,2,8,35367196.38575882,14.235300779342651
33,0.1,2,9,35367196.38575882,15.747624158859253
34,0.1,2,10,35551163.414146416,17.410232067108154
35,0.1,2,11,35551163.414146416,18.88322687149048
36,0.1,2,12,35706525.8549998,20.37850260734558
37,0.1,2,13,35706525.8549998,22.024796724319458
38,0.1,2,14,35809365.37449654,23.647955179214478
39,0.1,2,15,35809365.37449654,25.284290075302124
40,0.1,2,16,35809365.37449654,26.91575860977173
41,0.1,2,17,35809365.37449654,28.460698127746582
42,0.1,2,18,35809365.37449654,29.991199254989624
43,0.1,2,19,35809365.37449654,31.59703826904297
44,0.1,2,20,35809365.37449654,33.34713435173035
45,0.1,2,21,35809365.37449654,34.883946657180786
46,0.1,2,22,35809365.37449654,36.489455461502075
47,0.1,3,0,35253089.233387224,1.628408670425415
48,0.1,3,1,35253089.233387224,3.3047704696655273
49,0.1,3,2,36363082.760391414,4.937331676483154
50,0.1,3,3,36363082.760391414,6.5449113845825195
51,0.1,3,4,36363082.760391414,8.13843297958374
52,0.1,3,5,36363082.760391414,9.662400960922241
53,0.1,3,6,36363082.760391414,11.295195579528809
54,0.1,3,7,36363082.760391414,12.8492751121521
55,0.1,3,8,36363082.760391414,14.368143320083618
56,0.1,3,9,36363082.760391414,16.09898829460144
57,0.1,3,10,36363082.760391414,17.6827392578125
58,0.1,3,11,36363082.760391414,19.172934770584106
59,0.1,3,12,36363082.760391414,20.867170095443726
60,0.1,3,13,36363082.760391414,22.26919960975647
61,0.1,3,14,36363082.760391414,23.98259663581848
62,0.1,3,15,36363082.760391414,25.4233615398407
63,0.1,3,16,36363082.760391414,27.077571868896484
64,0.1,3,17,36363082.760391414,28.536823511123657
65,0.1,3,18,36363082.760391414,30.01670217514038
66,0.1,3,19,36363082.760391414,31.541980504989624
67,0.1,3,20,36363082.760391414,33.088605642318726
68,0.1,3,21,36363082.760391414,34.795893907547
69,0.1,3,22,36363082.760391414,36.41933345794678
70,0.1,4,0,34726060.979947455,1.6860284805297852
71,0.1,4,1,35811363.730822906,3.295048236846924
72,0.1,4,2,36669814.42956193,4.8606650829315186
73,0.1,4,3,36669814.42956193,6.507089138031006
74,0.1,4,4,36669814.42956193,8.07638430595398
75,0.1,4,5,36669814.42956193,9.668611764907837
76,0.1,4,6,36669814.42956193,11.208356618881226
77,0.1,4,7,36669814.42956193,12.85042953491211
78,0.1,4,8,36669814.42956193,14.357253074645996
79,0.1,4,9,36669814.42956193,16.00033926963806
80,0.1,4,10,36669814.42956193,17.65697479248047
81,0.1,4,11,36669814.42956193,19.136826753616333
82,0.1,4,12,36669814.42956193,20.823163509368896
83,0.1,4,13,36669814.42956193,22.275168895721436
84,0.1,4,14,36669814.42956193,23.937106609344482
85,0.1,4,15,36669814.42956193,25.45393681526184
86,0.1,4,16,36669814.42956193,27.190348625183105
87,0.1,4,17,36669814.42956193,28.72008204460144
