,accuracy,seed,n_gen,score,elapsed_time
0,0.445,1,0,35323760.339758955,2.536251306533813
1,0.445,1,1,35432322.32663358,4.939340829849243
2,0.445,1,2,35432322.32663358,7.485798120498657
3,0.445,1,3,35485633.7990362,10.04362177848816
4,0.445,1,4,35550423.03054148,12.455374479293823
5,0.445,1,5,35550423.03054148,15.031052112579346
6,0.445,1,6,35550423.03054148,17.731748819351196
7,0.445,1,7,35550423.03054148,20.41344809532165
8,0.445,1,8,35553096.11115085,23.15243148803711
9,0.445,1,9,35553096.11115085,25.8159282207489
10,0.445,1,10,35553096.11115085,28.488349199295044
11,0.445,1,11,35553096.11115085,31.20547366142273
12,0.445,1,12,35553096.11115085,33.82240152359009
13,0.445,1,13,35553096.11115085,36.4803957939148
14,0.445,1,14,35553096.11115085,39.21911644935608
15,0.445,1,15,35553096.11115085,41.90369510650635
16,0.445,2,0,35309448.70464581,2.7153775691986084
17,0.445,2,1,35557900.24016239,5.493963003158569
18,0.445,2,2,35557900.24016239,8.248138189315796
19,0.445,2,3,35557900.24016239,10.949440717697144
20,0.445,2,4,35557900.24016239,13.655889987945557
21,0.445,2,5,35557900.24016239,16.2322096824646
22,0.445,2,6,35557900.24016239,18.912718057632446
23,0.445,2,7,35557900.24016239,21.48395848274231
24,0.445,2,8,35557900.24016239,24.08255100250244
25,0.445,2,9,35557900.24016239,26.84424352645874
26,0.445,2,10,35557900.24016239,29.48958659172058
27,0.445,2,11,35557900.24016239,32.18953347206116
28,0.445,2,12,35850808.73330094,34.75459933280945
29,0.445,2,13,35850808.73330094,37.39755940437317
30,0.445,2,14,35850808.73330094,40.07180309295654
31,0.445,3,0,35253089.233387224,2.656196117401123
32,0.445,3,1,35253089.233387224,5.313397407531738
33,0.445,3,2,35789079.94899768,7.977730274200439
34,0.445,3,3,35789079.94899768,10.58203101158142
35,0.445,3,4,35789079.94899768,13.28778862953186
36,0.445,3,5,35789079.94899768,15.99593186378479
37,0.445,3,6,35789079.94899768,18.76851749420166
38,0.445,3,7,35789079.94899768,21.487549543380737
39,0.445,3,8,35789079.94899768,24.182819604873657
40,0.445,3,9,36256632.64638475,26.79362201690674
41,0.445,3,10,36256632.64638475,29.548794507980347
42,0.445,3,11,36256632.64638475,32.190189361572266
43,0.445,3,12,36256632.64638475,34.931029319763184
44,0.445,3,13,36256632.64638475,37.64840316772461
45,0.445,3,14,36256632.64638475,40.22665858268738
46,0.445,4,0,34726060.979947455,2.7068607807159424
47,0.445,4,1,35811363.730822906,5.396250486373901
48,0.445,4,2,35847741.71095673,8.043183088302612
49,0.445,4,3,35847741.71095673,10.72025728225708
50,0.445,4,4,35847741.71095673,13.442795753479004
51,0.445,4,5,35847741.71095673,16.112772464752197
52,0.445,4,6,35847741.71095673,18.79098343849182
53,0.445,4,7,36510621.89335186,21.423332452774048
54,0.445,4,8,36510621.89335186,24.09833598136902
55,0.445,4,9,36510621.89335186,26.76678276062012
56,0.445,4,10,36510621.89335186,29.37063694000244
57,0.445,4,11,36510621.89335186,31.91293573379517
58,0.445,4,12,36510621.89335186,34.49723744392395
59,0.445,4,13,36510621.89335186,37.18794584274292
60,0.445,4,14,36510621.89335186,39.89901852607727
61,0.445,5,0,36176217.498365335,2.749314069747925
62,0.445,5,1,36506992.32585243,5.441406965255737
63,0.445,5,2,36506992.32585243,8.17620301246643
64,0.445,5,3,36506992.32585243,10.891942024230955
65,0.445,5,4,36506992.32585243,13.513347625732422
66,0.445,5,5,36506992.32585243,16.141354084014893
67,0.445,5,6,36506992.32585243,18.919409036636356
68,0.445,5,7,36506992.32585243,21.61626100540161
69,0.445,5,8,36506992.32585243,24.33464336395264
70,0.445,5,9,36506992.32585243,27.011720180511475
71,0.445,5,10,36506992.32585243,29.540880918502808
72,0.445,5,11,36506992.32585243,31.929832458496094
73,0.445,5,12,36506992.32585243,34.2037205696106
74,0.445,5,13,36506992.32585243,36.71410417556763
75,0.445,5,14,36506992.32585243,39.14194893836975
76,0.445,5,15,36506992.32585243,41.480693101882935
77,0.445,6,0,35131345.78449108,2.449855327606201
78,0.445,6,1,35158508.12282228,4.906960725784302
79,0.445,6,2,35280789.09679422,7.519117832183838
80,0.445,6,3,35280789.09679422,9.860697746276855
81,0.445,6,4,35280789.09679422,12.263735055923462
82,0.445,6,5,35280789.09679422,14.815353631973268
83,0.445,6,6,35924071.3909904,17.156388521194458
84,0.445,6,7,35924071.3909904,19.48870062828064
85,0.445,6,8,35924071.3909904,21.90463733673096
86,0.445,6,9,35924071.3909904,24.608641624450684
87,0.445,6,10,35924071.3909904,27.35698127746582
88,0.445,6,11,35924071.3909904,30.088579654693604
89,0.445,6,12,35924071.3909904,32.644891023635864
90,0.445,6,13,35924071.3909904,35.38896131515503
91,0.445,6,14,35924071.3909904,38.065141916275024
92,0.445,6,15,35924071.3909904,40.78726315498352
93,0.445,7,0,36202435.44563721,2.759816646575928
94,0.445,7,1,36202435.44563721,5.41792631149292
95,0.445,7,2,36202435.44563721,8.159481763839722
96,0.445,7,3,36202435.44563721,10.804420232772827
97,0.445,7,4,36202435.44563721,13.433862924575806
98,0.445,7,5,36202435.44563721,16.03275203704834
99,0.445,7,6,36202435.44563721,18.705407857894897
100,0.445,7,7,36202435.44563721,21.529608011245728
101,0.445,7,8,36202435.44563721,24.12430500984192
102,0.445,7,9,36202435.44563721,26.733882427215576
103,0.445,7,10,36202435.44563721,29.357780694961548
104,0.445,7,11,36202435.44563721,31.936790704727173
105,0.445,7,12,36202435.44563721,34.67846059799194
106,0.445,7,13,36202435.44563721,37.42559480667114
107,0.445,7,14,36202435.44563721,40.22607350349426
108,0.445,8,0,34644142.27249224,2.72156310081482
109,0.445,8,1,34644142.27249224,5.438170909881592
110,0.445,8,2,35355119.084050395,8.019718170166016
111,0.445,8,3,36435757.06294163,10.580328464508057
112,0.445,8,4,36435757.06294163,13.3236882686615
113,0.445,8,5,36716802.201017305,15.923877239227297
114,0.445,8,6,36716802.201017305,18.55303716659546
115,0.445,8,7,36716802.201017305,21.25925755500793
116,0.445,8,8,36716802.201017305,23.896127700805664
117,0.445,8,9,36716802.201017305,26.59939479827881
118,0.445,8,10,36716802.201017305,29.241983652114868
119,0.445,8,11,36716802.201017305,31.878140211105347
120,0.445,8,12,36716802.201017305,34.559858322143555
121,0.445,8,13,36716802.201017305,37.30853247642517
122,0.445,8,14,36716802.201017305,40.01176953315735
123,0.445,9,0,35540052.65669111,2.6037185192108154
124,0.445,9,1,35540052.65669111,5.348575592041016
125,0.445,9,2,35540052.65669111,7.952455043792725
126,0.445,9,3,36489185.93025618,10.61448049545288
127,0.445,9,4,36489185.93025618,13.431038618087769
128,0.445,9,5,36489185.93025618,16.283720016479492
129,0.445,9,6,36489185.93025618,18.89298391342163
130,0.445,9,7,36489185.93025618,21.6236093044281
131,0.445,9,8,36489185.93025618,24.316654682159424
132,0.445,9,9,36489185.93025618,27.02094411849976
133,0.445,9,10,36489185.93025618,29.667888164520264
134,0.445,9,11,36489185.93025618,32.51028895378113
135,0.445,9,12,36489185.93025618,35.3220272064209
136,0.445,9,13,36489185.93025618,38.00672507286072
137,0.445,9,14,36489185.93025618,40.6665723323822
138,0.445,10,0,34037376.051409,2.6674134731292725
139,0.445,10,1,34504719.50247195,5.392660140991211
140,0.445,10,2,35858481.02369231,8.070397138595581
141,0.445,10,3,35893016.179452464,10.8009831905365
142,0.445,10,4,35893016.179452464,13.506526231765749
143,0.445,10,5,35893016.179452464,16.244678020477295
144,0.445,10,6,35996504.650502086,18.947686672210693
145,0.445,10,7,35996504.650502086,21.712484121322632
146,0.445,10,8,35996504.650502086,24.30908226966858
147,0.445,10,9,35996504.650502086,26.790643215179443
148,0.445,10,10,35996504.650502086,29.52625608444214
149,0.445,10,11,35996504.650502086,32.21838450431824
150,0.445,10,12,35996504.650502086,34.96961069107056
151,0.445,10,13,36346914.7637857,37.706358432769775
152,0.445,10,14,36346914.7637857,40.39072513580322
153,0.445,11,0,33800527.6432942,2.652973890304565
154,0.445,11,1,35103447.623635225,5.443510293960571
155,0.445,11,2,36012315.42481824,8.02666687965393
156,0.445,11,3,36012315.42481824,10.626517295837402
157,0.445,11,4,36012315.42481824,13.362237930297852
158,0.445,11,5,36012315.42481824,16.001789331436157
159,0.445,11,6,36012315.42481824,18.72307920455933
160,0.445,11,7,36012315.42481824,21.306196212768555
161,0.445,11,8,36012315.42481824,23.960756301879883
162,0.445,11,9,36012315.42481824,26.79902601242065
163,0.445,11,10,36012315.42481824,29.44639015197754
164,0.445,11,11,36012315.42481824,32.19647240638733
165,0.445,11,12,36012315.42481824,34.94961857795715
166,0.445,11,13,36012315.42481824,37.62230372428894
167,0.445,11,14,36012315.42481824,40.43739914894104
168,0.445,12,0,34711815.741597086,2.6203243732452397
