,accuracy,seed,n_gen,score,elapsed_time
0,0.667,1,0,35323760.339758955,3.246190309524536
1,0.667,1,1,35432322.32663358,6.459091424942017
2,0.667,1,2,35432322.32663358,9.9342782497406
3,0.667,1,3,35485633.7990362,13.182325839996338
4,0.667,1,4,35550423.03054148,16.570422887802124
5,0.667,1,5,35550423.03054148,19.84009385108948
6,0.667,1,6,35550423.03054148,22.978675365448
7,0.667,1,7,35550423.03054148,26.113903999328613
8,0.667,1,8,35553096.11115085,29.35377597808838
9,0.667,1,9,35553096.11115085,32.63130521774292
10,0.667,1,10,35553096.11115085,35.85960960388184
11,0.667,1,11,35553096.11115085,39.159257888793945
12,0.667,1,12,35553096.11115085,42.43692493438721
13,0.667,2,0,35309448.70464581,3.1636626720428467
14,0.667,2,1,35557900.24016239,6.191923141479492
15,0.667,2,2,35557900.24016239,9.199651718139648
16,0.667,2,3,35557900.24016239,12.188256025314333
17,0.667,2,4,35557900.24016239,14.995944023132324
18,0.667,2,5,35557900.24016239,17.953602075576782
19,0.667,2,6,35557900.24016239,21.032907724380493
20,0.667,2,7,35557900.24016239,23.84462666511536
21,0.667,2,8,35557900.24016239,26.826544046401978
22,0.667,2,9,35557900.24016239,29.710886240005493
23,0.667,2,10,35557900.24016239,32.58117055892944
24,0.667,2,11,35557900.24016239,35.583194971084595
25,0.667,2,12,35850808.73330094,38.39433741569519
26,0.667,2,13,35850808.73330094,41.39874053001404
27,0.667,3,0,35253089.233387224,2.8396215438842773
28,0.667,3,1,35253089.233387224,5.7389302253723145
29,0.667,3,2,35789079.94899768,8.568331956863403
30,0.667,3,3,35789079.94899768,11.460559368133543
31,0.667,3,4,35789079.94899768,14.515918731689451
32,0.667,3,5,35789079.94899768,17.456117153167725
33,0.667,3,6,35789079.94899768,20.46864938735962
34,0.667,3,7,35789079.94899768,23.37007451057434
35,0.667,3,8,35789079.94899768,26.39092993736267
36,0.667,3,9,36256632.64638475,29.325066804885864
37,0.667,3,10,36256632.64638475,32.33537173271179
38,0.667,3,11,36256632.64638475,35.316977977752686
39,0.667,3,12,36256632.64638475,38.30602836608887
40,0.667,3,13,36256632.64638475,41.25872755050659
41,0.667,4,0,34726060.979947455,3.041229486465454
42,0.667,4,1,35811363.730822906,5.868012428283691
43,0.667,4,2,35847741.71095673,8.73332166671753
44,0.667,4,3,35847741.71095673,11.625021696090698
45,0.667,4,4,35847741.71095673,14.557024002075195
46,0.667,4,5,35847741.71095673,17.474465370178223
47,0.667,4,6,35847741.71095673,20.3648362159729
48,0.667,4,7,36510621.89335186,23.28131413459778
49,0.667,4,8,36510621.89335186,26.195441722869877
50,0.667,4,9,36510621.89335186,29.192888736724854
51,0.667,4,10,36510621.89335186,32.06944489479065
