,accuracy,seed,n_gen,score,elapsed_time
0,0.2,1,0,35323760.339758955,1.8243343830108643
1,0.2,1,1,35323760.339758955,3.739208936691284
2,0.2,1,2,35323760.339758955,5.745157718658447
3,0.2,1,3,35323760.339758955,7.716057300567627
4,0.2,1,4,35784749.53944766,9.735800743103027
5,0.2,1,5,35784749.53944766,11.825826168060303
6,0.2,1,6,35784749.53944766,13.842218399047852
7,0.2,1,7,35784749.53944766,15.853657722473145
8,0.2,1,8,35784749.53944766,17.807570457458496
9,0.2,1,9,35947790.98403098,19.726749658584595
10,0.2,1,10,35947790.98403098,21.656171083450317
11,0.2,1,11,36324903.60822857,23.623093128204346
12,0.2,1,12,36324903.60822857,25.52688503265381
13,0.2,1,13,36324903.60822857,27.5258686542511
14,0.2,1,14,36324903.60822857,29.52386784553528
15,0.2,1,15,36324903.60822857,31.555809020996094
16,0.2,1,16,36324903.60822857,33.55515766143799
17,0.2,1,17,36324903.60822857,35.50034022331238
18,0.2,1,18,36324903.60822857,37.53071904182434
19,0.2,2,0,35309448.70464581,1.9321966171264648
20,0.2,2,1,35309448.70464581,3.908907651901245
21,0.2,2,2,35309448.70464581,5.872629404067993
22,0.2,2,3,35309448.70464581,7.840791940689087
23,0.2,2,4,35309448.70464581,9.826865673065186
24,0.2,2,5,35404005.431255855,11.807551622390747
25,0.2,2,6,35367196.38575882,13.811201095581055
26,0.2,2,7,35367196.38575882,15.793941974639893
27,0.2,2,8,35367196.38575882,17.74122190475464
28,0.2,2,9,35367196.38575882,19.74741291999817
29,0.2,2,10,35551163.414146416,21.74683904647827
30,0.2,2,11,35551163.414146416,23.73525905609131
31,0.2,2,12,35706525.8549998,25.707725763320923
32,0.2,2,13,35706525.8549998,27.737935781478882
33,0.2,2,14,35809365.37449654,29.67459201812744
34,0.2,2,15,35809365.37449654,31.66130495071411
35,0.2,2,16,35809365.37449654,33.6957471370697
36,0.2,2,17,35809365.37449654,35.64017701148987
37,0.2,2,18,35809365.37449654,37.67165422439575
38,0.2,3,0,35253089.233387224,1.9543821811676025
39,0.2,3,1,35253089.233387224,3.886007070541382
40,0.2,3,2,36363082.760391414,5.874281883239746
41,0.2,3,3,36363082.760391414,7.880317687988281
42,0.2,3,4,36363082.760391414,10.033631801605225
43,0.2,3,5,36363082.760391414,11.977699756622314
44,0.2,3,6,36363082.760391414,13.90237808227539
45,0.2,3,7,36363082.760391414,15.926852226257324
46,0.2,3,8,36363082.760391414,17.878989934921265
47,0.2,3,9,36363082.760391414,19.953760147094727
48,0.2,3,10,36363082.760391414,21.929582357406616
49,0.2,3,11,36363082.760391414,23.84562873840332
