,heuristic_param,seed,n_gen,score,accuracy,variance,update,elapsed_time_proc,elapsed_time_acc,elapsed_time
4417,"[10, 3]",50,1,35090434.07618461,0.0889552977577175,3923295005171.9526,False,2.370161294937134,0.9686625003814696,3.3388237953186035
4418,"[10, 3]",50,2,35090434.07618461,0.0889552977577175,4954002605795.24,False,3.608340263366699,0.9686625003814696,4.577002763748169
4419,"[10, 3]",50,3,35174019.25463521,0.0889552977577175,4531847975853.553,False,4.687201023101807,0.9686625003814696,5.655863523483276
4420,"[10, 3]",50,4,36431263.84728428,0.0889552977577175,3475673741489.666,False,5.977704763412476,0.9686625003814696,6.946367263793945
4421,"[10, 3]",50,5,36431263.84728428,0.0889552977577175,4421280296783.695,False,7.22156023979187,0.9686625003814696,8.19022274017334
4422,"[10, 3]",50,6,36431263.84728428,0.0889552977577175,4936336485641.827,False,8.241886615753174,0.9686625003814696,9.210549116134644
4423,"[10, 3]",50,7,36431263.84728428,0.0889552977577175,6110914460559.551,False,9.446793794631958,0.9686625003814696,10.415456295013428
4424,"[10, 3]",50,8,36431263.84728428,0.0889552977577175,3543682631788.6235,False,10.681430101394652,0.9686625003814696,11.650092601776125
4425,"[10, 3]",50,9,36431263.84728428,0.0889552977577175,6045044164490.826,False,11.952986478805542,0.9686625003814696,12.921648979187012
4426,"[10, 3]",50,10,36431263.84728428,0.0889552977577175,3112007372611.246,False,13.131579399108888,0.9686625003814696,14.100241899490356
4427,"[10, 3]",50,11,36431263.84728428,0.0889552977577175,6010847745070.324,False,14.37231159210205,0.9686625003814696,15.34097409248352
4428,"[10, 3]",50,12,36431263.84728428,0.0889552977577175,7355080263023.22,False,15.483720302581789,0.9686625003814696,16.452382802963257
4429,"[10, 3]",50,13,36431263.84728428,0.0889552977577175,4801815231225.543,True,16.66482400894165,2.084665060043335,18.749489068984985
4430,"[10, 3]",50,14,36431263.84728428,0.0889552977577175,6653677705260.08,False,17.906772136688232,2.084665060043335,19.991437196731567
4431,"[10, 3]",50,15,36431263.84728428,0.0889552977577175,5021396167964.681,False,19.09168314933777,2.084665060043335,21.176348209381104
