,heuristic_param,seed,n_gen,score,accuracy,variance,elapsed_time_proc,elapsed_time_acc,elapsed_time
766,0.8,26,8,36019574.94844879,0.0889552977577175,6919904424454.451,11.357101678848268,1.098430633544922,12.455532312393188
767,0.8,26,9,36019574.94844879,0.0889552977577175,4172468398617.245,12.577648401260376,1.098430633544922,13.676079034805298
768,0.8,26,10,36019574.94844879,0.0889552977577175,4766751042218.389,13.941828727722168,1.098430633544922,15.04025936126709
769,0.8,26,11,36019574.94844879,0.0889552977577175,4677855823433.729,15.236786127090454,2.054187059402466,17.29097318649292
770,0.8,26,12,36675435.908118695,0.0889552977577175,4989385858375.271,16.505528688430786,2.054187059402466,18.55971574783325
771,0.8,26,13,36675435.908118695,0.0889552977577175,6057713750825.372,17.729493856430054,2.054187059402466,19.78368091583252
772,0.8,26,14,36675435.908118695,0.0889552977577175,6023361868712.499,19.090213537216187,2.054187059402466,21.14440059661865
773,0.8,26,15,36675435.908118695,0.0889552977577175,4805333040936.428,20.31095266342163,2.054187059402466,22.365139722824097
774,0.8,26,16,36675435.908118695,0.0889552977577175,4057457232047.676,21.548449516296387,2.054187059402466,23.602636575698853
775,0.8,26,17,36675435.908118695,0.0889552977577175,4347374416379.236,22.89819025993347,2.054187059402466,24.952377319335938
776,0.8,26,18,36675435.908118695,0.0889552977577175,5213421186083.6,24.17128086090088,2.054187059402466,26.225467920303345
777,0.8,26,19,37223403.35799771,0.0889552977577175,8179245856013.442,25.308529376983643,2.054187059402466,27.36271643638611
778,0.8,26,20,37223403.35799771,0.0889552977577175,4135304377425.853,26.576569080352783,2.054187059402466,28.63075613975525
779,0.8,26,21,37223403.35799771,0.0889552977577175,5538077181545.857,27.801492929458615,2.054187059402466,29.855679988861084
780,0.8,26,22,37223403.35799771,0.0889552977577175,6905501800766.92,29.105792760849,3.153926372528076,32.259719133377075
781,0.8,26,23,37223403.35799771,0.0889552977577175,5082780951501.294,30.37822127342224,3.153926372528076,33.53214764595032
782,0.8,26,24,37223403.35799771,0.0889552977577175,6154834478197.501,31.58797001838684,3.153926372528076,34.74189639091492
783,0.8,26,25,37223403.35799771,0.0889552977577175,3770495623243.723,32.83369421958923,3.153926372528076,35.98762059211731
784,0.8,26,26,37223403.35799771,0.0889552977577175,3712637659851.381,34.15034532546997,3.153926372528076,37.30427169799805
785,0.8,26,27,37223403.35799771,0.0889552977577175,4769320279268.84,35.44283866882324,3.153926372528076,38.59676504135132
