,heuristic_param,seed,n_gen,score,accuracy,threshold,variance,elapsed_time_proc,elapsed_time_acc,elapsed_time
436,5,30,6,36458636.6830134,0.0634375,0.95,4986996791523.682,8.261295318603516,9.69120192527771,17.952499389648438
437,5,30,7,36458636.6830134,0.0634375,0.95,4677178731493.545,9.678756952285768,11.159695625305176,20.838460206985477
438,5,30,8,36458636.6830134,0.0634375,0.95,4949488281851.135,10.837690591812134,12.389319896697998,23.22701358795166
439,5,30,9,36458636.6830134,0.0634375,0.95,3898223637781.6,11.999652624130247,13.583393096923828,25.583049535751343
440,5,30,10,36458636.6830134,0.0634375,0.95,5254716323330.396,13.296910524368286,14.942788124084473,28.239701986312863
441,5,30,11,36458636.6830134,0.0634375,0.95,5979612354691.622,14.546279430389404,16.245556592941284,30.791837692260746
442,5,30,12,36458636.6830134,0.0634375,0.95,5064377316985.966,15.662695169448853,17.39468216896057,33.05738091468811
443,5,30,13,36458636.6830134,0.0634375,0.95,4183756236616.9087,16.973649978637695,18.80505061149597,35.778703927993774
444,5,31,0,33593035.42087919,0.0634375,0.95,3443153256114.3506,1.2323100566864014,2.33099365234375,3.5633082389831543
445,5,31,1,35187034.66181627,0.0634375,0.95,9014474066934.77,2.4301083087921143,3.531996011734009,5.962108135223389
446,5,31,2,35187034.66181627,0.0634375,0.95,5315674092789.119,3.60083532333374,4.739069223403931,8.33990740776062
447,5,31,3,35187034.66181627,0.0634375,0.95,5976183254210.551,4.843410491943359,6.01573657989502,10.859148979187012
448,5,31,4,35187034.66181627,0.0634375,0.95,4478457306562.636,6.077839612960815,7.257796049118042,13.335638046264648
449,5,31,5,35187034.66181627,0.0634375,0.95,4949001118931.006,7.102261304855347,8.321822166442871,15.424089193344116
450,5,31,6,35187034.66181627,0.0634375,0.95,4713025606638.968,8.32586932182312,9.589457988739014,17.91533064842224
451,5,31,7,35187034.66181627,0.0634375,0.95,7254484759877.264,9.455448150634766,10.778324127197266,20.233774662017822
452,5,31,8,35187034.66181627,0.0634375,0.95,5057525514972.945,10.590718507766724,11.950769424438477,22.54149079322815
453,5,31,9,35454161.910306394,0.0634375,0.95,8332607943724.108,11.852658033370972,13.270249605178831,25.1229145526886
454,5,31,10,35454161.910306394,0.0634375,0.95,7962503997586.365,12.870666742324827,14.365472555160522,27.23614192008972
455,5,31,11,36144510.86308125,0.0634375,0.95,5157855011684.312,13.992784023284912,15.536383390426636,29.529170989990234
456,5,31,12,36144510.86308125,0.0634375,0.95,4910407173509.423,15.22646975517273,16.826947689056396,32.05342078208923
457,5,31,13,36144510.86308125,0.0634375,0.95,4195850353325.337,16.33260679244995,18.004703998565674,34.33731412887573
458,5,31,14,36627992.48238981,0.0634375,0.95,5642623011653.704,17.53124237060547,19.27862811088562,36.80987358093262
459,5,32,0,35058431.58077558,0.0634375,0.95,6541172915292.912,1.1683101654052734,2.160526752471924,3.3288402557373047
460,5,32,1,35058431.58077558,0.0634375,0.95,5025582849603.2,2.3878989219665527,3.377305507659912,5.765208005905151
461,5,32,2,35417912.85152834,0.0634375,0.95,5376336535127.301,3.549546718597412,4.529332399368286,8.078886985778809
462,5,32,3,35417912.85152834,0.0634375,0.95,5817468092445.31,4.771041631698608,5.767400026321411,10.538443565368652
463,5,32,4,36161568.09032447,0.0634375,0.95,5809683462425.884,5.94697642326355,6.937486410140991,12.88446593284607
464,5,32,5,36161568.09032447,0.0634375,0.95,3869307410840.228,7.155602216720581,8.20054841041565,15.3561532497406
465,5,32,6,36161568.09032447,0.0634375,0.95,4145561059846.5513,8.244701147079468,9.327654838562012,17.572360038757324
466,5,32,7,36161568.09032447,0.0634375,0.95,3435286610985.448,9.452304363250732,10.551735639572144,20.004043102264404
467,5,32,8,36161568.09032447,0.0634375,0.95,5540172098773.29,10.638122081756592,11.811229228973389,22.44935417175293
468,5,32,9,36161568.09032447,0.0634375,0.95,3328366056805.573,11.784921169281006,12.985820293426514,24.77074503898621
469,5,32,10,36161568.09032447,0.0634375,0.95,5504192156260.529,13.072709083557127,14.340871810913086,27.4135856628418
470,5,32,11,36161568.09032447,0.0634375,0.95,3466962385772.3345,14.215185165405272,15.493991374969482,29.70918107032776
471,5,32,12,36161568.09032447,0.0634375,0.95,4213665707047.0,15.453320503234863,16.760419845581055,32.21374201774597
472,5,32,13,36161568.09032447,0.0634375,0.95,3686438952196.984,16.607667446136475,17.976550102233887,34.58422112464905
473,5,32,14,36161568.09032447,0.0634375,0.95,4778834281838.645,17.822598695755005,19.2348415851593,37.05744385719299
474,5,33,0,35702341.08125575,0.0634375,0.95,5447687708465.488,1.473172664642334,2.479176998138428,3.9523556232452393
475,5,33,1,35702341.08125575,0.0634375,0.95,6837829278597.605,2.5635581016540527,3.5647592544555664,6.12831974029541
476,5,33,2,35702341.08125575,0.0634375,0.95,3939130889001.9214,3.8559088706970215,4.8234288692474365,8.67934274673462
477,5,33,3,35702341.08125575,0.0634375,0.95,3305850641221.431,4.951020479202271,5.906923055648804,10.857946157455444
478,5,33,4,35702341.08125575,0.0634375,0.95,4001705396386.34,6.23798394203186,7.1598193645477295,13.397807598114014
479,5,33,5,35702341.08125575,0.0634375,0.95,4148736252553.3,7.544598817825317,8.48532509803772,16.029926776885986
480,5,33,6,35702341.08125575,0.0634375,0.95,4722653335772.816,8.590466260910034,9.561535358428957,18.152004957199097
481,5,33,7,35702341.08125575,0.0634375,0.95,4223123865419.75,9.684955835342407,10.651597023010254,20.33655619621277
482,5,33,8,35702341.08125575,0.0634375,0.95,3972180516529.04,10.772676467895508,11.764445304870604,22.53712487220764
483,5,33,9,35702341.08125575,0.0634375,0.95,4724365452408.372,11.892444849014282,12.87777853012085,24.770224809646606
484,5,33,10,35984839.16479691,0.0634375,0.95,4457939474892.061,13.073590278625488,14.045856714248655,27.11945128440857
485,5,33,11,35984839.16479691,0.0634375,0.95,5379083853799.663,14.29545521736145,15.28413438796997,29.579591274261475
486,5,33,12,35984839.16479691,0.0634375,0.95,5729513717218.897,15.534962177276611,16.478687286376953,32.01365280151367
487,5,33,13,35984839.16479691,0.0634375,0.95,6302482566896.75,16.826675415039062,17.772999048233032,34.59967851638794
488,5,34,0,34485723.500769466,0.0634375,0.95,4199898677937.847,1.28167986869812,2.345911264419556,3.627593994140625
489,5,34,1,35500306.03045907,0.0634375,0.95,4938416836571.798,2.5648646354675293,3.605404853820801,6.1702728271484375
490,5,34,2,35500306.03045907,0.0634375,0.95,5934262513023.06,3.719446420669556,4.747840166091919,8.467289686203003
491,5,34,3,35500306.03045907,0.0634375,0.95,5656290458140.911,5.007853269577026,6.025086164474487,11.032941818237305
492,5,34,4,35515563.50835604,0.0634375,0.95,6936786575915.75,6.155359506607056,7.18575930595398,13.3411226272583
493,5,34,5,35515563.50835604,0.0634375,0.95,5967270515196.704,7.293515205383301,8.334757089614868,15.62827754020691
494,5,34,6,35494878.49546659,0.0634375,0.95,5589658396631.932,8.631499528884888,9.715940952301024,18.34744524955749
495,5,34,7,36233354.67742439,0.0634375,0.95,4613153565967.623,9.709362983703612,10.81912636756897,20.52849173545837
496,5,34,8,36233354.67742439,0.0634375,0.95,5555515486431.397,10.910231113433838,12.041410207748411,22.951645612716675
497,5,34,9,36233354.67742439,0.0634375,0.95,2578497548315.14,11.9470112323761,13.098204374313354,25.045218229293823
498,5,34,10,36233354.67742439,0.0634375,0.95,5931418680525.037,13.167121171951294,14.31995439529419,27.48707890510559
499,5,34,11,36377653.47359188,0.0634375,0.95,5496770166187.925,14.336049556732178,15.520880460739136,29.85693407058716
500,5,34,12,36377653.47359188,0.0634375,0.95,5222013179737.971,15.38039207458496,16.56756091117859,31.94795560836792
501,5,34,13,36377653.47359188,0.0634375,0.95,5125825967737.105,16.59156560897827,17.77863073348999,34.37019920349121
502,5,34,14,36377653.47359188,0.0634375,0.95,5684123992987.941,17.77483868598938,19.00364565849304,36.77848768234253
503,5,35,0,33887034.8233403,0.0634375,0.95,5749039513209.697,1.2120962142944336,2.175740957260132,3.3878397941589355
504,5,35,1,35680884.7511447,0.0634375,0.95,5102648402276.525,2.460601806640625,3.4326634407043457,5.893270969390869
505,5,35,2,35680884.7511447,0.0634375,0.95,5635005850860.801,3.584228038787842,4.583709001541138,8.167938709259033
506,5,35,3,35645368.93846264,0.0634375,0.95,3533923641402.4985,4.773022174835205,5.769470691680908,10.542495965957642
507,5,35,4,35645368.93846264,0.0634375,0.95,5360828756853.586,5.988112211227417,6.98870062828064,12.976815462112429
508,5,35,5,35645368.93846264,0.0634375,0.95,6912996103892.387,7.101756095886231,8.103792667388916,15.205551624298096
509,5,35,6,35645368.93846264,0.0634375,0.95,5922118225674.44,8.387021780014038,9.42519235610962,17.812216997146606
510,5,35,7,35645368.93846264,0.0634375,0.95,3699781035923.361,9.436825275421144,10.520188570022585,19.95701837539673
511,5,35,8,35645368.93846264,0.0634375,0.95,5498457951577.877,10.783057451248167,11.911534786224363,22.694594860076904
512,5,35,9,35645368.93846264,0.0634375,0.95,8194340407073.268,11.969539880752563,13.13578176498413,25.105323553085327
513,5,35,10,35645368.93846264,0.0634375,0.95,4705875557148.96,13.038881063461304,14.225335597991943,27.264220476150516
514,5,35,11,36610890.51143683,0.0634375,0.95,5562014268438.241,14.229614734649658,15.466983795166016,29.6966016292572
515,5,35,12,36610890.51143683,0.0634375,0.95,4185198539717.304,15.488131046295166,16.817580461502075,32.30571508407593
516,5,35,13,36610890.51143683,0.0634375,0.95,4971318207148.938,16.694027423858643,18.05982756614685,34.753857374191284
517,5,35,14,36610890.51143683,0.0634375,0.95,5666309319376.65,17.83889365196228,19.2479784488678,37.08688426017761
518,5,36,0,34621643.53970213,0.0634375,0.95,5562912319016.515,1.2523326873779297,2.4633569717407227,3.7156944274902335
519,5,36,1,35685035.72645337,0.0634375,0.95,9446234607512.805,2.399794578552246,3.617626190185547,6.017423868179321
520,5,36,2,35685035.72645337,0.0634375,0.95,4504820611799.684,3.6095240116119385,4.823497772216797,8.433025121688843
521,5,36,3,35685035.72645337,0.0634375,0.95,4700572441292.102,4.796314716339111,6.0084617137908936,10.804779767990112
522,5,36,4,35685035.72645337,0.0634375,0.95,3002424323848.496,5.9357850551605225,7.201206922531128,13.1369948387146
523,5,36,5,35685035.72645337,0.0634375,0.95,4477903250529.735,7.062625408172607,8.331684827804565,15.394312620162964
524,5,36,6,35685035.72645337,0.0634375,0.95,4388012026880.641,8.18555760383606,9.49140477180481,17.676965951919556
525,5,36,7,35685035.72645337,0.0634375,0.95,6706268141968.688,9.413097143173218,10.745922327041626,20.159021615982056
526,5,36,8,35685035.72645337,0.0634375,0.95,5675261372083.385,10.505229473114014,11.878141403198242,22.383374452590942
527,5,36,9,35685035.72645337,0.0634375,0.95,7008196722599.674,11.65414333343506,13.029289960861206,24.68343663215637
528,5,36,10,36134816.85037013,0.0634375,0.95,4796819522961.446,12.79626441001892,14.19806694984436,26.99433636665344
529,5,36,11,36130296.68631594,0.0634375,0.95,4610329753003.577,14.130967855453491,15.57408618927002,29.705057859420776
530,5,36,12,36130296.68631594,0.0634375,0.95,2952662038834.8936,15.371313571929932,16.846179962158203,32.21749806404114
531,5,36,13,36130296.68631594,0.0634375,0.95,2862087760261.244,16.540010452270508,18.05021333694458,34.59022831916809
532,5,36,14,36130296.68631594,0.0634375,0.95,6500147083044.135,17.824537754058838,19.358815670013428,37.18335747718811
533,5,37,0,35519227.897349566,0.0634375,0.95,5363393656992.108,1.2962918281555176,2.279449939727783,3.5757455825805664
534,5,37,1,35645867.97704445,0.0634375,0.95,5138447179967.595,2.5657427310943604,3.5365586280822754,6.102304935455322
535,5,37,2,35645867.97704445,0.0634375,0.95,3582463763840.1343,3.703047275543213,4.681090354919434,8.384140729904175
536,5,37,3,35645867.97704445,0.0634375,0.95,5631992307094.027,5.000210523605347,6.00755500793457,11.007768154144289
537,5,37,4,35645867.97704445,0.0634375,0.95,4944055576953.474,6.11102557182312,7.116645336151123,13.22767424583435
538,5,37,5,35645867.97704445,0.0634375,0.95,5273952275368.751,7.424246788024902,8.40272307395935,15.826972484588625
539,5,37,6,35645867.97704445,0.0634375,0.95,4799865109130.463,8.704668998718262,9.721728086471558,18.426401615142822
540,5,37,7,35645867.97704445,0.0634375,0.95,5406207263887.332,9.829095125198364,10.884885311126707,20.713982582092285
541,5,37,8,35645867.97704445,0.0634375,0.95,5276471037240.947,10.911338090896606,11.983614444732666,22.894956350326535
542,5,37,9,36034474.21265648,0.0634375,0.95,4755808171400.545,12.270708084106444,13.406732559204102,25.677444219589237
543,5,37,10,36034474.21265648,0.0634375,0.95,4087192889359.375,13.423471450805664,14.59174919128418,28.01522254943848
544,5,37,11,36034474.21265648,0.0634375,0.95,4848508030237.825,14.769260168075562,15.954330444335938,30.72359323501587
545,5,37,12,36268945.5665421,0.0634375,0.95,3420886158507.7383,16.10412907600403,17.31195616722107,33.41608762741089
546,5,37,13,36268945.5665421,0.0634375,0.95,3945408261256.465,17.17929220199585,18.413522005081177,35.59281611442566
547,5,38,0,32916054.477836512,0.0634375,0.95,5542107497877.988,1.301438331604004,2.398448944091797,3.6998913288116455
548,5,38,1,35157762.71133226,0.0634375,0.95,4969738156800.901,2.51094126701355,3.641211748123169,6.152156352996826
549,5,38,2,35157762.71133226,0.0634375,0.95,4721699522382.084,3.687559366226196,4.848341464996338,8.535903692245483
550,5,38,3,35553372.29727847,0.0634375,0.95,7506904544747.34,4.919844150543213,6.084745645523071,11.00459337234497
551,5,38,4,35970743.39818408,0.0634375,0.95,3956636894479.688,6.099883556365967,7.25961709022522,13.359502792358398
552,5,38,5,35970743.39818408,0.0634375,0.95,5634655257874.236,7.256072759628296,8.413728713989258,15.66980528831482
553,5,38,6,35910070.50436005,0.0634375,0.95,7594050970042.213,8.558939933776855,9.73827075958252,18.29721450805664
554,5,38,7,36047877.41532479,0.0634375,0.95,4401124093609.812,9.806257486343384,11.036738634109495,20.843000411987305
555,5,38,8,36047877.41532479,0.0634375,0.95,4496288830001.21,10.766126871109009,12.025132179260254,22.79126286506653
556,5,38,9,36047877.41532479,0.0634375,0.95,2738083764861.9243,11.89304232597351,13.16988754272461,25.06293249130249
557,5,38,10,36047877.41532479,0.0634375,0.95,4112892389291.196,13.187033653259276,14.50560426712036,27.69264006614685
558,5,38,11,36047877.41532479,0.0634375,0.95,4929580527088.212,14.34108281135559,15.687849760055542,30.028934955596924
559,5,38,12,36047877.41532479,0.0634375,0.95,3345423213345.442,15.56734323501587,16.96605920791626,32.533406019210815
560,5,38,13,36047877.41532479,0.0634375,0.95,5154082824225.152,16.885038137435913,18.320579767227173,35.20562124252319
561,5,39,0,33921885.00120393,0.0634375,0.95,5075410590342.958,1.2540807723999023,2.183561086654663,3.437644720077514
562,5,39,1,35281111.26399342,0.0634375,0.95,5128412706303.954,2.4560163021087646,3.404391288757324,5.860410213470459
563,5,39,2,35281111.26399342,0.0634375,0.95,4960254455101.066,3.726509332656861,4.674292325973511,8.400804996490479
564,5,39,3,35281111.26399342,0.0634375,0.95,4838089345631.562,4.8950278759002686,5.857691764831543,10.752723932266235
565,5,39,4,35718514.22082183,0.0634375,0.95,5339985192874.97,6.127654314041138,7.133397340774536,13.261053800582886
566,5,39,5,35845242.12700044,0.0634375,0.95,4459242230475.83,7.372602701187134,8.381879329681396,15.754483938217165
567,5,39,6,35845242.12700044,0.0634375,0.95,4707940680306.082,8.449808835983276,9.482486724853516,17.932297706604004
568,5,39,7,35845242.12700044,0.0634375,0.95,5738570466389.6,9.635746002197266,10.710848093032835,20.346598386764526
569,5,39,8,35845242.12700044,0.0634375,0.95,5624542417644.815,10.976027011871338,12.11102533340454,23.087055683135983
570,5,39,9,35845242.12700044,0.0634375,0.95,4516415723478.808,12.159328699111938,13.358652353286743,25.517984628677368
571,5,39,10,35845242.12700044,0.0634375,0.95,8178964098161.446,13.418137788772585,14.669344425201416,28.08748459815979
572,5,39,11,35845242.12700044,0.0634375,0.95,4850976974795.69,14.73119044303894,16.022900342941284,30.75409412384033
573,5,39,12,35845242.12700044,0.0634375,0.95,5067799760815.311,15.94441556930542,17.299013137817383,33.24343276023865
574,5,39,13,35845242.12700044,0.0634375,0.95,4030904221763.8833,17.130594491958618,18.52213716506958,35.65273380279541
575,5,40,0,34556079.97197756,0.0634375,0.95,6150362128975.606,1.2816495895385742,2.372657537460327,3.654310941696167
576,5,40,1,34876042.563872315,0.0634375,0.95,5159859525930.624,2.5096335411071777,3.630393505096436,6.140029430389404
577,5,40,2,36712689.46066721,0.0634375,0.95,4556924013796.914,3.8467893600463863,4.961973190307617,8.808767318725586
578,5,40,3,36712689.46066721,0.0634375,0.95,5173293603590.084,5.016448497772217,6.139147520065308,11.155598402023315
579,5,40,4,36712689.46066721,0.0634375,0.95,4937883791048.825,6.240915536880493,7.3484086990356445,13.58932638168335
580,5,40,5,36882333.97973288,0.0634375,0.95,4858626477791.765,7.601032018661499,8.713685989379883,16.314722061157227
581,5,40,6,36882333.97973288,0.0634375,0.95,6817701122006.259,8.787457704544067,9.919729232788086,18.70719027519226
582,5,40,7,36882333.97973288,0.0634375,0.95,5186898943175.379,9.843365669250488,10.977030038833618,20.82039761543274
583,5,40,8,36882333.97973288,0.0634375,0.95,3296760198200.663,11.03451943397522,12.19515299797058,23.22967505455017
584,5,40,9,36882333.97973288,0.0634375,0.95,5491986393392.617,12.327998161315918,13.523422956466677,25.851423978805546
585,5,40,10,36882333.97973288,0.0634375,0.95,5041159476835.762,13.4946768283844,14.735414505004885,28.23009347915649
586,5,40,11,36882333.97973288,0.0634375,0.95,4302656172583.233,14.78118634223938,16.045955657958984,30.82714533805847
587,5,40,12,36882333.97973288,0.0634375,0.95,4846738168103.305,16.096882581710815,17.399171113967896,33.496071577072144
588,5,40,13,36882333.97973288,0.0634375,0.95,5647474912088.813,17.43608784675598,18.770368576049805,36.206458568573
589,5,41,0,35564211.770548,0.0634375,0.95,4223974698118.456,1.340740203857422,2.3799071311950684,3.720651865005493
590,5,41,1,36482520.53738886,0.0634375,0.95,4270637516442.652,2.552809238433838,3.589399814605713,6.1422119140625
591,5,41,2,36482520.53738886,0.0634375,0.95,3871310790296.993,3.7811858654022217,4.827434301376343,8.608623027801514
592,5,41,3,36482520.53738886,0.0634375,0.95,5298932685446.807,5.013548374176025,6.062973976135254,11.07652473449707
593,5,41,4,36482520.53738886,0.0634375,0.95,6110979962759.92,6.319149732589722,7.361310720443726,13.680472135543823
594,5,41,5,36482520.53738886,0.0634375,0.95,5751354372515.765,7.455458641052246,8.509641885757446,15.9651038646698
595,5,41,6,36482520.53738886,0.0634375,0.95,6049230695595.522,8.739160537719727,9.791718482971191,18.53088116645813
596,5,41,7,36482520.53738886,0.0634375,0.95,5366409550551.666,10.029775857925417,11.11188292503357,21.14166259765625
597,5,41,8,36482520.53738886,0.0634375,0.95,4891809189689.48,11.211045026779177,12.328711748123167,23.53975892066956
598,5,41,9,36482520.53738886,0.0634375,0.95,4361157727815.439,12.302276849746704,13.419209241867064,25.7214879989624
599,5,41,10,36557793.9652477,0.0634375,0.95,5992173351305.082,13.621664047241213,14.780925273895264,28.40259289741516
600,5,41,11,36557793.9652477,0.0634375,0.95,4749947723117.285,14.74254870414734,15.967846155166626,30.71039891242981
601,5,41,12,37147560.68181191,0.0634375,0.95,3726001424015.833,16.146332502365112,17.388823747634888,33.53515934944153
602,5,41,13,37147560.68181191,0.0634375,0.95,5120659621526.777,17.45603919029236,18.718796968460083,36.17483854293823
603,5,42,0,34401012.53848037,0.0634375,0.95,8311050889887.648,1.3018035888671875,2.397768020629883,3.699575424194336
604,5,42,1,35343437.23733248,0.0634375,0.95,3718697476936.933,2.5491397380828857,3.648782730102539,6.197925329208374
605,5,42,2,35343437.23733248,0.0634375,0.95,6706752344976.126,3.832156419754028,4.914049386978149,8.746209621429443
606,5,42,3,35343437.23733248,0.0634375,0.95,5346726968350.579,5.008960247039795,6.102502107620239,11.111464500427246
607,5,42,4,35343437.23733248,0.0634375,0.95,4995420634158.868,6.184669017791748,7.244782447814941,13.429454803466797
608,5,42,5,35278257.49574645,0.0634375,0.95,3364631909298.873,7.42816162109375,8.483325958251953,15.911490440368652
609,5,42,6,35278257.49574645,0.0634375,0.95,4408452461936.5625,8.536906957626343,9.604947805404665,18.141856908798218
610,5,42,7,35888967.91884351,0.0634375,0.95,4744626636061.188,9.570023536682127,10.660343408584597,20.230369806289676
611,5,42,8,35888967.91884351,0.0634375,0.95,4862791247721.29,10.789554595947266,11.905282258987429,22.694839000701904
612,5,42,9,35888967.91884351,0.0634375,0.95,5616305965427.307,11.851446628570557,12.969022989273071,24.82047271728516
613,5,42,10,35888967.91884351,0.0634375,0.95,3991774919799.386,13.11872386932373,14.24406099319458,27.362788438797
614,5,42,11,35888967.91884351,0.0634375,0.95,6385609712124.555,14.410392045974731,15.553054094314575,29.963449716567997
615,5,42,12,35888967.91884351,0.0634375,0.95,5335389569551.245,15.460846424102783,16.619702577590942,32.08055257797241
616,5,42,13,35888967.91884351,0.0634375,0.95,3954036906328.599,16.55684185028076,17.715303659439087,34.27214884757996
617,5,42,14,35888967.91884351,0.0634375,0.95,3865265410545.245,17.78701162338257,18.960516929626465,36.74752998352051
618,5,43,0,35231276.06006077,0.0634375,0.95,4259555638321.766,1.2937326431274414,2.252140760421753,3.5458765029907227
619,5,43,1,35231276.06006077,0.0634375,0.95,3417005170009.8257,2.506049394607544,3.4430296421051025,5.9490814208984375
620,5,43,2,35231276.06006077,0.0634375,0.95,3770683924855.442,3.741060495376587,4.652630567550659,8.3936927318573
621,5,43,3,35231276.06006077,0.0634375,0.95,6174497128040.15,4.994231700897217,5.855140447616577,10.8493754863739
622,5,43,4,35231276.06006077,0.0634375,0.95,4140517458764.936,6.167421817779541,7.003287315368652,13.170711994171144
623,5,43,5,35331110.82779231,0.0634375,0.95,7082964225573.585,7.487100601196289,8.296026229858398,15.783130407333374
624,5,43,6,35331110.82779231,0.0634375,0.95,5484434579571.628,8.580812692642212,9.41262936592102,17.993443965911865
625,5,43,7,35331110.82779231,0.0634375,0.95,4501584502523.354,9.743346691131592,10.559739589691162,20.303087949752808
626,5,43,8,35227945.10617992,0.0634375,0.95,5449685982882.09,11.00627875328064,11.86570167541504,22.87198257446289
627,5,43,9,35789692.62980726,0.0634375,0.95,3091550076801.3066,12.261558532714844,13.108583450317385,25.37014627456665
628,5,43,10,35789692.62980726,0.0634375,0.95,4330998118847.419,13.338354587554932,14.195559024810793,27.53391671180725
629,5,43,11,35789692.62980726,0.0634375,0.95,5336055541033.827,14.36239743232727,15.231183528900146,29.593584537506104
630,5,43,12,35789692.62980726,0.0634375,0.95,5269581427918.213,15.70205545425415,16.607741355895996,32.30979919433594
631,5,43,13,35789692.62980726,0.0634375,0.95,5410241106434.85,16.735989570617676,17.638633251190186,34.37462568283081
632,5,44,0,33574977.70697355,0.0634375,0.95,2525611220780.118,1.34755539894104,2.544187068939209,3.891746759414673
633,5,44,1,35378462.554649994,0.0634375,0.95,6274504256430.805,2.533019542694092,3.77499270439148,6.308015823364258
634,5,44,2,35378462.554649994,0.0634375,0.95,6952960897551.751,3.815699577331543,5.0582780838012695,8.873979330062866
635,5,44,3,35378462.554649994,0.0634375,0.95,3720526514886.877,4.933650255203247,6.153724670410156,11.087378025054932
636,5,44,4,35378462.554649994,0.0634375,0.95,4746219416845.379,6.248842239379883,7.480088472366333,13.728933811187744
637,5,44,5,35378462.554649994,0.0634375,0.95,6443185603557.298,7.546651840209961,8.783638715744019,16.330293893814087
638,5,44,6,35378462.554649994,0.0634375,0.95,4901443180814.572,8.546590566635132,9.805527687072754,18.352121591567997
639,5,44,7,35378462.554649994,0.0634375,0.95,4066247808497.069,9.669853925704956,10.956593990325928,20.626452207565308
640,5,44,8,35615467.00551696,0.0634375,0.95,4591819139463.285,10.959579467773438,12.2777202129364,23.237302541732788
641,5,44,9,35615467.00551696,0.0634375,0.95,5346326194038.468,12.147079944610596,13.484649658203123,25.631733417510983
642,5,44,10,35615467.00551696,0.0634375,0.95,5649837574080.938,13.398361921310425,14.791878700256348,28.1902437210083
643,5,44,11,35615467.00551696,0.0634375,0.95,4234215026118.023,14.69485569000244,16.119045734405518,30.81390357017517
644,5,44,12,37051158.60930142,0.0634375,0.95,3411901820038.976,15.791771650314333,17.256512880325317,33.048288106918335
645,5,44,13,37051158.60930142,0.0634375,0.95,4577295907661.856,17.035885334014893,18.532381057739254,35.56826949119568
646,5,45,0,35092103.65471125,0.0634375,0.95,6259485434331.308,1.3119630813598633,2.543783903121948,3.855750322341919
647,5,45,1,36025516.16791401,0.0634375,0.95,5302455556026.028,2.4767749309539795,3.72965145111084,6.2064290046691895
648,5,45,2,36025516.16791401,0.0634375,0.95,3232649539769.763,3.724921703338623,4.98718523979187,8.712109327316284
649,5,45,3,36025516.16791401,0.0634375,0.95,6280154304920.59,4.805638313293457,6.0618040561676025,10.867446184158323
650,5,45,4,36025516.16791401,0.0634375,0.95,4397804301568.458,6.199156522750855,7.462059259414673,13.661218404769896
651,5,45,5,36025516.16791401,0.0634375,0.95,5017995447351.1045,7.535484552383423,8.804229736328125,16.339717388153076
652,5,45,6,36025516.16791401,0.0634375,0.95,2933700060940.1235,8.619606018066406,9.93490219116211,18.55451083183289
653,5,45,7,36025516.16791401,0.0634375,0.95,5239232010076.786,9.739914655685425,11.087164163589478,20.827081203460693
654,5,45,8,36025516.16791401,0.0634375,0.95,4217758148025.067,10.95705771446228,12.357913970947266,23.314975023269653
655,5,45,9,36025516.16791401,0.0634375,0.95,4629866587340.693,12.15464186668396,13.575079679489136,25.729725122451782
656,5,45,10,36025516.16791401,0.0634375,0.95,3480949931124.5776,13.386652946472168,14.85126495361328,28.23792004585266
657,5,45,11,36025516.16791401,0.0634375,0.95,5613854230058.804,14.676945209503174,16.18036389350891,30.857313632965088
658,5,45,12,36025516.16791401,0.0634375,0.95,4251957553983.721,15.630184173583984,17.146607875823975,32.776795625686646
659,5,45,13,36025516.16791401,0.0634375,0.95,4840784196343.565,16.825973510742188,18.36285161972046,35.188828468322754
660,5,46,0,33805745.10450883,0.3131874999999999,0.95,3063156414939.819,2.0690841674804688,3.3383209705352783,5.407409429550171
661,5,46,1,35652226.715159155,0.3131874999999999,0.95,6215413407383.457,4.171599864959717,5.357376337051392,9.52897810935974
662,5,46,2,35652226.715159155,0.3131874999999999,0.95,8086911209853.893,6.265316724777222,7.341618061065674,13.606938362121582
663,5,46,3,35652226.715159155,0.3131874999999999,0.95,7424741016818.598,8.294454574584961,9.265543222427368,17.560001373291016
664,5,46,4,35652226.715159155,0.3131874999999999,0.95,5121208709847.584,10.307036399841309,11.230627059936523,21.537667274475098
665,5,46,5,35652226.715159155,0.3131874999999999,0.95,3788356177308.698,12.323501348495483,13.140011072158812,25.463514804840088
666,5,46,6,35652226.715159155,0.3131874999999999,0.95,5836802804718.616,14.317729949951172,15.066997528076172,29.38472962379456
667,5,46,7,35652226.715159155,0.3131874999999999,0.95,7806812682873.881,16.301028966903687,16.978387355804443,33.27942156791687
668,5,46,8,35652226.715159155,0.3131874999999999,0.95,4659953046510.132,18.242167234420776,18.871540784835812,37.11371207237244
669,5,47,0,35018991.45857762,0.0634375,0.95,5125573204001.581,1.2031867504119873,2.29410719871521,3.497297525405884
670,5,47,1,35018991.45857762,0.0634375,0.95,4984236173417.153,2.40571403503418,3.537912130355835,5.943629026412964
671,5,47,2,35018991.45857762,0.0634375,0.95,6594367845616.41,3.511321544647217,4.680119037628174,8.191442251205444
672,5,47,3,36120456.6637504,0.0634375,0.95,5272371602335.313,4.623385190963745,5.808458566665649,10.431845903396606
673,5,47,4,36186818.588031925,0.0634375,0.95,7672433986397.839,5.810573577880859,6.986117362976074,12.796693086624146
