,heuristic_param,seed,n_gen,score,accuracy,variance,elapsed_time_proc,elapsed_time_acc,elapsed_time
0,5,1,0,35323760.339758955,0.0965524608436609,5185581819652.425,1.2675771713256836,1.0994760990142822,2.367053270339966
1,5,1,1,35323760.339758955,0.0965524608436609,5752926671519.937,2.5257153511047363,1.0994760990142822,3.6251914501190186
2,5,1,2,35323760.339758955,0.0965524608436609,3621468077602.416,3.805555582046509,1.0994760990142822,4.905031681060791
3,5,1,3,35323760.339758955,0.0965524608436609,4887392491073.802,5.122555494308472,1.0994760990142822,6.222031593322754
4,5,1,4,35784749.53944766,0.0965524608436609,4770262562229.566,6.420767784118652,1.0994760990142822,7.520243883132935
5,5,1,5,35784749.53944766,0.0965524608436609,5983863856363.603,7.719977855682373,1.0994760990142822,8.819453954696655
6,5,1,6,35784749.53944766,0.0965524608436609,4777131196061.847,9.001962423324585,1.0994760990142822,10.101438522338867
7,5,1,7,35784749.53944766,0.0965524608436609,5235354810964.123,10.267858266830444,1.0994760990142822,11.367334365844728
8,5,1,8,35784749.53944766,0.0965524608436609,5901944506016.286,11.526736497879028,1.0994760990142822,12.62621259689331
9,5,1,9,35784749.53944766,0.0965524608436609,5886951667027.34,12.795586824417114,1.0994760990142822,13.895062923431396
10,5,1,10,35784749.53944766,0.0965524608436609,4579436984578.926,14.04023289680481,1.0994760990142822,15.139708995819092
11,5,1,11,35784749.53944766,0.0965524608436609,5903036769403.119,15.325031757354736,2.1932876110076904,17.518319368362427
12,5,1,12,35784749.53944766,0.0965524608436609,4062273230510.3423,16.60176992416382,2.1932876110076904,18.79505753517151
13,5,1,13,35784749.53944766,0.0965524608436609,3546757356838.425,17.87225842475891,2.1932876110076904,20.0655460357666
14,5,1,14,35784749.53944766,0.0965524608436609,4484815070775.706,19.17814612388611,2.1932876110076904,21.3714337348938
15,5,1,15,35784749.53944766,0.0965524608436609,5398441443455.843,20.478259325027462,2.1932876110076904,22.67154693603516
16,5,1,16,36084938.19320488,0.0965524608436609,6559363407591.753,21.771023988723755,2.1932876110076904,23.964311599731445
17,5,1,17,36084938.19320488,0.0965524608436609,5218212607034.898,22.99986720085144,2.1932876110076904,25.19315481185913
18,5,1,18,36084938.19320488,0.0965524608436609,5428103713247.907,24.29767656326294,2.1932876110076904,26.49096417427063
19,5,1,19,36084938.19320488,0.0965524608436609,4101417612816.9927,25.58371329307556,2.1932876110076904,27.77700090408325
20,5,1,20,36084938.19320488,0.0965524608436609,3824742436239.513,26.84932851791382,2.1932876110076904,29.04261612892151
21,5,1,21,36948765.26540214,0.0965524608436609,4587878404644.248,28.059550046920776,2.1932876110076904,30.252837657928467
22,5,1,22,36948765.26540214,0.0965524608436609,4396125180263.0674,29.346306800842285,3.2712295055389404,32.617536306381226
23,5,1,23,36948765.26540214,0.0965524608436609,4662836558396.437,30.61139225959778,3.2712295055389404,33.88262176513672
24,5,1,24,36948765.26540214,0.0965524608436609,4899152855373.016,31.887871265411377,3.2712295055389404,35.15910077095032
25,5,1,25,36948765.26540214,0.0965524608436609,5983808979060.799,33.123353481292725,3.2712295055389404,36.39458298683167
26,5,2,0,35309448.70464581,0.0965524608436609,4925413999364.687,1.226884126663208,1.075897216796875,2.302781343460083
27,5,2,1,35309448.70464581,0.0965524608436609,3673858602567.3394,2.461045980453491,1.075897216796875,3.536943197250366
28,5,2,2,35309448.70464581,0.0965524608436609,5100069592825.47,3.7677559852600098,1.075897216796875,4.843653202056885
29,5,2,3,35309448.70464581,0.0965524608436609,4525360248506.216,5.032740831375122,1.075897216796875,6.108638048171997
30,5,2,4,35309448.70464581,0.0965524608436609,5247550019820.73,6.309797525405884,1.075897216796875,7.385694742202759
31,5,2,5,35404005.431255855,0.0965524608436609,4470654203372.063,7.542456865310669,1.075897216796875,8.618354082107544
32,5,2,6,35367196.38575882,0.0965524608436609,5178349994282.911,8.749573707580566,1.075897216796875,9.82547092437744
33,5,2,7,35367196.38575882,0.0965524608436609,5610799404852.925,10.007617712020874,1.075897216796875,11.083514928817747
34,5,2,8,35367196.38575882,0.0965524608436609,4304050002547.162,11.27986979484558,1.075897216796875,12.355767011642456
35,5,2,9,35367196.38575882,0.0965524608436609,6545655818289.31,12.524163722991943,1.075897216796875,13.600060939788818
36,5,2,10,35367196.38575882,0.0965524608436609,3938662584542.246,13.790449142456056,1.075897216796875,14.86634635925293
37,5,2,11,35868688.07253825,0.0965524608436609,3914813128354.672,15.03839874267578,2.215932130813598,17.25433087348938
38,5,2,12,35868688.07253825,0.0965524608436609,4689949050265.003,16.27357816696167,2.215932130813598,18.48951029777527
39,5,2,13,35868688.07253825,0.0965524608436609,5104796086898.659,17.50304675102234,2.215932130813598,19.718978881835938
40,5,2,14,35868688.07253825,0.0965524608436609,3557691715502.2607,18.73577046394348,2.215932130813598,20.95170259475708
41,5,2,15,37552421.43903778,0.0965524608436609,4306531446339.328,19.97477769851685,2.215932130813598,22.190709829330444
42,5,2,16,37552421.43903778,0.0965524608436609,5271370504787.195,21.235755443573,2.215932130813598,23.4516875743866
43,5,2,17,37552421.43903778,0.0965524608436609,6254230522469.034,22.49581241607666,2.215932130813598,24.71174454689026
44,5,2,18,37552421.43903778,0.0965524608436609,3389076377650.8823,23.72162175178528,2.215932130813598,25.93755388259888
45,5,2,19,37552421.43903778,0.0965524608436609,4031823758777.466,24.985596418380737,2.215932130813598,27.201528549194336
46,5,2,20,37552421.43903778,0.0965524608436609,5236183892012.445,26.19798159599304,2.215932130813598,28.41391372680664
